Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90,Squad,PlSqu
Tjas Begic,si SVN,"MF,FW",21-340,22,12,1069.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.8,1.8,0.6,2.4,49.0,47.0,73.0,0.08,0.0,0.08,0.08,0.08,0.15,0.05,0.2,0.15,0.2,Frosinone,Tjas BegicFrosinone
Emil Bohinen,no NOR,MF,26-085,12,12,1012.0,11.2,3.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,1.3,0.5,1.2,1.8,15.0,37.0,5.0,0.27,0.09,0.36,0.18,0.27,0.12,0.11,0.23,0.05,0.16,Frosinone,Emil BohinenFrosinone
Matteo Chichella,it ITA,MF,19-244,19,11,1025.0,11.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.2,0.2,0.2,0.4,8.0,34.0,7.0,0.09,0.0,0.09,0.09,0.09,0.02,0.02,0.03,0.02,0.03,Frosinone,Matteo ChichellaFrosinone
Mateus Lusuardi,br BRA,DF,21-148,12,11,924.0,10.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,2.3,2.0,31.0,0.0,0.19,0.0,0.19,0.19,0.19,0.2,0.02,0.22,0.2,0.22,Frosinone,Mateus LusuardiFrosinone
Ben Lhassine Kone,ci CIV,MF,25-083,9,8,687.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.9,0.9,1.1,2.0,13.0,37.0,13.0,0.13,0.13,0.26,0.13,0.26,0.12,0.15,0.27,0.12,0.27,Frosinone,Ben Lhassine KoneFrosinone
Frank Tsadjout,it ITA,FW,25-312,15,7,681.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.4,2.4,0.3,2.7,12.0,14.0,46.0,0.0,0.13,0.13,0.0,0.13,0.32,0.04,0.36,0.32,0.36,Frosinone,Frank TsadjoutFrosinone
Filippo Distefano,it ITA,"MF,FW",21-281,13,7,551.0,6.1,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.3,2.3,0.6,2.9,9.0,10.0,53.0,0.33,0.0,0.33,0.33,0.33,0.37,0.1,0.48,0.37,0.48,Frosinone,Filippo DistefanoFrosinone
Kevin Barcella,it ITA,MF,18-353,9,6,579.0,6.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,6.0,14.0,29.0,0.0,0.31,0.31,0.0,0.31,0.03,0.05,0.08,0.03,0.08,Frosinone,Kevin BarcellaFrosinone
Ilias Koutsoupias,gr GRE,MF,24-026,6,6,426.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,7.0,15.0,18.0,0.21,0.0,0.21,0.21,0.21,0.06,0.07,0.12,0.06,0.12,Frosinone,Ilias KoutsoupiasFrosinone
Emanuele Pecorino,it ITA,FW,23-325,20,5,675.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.4,2.4,0.3,2.7,11.0,9.0,48.0,0.13,0.0,0.13,0.13,0.13,0.32,0.04,0.36,0.32,0.36,Frosinone,Emanuele PecorinoFrosinone
Luigi Canotto,it ITA,"FW,MF",31-017,9,4,367.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.4,10.0,8.0,33.0,0.25,0.25,0.49,0.25,0.49,0.15,0.19,0.34,0.15,0.34,Frosinone,Luigi CanottoFrosinone
Gianluca Di Chiara,it ITA,DF,31-161,4,4,305.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.4,0.6,2.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.16,0.05,0.16,Frosinone,Gianluca Di ChiaraFrosinone
Luca Garritano,it ITA,"MF,FW",31-114,14,3,406.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.6,1.8,5.0,22.0,23.0,0.0,0.0,0.0,0.0,0.0,0.26,0.13,0.39,0.26,0.39,Frosinone,Luca GarritanoFrosinone
Fabio Lucioni,it ITA,DF,37-253,8,3,387.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.5,1.5,0.0,10.0,0.0,0.0,0.23,0.23,0.0,0.23,0.23,0.11,0.35,0.23,0.35,Frosinone,Fabio LucioniFrosinone
Sergio Kalaj,al ALB,DF,25-128,4,3,272.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Frosinone,Sergio KalajFrosinone
Marvin Cuni,al ALB,FW,23-330,3,3,212.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,1.0,3.0,13.0,0.42,0.0,0.42,0.42,0.42,0.11,0.17,0.28,0.11,0.28,Frosinone,Marvin CuniFrosinone
Alessandro Sorrentino,it ITA,GK,23-063,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frosinone,Alessandro SorrentinoFrosinone
Alejandro Cichero,ve VEN,"FW,MF",18-329,5,2,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3,0.6,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.25,0.22,0.47,0.25,0.47,Frosinone,Alejandro CicheroFrosinone
Giorgio Cittadini,it ITA,DF,23-048,4,1,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frosinone,Giorgio CittadiniFrosinone
Przemyslaw Szyminski,pl POL,DF,30-346,1,1,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frosinone,Przemyslaw SzyminskiFrosinone
Fallou Sene,sn SEN,"FW,DF",20-288,4,0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Frosinone,Fallou SeneFrosinone
Pepin,gq EQG,"MF,FW",28-295,5,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.25,0.04,0.25,Frosinone,PepinFrosinone
Filippo Grosso,it ITA,MF,18-271,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frosinone,Filippo GrossoFrosinone
Evan Bouabre,ci CIV,DF,21-164,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frosinone,Evan BouabreFrosinone
Pierluigi Frattali,it ITA,GK,39-186,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frosinone,Pierluigi FrattaliFrosinone
Hamza Haoudi,it ITA,MF,24-088,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frosinone,Hamza HaoudiFrosinone
Victor Hegelund,dk DEN,DF,19-255,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frosinone,Victor HegelundFrosinone
Francesco Minicangeli,it ITA,GK,19-144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frosinone,Francesco MinicangeliFrosinone
Alessandro Selvini,it ITA,FW,21-073,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frosinone,Alessandro SelviniFrosinone
Lazar Zaknic,rs SRB,DF,21-081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frosinone,Lazar ZaknicFrosinone
Opponent Total,,,27.4,38,418,3420.0,38.0,50.0,34.0,84.0,45.0,5.0,7.0,93.0,4.0,49.1,43.5,35.9,79.3,585.0,1400.0,1390.0,1.32,0.89,2.21,1.18,2.08,1.29,0.94,2.24,1.14,2.09,Frosinone,Opponent TotalFrosinone
Lorenzo Amatucci,it ITA,MF,21-120,36,36,3017.0,33.5,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,2.0,2.0,2.4,4.4,50.0,177.0,38.0,0.09,0.03,0.12,0.09,0.12,0.06,0.07,0.13,0.06,0.13,Salernitana,Lorenzo AmatucciSalernitana
Gian Marco Ferrari,it ITA,DF,33-110,34,34,3060.0,34.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.7,1.7,1.0,2.6,15.0,139.0,18.0,0.09,0.03,0.12,0.09,0.12,0.05,0.03,0.08,0.05,0.08,Salernitana,Gian Marco FerrariSalernitana
Daniele Verde,it ITA,"FW,MF",28-350,35,24,2077.0,23.1,3.0,3.0,6.0,1.0,2.0,2.0,1.0,0.0,6.2,4.6,3.7,8.3,72.0,70.0,141.0,0.13,0.13,0.26,0.04,0.17,0.27,0.16,0.43,0.2,0.36,Salernitana,Daniele VerdeSalernitana
Dylan Bronn,tn TUN,DF,29-351,24,22,1916.0,21.3,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.7,1.7,0.3,2.0,15.0,76.0,6.0,0.0,0.05,0.05,0.0,0.05,0.08,0.01,0.1,0.08,0.1,Salernitana,Dylan BronnSalernitana
Roberto Soriano,it ITA,MF,34-117,31,21,1923.0,21.4,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,2.1,4.1,45.0,98.0,93.0,0.19,0.0,0.19,0.19,0.19,0.09,0.1,0.19,0.09,0.19,Salernitana,Roberto SorianoSalernitana
Paolo Ghiglione,it ITA,DF,28-123,25,21,1768.0,19.6,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,1.6,1.6,1.8,3.4,32.0,44.0,94.0,0.1,0.1,0.2,0.1,0.2,0.08,0.09,0.17,0.08,0.17,Salernitana,Paolo GhiglioneSalernitana
Petar Stojanovic,si SVN,DF,29-241,28,19,1731.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,0.5,1.6,2.1,46.0,87.0,65.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,Salernitana,Petar StojanovicSalernitana
Lilian Njoh,cm CMR,"DF,MF",23-195,26,19,1700.0,18.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.6,0.8,52.0,97.0,88.0,0.0,0.05,0.05,0.0,0.05,0.01,0.03,0.04,0.01,0.04,Salernitana,Lilian NjohSalernitana
Luigi Sepe,it ITA,GK,34-028,18,18,1575.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salernitana,Luigi SepeSalernitana
Luka Lochoshvili,ge GEO,DF,27-007,18,18,1565.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.6,1.6,34.0,79.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.09,0.06,0.09,Salernitana,Luka LochoshviliSalernitana
Fabio Ruggeri,it ITA,DF,20-174,21,17,1538.0,17.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.9,0.9,20.0,70.0,11.0,0.0,0.06,0.06,0.0,0.06,0.0,0.05,0.06,0.0,0.06,Salernitana,Fabio RuggeriSalernitana
Franco Tongya,it ITA,"MF,FW",23-084,28,17,1513.0,16.8,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.4,2.4,0.5,2.9,41.0,41.0,119.0,0.18,0.0,0.18,0.18,0.18,0.14,0.03,0.17,0.14,0.17,Salernitana,Franco TongyaSalernitana
Alberto Cerri,it ITA,FW,29-050,18,17,1408.0,15.6,3.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,7.7,5.4,1.7,7.2,16.0,25.0,115.0,0.19,0.0,0.19,0.13,0.13,0.49,0.11,0.6,0.35,0.46,Salernitana,Alberto CerriSalernitana
Oliver Christensen,dk DEN,GK,26-075,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salernitana,Oliver ChristensenSalernitana
Simeon Nwankwo,ng NGA,FW,33-029,23,11,1184.0,13.2,5.0,2.0,7.0,4.0,1.0,1.0,0.0,0.0,4.5,3.7,1.0,4.7,7.0,14.0,70.0,0.38,0.15,0.53,0.3,0.46,0.34,0.07,0.42,0.28,0.36,Salernitana,Simeon NwankwoSalernitana
Tommaso Corazza,it ITA,DF,20-341,13,10,950.0,10.6,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,2.7,3.6,13.0,29.0,62.0,0.09,0.38,0.47,0.09,0.47,0.09,0.26,0.35,0.09,0.35,Salernitana,Tommaso CorazzaSalernitana
Andres Tello,co COL,MF,28-272,18,10,826.0,9.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,0.5,0.5,0.5,1.0,9.0,47.0,31.0,0.11,0.0,0.11,0.11,0.11,0.05,0.06,0.11,0.05,0.11,Salernitana,Andres TelloSalernitana
Szymon Wlodarczyk,pl POL,FW,22-151,13,9,621.0,6.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.2,2.2,0.5,2.8,4.0,6.0,42.0,0.14,0.14,0.29,0.14,0.29,0.33,0.07,0.4,0.33,0.4,Salernitana,Szymon WlodarczykSalernitana
Federico Zuccon,it ITA,MF,22-065,11,8,684.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,13.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Salernitana,Federico ZucconSalernitana
Giulio Maggiore,it ITA,MF,27-085,12,8,637.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,1.6,11.0,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.22,0.08,0.22,Salernitana,Giulio MaggioreSalernitana
Ajdin Hrustic,au AUS,"MF,FW",28-335,21,7,896.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.9,0.9,0.6,1.5,17.0,51.0,34.0,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15,Salernitana,Ajdin HrusticSalernitana
Pawel Jaroszynski,pl POL,DF,30-246,12,7,712.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,18.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Salernitana,Pawel JaroszynskiSalernitana
Jeff Reine-Adelaide,fr FRA,MF,27-139,13,7,553.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.1,1.6,31.0,34.0,31.0,0.16,0.0,0.16,0.16,0.16,0.09,0.17,0.27,0.09,0.27,Salernitana,Jeff Reine-AdelaideSalernitana
Jayden Braaf,nl NED,"FW,MF",22-278,16,6,706.0,7.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.5,1.5,0.2,1.7,21.0,21.0,74.0,0.25,0.0,0.25,0.25,0.25,0.19,0.03,0.22,0.19,0.22,Salernitana,Jayden BraafSalernitana
Tijs Velthuis,nl NED,DF,23-144,8,6,555.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,10.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Salernitana,Tijs VelthuisSalernitana
Antonio Raimondo,it ITA,FW,21-079,12,6,478.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,4.0,7.0,36.0,0.19,0.0,0.19,0.19,0.19,0.2,0.02,0.22,0.2,0.22,Salernitana,Antonio RaimondoSalernitana
Vincenzo Fiorillo,it ITA,GK,35-143,5,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salernitana,Vincenzo FiorilloSalernitana
Fabrizio Caligara,it ITA,MF,25-054,7,4,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.9,1.2,3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.08,0.26,0.34,0.08,0.34,Salernitana,Fabrizio CaligaraSalernitana
Diego Valencia,cl CHI,"FW,MF",25-142,4,4,248.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,6.0,12.0,0.36,0.0,0.36,0.36,0.36,0.13,0.05,0.17,0.13,0.17,Salernitana,Diego ValenciaSalernitana
Flavius Daniliuc,at AUT,DF,24-039,3,3,265.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,8.0,11.0,9.0,0.34,0.0,0.34,0.34,0.34,0.15,0.1,0.25,0.15,0.25,Salernitana,Flavius DaniliucSalernitana
Yayah Kallon,sl SLE,"FW,MF",23-340,11,2,295.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.4,0.6,10.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.17,0.05,0.17,Salernitana,Yayah KallonSalernitana
Davide Gentile,it ITA,"DF,MF",21-168,9,2,223.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salernitana,Davide GentileSalernitana
Ernesto Torregrossa,ve VEN,"FW,MF",32-342,11,1,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.0,0.6,3.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.16,0.01,0.17,0.16,0.17,Salernitana,Ernesto TorregrossaSalernitana
Nicola Dalmonte,it ITA,FW,27-265,4,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Salernitana,Nicola DalmonteSalernitana
Stefano Girelli,it ITA,MF,24-147,4,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Salernitana,Stefano GirelliSalernitana
Domagoj Bradaric,hr CRO,DF,25-177,2,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.21,0.1,0.21,Salernitana,Domagoj BradaricSalernitana
Mamadou Coulibaly,sn SEN,MF,26-122,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Salernitana,Mamadou CoulibalySalernitana
Francesco Corriere,it ITA,GK,19-105,1,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salernitana,Francesco CorriereSalernitana
Andres Sfait,ro ROU,"MF,FW",20-178,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.26,1.76,2.02,0.26,2.02,Salernitana,Andres SfaitSalernitana
Gerardo Fusco,it ITA,"DF,FW",20-018,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52,Salernitana,Gerardo FuscoSalernitana
Rocco Di Vico,it ITA,"MF,FW",18-155,2,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,1.34,1.34,Salernitana,Rocco Di VicoSalernitana
Juan Guasone,it ITA,MF,24-070,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salernitana,Juan GuasoneSalernitana
Antonio Iervolino,it ITA,MF,22-155,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salernitana,Antonio IervolinoSalernitana
Francesco Nunziata,it ITA,DF,17-353,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salernitana,Francesco NunziataSalernitana
Luca Rodolfo,it ITA,GK,19-129,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salernitana,Luca RodolfoSalernitana
Gregorio Salvati,it ITA,GK,20-118,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salernitana,Gregorio SalvatiSalernitana
Mateusz Legowski,pl POL,MF,22-127,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salernitana,Mateusz LegowskiSalernitana
Opponent Total,,,27.2,38,418,3420.0,38.0,47.0,33.0,80.0,43.0,4.0,4.0,78.0,5.0,48.7,45.5,35.0,80.5,575.0,1262.0,1247.0,1.24,0.87,2.11,1.13,2.0,1.28,0.92,2.2,1.2,2.12,Salernitana,Opponent TotalSalernitana
Alessandro Riccio,it ITA,DF,23-119,26,24,2191.0,24.3,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,0.1,1.1,11.0,50.0,6.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.05,0.04,0.05,Sampdoria,Alessandro RiccioSampdoria
Fabio Depaoli,it ITA,"DF,MF",28-042,33,24,2062.0,22.9,4.0,2.0,6.0,4.0,0.0,0.0,10.0,1.0,3.1,3.1,2.4,5.5,24.0,59.0,106.0,0.17,0.09,0.26,0.17,0.26,0.13,0.11,0.24,0.13,0.24,Sampdoria,Fabio DepaoliSampdoria
Lorenzo Venuti,it ITA,DF,30-054,30,23,1967.0,21.9,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.3,1.3,1.4,2.7,32.0,67.0,105.0,0.09,0.05,0.14,0.09,0.14,0.06,0.06,0.12,0.06,0.12,Sampdoria,Lorenzo VenutiSampdoria
Melle Meulensteen,nl NED,"MF,DF",25-336,25,23,1888.0,21.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,0.6,2.4,26.0,97.0,25.0,0.14,0.0,0.14,0.14,0.14,0.08,0.03,0.11,0.08,0.11,Sampdoria,Melle MeulensteenSampdoria
Massimo Coda,it ITA,FW,36-207,33,22,1935.0,21.5,8.0,2.0,10.0,7.0,1.0,2.0,1.0,0.0,8.9,7.4,3.8,11.2,23.0,40.0,157.0,0.37,0.09,0.47,0.33,0.42,0.42,0.18,0.6,0.34,0.52,Sampdoria,Massimo CodaSampdoria
Gerard Yepes,es ESP,MF,22-284,25,20,1794.0,19.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.5,2.0,13.0,101.0,15.0,0.0,0.05,0.05,0.0,0.05,0.03,0.07,0.1,0.03,0.1,Sampdoria,Gerard YepesSampdoria
Gennaro Tutino,it ITA,"FW,MF",28-289,21,20,1713.0,19.0,5.0,4.0,9.0,4.0,1.0,1.0,4.0,0.0,7.9,7.1,2.6,9.7,40.0,43.0,121.0,0.26,0.21,0.47,0.21,0.42,0.41,0.13,0.55,0.38,0.51,Sampdoria,Gennaro TutinoSampdoria
Nicholas Ioannou,cy CYP,DF,29-207,24,18,1516.0,16.8,2.0,1.0,3.0,2.0,0.0,0.0,5.0,1.0,1.5,1.5,2.3,3.8,30.0,50.0,63.0,0.12,0.06,0.18,0.12,0.18,0.09,0.14,0.22,0.09,0.22,Sampdoria,Nicholas IoannouSampdoria
Bartosz Bereszynski,pl POL,DF,32-328,21,16,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,0.8,1.2,28.0,84.0,29.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Sampdoria,Bartosz BereszynskiSampdoria
Alessandro Bellemo,it ITA,MF,29-302,22,16,1361.0,15.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,1.4,2.1,7.0,26.0,25.0,0.07,0.07,0.13,0.07,0.13,0.05,0.09,0.14,0.05,0.14,Sampdoria,Alessandro BellemoSampdoria
Ebenezer Akinsanmiro,ng NGA,"MF,FW",20-192,35,14,1530.0,17.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,1.6,1.6,2.7,4.3,44.0,97.0,81.0,0.06,0.06,0.12,0.06,0.12,0.09,0.16,0.25,0.09,0.25,Sampdoria,Ebenezer AkinsanmiroSampdoria
Alessio Cragno,it ITA,GK,30-342,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sampdoria,Alessio CragnoSampdoria
Leonardo Benedetti,it ITA,MF,24-364,25,13,1138.0,12.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,0.8,1.6,44.0,42.0,56.0,0.0,0.08,0.08,0.0,0.08,0.07,0.06,0.13,0.07,0.13,Sampdoria,Leonardo BenedettiSampdoria
M'Baye Niang,sn SEN,"FW,MF",30-168,16,13,1138.0,12.6,3.0,0.0,3.0,3.0,0.0,0.0,6.0,1.0,5.6,5.6,0.5,6.1,20.0,13.0,69.0,0.24,0.0,0.24,0.24,0.24,0.45,0.04,0.49,0.45,0.49,Sampdoria,M'Baye NiangSampdoria
Giorgio Altare,it ITA,DF,26-300,14,13,1060.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.6,2.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.05,0.04,0.05,Sampdoria,Giorgio AltareSampdoria
