Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Diber Cambindo,co COL,FW,28.0,30,25,2159.0,24.0,16.0,0.0,16.0,16.0,0.0,0.0,5.0,0.0,10.7,10.7,1.6,12.4,39.0,15.0,141.0,0.67,0.0,0.67,0.67,0.67,0.45,0.07,0.52,0.45,0.52,Matches
Alejandro Mayorga,mx MEX,DF,27.0,29,22,1875.0,20.8,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.7,1.3,34.0,56.0,64.0,0.0,0.14,0.14,0.0,0.14,0.02,0.04,0.06,0.02,0.06,Matches
Emilio Lara,mx MEX,DF,22.0,24,21,1962.0,21.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.3,8.0,66.0,15.0,0.0,0.09,0.09,0.0,0.09,0.0,0.01,0.01,0.0,0.01,Matches
Alexis Francisco Peña,mx MEX,DF,28.0,20,18,1527.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,2.0,28.0,5.0,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.04,0.03,0.04,Matches
Kevin Rosero,co COL,"DF,MF",25.0,29,17,1507.0,16.7,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,0.9,0.9,1.5,2.4,44.0,23.0,95.0,0.12,0.24,0.36,0.12,0.36,0.05,0.09,0.14,0.05,0.14,Matches
Alán Montes,mx MEX,DF,23.0,20,14,1413.0,15.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.7,1.7,0.2,1.8,4.0,31.0,3.0,0.13,0.0,0.13,0.13,0.13,0.11,0.01,0.12,0.11,0.12,Matches
José Iván Rodríguez,mx MEX,MF,28.0,15,14,1226.0,13.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,7.0,80.0,13.0,0.07,0.0,0.07,0.07,0.07,0.01,0.02,0.04,0.01,0.04,Matches
Ricardo Monreal,mx MEX,"FW,MF",23.0,31,14,1212.0,13.5,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.1,2.1,2.5,4.6,25.0,31.0,92.0,0.15,0.07,0.22,0.15,0.22,0.16,0.19,0.35,0.16,0.35,Matches
Fernando Arce Jr.,us USA,MF,27.0,15,12,1036.0,11.5,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.8,1.8,0.3,2.1,7.0,32.0,8.0,0.17,0.0,0.17,0.17,0.17,0.16,0.03,0.18,0.16,0.18,Matches
Heriberto Jurado,mx MEX,"DF,FW",19.0,16,12,941.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.7,2.0,25.0,17.0,54.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.19,0.03,0.19,Matches
Bryan Garnica,mx MEX,"FW,DF",28.0,15,11,1002.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,1.5,1.7,17.0,50.0,70.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.15,0.01,0.15,Matches
Pavel Pérez,mx MEX,"MF,FW",26.0,16,10,855.0,9.5,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,1.3,1.3,1.4,2.7,38.0,46.0,50.0,0.42,0.11,0.53,0.42,0.53,0.13,0.15,0.28,0.13,0.28,Matches
Emilio Martínez González,mx MEX,DF,21.0,14,10,832.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,1.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Diego De Buen,mx MEX,"MF,DF",33.0,10,8,727.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.6,2.0,23.0,9.0,0.12,0.0,0.12,0.12,0.12,0.02,0.05,0.07,0.02,0.07,Matches
Tomás Badaloni,ar ARG,FW,24.0,27,7,930.0,10.3,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,4.9,4.9,0.4,5.2,12.0,16.0,66.0,0.39,0.0,0.39,0.39,0.39,0.47,0.04,0.51,0.47,0.51,Matches
Jesús Alcantar,mx MEX,DF,21.0,10,7,611.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,6.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches
Alejandro Andrade,mx MEX,"MF,DF",22.0,14,6,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.1,0.2,3.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Arturo Palma,mx MEX,"DF,MF",22.0,13,5,529.0,5.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.7,1.7,16.0,10.0,38.0,0.17,0.17,0.34,0.17,0.34,0.15,0.13,0.28,0.15,0.28,Matches
Diego Gómez,mx MEX,"MF,FW",20.0,14,5,463.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alek Álvarez,mx MEX,MF,21.0,6,5,321.0,3.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.56,0.56,0.0,0.56,,,,,,Matches
Johan Rojas,co COL,"MF,DF",21.0,5,3,213.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.7,2.1,16.0,22.0,38.0,0.42,0.0,0.42,0.42,0.42,0.06,0.28,0.35,0.06,0.35,Matches
Raúl Sandoval,mx MEX,"DF,MF",24.0,17,1,336.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,9.0,5.0,41.0,0.0,0.0,0.0,0.0,0.0,0.15,0.09,0.24,0.15,0.24,Matches
Rogelio Cortéz Pineda,mx MEX,"FW,MF",20.0,7,0,171.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.4,4.0,10.0,8.0,0.53,0.0,0.53,0.53,0.53,0.62,0.12,0.74,0.62,0.74,Matches
Waldo Madrid,mx MEX,FW,20.0,1,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bryan Roque,mx MEX,"MF,FW",19.0,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,1.07,1.07,1.07,Matches
Ángel Chávez,mx MEX,DF,19.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Román Torres,mx MEX,"DF,FW",19.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alex Gutiérrez,mx MEX,MF,16.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joshua Palacios,mx MEX,MF,17.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo Jiménez,mx MEX,MF,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Armenta,mx MEX,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Leonardo Becerra,mx MEX,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Raúl Gudiño,mx MEX,GK,28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Luis Jiménez,mx MEX,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Brandon Lomelí,mx MEX,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Arath Moreno,mx MEX,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Omar Santoyo,mx MEX,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,27.1,34,374,3060.0,34.0,55.0,37.0,92.0,50.0,5.0,5.0,59.0,2.0,48.3,44.3,34.9,79.3,584.0,1294.0,1265.0,1.62,1.09,2.71,1.47,2.56,1.42,1.03,2.45,1.3,2.33,
Carlos Moreno,mx MEX,GK,26.0,32,32,2880.0,32.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Matches
Bryan González,mx MEX,DF,21.0,30,30,2573.0,28.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,1.6,1.6,2.2,3.8,80.0,147.0,117.0,0.0,0.03,0.03,0.0,0.03,0.06,0.08,0.13,0.06,0.13,Matches
Oussama Idrissi,ma MAR,"FW,MF",28.0,32,28,2345.0,26.1,3.0,9.0,12.0,3.0,0.0,0.0,9.0,1.0,2.7,2.7,5.9,8.6,153.0,172.0,308.0,0.12,0.35,0.46,0.12,0.46,0.1,0.23,0.33,0.1,0.33,Matches
Salomón Rondón,ve VEN,FW,34.0,30,26,2394.0,26.6,14.0,5.0,19.0,13.0,1.0,1.0,3.0,1.0,13.9,13.1,4.6,17.7,31.0,79.0,129.0,0.53,0.19,0.71,0.49,0.68,0.52,0.17,0.7,0.49,0.67,Matches
Elias Montiel,mx MEX,MF,18.0,27,25,2217.0,24.6,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.1,2.1,1.6,3.7,67.0,185.0,44.0,0.08,0.08,0.16,0.08,0.16,0.08,0.07,0.15,0.08,0.15,Matches
Sergio Barreto,ar ARG,DF,25.0,19,19,1635.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,0.5,0.9,4.0,30.0,0.0,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.05,0.02,0.05,Matches
Pedro Pedraza,mx MEX,MF,24.0,30,18,1670.0,18.6,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.4,0.4,0.2,0.6,10.0,64.0,16.0,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Matches
Luis Alfonso Rodríguez,mx MEX,DF,33.0,23,16,1379.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.9,1.1,28.0,103.0,49.0,0.0,0.07,0.07,0.0,0.07,0.02,0.06,0.07,0.02,0.07,Matches
Owen González,mx MEX,FW,21.0,22,15,1147.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,2.3,4.0,45.0,39.0,156.0,0.08,0.16,0.24,0.08,0.24,0.13,0.18,0.31,0.13,0.31,Matches
John Kennedy,br BRA,"MF,FW",22.0,17,15,1120.0,12.4,9.0,1.0,10.0,9.0,0.0,0.0,3.0,0.0,6.4,6.4,1.2,7.6,38.0,36.0,92.0,0.72,0.08,0.8,0.72,0.8,0.51,0.09,0.61,0.51,0.61,Matches
Alonso Aceves,mx MEX,DF,23.0,17,14,1334.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.6,1.0,11.0,51.0,22.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches
Eduardo Gabriel,br BRA,DF,28.0,15,14,1292.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.7,0.7,0.7,1.5,3.0,31.0,1.0,0.0,0.07,0.07,0.0,0.07,0.05,0.05,0.1,0.05,0.1,Matches
Nelson Deossa,co COL,MF,24.0,16,14,1212.0,13.5,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.5,1.5,1.5,3.0,39.0,89.0,26.0,0.15,0.15,0.3,0.15,0.3,0.11,0.11,0.22,0.11,0.22,Matches
Gustavo Cabral,ar ARG,DF,38.0,14,13,1093.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.0,0.2,5.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Carlos Sánchez,mx MEX,DF,22.0,22,11,1108.0,12.3,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,38.0,67.0,47.0,0.08,0.32,0.41,0.08,0.41,0.03,0.12,0.15,0.03,0.15,Matches
Jorge Berlanga,mx MEX,DF,21.0,16,11,1012.0,11.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.6,0.6,6.0,34.0,10.0,0.0,0.09,0.09,0.0,0.09,0.0,0.05,0.05,0.0,0.05,Matches
Alán Bautista,mx MEX,MF,21.0,22,10,895.0,9.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,2.2,2.7,21.0,63.0,48.0,0.1,0.1,0.2,0.1,0.2,0.05,0.22,0.27,0.05,0.27,Matches
Sergio Hernández,mx MEX,"MF,FW",21.0,17,9,713.0,7.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,1.2,2.3,21.0,22.0,64.0,0.25,0.25,0.5,0.25,0.5,0.15,0.15,0.29,0.15,0.29,Matches
Alfonso González,mx MEX,"FW,MF",29.0,19,7,693.0,7.7,4.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,2.5,2.5,1.1,3.6,16.0,19.0,51.0,0.52,0.13,0.65,0.52,0.65,0.33,0.14,0.47,0.33,0.47,Matches
Andrés Micolta,ec ECU,DF,25.0,8,7,568.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Miguel Rodríguez,mx MEX,"MF,FW",21.0,10,7,528.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,18.0,19.0,43.0,0.17,0.0,0.17,0.17,0.17,0.1,0.09,0.19,0.1,0.19,Matches
Santiago Homenchenko,uy URU,MF,20.0,10,6,467.0,5.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,3.0,41.0,6.0,0.19,0.0,0.19,0.19,0.19,0.13,0.02,0.15,0.13,0.15,Matches
Borja Bastón,es ESP,FW,31.0,7,5,352.0,3.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,0.8,0.1,0.9,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.4,0.03,0.43,0.2,0.23,Matches
Juan Sigala,mx MEX,FW,17.0,6,4,313.0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,6.0,6.0,34.0,0.29,0.0,0.29,0.29,0.29,0.17,0.07,0.23,0.17,0.23,Matches
José Pablo Saldívar,mx MEX,MF,21.0,5,4,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Faber Gil,co COL,"FW,MF",29.0,9,2,283.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.6,1.1,21.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.16,0.2,0.35,0.16,0.35,Matches
Gael Álvarez,mx MEX,FW,18.0,5,2,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,12.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches
José Eulogio,mx MEX,GK,20.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alexei Dominguez,mx MEX,"FW,MF",19.0,8,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,7.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches
Luis Puente,mx MEX,FW,21.0,2,2,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.21,0.17,0.21,Matches
Javier Eduardo López,mx MEX,"MF,FW",29.0,15,1,424.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.7,2.7,14.0,37.0,33.0,0.21,0.21,0.42,0.21,0.42,0.2,0.37,0.58,0.2,0.58,Matches
Ángel Mena,ec ECU,"MF,FW",36.0,5,1,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,5.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.32,0.26,0.57,0.32,0.57,Matches
José Eduardo Castillo,mx MEX,DF,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
Illian Hernandez,mx MEX,"FW,MF",24.0,4,1,76.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,2.0,1.0,5.0,1.18,0.0,1.18,1.18,1.18,1.08,0.0,1.08,1.08,1.08,Matches
Sergio Aguayo,us USA,FW,21.0,6,0,162.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,2.0,3.0,10.0,0.56,0.0,0.56,0.56,0.56,0.36,0.25,0.61,0.36,0.61,Matches
Sergio De los Ríos,mx MEX,"MF,DF",21.0,5,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.2,0.12,0.2,Matches
Juan Brigido,mx MEX,"FW,MF",22.0,3,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
Israel Luna,mx MEX,"DF,MF",22.0,2,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
Jason Flores,mx MEX,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Carlos Rodas,mx MEX,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Opponent Total,,,27.1,34,374,3060.0,34.0,52.0,34.0,86.0,48.0,4.0,5.0,87.0,7.0,35.5,31.6,21.4,53.1,507.0,1187.0,1171.0,1.53,1.0,2.53,1.41,2.41,1.04,0.63,1.67,0.93,1.56,
Ralph Orquin,us USA,DF,21.0,34,34,2770.0,30.8,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,2.1,2.8,42.0,94.0,82.0,0.0,0.16,0.16,0.0,0.16,0.02,0.07,0.09,0.02,0.09,Matches
Jairo Torres,mx MEX,"MF,FW",24.0,31,29,2544.0,28.3,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,3.8,3.8,2.6,6.4,103.0,112.0,194.0,0.11,0.07,0.18,0.11,0.18,0.14,0.09,0.23,0.14,0.23,Matches
Guilherme Carvalho,br BRA,MF,24.0,27,25,2175.0,24.2,5.0,4.0,9.0,5.0,0.0,0.0,5.0,0.0,2.6,2.6,4.1,6.6,30.0,103.0,68.0,0.21,0.17,0.37,0.21,0.37,0.11,0.17,0.27,0.11,0.27,Matches
Diego Campillo,mx MEX,MF,22.0,32,24,2209.0,24.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.9,1.6,28.0,124.0,31.0,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.06,0.03,0.06,Matches
Dieter Villalpando,mx MEX,"MF,FW",32.0,32,24,1946.0,21.6,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.9,1.9,2.0,3.9,44.0,149.0,105.0,0.09,0.09,0.18,0.09,0.18,0.09,0.09,0.18,0.09,0.18,Matches
Moises Castillo,co COL,DF,23.0,26,22,1938.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.5,0.5,0.2,0.6,19.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
José Luis Rodríguez,pa PAN,"FW,MF",26.0,26,22,1937.0,21.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,4.3,5.9,74.0,81.0,182.0,0.05,0.09,0.14,0.05,0.14,0.07,0.2,0.27,0.07,0.27,Matches
Oscar Estupiñan,co COL,FW,27.0,25,21,1903.0,21.1,9.0,1.0,10.0,8.0,1.0,2.0,3.0,0.0,10.0,8.4,1.1,9.6,15.0,17.0,66.0,0.43,0.05,0.47,0.38,0.43,0.47,0.05,0.53,0.4,0.45,Matches
Sebastián Jurado,mx MEX,GK,26.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Denzell García,mx MEX,"DF,MF",20.0,20,16,1498.0,16.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.1,12.0,89.0,22.0,0.0,0.06,0.06,0.0,0.06,0.02,0.04,0.06,0.02,0.06,Matches
Jonathan González,mx MEX,MF,25.0,22,15,1116.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,3.0,25.0,3.0,0.0,0.08,0.08,0.0,0.08,0.0,0.02,0.02,0.0,0.02,Matches
José García,mx MEX,DF,28.0,18,14,1285.0,14.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.5,0.5,0.0,0.5,1.0,21.0,1.0,0.14,0.0,0.14,0.14,0.14,0.04,0.0,0.04,0.04,0.04,Matches
Ángel Zaldívar,mx MEX,FW,30.0,26,13,1147.0,12.7,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,3.0,3.0,0.7,3.7,2.0,15.0,42.0,0.39,0.0,0.39,0.39,0.39,0.24,0.05,0.29,0.24,0.29,Matches
Carlos Salcedo,mx MEX,DF,30.0,13,13,1114.0,12.4,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.2,0.2,0.3,0.5,2.0,31.0,7.0,0.08,0.08,0.16,0.08,0.16,0.02,0.02,0.04,0.02,0.04,Matches
José Abella,mx MEX,DF,30.0,17,11,1014.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.3,0.5,5.0,34.0,10.0,0.0,0.09,0.09,0.0,0.09,0.02,0.03,0.05,0.02,0.05,Matches
Benny Díaz,mx MEX,GK,25.0,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Madson,br BRA,"FW,MF",24.0,12,10,867.0,9.6,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,2.6,2.6,1.7,4.2,33.0,25.0,91.0,0.31,0.21,0.52,0.31,0.52,0.27,0.17,0.44,0.27,0.44,Matches
Jesús David Murillo,co COL,DF,30.0,10,9,780.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.0,0.5,5.0,15.0,1.0,0.12,0.0,0.12,0.12,0.12,0.06,0.0,0.06,0.06,0.06,Matches
Haret Ortega,mx MEX,"DF,MF",24.0,13,7,734.0,8.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.1,0.1,0.1,0.1,0.0,10.0,1.0,0.12,0.0,0.12,0.12,0.12,0.01,0.01,0.02,0.01,0.02,Matches
Diego Valoyes,co COL,"FW,MF",27.0,11,7,630.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.1,2.1,1.6,3.7,26.0,15.0,56.0,0.14,0.14,0.29,0.14,0.29,0.3,0.23,0.53,0.3,0.53,Matches
Edson,br BRA,DF,26.0,13,6,523.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,11.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Avilés Hurtado,co COL,"FW,MF",37.0,16,4,432.0,4.8,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.3,0.5,0.9,1.5,17.0,39.0,48.0,0.21,0.0,0.21,0.0,0.0,0.28,0.19,0.47,0.11,0.3,Matches
Jesús Venegas,mx MEX,"MF,FW",29.0,10,4,374.0,4.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.1,0.7,1.0,13.0,8.0,0.24,0.24,0.48,0.24,0.48,0.15,0.02,0.17,0.15,0.17,Matches
Aitor García,es ESP,"FW,MF",30.0,13,3,422.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.3,23.0,9.0,35.0,0.21,0.21,0.43,0.21,0.43,0.23,0.05,0.28,0.23,0.28,Matches
Francisco Calvo,cr CRC,DF,32.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
