Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,PlSqu
Union Berlin,Jerome Roussillon,2266,fr FRA,"DF,MF",de Bundesliga,31,1993,1.5,0,2,0,0.0,1.32,0.00,0.00,,20.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Jerome RoussillonUnion Berlin
Lazio,Nicolo Rovella,2267,it ITA,MF,it Serie A,22,2001,30.2,0,28,8,28.6,0.93,0.26,0.00,0.00,23.4,2,0,0,1.5,1.5,0.06,-1.5,-1.5,Nicolo RovellaLazio
Marseille,Jon Rowe,2268,eng ENG,"FW,MF",fr Ligue 1,21,2003,9.0,3,36,15,41.7,4.01,1.67,0.08,0.20,16.8,0,0,0,3.5,3.5,0.10,-0.5,-0.5,Jon RoweMarseille
Napoli,Amir Rrahmani,2269,xk KVX,DF,it Serie A,30,1994,37.8,1,28,3,10.7,0.74,0.08,0.04,0.33,9.2,0,0,0,2.9,2.9,0.10,-1.9,-1.9,Amir RrahmaniNapoli
Fiorentina,Tommaso Rubino,2270,it ITA,MF,it Serie A,17,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Tommaso RubinoFiorentina
Real Madrid,Antonio Rudiger,2271,de GER,DF,es La Liga,31,1993,25.5,0,24,4,16.7,0.94,0.16,0.00,0.00,18.0,0,0,0,1.7,1.7,0.07,-1.7,-1.7,Antonio RudigerReal Madrid
Atalanta,Matteo Ruggeri,2272,it ITA,DF,it Serie A,22,2002,19.5,0,3,2,66.7,0.15,0.10,0.00,0.00,20.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matteo RuggeriAtalanta
Betis,Aitor Ruibal,2273,es ESP,"DF,FW",es La Liga,28,1996,14.6,1,16,4,25.0,1.10,0.27,0.06,0.25,19.0,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Aitor RuibalBetis
Girona,Abel Ruiz,2274,es ESP,FW,es La Liga,24,2000,15.0,4,21,7,33.3,1.40,0.47,0.14,0.43,14.0,0,1,2,4.6,3.0,0.14,-0.6,0.0,Abel RuizGirona
Girona,Ferran Ruiz,2275,es ESP,MF,es La Liga,21,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Ferran RuizGirona
Paris S-G,Fabian Ruiz Pena,2276,es ESP,MF,fr Ligue 1,28,1996,21.4,4,43,12,27.9,2.01,0.56,0.09,0.33,18.7,0,0,0,4.3,4.3,0.10,-0.3,-0.3,Fabian Ruiz PenaParis S-G
Marseille,Geronimo Rulli,2277,ar ARG,GK,fr Ligue 1,32,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Geronimo RulliMarseille
Brighton,Georginio Rutter,2278,fr FRA,"MF,FW",eng Premier League,22,2002,18.4,5,50,12,24.0,2.72,0.65,0.10,0.42,15.5,0,0,0,4.6,4.6,0.09,+0.4,+0.4,Georginio RutterBrighton
Lens,Mathew Ryan,2279,au AUS,GK,fr Ligue 1,32,1992,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Mathew RyanLens
Dortmund,Julian Ryerson,2280,no NOR,DF,de Bundesliga,26,1997,25.1,2,18,5,27.8,0.72,0.20,0.11,0.40,20.4,0,0,0,0.7,0.7,0.04,+1.3,+1.3,Julian RyersonDortmund
Union Berlin,Frederik Ronnow,2281,dk DEN,GK,de Bundesliga,31,1992,28.0,0,1,0,0.0,0.04,0.00,0.00,,7.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Frederik RonnowUnion Berlin
Wolves,Jose Sa,2282,pt POR,GK,eng Premier League,31,1993,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jose SaWolves
St. Pauli,Elias Saad,2283,tn TUN,"FW,MF",de Bundesliga,24,1999,10.0,3,26,8,30.8,2.60,0.80,0.12,0.38,17.6,0,0,0,2.8,2.8,0.11,+0.2,+0.2,Elias SaadSt. Pauli
Betis,Youssouf Sabaly,2284,sn SEN,DF,es La Liga,31,1993,17.6,0,5,0,0.0,0.28,0.00,0.00,,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Youssouf SabalyBetis
Le Havre,Emmanuel Sabbi,2285,us USA,"FW,MF",fr Ligue 1,26,1997,7.3,0,15,4,26.7,2.07,0.55,0.00,0.00,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9,Emmanuel SabbiLe Havre
Genoa,Stefano Sabelli,2286,it ITA,DF,it Serie A,31,1993,22.9,0,6,1,16.7,0.26,0.04,0.00,0.00,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Stefano SabelliGenoa
Dortmund,Marcel Sabitzer,2287,at AUT,MF,de Bundesliga,30,1994,18.0,1,21,8,38.1,1.17,0.45,0.05,0.13,20.8,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Marcel SabitzerDortmund
Montpellier,Falaye Sacko,2288,ml MLI,DF,fr Ligue 1,29,1995,13.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Falaye SackoMontpellier
Valencia,Umar Sadiq,2289,ng NGA,FW,es La Liga,27,1997,9.2,5,20,7,35.0,2.18,0.76,0.25,0.71,13.2,0,0,0,3.4,3.4,0.19,+1.6,+1.6,Umar SadiqValencia
Real Sociedad,Umar Sadiq,2290,ng NGA,FW,es La Liga,27,1997,2.5,0,5,0,0.0,1.98,0.00,0.00,,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Umar SadiqReal Sociedad
Roma,Alexis Saelemaekers,2291,be BEL,"DF,FW",it Serie A,25,1999,15.4,7,25,12,48.0,1.62,0.78,0.28,0.58,16.7,0,0,0,2.5,2.5,0.10,+4.5,+4.5,Alexis SaelemaekersRoma
Milan,Alexis Saelemaekers,2292,be BEL,"DF,FW",it Serie A,25,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Alexis SaelemaekersMilan
Leganes,Jorge Saenz,2293,es ESP,DF,es La Liga,27,1996,18.8,1,8,3,37.5,0.43,0.16,0.13,0.33,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Jorge SaenzLeganes
Paris S-G,Matvei Safonov,2294,ru RUS,GK,fr Ligue 1,25,1999,9.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matvei SafonovParis S-G
Montpellier,Modibo Sagnan,2295,ml MLI,DF,fr Ligue 1,25,1999,23.8,2,11,3,27.3,0.46,0.13,0.18,0.67,11.5,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Modibo SagnanMontpellier
Venezia,Richie Sagrado,2296,be BEL,DF,it Serie A,20,2004,1.6,0,1,0,0.0,0.64,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Richie SagradoVenezia
Lille,Osame Sahraoui,2297,ma MAR,"FW,MF",fr Ligue 1,23,2001,14.4,3,23,8,34.8,1.60,0.56,0.13,0.38,15.6,0,0,0,2.9,2.9,0.13,+0.1,+0.1,Osame SahraouiLille
Lens,Wesley Said,2298,fr FRA,FW,fr Ligue 1,29,1995,10.1,3,17,7,41.2,1.69,0.70,0.18,0.43,11.2,0,0,0,3.2,3.2,0.19,-0.2,-0.2,Wesley SaidLens
Montpellier,Theo Sainte-Luce,2299,fr FRA,DF,fr Ligue 1,25,1998,11.3,1,8,4,50.0,0.71,0.35,0.13,0.25,10.8,0,0,0,1.0,1.0,0.15,0.0,0.0,Theo Sainte-LuceMontpellier
Arsenal,Bukayo Saka,2300,eng ENG,"FW,MF",eng Premier League,22,2001,19.2,6,66,22,33.3,3.44,1.15,0.08,0.23,15.6,1,1,1,6.8,6.0,0.09,-0.8,-1.0,Bukayo SakaArsenal
RB Leipzig,Faik Sakar,2301,de GER,MF,de Bundesliga,16,2008,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Faik SakarRB Leipzig
Como,Marco Sala,2302,it ITA,DF,it Serie A,25,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Marco SalaComo
Lecce,Marco Sala,2303,it ITA,DF,it Serie A,25,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Marco SalaLecce
Brest,Ibrahim Salah,2304,ma MAR,FW,fr Ligue 1,22,2001,4.0,1,13,4,30.8,3.27,1.01,0.08,0.25,19.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Ibrahim SalahBrest
Liverpool,Mohamed Salah,2305,eg EGY,FW,eng Premier League,32,1992,37.5,29,121,50,41.3,3.23,1.33,0.17,0.40,14.5,1,9,9,25.2,18.2,0.15,+3.8,+1.8,Mohamed SalahLiverpool
Roma,Anass Salah-Eddine,2306,nl NED,DF,it Serie A,22,2002,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Anass Salah-EddineRoma
Reims,Amine Salama,2307,fr FRA,FW,fr Ligue 1,24,2000,4.1,0,9,3,33.3,2.17,0.72,0.00,0.00,16.3,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Amine SalamaReims
Mallorca,Jan Salas,2308,es ESP,"MF,FW",es La Liga,18,2005,0.5,0,2,0,0.0,4.19,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Jan SalasMallorca
Sevilla,Kike Salas,2309,es ESP,DF,es La Liga,22,2002,24.9,3,23,6,26.1,0.92,0.24,0.13,0.50,12.7,0,0,0,1.9,1.9,0.08,+1.1,+1.1,Kike SalasSevilla
St. Pauli,Manolis Saliakas,2310,gr GRE,"MF,DF",de Bundesliga,27,1996,25.7,2,29,6,20.7,1.13,0.23,0.07,0.33,22.3,0,0,0,1.5,1.5,0.05,+0.5,+0.5,Manolis SaliakasSt. Pauli
Arsenal,William Saliba,2311,fr FRA,DF,eng Premier League,23,2001,33.8,2,6,2,33.3,0.18,0.06,0.33,1.00,5.4,0,0,0,2.3,2.3,0.38,-0.3,-0.3,William SalibaArsenal
Monaco,Mohammed Salisu,2312,gh GHA,DF,fr Ligue 1,25,1999,11.4,1,8,4,50.0,0.70,0.35,0.13,0.25,8.1,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Mohammed SalisuMonaco
Freiburg,Roland Sallai,2313,hu HUN,"FW,MF",de Bundesliga,27,1997,0.5,0,3,1,33.3,5.87,1.96,0.00,0.00,22.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Roland SallaiFreiburg
Le Havre,Yoann Salmier,2314,gf GUF,DF,fr Ligue 1,31,1992,8.9,0,5,2,40.0,0.56,0.23,0.00,0.00,9.8,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Yoann SalmierLe Havre
Atalanta,Lazar Samardzic,2315,rs SRB,MF,it Serie A,22,2002,13.0,2,33,12,36.4,2.54,0.92,0.06,0.17,19.6,3,0,0,2.0,2.0,0.06,0.0,0.0,Lazar SamardzicAtalanta
Hoffenheim,Diadie Samassekou,2316,ml MLI,MF,de Bundesliga,28,1996,3.2,0,3,1,33.3,0.93,0.31,0.00,0.00,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Diadie SamassekouHoffenheim
Lyon,Mama Samba Balde,2317,gw GNB,FW,fr Ligue 1,28,1995,0.4,0,1,0,0.0,2.73,0.00,0.00,,8.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Mama Samba BaldeLyon
Brest,Mama Samba Balde,2318,gw GNB,FW,fr Ligue 1,28,1995,12.8,2,29,8,27.6,2.27,0.63,0.07,0.25,15.8,0,0,0,3.0,3.0,0.10,-1.0,-1.0,Mama Samba BaldeBrest
Rennes,Brice Samba,2319,fr FRA,GK,fr Ligue 1,30,1994,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Brice SambaRennes
Lens,Brice Samba,2320,fr FRA,GK,fr Ligue 1,30,1994,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Brice SambaLens
Sevilla,Albert Sambi Lokonga,2321,be BEL,MF,es La Liga,24,1999,16.3,0,13,5,38.5,0.80,0.31,0.00,0.00,19.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Albert Sambi LokongaSevilla
Empoli,Junior Sambia,2322,fr FRA,"DF,FW",it Serie A,27,1996,4.3,0,10,1,10.0,2.33,0.23,0.00,0.00,25.5,4,0,0,0.4,0.4,0.04,-0.4,-0.4,Junior SambiaEmpoli
Valladolid,Chuky san jose,2323,es ESP,MF,es La Liga,20,2004,8.1,2,16,7,43.8,1.98,0.87,0.13,0.29,19.3,0,0,0,2.2,2.2,0.14,-0.2,-0.2,Chuky san joseValladolid
Torino,Antonio Sanabria,2324,py PAR,FW,it Serie A,28,1996,14.6,2,18,4,22.2,1.23,0.27,0.11,0.50,15.1,0,0,1,2.9,2.1,0.12,-0.9,-0.1,Antonio SanabriaTorino
Athletic Club,Oihan Sancet,2325,es ESP,MF,es La Liga,24,2000,18.0,15,47,17,36.2,2.61,0.94,0.26,0.71,16.7,1,3,3,9.7,7.3,0.16,+5.3,+4.7,Oihan SancetAthletic Club
Udinese,Alexis Sanchez,2326,cl CHI,FW,it Serie A,35,1988,4.9,0,7,0,0.0,1.44,0.00,0.00,,15.9,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Alexis SanchezUdinese
Mallorca,Antonio Sanchez,2327,es ESP,"MF,DF",es La Liga,27,1997,15.5,0,17,2,11.8,1.10,0.13,0.00,0.00,19.3,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Antonio SanchezMallorca
Valladolid,Ivan Sanchez,2328,es ESP,"MF,FW",es La Liga,31,1992,15.6,2,15,5,33.3,0.96,0.32,0.13,0.40,21.1,2,0,0,0.7,0.7,0.04,+1.3,+1.3,Ivan SanchezValladolid
Valladolid,Javi Sanchez,2329,es ESP,DF,es La Liga,27,1997,22.5,2,11,5,45.5,0.49,0.22,0.18,0.40,23.5,5,0,0,0.5,0.5,0.04,+1.5,+1.5,Javi SanchezValladolid
Sevilla,Juanlu Sanchez,2330,es ESP,"MF,DF",es La Liga,20,2003,19.1,4,13,6,46.2,0.68,0.31,0.31,0.67,12.1,0,0,0,2.1,2.1,0.17,+1.9,+1.9,Juanlu SanchezSevilla
Alaves,Manu Sanchez,2331,es ESP,DF,es La Liga,23,2000,29.3,1,12,2,16.7,0.41,0.07,0.08,0.50,16.7,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Manu SanchezAlaves
Chelsea,Robert Sanchez,2332,es ESP,GK,eng Premier League,26,1997,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Robert SanchezChelsea
Chelsea,Jadon Sancho,2333,eng ENG,FW,eng Premier League,24,2000,19.6,3,24,8,33.3,1.22,0.41,0.13,0.38,15.1,0,0,0,2.2,2.2,0.09,+0.8,+0.8,Jadon SanchoChelsea
Gladbach,Philipp Sander,2334,de GER,MF,de Bundesliga,26,1998,15.6,1,18,7,38.9,1.16,0.45,0.06,0.14,21.1,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Philipp SanderGladbach
St. Pauli,James Sands,2335,us USA,"MF,DF",de Bundesliga,24,2000,5.0,0,1,0,0.0,0.20,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,James SandsSt. Pauli
Bayern Munich,Leroy Sane,2336,de GER,FW,de Bundesliga,28,1996,18.2,11,67,29,43.3,3.68,1.59,0.16,0.38,16.6,2,0,0,10.2,10.2,0.15,+0.8,+0.8,Leroy SaneBayern Munich
Le Havre,Arouna Sangante,2337,sn SEN,DF,fr Ligue 1,22,2002,13.8,3,7,4,57.1,0.51,0.29,0.43,0.75,9.3,0,0,0,1.0,1.0,0.14,+2.0,+2.0,Arouna SanganteLe Havre
Nott'ham Forest,Ibrahim Sangare,2338,ci CIV,MF,eng Premier League,26,1997,6.6,0,1,1,100.0,0.15,0.15,0.00,0.00,32.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Ibrahim SangareNott'ham Forest
Reims,Nhoa Sangui,2339,fr FRA,"DF,MF",fr Ligue 1,18,2006,12.9,0,3,0,0.0,0.23,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Nhoa SanguiReims
Athletic Club,Maroan Sannadi,2340,ma MAR,FW,es La Liga,23,2001,8.4,1,19,7,36.8,2.27,0.84,0.05,0.14,15.1,0,0,0,3.5,3.5,0.18,-2.5,-2.5,Maroan SannadiAthletic Club
Mainz 05,Kaishu Sano,2341,jp JPN,MF,de Bundesliga,23,2000,33.8,0,20,2,10.0,0.59,0.06,0.00,0.00,20.2,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Kaishu SanoMainz 05
Nice,Morgan Sanson,2342,fr FRA,MF,fr Ligue 1,29,1994,2.6,3,9,4,44.4,3.45,1.53,0.33,0.75,16.6,0,0,0,1.5,1.5,0.17,+1.5,+1.5,Morgan SansonNice
Lecce,Nicola Sansone,2343,it ITA,"MF,FW",it Serie A,32,1991,0.7,0,3,1,33.3,4.15,1.38,0.00,0.00,26.0,2,0,0,0.2,0.2,0.07,-0.2,-0.2,Nicola SansoneLecce
Nice,Baptiste Santamaria,2344,fr FRA,MF,fr Ligue 1,29,1995,10.3,0,16,3,18.8,1.55,0.29,0.00,0.00,20.8,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Baptiste SantamariaNice
Rennes,Baptiste Santamaria,2345,fr FRA,MF,fr Ligue 1,29,1995,5.4,0,4,1,25.0,0.75,0.19,0.00,0.00,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Baptiste SantamariaRennes
Getafe,Jesus Santiago,2346,es ESP,MF,es La Liga,20,2004,4.1,0,1,0,0.0,0.24,0.00,0.00,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Jesus SantiagoGetafe
Strasbourg,Andrey Santos,2347,br BRA,MF,fr Ligue 1,20,2004,31.7,10,46,16,34.8,1.45,0.50,0.22,0.63,16.2,0,0,0,5.1,5.1,0.11,+4.9,+4.9,Andrey SantosStrasbourg
Eint Frankfurt,Kaua Santos,2348,br BRA,GK,de Bundesliga,21,2003,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Kaua SantosEint Frankfurt
Lille,Tiago Santos,2349,pt POR,DF,fr Ligue 1,22,2002,4.5,0,8,4,50.0,1.78,0.89,0.00,0.00,20.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Tiago SantosLille
Wolves,Pablo Sarabia,2350,es ESP,"MF,FW",eng Premier League,32,1992,9.0,3,17,8,47.1,1.88,0.88,0.18,0.38,18.9,2,0,0,2.9,2.9,0.17,+0.1,+0.1,Pablo SarabiaWolves
Brighton,Jeremy Sarmiento,2351,ec ECU,MF,eng Premier League,22,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jeremy SarmientoBrighton
Hellas Verona,Amin Sarr,2352,se SWE,FW,it Serie A,23,2001,21.2,4,23,7,30.4,1.09,0.33,0.17,0.57,14.3,0,0,0,3.2,3.2,0.15,+0.8,+0.8,Amin SarrHellas Verona
Crystal Palace,Ismaila Sarr,2353,sn SEN,MF,eng Premier League,26,1998,30.1,8,59,29,49.2,1.96,0.96,0.14,0.28,13.2,0,0,0,10.8,10.8,0.19,-2.8,-2.8,Ismaila SarrCrystal Palace
Lens,Malang Sarr,2354,fr FRA,DF,fr Ligue 1,25,1999,15.4,0,6,1,16.7,0.39,0.06,0.00,0.00,16.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Malang SarrLens
Strasbourg,Mamadou Sarr,2355,fr FRA,DF,fr Ligue 1,18,2005,26.3,0,5,0,0.0,0.19,0.00,0.00,,6.7,0,0,0,0.8,0.8,0.16,-0.8,-0.8,Mamadou SarrStrasbourg
Lens,Martin Satriano,2356,uy URU,"FW,DF",fr Ligue 1,23,2001,1.0,0,5,0,0.0,5.11,0.00,0.00,,13.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Martin SatrianoLens
Udinese,Razvan Sava,2357,ro ROU,GK,it Serie A,22,2002,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Razvan SavaUdinese
Montpellier,Teji Savanier,2358,fr FRA,MF,fr Ligue 1,32,1991,26.3,2,45,14,31.1,1.71,0.53,0.00,0.00,26.9,13,2,2,3.8,2.3,0.05,-1.8,-2.3,Teji SavanierMontpellier
Manchester City,Savio,2359,br BRA,"FW,MF",eng Premier League,20,2004,19.6,1,55,21,38.2,2.80,1.07,0.02,0.05,17.6,1,0,0,5.0,5.0,0.09,-4.0,-4.0,SavioManchester City
Juventus,Nicolo Savona,2360,it ITA,DF,it Serie A,21,2003,19.2,2,6,4,66.7,0.31,0.21,0.33,0.50,14.8,0,0,0,0.5,0.5,0.08,+1.5,+1.5,Nicolo SavonaJuventus
Torino,Saba Sazonov,2361,ge GEO,DF,it Serie A,22,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Saba SazonovTorino
Gladbach,Joe Scally,2362,us USA,DF,de Bundesliga,21,2002,28.6,0,6,1,16.7,0.21,0.03,0.00,0.00,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Joe ScallyGladbach
Atalanta,Giorgio Scalvini,2363,it ITA,DF,it Serie A,20,2003,3.0,0,4,0,0.0,1.32,0.00,0.00,,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Giorgio ScalviniAtalanta
Atalanta,Gianluca Scamacca,2364,it ITA,FW,it Serie A,25,1999,0.1,0,1,1,100.0,15.00,15.00,0.00,0.00,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Gianluca ScamaccaAtalanta
West Ham,Oliver Scarles,2365,eng ENG,"DF,FW",eng Premier League,18,2005,7.4,0,3,0,0.0,0.41,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Oliver ScarlesWest Ham
Tottenham,Dane Scarlett,2366,eng ENG,"FW,MF",eng Premier League,20,2004,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,13.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Dane ScarlettTottenham
Brentford,Kevin Schade,2367,de GER,FW,eng Premier League,22,2001,25.5,11,55,27,49.1,2.16,1.06,0.20,0.41,11.5,0,0,0,8.2,8.2,0.15,+2.8,+2.8,Kevin SchadeBrentford
Union Berlin,Andras Schafer,2368,hu HUN,MF,de Bundesliga,25,1999,17.0,1,12,1,8.3,0.70,0.06,0.08,1.00,21.8,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Andras SchaferUnion Berlin
Newcastle Utd,Fabian Schar,2369,ch SUI,DF,eng Premier League,32,1991,32.6,4,40,11,27.5,1.23,0.34,0.10,0.36,19.8,5,0,0,3.7,3.7,0.09,+0.3,+0.3,Fabian ScharNewcastle Utd
Leverkusen,Patrik Schick,2370,cz CZE,FW,de Bundesliga,28,1996,18.7,21,68,32,47.1,3.63,1.71,0.29,0.63,11.8,0,1,1,12.7,11.9,0.17,+8.3,+8.1,Patrik SchickLeverkusen
Heidenheim,Stefan Schimmer,2371,de GER,"FW,MF",de Bundesliga,30,1994,2.7,0,10,2,20.0,3.64,0.73,0.00,0.00,14.4,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Stefan SchimmerHeidenheim
Venezia,Joel Schingtienne,2372,be BEL,DF,it Serie A,21,2002,12.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Joel SchingtienneVenezia
RB Leipzig,Xaver Schlager,2373,at AUT,MF,de Bundesliga,26,1997,2.0,0,1,0,0.0,0.50,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Xaver SchlagerRB Leipzig
Augsburg,Keven Schlotterbeck,2374,de GER,DF,de Bundesliga,27,1997,14.4,3,12,4,33.3,0.83,0.28,0.25,0.75,12.7,0,0,0,0.8,0.8,0.06,+2.2,+2.2,Keven SchlotterbeckAugsburg
Dortmund,Nico Schlotterbeck,2375,de GER,DF,de Bundesliga,24,1999,22.0,0,17,4,23.5,0.77,0.18,0.00,0.00,17.2,1,0,0,1.3,1.3,0.08,-1.3,-1.3,Nico SchlotterbeckDortmund
Crystal Palace,Jeffrey Schlupp,2376,gh GHA,"MF,DF",eng Premier League,31,1992,1.1,0,4,2,50.0,3.50,1.75,0.00,0.00,17.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Jeffrey SchluppCrystal Palace
Werder Bremen,Romano Schmid,2377,at AUT,MF,de Bundesliga,24,2000,31.5,5,47,13,27.7,1.49,0.41,0.09,0.31,18.1,2,1,1,4.3,3.5,0.07,+0.7,+0.5,Romano SchmidWerder Bremen
Toulouse,Niklas Schmidt,2378,de GER,MF,fr Ligue 1,26,1998,2.3,0,3,1,33.3,1.32,0.44,0.00,0.00,25.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Niklas SchmidtToulouse
Heidenheim,Jan Schoppner,2379,de GER,MF,de Bundesliga,25,1999,29.8,4,41,13,31.7,1.38,0.44,0.10,0.31,15.9,0,0,0,3.9,3.9,0.09,+0.1,+0.1,Jan SchoppnerHeidenheim
Holstein Kiel,Marvin Schulz,2380,de GER,"MF,DF",de Bundesliga,29,1995,3.4,0,3,1,33.3,0.88,0.29,0.00,0.00,28.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Marvin SchulzHolstein Kiel
Union Berlin,Alexander Schwolow,2381,de GER,GK,de Bundesliga,32,1992,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Alexander SchwolowUnion Berlin
Heidenheim,Leo Scienza,2382,br BRA,"FW,MF",de Bundesliga,25,1998,12.8,3,38,15,39.5,2.97,1.17,0.08,0.20,21.7,4,0,0,2.0,2.0,0.05,+1.0,+1.0,Leo ScienzaHeidenheim
Bournemouth,Alex Scott,2383,eng ENG,MF,eng Premier League,20,2003,8.4,0,15,6,40.0,1.79,0.72,0.00,0.00,21.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Alex ScottBournemouth
Cagliari,Simone Scuffet,2384,it ITA,GK,it Serie A,28,1996,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Simone ScuffetCagliari
Napoli,Simone Scuffet,2385,it ITA,GK,it Serie A,28,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Simone ScuffetNapoli
Strasbourg,Jeremy Sebas,2386,mq MTQ,"FW,MF",fr Ligue 1,21,2003,2.1,0,6,2,33.3,2.84,0.95,0.00,0.00,15.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Jeremy SebasStrasbourg
Alaves,Aleksandar Sedlar,2387,rs SRB,DF,es La Liga,32,1991,6.6,0,1,0,0.0,0.15,0.00,0.00,,11.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Aleksandar SedlarAlaves
Empoli,Jacopo Seghetti,2388,it ITA,GK,it Serie A,19,2005,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Jacopo SeghettiEmpoli
Rennes,Alidu Seidu,2389,gh GHA,DF,fr Ligue 1,24,2000,8.9,0,3,0,0.0,0.34,0.00,0.00,,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Alidu SeiduRennes
