Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Heidenheim,Frans Kratzig,1412,de GER,"DF,MF",de Bundesliga,21,2003,13.5,1,0,0,7,4,4,38,17,18,0,1,0,60,3,4,42.9,Frans KratzigHeidenheim
Stuttgart,Frans Kratzig,1413,de GER,DF,de Bundesliga,21,2003,0.6,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0,100.0,Frans KratzigStuttgart
Bochum,Tom Krauss,1414,de GER,MF,de Bundesliga,23,2001,12.0,2,0,0,14,16,0,10,11,18,0,0,0,78,9,8,52.9,Tom KraussBochum
Girona,Ladislav Krejci,1415,cz CZE,DF,es La Liga,25,1999,27.1,9,0,0,24,17,0,11,34,16,1,0,1,101,55,24,69.6,Ladislav KrejciGirona
Eint Frankfurt,Rasmus Kristensen,1416,dk DEN,DF,de Bundesliga,27,1997,27.9,4,0,0,24,12,0,59,20,33,0,0,0,121,44,30,59.5,Rasmus KristensenEint Frankfurt
Udinese,Thomas Kristensen,1417,dk DEN,DF,it Serie A,22,2002,19.5,5,0,0,31,3,1,10,21,21,0,1,0,63,61,32,65.6,Thomas KristensenUdinese
Lecce,Nikola Krstovic,1418,me MNE,FW,it Serie A,24,2000,34.0,6,0,0,57,55,20,8,7,9,0,0,0,72,91,128,41.6,Nikola KrstovicLecce
Freiburg,Lukas Kubler,1419,de GER,DF,de Bundesliga,31,1992,20.5,5,0,0,25,23,1,30,53,21,0,0,0,73,42,22,65.6,Lukas KublerFreiburg
Real Sociedad,Takefusa Kubo,1420,jp JPN,"MF,FW",es La Liga,23,2001,26.4,5,0,0,21,73,8,85,17,20,1,0,0,118,11,19,36.7,Takefusa KuboReal Sociedad
West Ham,Mohammed Kudus,1421,gh GHA,"FW,MF",eng Premier League,23,2000,28.8,2,1,0,39,64,18,81,4,23,0,0,0,138,11,40,21.6,Mohammed KudusWest Ham
Tottenham,Dejan Kulusevski,1422,se SWE,"MF,FW",eng Premier League,24,2000,26.5,3,0,0,48,38,5,89,13,23,0,0,0,121,10,15,40.0,Dejan KulusevskiTottenham
Lyon,Sael Kumbedi,1423,fr FRA,DF,fr Ligue 1,19,2005,10.6,2,0,0,17,10,0,14,8,14,0,0,0,32,3,7,30.0,Sael KumbediLyon
Espanyol,Marash Kumbulla,1424,al ALB,DF,es La Liga,24,2000,33.0,9,0,0,37,29,0,6,34,26,0,0,1,74,71,44,61.7,Marash KumbullaEspanyol
Bayern Munich,Jonah Kusi-Asare,1425,se SWE,FW,de Bundesliga,17,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Jonah Kusi-AsareBayern Munich
Le Havre,Daler Kuzyaev,1426,ru RUS,MF,fr Ligue 1,31,1993,6.3,1,0,0,8,3,0,6,9,8,0,0,0,27,7,4,63.6,Daler KuzyaevLe Havre
Napoli,Khvicha Kvaratskhelia,1427,ge GEO,"FW,MF",it Serie A,23,2001,13.1,1,0,0,12,33,0,51,4,9,0,0,0,45,4,5,44.4,Khvicha KvaratskheliaNapoli
Paris S-G,Khvicha Kvaratskhelia,1428,ge GEO,FW,fr Ligue 1,23,2001,10.2,0,0,0,12,18,0,33,2,13,0,0,0,27,3,5,37.5,Khvicha KvaratskheliaParis S-G
Bochum,Moritz-Broni Kwarteng,1429,gh GHA,"MF,FW",de Bundesliga,26,1998,1.9,1,0,0,3,1,0,1,0,3,0,0,0,8,0,1,0.0,Moritz-Broni KwartengBochum
Monza,Giorgos Kyriakopoulos,1430,gr GRE,DF,it Serie A,28,1996,31.6,5,0,0,24,37,6,170,23,26,0,1,1,94,26,33,44.1,Giorgos KyriakopoulosMonza
Celta Vigo,Luca de la Torre,1431,us USA,MF,es La Liga,26,1998,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Luca de la TorreCelta Vigo
Lens,Remy Labeau Lascary,1432,gp GLP,"FW,MF",fr Ligue 1,21,2003,7.1,5,0,0,23,9,10,19,1,10,0,0,0,21,6,7,46.2,Remy Labeau LascaryLens
Nice,Gaetan Laborde,1433,fr FRA,FW,fr Ligue 1,30,1994,20.3,1,0,0,29,18,8,27,6,13,1,0,0,49,48,47,50.5,Gaetan LabordeNice
Augsburg,Nediljko Labrovic,1434,hr CRO,GK,de Bundesliga,24,1999,15.0,0,0,0,0,2,0,0,0,0,0,0,0,14,6,1,85.7,Nediljko LabrovicAugsburg
Lyon,Alexandre Lacazette,1435,fr FRA,FW,fr Ligue 1,33,1991,22.8,5,0,0,48,33,20,17,8,6,0,1,0,28,16,32,33.3,Alexandre LacazetteLyon
Lille,Younes Lachaab,1436,fr FRA,"MF,FW",fr Ligue 1,19,2005,0.1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0,Younes LachaabLille
Crystal Palace,Maxence Lacroix,1437,fr FRA,DF,eng Premier League,24,2000,34.6,5,0,0,34,19,1,7,54,41,0,1,0,130,60,50,54.5,Maxence LacroixCrystal Palace
Nantes,Alban Lafont,1438,fr FRA,GK,fr Ligue 1,25,1999,12.0,1,0,0,0,0,0,0,0,1,0,0,0,11,5,0,100.0,Alban LafontNantes
Celta Vigo,Yoel Lago,1439,es ESP,DF,es La Liga,20,2004,6.5,2,0,0,16,9,0,0,4,8,0,1,0,22,3,6,33.3,Yoel LagoCelta Vigo
Bayern Munich,Konrad Laimer,1440,at AUT,DF,de Bundesliga,27,1997,18.9,8,0,0,35,12,1,21,8,27,0,0,0,81,15,13,53.6,Konrad LaimerBayern Munich
Gladbach,Stefan Lainer,1441,at AUT,DF,de Bundesliga,31,1992,8.4,2,0,0,11,6,3,29,12,13,0,0,1,24,5,9,35.7,Stefan LainerGladbach
Brest,Kenny Lala,1442,mg MAD,DF,fr Ligue 1,32,1991,29.8,5,0,0,18,14,1,126,25,42,0,1,0,154,8,13,38.1,Kenny LalaBrest
Southampton,Adam Lallana,1443,eng ENG,MF,eng Premier League,36,1988,4.0,4,0,0,8,8,0,4,5,5,0,0,0,19,2,2,50.0,Adam LallanaSouthampton
Hellas Verona,Mathis Lambourde,1444,fr FRA,"FW,MF",it Serie A,18,2006,1.0,1,0,0,4,1,0,1,0,1,0,0,0,3,2,4,33.3,Mathis LambourdeHellas Verona
Lille,Mohamed Lamine Bayo,1445,gn GUI,FW,fr Ligue 1,26,1998,3.4,1,0,0,6,2,0,0,0,1,0,0,0,5,4,4,50.0,Mohamed Lamine BayoLille
Brighton,Tariq Lamptey,1446,gh GHA,DF,eng Premier League,23,2000,9.6,0,0,0,15,10,0,28,7,11,0,1,0,39,1,14,6.7,Tariq LampteyBrighton
Tottenham,Will Lankshear,1447,eng ENG,"FW,MF",eng Premier League,19,2005,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,Will LankshearTottenham
Cagliari,Gianluca Lapadula,1448,pe PER,"FW,MF",it Serie A,34,1990,3.4,1,0,0,9,1,1,3,0,0,0,0,0,5,11,8,57.9,Gianluca LapadulaCagliari
Mallorca,Cyle Larin,1449,ca CAN,FW,es La Liga,29,1995,19.6,4,0,0,32,31,24,6,1,6,1,0,0,46,66,86,43.4,Cyle LarinMallorca
Saint-Etienne,Gautier Larsonneur,1450,fr FRA,GK,fr Ligue 1,27,1997,34.0,5,0,0,0,13,0,0,0,0,0,0,0,41,7,4,63.6,Gautier LarsonneurSaint-Etienne
Eint Frankfurt,Hugo Larsson,1451,se SWE,MF,de Bundesliga,20,2004,26.6,2,0,0,21,5,2,8,30,27,0,1,0,121,13,14,48.1,Hugo LarssonEint Frankfurt
Valladolid,Juanmi Latasa,1452,es ESP,FW,es La Liga,23,2001,15.5,6,1,0,40,36,7,5,0,2,0,1,0,24,90,58,60.8,Juanmi LatasaValladolid
Mallorca,Toni Lato,1453,es ESP,DF,es La Liga,26,1997,6.9,1,1,0,12,3,2,23,6,11,0,0,0,30,6,7,46.2,Toni LatoMallorca
Chelsea,Romeo Lavia,1454,be BEL,MF,eng Premier League,20,2004,8.9,4,0,0,16,7,0,0,16,13,0,1,0,40,12,6,66.7,Romeo LaviaChelsea
Torino,Valentino Lazaro,1455,at AUT,"DF,FW",it Serie A,28,1996,25.6,6,0,0,30,13,2,145,11,12,0,1,0,94,16,25,39.0,Valentino LazaroTorino
Hellas Verona,Darko Lazovic,1456,rs SRB,"DF,MF",it Serie A,33,1990,16.2,0,0,0,9,5,4,70,11,10,1,0,0,59,9,13,40.9,Darko LazovicHellas Verona
Lazio,Manuel Lazzari,1457,it ITA,DF,it Serie A,30,1993,15.6,3,0,0,12,29,1,97,10,16,0,1,0,50,5,13,27.8,Manuel LazzariLazio
Brest,Julien Le Cardinal,1458,fr FRA,DF,fr Ligue 1,26,1997,15.3,3,0,0,12,12,0,6,33,15,0,1,1,48,29,18,61.7,Julien Le CardinalBrest
Brest,Jeremy Le Douaron,1459,fr FRA,FW,fr Ligue 1,26,1998,1.1,0,0,0,2,0,2,0,0,0,0,0,0,2,3,2,60.0,Jeremy Le DouaronBrest
Roma,Enzo Le Fee,1460,fr FRA,MF,it Serie A,24,2000,3.5,1,0,0,6,5,0,7,5,4,0,0,0,22,2,4,33.3,Enzo Le FeeRoma
Atletico Madrid,Robin Le Normand,1461,es ESP,DF,es La Liga,27,1996,23.9,8,0,0,35,24,3,1,10,18,0,1,0,82,54,39,58.1,Robin Le NormandAtletico Madrid
Genoa,Nicola Leali,1462,it ITA,GK,it Serie A,31,1993,29.0,1,0,0,1,6,0,0,0,0,0,0,1,30,6,0,100.0,Nicola LealiGenoa
Milan,Rafael Leao,1463,pt POR,FW,it Serie A,25,1999,25.8,5,0,0,19,52,7,55,6,10,1,0,0,66,26,20,56.5,Rafael LeaoMilan
Montpellier,Benjamin Lecomte,1464,fr FRA,GK,fr Ligue 1,33,1991,30.0,0,0,0,0,2,0,0,0,0,0,0,0,35,4,0,100.0,Benjamin LecomteMontpellier
Brest,Pierre Lees-Melou,1465,fr FRA,MF,fr Ligue 1,31,1993,17.0,7,0,0,32,30,0,22,12,33,0,0,0,125,4,7,36.4,Pierre Lees-MelouBrest
Angers,Jordan Lefort,1466,fr FRA,DF,fr Ligue 1,30,1993,34.0,3,0,0,14,15,1,12,32,30,0,1,0,110,40,28,58.8,Jordan LefortAngers
Union Berlin,Diogo Leite,1467,pt POR,DF,de Bundesliga,25,1999,28.3,3,0,0,25,37,2,10,57,32,0,0,1,104,78,63,55.3,Diogo LeiteUnion Berlin
Mainz 05,Maxim Leitsch,1468,de GER,DF,de Bundesliga,26,1998,7.5,2,0,0,10,4,0,3,10,4,0,0,0,36,19,30,38.8,Maxim LeitschMainz 05
Rayo Vallecano,Florian Lejeune,1469,fr FRA,DF,es La Liga,33,1991,36.9,8,0,0,50,19,0,8,41,28,0,3,0,156,92,60,60.5,Florian LejeuneRayo Vallecano
Monza,Stefan Lekovic,1470,rs SRB,DF,it Serie A,20,2004,4.1,0,0,0,5,3,0,0,7,4,0,0,1,18,6,6,50.0,Stefan LekovicMonza
Athletic Club,Inigo Lekue,1471,es ESP,DF,es La Liga,31,1993,8.6,1,0,0,5,2,0,16,9,12,0,0,0,39,6,2,75.0,Inigo LekueAthletic Club
Venezia,Nunzio Lella,1472,it ITA,MF,it Serie A,24,2000,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Nunzio LellaVenezia
Atletico Madrid,Thomas Lemar,1473,fr FRA,MF,es La Liga,28,1995,0.9,0,0,0,1,2,0,3,0,1,0,0,0,3,0,1,0.0,Thomas LemarAtletico Madrid
Strasbourg,Felix Lemarechal,1474,fr FRA,"MF,FW",fr Ligue 1,20,2003,19.8,2,0,0,30,12,3,26,14,24,0,0,0,62,14,25,35.9,Felix LemarechalStrasbourg
Wolves,Mario Lemina,1475,ga GAB,"MF,DF",eng Premier League,30,1993,15.2,4,0,0,17,8,4,10,27,31,0,1,0,73,25,16,61.0,Mario LeminaWolves
Atletico Madrid,Clement Lenglet,1476,fr FRA,DF,es La Liga,29,1995,21.9,9,0,0,29,19,2,4,22,17,0,2,0,74,37,38,49.3,Clement LengletAtletico Madrid
Fulham,Bernd Leno,1477,de GER,GK,eng Premier League,32,1992,38.0,5,0,0,0,4,0,0,0,2,0,0,0,50,9,1,90.0,Bernd LenoFulham
Auxerre,Donovan Leon,1478,gf GUF,GK,fr Ligue 1,31,1992,32.0,4,0,0,1,4,0,0,0,0,0,1,0,33,7,1,87.5,Donovan LeonAuxerre
Parma,Giovanni Leoni,1479,it ITA,DF,it Serie A,17,2006,13.3,3,1,0,11,9,0,3,15,6,0,0,0,34,17,10,63.0,Giovanni LeoniParma
Angers,Esteban Lepaul,1480,fr FRA,FW,fr Ligue 1,24,2000,18.1,2,0,0,16,17,16,15,4,6,0,0,0,45,35,47,42.7,Esteban LepaulAngers
Nantes,Johann Lepenant,1481,fr FRA,MF,fr Ligue 1,21,2002,22.8,3,0,0,51,38,1,16,18,33,0,0,0,89,20,18,52.6,Johann LepenantNantes
Crystal Palace,Jefferson Lerma,1482,co COL,"MF,DF",eng Premier League,29,1994,25.3,9,0,0,35,39,0,12,42,17,0,0,0,154,41,39,51.3,Jefferson LermaCrystal Palace
Nantes,Louis Leroux,1483,fr FRA,"MF,DF",fr Ligue 1,18,2006,9.1,1,0,0,10,12,0,6,8,18,0,0,0,43,4,5,44.4,Louis LerouxNantes
Barcelona,Robert Lewandowski,1484,pl POL,FW,es La Liga,35,1988,29.6,1,0,0,30,39,17,5,3,5,0,0,0,45,37,39,48.7,Robert LewandowskiBarcelona
Stuttgart,Jamie Leweling,1485,de GER,"MF,FW",de Bundesliga,23,2001,18.5,4,0,0,17,29,4,58,11,6,2,0,0,73,6,4,60.0,Jamie LewelingStuttgart
Manchester City,Rico Lewis,1486,eng ENG,"DF,MF",eng Premier League,19,2004,21.0,5,1,1,12,34,0,6,13,19,0,0,0,95,6,14,30.0,Rico LewisManchester City
Brentford,Keane Lewis-Potter,1487,eng ENG,"DF,FW",eng Premier League,23,2001,34.4,7,0,0,18,31,4,78,21,27,1,0,0,146,27,35,43.5,Keane Lewis-PotterBrentford
Arsenal,Myles Lewis-Skelly,1488,eng ENG,DF,eng Premier League,17,2006,15.2,3,2,0,11,47,0,10,7,14,0,1,0,53,11,10,52.4,Myles Lewis-SkellyArsenal
Como,Ben Lhassine Kone,1489,ci CIV,MF,it Serie A,24,2000,0.6,1,0,0,1,1,0,0,1,2,0,0,0,7,0,1,0.0,Ben Lhassine KoneComo
Milan,Mattia Liberali,1490,it ITA,MF,it Serie A,17,2007,0.7,0,0,0,1,0,0,2,0,1,0,0,0,4,1,0,100.0,Mattia LiberaliMilan
Freiburg,Philipp Lienhart,1491,at AUT,DF,de Bundesliga,28,1996,30.8,5,0,0,22,19,3,9,36,13,0,0,0,113,57,36,61.3,Philipp LienhartFreiburg
Manchester Utd,Matthijs de Ligt,1492,nl NED,DF,eng Premier League,24,1999,23.6,3,0,0,16,12,2,6,33,22,0,2,0,68,58,29,66.7,Matthijs de LigtManchester Utd
Wolves,Pedro Lima,1493,br BRA,DF,eng Premier League,18,2006,0.8,0,0,0,1,1,1,5,2,0,0,0,0,3,0,3,0.0,Pedro LimaWolves
Manchester Utd,Victor Lindelof,1494,se SWE,DF,eng Premier League,30,1994,7.8,1,0,0,8,1,0,1,8,2,0,0,0,29,17,15,53.1,Victor LindelofManchester Utd
Everton,Jesper Lindstrom,1495,dk DEN,FW,eng Premier League,24,2000,13.8,2,0,0,15,10,1,71,12,25,0,0,0,70,6,12,33.3,Jesper LindstromEverton
Torino,Karol Linetty,1496,pl POL,MF,it Serie A,29,1995,17.1,6,0,0,39,13,0,4,12,23,0,0,0,63,8,14,36.4,Karol LinettyTorino
Atletico Madrid,Samuel Lino,1497,br BRA,"MF,DF",es La Liga,24,1999,17.2,3,0,0,15,30,3,41,8,17,1,0,0,85,13,12,52.0,Samuel LinoAtletico Madrid
Marseille,Pol Lirola,1498,es ESP,DF,fr Ligue 1,26,1997,7.6,1,1,0,9,9,0,14,4,9,0,0,1,29,4,7,36.4,Pol LirolaMarseille
Hellas Verona,Dailon Livramento,1499,cv CPV,"FW,MF",it Serie A,23,2001,10.4,2,1,0,21,6,8,18,3,11,0,0,0,21,32,51,38.6,Dailon LivramentoHellas Verona
Newcastle Utd,Valentino Livramento,1500,eng ENG,DF,eng Premier League,21,2002,31.6,1,0,0,6,35,2,52,23,36,0,0,0,189,27,35,43.5,Valentino LivramentoNewcastle Utd
Union Berlin,Marin Ljubicic,1501,hr CRO,"FW,MF",de Bundesliga,22,2002,3.1,1,0,0,9,8,1,1,0,1,0,0,0,12,3,11,21.4,Marin LjubicicUnion Berlin
Mallorca,Javier Llabres,1502,es ESP,FW,es La Liga,21,2002,0.6,0,0,0,0,1,1,4,0,0,0,0,0,3,1,0,100.0,Javier LlabresMallorca
Betis,Diego Llorente,1503,es ESP,DF,es La Liga,30,1993,28.0,4,0,0,20,23,0,1,43,20,0,1,1,93,77,45,63.1,Diego LlorenteBetis
Atletico Madrid,Marcos Llorente,1504,es ESP,"DF,MF",es La Liga,29,1995,27.9,0,1,0,23,25,4,62,27,52,1,0,0,131,15,15,50.0,Marcos LlorenteAtletico Madrid
Le Havre,Gautier Lloris,1505,fr FRA,DF,fr Ligue 1,29,1995,30.8,5,0,0,31,7,2,3,34,43,0,2,0,100,64,34,65.3,Gautier LlorisLe Havre
Betis,Giovani Lo Celso,1506,ar ARG,"MF,FW",es La Liga,28,1996,16.2,4,0,0,13,63,0,95,5,22,0,0,0,76,5,11,31.3,Giovani Lo CelsoBetis
Napoli,Stanislav Lobotka,1507,sk SVK,MF,it Serie A,29,1994,29.3,3,0,0,24,31,0,2,21,30,0,1,0,166,6,6,50.0,Stanislav LobotkaNapoli
Juventus,Manuel Locatelli,1508,it ITA,MF,it Serie A,26,1998,31.4,9,0,0,46,22,1,24,23,49,0,1,0,141,35,22,61.4,Manuel LocatelliJuventus
Brest,Bradley Locko,1509,fr FRA,DF,fr Ligue 1,22,2002,1.1,1,0,0,1,0,0,1,1,2,0,1,0,2,1,0,100.0,Bradley LockoBrest
Milan,Ruben Loftus-Cheek,1510,eng ENG,MF,it Serie A,28,1996,11.5,3,0,0,23,27,0,7,3,8,0,0,0,48,18,11,62.1,Ruben Loftus-CheekMilan
Le Havre,Elysee Logbo,1511,fr FRA,FW,fr Ligue 1,20,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Elysee LogboLe Havre
Las Palmas,Enzo Loiodice,1512,fr FRA,MF,es La Liga,23,2000,7.6,3,0,0,10,6,1,10,10,7,0,0,0,29,7,8,46.7,Enzo LoiodiceLas Palmas
Newcastle Utd,Sean Longstaff,1513,eng ENG,MF,eng Premier League,26,1997,8.9,2,0,0,9,6,0,5,7,16,0,0,0,31,7,7,50.0,Sean LongstaffNewcastle Utd
Atalanta,Ademola Lookman,1514,ng NGA,"MF,FW",it Serie A,26,1997,25.0,4,0,0,31,20,26,124,3,15,0,0,0,69,17,13,56.7,Ademola LookmanAtalanta
Nantes,Anthony Lopes,1515,pt POR,GK,fr Ligue 1,33,1990,17.4,2,0,0,1,7,0,0,1,0,0,1,0,11,2,1,66.7,Anthony LopesNantes
Mallorca,David Lopez,1516,es ESP,DF,es La Liga,21,2003,1.9,0,0,0,0,0,0,0,1,2,0,0,0,2,2,5,28.6,David LopezMallorca
Girona,David Lopez,1517,es ESP,DF,es La Liga,34,1989,27.0,4,0,0,12,15,1,3,14,24,0,1,0,95,30,29,50.8,David LopezGirona
Valencia,Diego Lopez,1518,es ESP,"MF,FW",es La Liga,22,2002,30.4,3,0,0,21,33,13,67,16,18,1,1,0,105,14,55,20.3,Diego LopezValencia
Celta Vigo,Fer Lopez,1519,,"FW,MF",es La Liga,,,7.5,2,0,0,13,8,2,2,2,5,0,0,0,25,2,9,18.2,Fer LopezCelta Vigo
Barcelona,Fermin Lopez,1520,es ESP,"MF,FW",es La Liga,21,2003,13.9,4,1,0,27,21,5,47,5,15,0,0,0,66,9,18,33.3,Fermin LopezBarcelona
Real Sociedad,Javi Lopez,1521,es ESP,DF,es La Liga,22,2002,21.5,4,0,0,30,27,1,60,11,23,0,0,0,92,10,19,34.5,Javi LopezReal Sociedad
Girona,Pau Lopez,1522,es ESP,GK,es La Liga,29,1994,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Pau LopezGirona
Leganes,Roberto Lopez,1523,es ESP,MF,es La Liga,24,2000,4.4,0,0,0,1,3,0,24,1,6,0,0,0,28,1,5,16.7,Roberto LopezLeganes
Rayo Vallecano,Unai Lopez,1524,es ESP,MF,es La Liga,28,1995,19.0,9,1,0,18,21,1,33,21,21,0,0,0,117,10,18,35.7,Unai LopezRayo Vallecano
Celta Vigo,Iker Losada,1525,es ESP,"FW,MF",es La Liga,22,2001,4.0,2,0,0,3,0,0,5,1,3,0,0,0,8,2,7,22.2,Iker LosadaCelta Vigo
Betis,Iker Losada,1526,es ESP,"MF,FW",es La Liga,22,2001,3.7,0,0,0,1,2,0,4,3,7,0,0,0,19,3,4,42.9,Iker LosadaBetis
Bochum,Anthony Losilla,1527,fr FRA,MF,de Bundesliga,38,1986,12.6,1,0,0,18,9,1,4,18,16,0,0,0,45,29,23,55.8,Anthony LosillaBochum
Nice,Jordan Lotomba,1528,ch SUI,"MF,DF",fr Ligue 1,25,1998,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,,Jordan LotombaNice
Nice,Tom Louchet,1529,fr FRA,"DF,MF",fr Ligue 1,21,2003,8.6,1,0,0,8,9,0,35,18,17,0,0,0,36,11,3,78.6,Tom LouchetNice
Udinese,Sandi Lovric,1530,si SVN,MF,it Serie A,26,1998,25.6,5,0,0,54,34,0,90,22,29,1,0,0,118,1,17,5.6,Sandi LovricUdinese
Espanyol,Pol Lozano,1531,es ESP,MF,es La Liga,24,1999,21.6,12,0,0,56,14,0,19,22,34,0,0,0,86,10,16,38.5,Pol LozanoEspanyol
Udinese,Lorenzo Lucca,1532,it ITA,FW,it Serie A,23,2000,26.1,10,0,0,65,55,16,5,7,6,0,0,0,44,59,68,46.5,Lorenzo LuccaUdinese
Bologna,Jhon Lucumi,1533,co COL,DF,it Serie A,26,1998,29.0,8,1,0,22,16,0,4,26,30,0,1,0,176,45,45,50.0,Jhon LucumiBologna
Dortmund,Yannik Luhrs,1534,de GER,DF,de Bundesliga,20,2003,1.4,0,0,0,2,0,0,0,2,1,0,0,0,5,4,1,80.0,Yannik LuhrsDortmund
Valencia,Jose Luis Gaya,1535,es ESP,DF,es La Liga,29,1995,20.0,7,0,0,28,14,3,84,25,40,0,0,0,93,10,11,47.6,Jose Luis GayaValencia
Cagliari,Jose Luis Palomino,1536,ar ARG,DF,it Serie A,34,1990,12.0,3,0,0,11,2,0,0,22,15,0,1,0,50,16,12,57.1,Jose Luis PalominoCagliari
Juventus,Douglas Luiz,1537,br BRA,MF,it Serie A,26,1998,5.9,2,0,0,14,7,0,26,4,8,0,1,0,31,5,4,55.6,Douglas LuizJuventus
Napoli,Romelu Lukaku,1538,be BEL,FW,it Serie A,31,1993,31.6,4,0,0,47,36,24,4,1,2,0,0,0,34,42,56,42.9,Romelu LukakuNapoli
RB Leipzig,Castello Lukeba,1539,fr FRA,DF,de Bundesliga,21,2002,17.5,2,0,0,12,15,0,11,17,17,0,0,0,74,26,13,66.7,Castello LukebaRB Leipzig
Sevilla,Dodi Lukebakio,1540,be BEL,FW,es La Liga,26,1997,34.4,3,1,0,39,55,27,124,11,14,0,0,0,120,18,21,46.2,Dodi LukebakioSevilla
Fulham,Sasa Lukic,1541,rs SRB,MF,eng Premier League,27,1996,26.0,12,0,0,66,26,0,62,28,39,0,1,0,109,19,25,43.2,Sasa LukicFulham
Strasbourg,Milos Lukovic,1542,rs SRB,"FW,MF",fr Ligue 1,18,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Milos LukovicStrasbourg
Southampton,Joe Lumley,1543,eng ENG,GK,eng Premier League,29,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7,Joe LumleySouthampton
Mallorca,Daniel Luna,1544,co COL,MF,es La Liga,21,2003,0.2,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,,Daniel LunaMallorca
Real Madrid,Andriy Lunin,1545,ua UKR,GK,es La Liga,25,1999,7.0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,0,100.0,Andriy LuninReal Madrid
Ipswich Town,Massimo Luongo,1546,au AUS,MF,eng Premier League,31,1992,2.2,0,0,0,1,2,0,1,2,6,0,0,0,10,2,0,100.0,Massimo LuongoIpswich Town
Cagliari,Sebastiano Luperto,1547,it ITA,DF,it Serie A,27,1996,36.0,4,0,0,23,20,1,8,33,27,0,1,0,139,61,54,53.0,Sebastiano LupertoCagliari
Cagliari,Zito Luvumbo,1548,ao ANG,"FW,MF",it Serie A,22,2002,17.8,2,0,0,38,51,11,65,4,6,0,0,0,50,6,17,26.1,Zito LuvumboCagliari
Bologna,Charalambos Lykogiannis,1549,gr GRE,DF,it Serie A,30,1993,11.6,3,0,0,10,7,2,106,11,14,0,0,0,35,26,13,66.7,Charalambos LykogiannisBologna
Werder Bremen,Senne Lynen,1550,be BEL,MF,de Bundesliga,25,1999,30.4,9,0,0,38,25,0,5,65,39,0,0,0,191,25,28,47.2,Senne LynenWerder Bremen
Parma,Mathias Lovik,1551,no NOR,"DF,FW",it Serie A,20,2003,1.0,0,0,0,2,0,0,3,2,0,0,0,0,2,2,2,50.0,Mathias LovikParma
Montpellier,Othmane Maamma,1552,ma MAR,"FW,MF",fr Ligue 1,18,2005,4.0,1,0,0,4,8,2,12,1,1,0,0,0,12,1,4,20.0,Othmane MaammaMontpellier
Aston Villa,Ian Maatsen,1553,nl NED,DF,eng Premier League,22,2002,12.7,2,0,0,11,9,3,51,15,17,0,1,0,67,10,6,62.5,Ian MaatsenAston Villa
Liverpool,Alexis Mac Allister,1554,ar ARG,MF,eng Premier League,25,1998,28.9,6,0,0,62,40,2,86,22,58,0,0,0,148,19,34,35.8,Alexis Mac AllisterLiverpool
Lens,Deiver Machado,1555,co COL,"DF,MF",fr Ligue 1,30,1993,20.1,7,2,1,28,30,5,51,16,26,0,0,0,89,16,16,50.0,Deiver MachadoLens
Angers,Lanroy Machine,1556,fr FRA,FW,fr Ligue 1,18,2005,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,Lanroy MachineAngers
Holstein Kiel,Shuto Machino,1557,jp JPN,"FW,MF",de Bundesliga,24,1999,21.7,2,0,0,19,25,9,35,7,5,0,0,0,50,27,42,39.1,Shuto MachinoHolstein Kiel
Valladolid,Darwin Machis,1558,ve VEN,"MF,FW",es La Liga,31,1993,7.1,0,0,0,4,14,2,68,5,4,0,0,0,34,6,2,75.0,Darwin MachisValladolid
Saint-Etienne,Yvann Macon,1559,fr FRA,DF,fr Ligue 1,25,1998,8.8,4,0,0,26,8,1,23,2,11,0,0,0,42,3,12,20.0,Yvann MaconSaint-Etienne
Tottenham,James Maddison,1560,eng ENG,MF,eng Premier League,27,1996,20.1,6,0,0,32,64,4,98,12,19,0,0,0,76,5,7,41.7,James MaddisonTottenham
Auxerre,Eros Maddy,1561,nl NED,DF,fr Ligue 1,23,2001,0.2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,Eros MaddyAuxerre
Chelsea,Noni Madueke,1562,eng ENG,FW,eng Premier League,22,2002,22.6,3,0,0,22,25,5,63,10,18,0,0,0,84,11,19,36.7,Noni MaduekeChelsea
