League,Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,PlSqu
Big5,Unknown Squad,Hamza Choudhury,554,bd BAN,"MF,DF",eng Premier League,26,1997,1.5,3,2.05,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Hamza ChoudhuryUnknown Squad
Big5,Unknown Squad,Andreas Christensen,555,dk DEN,DF,es La Liga,28,1996,2.8,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Andreas ChristensenUnknown Squad
Big5,Unknown Squad,Ryan Christie,556,sct SCO,MF,eng Premier League,29,1995,23.5,85,3.62,72,7,0,3,2,1,9,0.38,8,1,0,0,0,0,Ryan ChristieUnknown Squad
Big5,Unknown Squad,Carney Chukwuemeka,557,eng ENG,MF,de Bundesliga,20,2003,2.8,20,7.11,18,0,1,1,0,0,4,1.42,4,0,0,0,0,0,Carney ChukwuemekaUnknown Squad
Big5,Unknown Squad,Samuel Chukwueze,558,ng NGA,"FW,MF",it Serie A,25,1999,10.3,49,4.77,38,2,6,2,1,0,2,0.19,1,1,0,0,0,0,Samuel ChukwuezeUnknown Squad
Big5,Unknown Squad,Aaron Ciammaglichella,559,it ITA,MF,it Serie A,19,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Aaron CiammaglichellaUnknown Squad
Big5,Unknown Squad,Jasper Cillessen,560,nl NED,GK,es La Liga,35,1989,25.9,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Jasper CillessenUnknown Squad
Big5,Unknown Squad,Giuseppe Ciocci,561,it ITA,GK,it Serie A,22,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Giuseppe CiocciUnknown Squad
Big5,Unknown Squad,Alessandro Circati,562,au AUS,DF,it Serie A,20,2003,6.0,3,0.50,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Alessandro CircatiUnknown Squad
Big5,Unknown Squad,Pathe Ciss,563,sn SEN,"MF,DF",es La Liga,30,1994,23.8,47,1.98,35,3,2,2,2,3,2,0.08,1,0,0,1,0,0,Pathe CissUnknown Squad
Big5,Unknown Squad,Alphadjo Cisse,564,it ITA,"FW,MF",it Serie A,17,2006,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Alphadjo CisseUnknown Squad
Big5,Unknown Squad,Djaoui Cisse,565,fr FRA,MF,fr Ligue 1,20,2004,12.5,27,2.17,22,0,3,1,1,0,1,0.08,1,0,0,0,0,0,Djaoui CisseUnknown Squad
Big5,Unknown Squad,Seydouba Cisse,566,gn GUI,MF,es La Liga,23,2001,27.1,47,1.74,38,1,1,2,5,0,5,0.18,3,0,0,0,2,0,Seydouba CisseUnknown Squad
Big5,Unknown Squad,Yoann Cisse,567,fr FRA,MF,fr Ligue 1,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Yoann CisseUnknown Squad
Big5,Unknown Squad,Patrick Ciurria,568,it ITA,"MF,DF",it Serie A,29,1995,12.3,26,2.11,20,5,0,1,0,0,2,0.16,1,0,0,1,0,0,Patrick CiurriaUnknown Squad
Big5,Unknown Squad,Harry Clarke,569,eng ENG,DF,eng Premier League,23,2001,4.2,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Harry ClarkeUnknown Squad
Big5,Unknown Squad,Jack Clarke,570,eng ENG,"FW,MF",eng Premier League,23,2000,13.1,50,3.81,42,2,3,0,0,3,5,0.38,4,1,0,0,0,0,Jack ClarkeUnknown Squad
Big5,Unknown Squad,Alexis Claude-Maurice,571,fr FRA,"MF,FW",de Bundesliga,26,1998,23.4,77,3.29,54,1,8,3,11,0,6,0.26,3,0,1,0,2,0,Alexis Claude-MauriceUnknown Squad
Big5,Unknown Squad,Jonathan Clauss,572,fr FRA,"DF,MF",fr Ligue 1,31,1992,25.6,99,3.87,58,35,0,3,2,1,15,0.59,9,4,0,1,1,0,Jonathan ClaussUnknown Squad
Big5,Unknown Squad,Silvi Clua,573,es ESP,MF,es La Liga,19,2005,1.8,2,1.10,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Silvi CluaUnknown Squad
Big5,Unknown Squad,Nathaniel Clyne,574,eng ENG,"DF,MF",eng Premier League,33,1991,5.4,3,0.56,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Nathaniel ClyneUnknown Squad
Big5,Unknown Squad,Conor Coady,575,eng ENG,DF,eng Premier League,31,1993,19.0,6,0.32,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Conor CoadyUnknown Squad
Big5,Unknown Squad,Marcus Coco,576,fr FRA,DF,fr Ligue 1,28,1996,10.6,20,1.89,17,3,0,0,0,0,1,0.09,1,0,0,0,0,0,Marcus CocoUnknown Squad
Big5,Unknown Squad,Saul Coco,577,gq EQG,DF,it Serie A,25,1999,31.6,16,0.51,12,0,0,3,1,0,1,0.03,0,0,0,0,1,0,Saul CocoUnknown Squad
Big5,Unknown Squad,Seamus Coleman,578,ie IRL,DF,eng Premier League,35,1988,2.4,2,0.84,1,0,1,0,0,0,1,0.42,1,0,0,0,0,0,Seamus ColemanUnknown Squad
Big5,Unknown Squad,Nathan Collins,579,ie IRL,DF,eng Premier League,23,2001,38.0,30,0.79,22,2,1,3,2,0,8,0.21,4,1,0,1,2,0,Nathan CollinsUnknown Squad
Big5,Unknown Squad,Nnamdi Collins,580,de GER,DF,de Bundesliga,20,2004,16.5,9,0.54,7,0,2,0,0,0,3,0.18,1,0,2,0,0,0,Nnamdi CollinsUnknown Squad
Big5,Unknown Squad,Toby Collyer,581,eng ENG,MF,eng Premier League,20,2004,2.0,5,2.50,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Toby CollyerUnknown Squad
Big5,Unknown Squad,Lorenzo Colombo,582,it ITA,"FW,MF",it Serie A,22,2002,24.8,55,2.21,33,0,5,8,8,1,3,0.12,1,0,1,1,0,0,Lorenzo ColomboUnknown Squad
Big5,Unknown Squad,Andrea Colpani,583,it ITA,"FW,MF",it Serie A,25,1999,16.1,43,2.70,34,4,0,4,1,0,5,0.31,3,0,0,2,0,0,Andrea ColpaniUnknown Squad
Big5,Unknown Squad,Levi Colwill,584,eng ENG,DF,eng Premier League,21,2003,35.0,38,1.09,34,2,0,1,0,1,3,0.09,2,0,0,0,0,1,Levi ColwillUnknown Squad
Big5,Unknown Squad,Florinel Coman,585,ro ROU,"FW,MF",it Serie A,26,1998,2.9,4,1.37,3,0,0,0,1,0,1,0.34,1,0,0,0,0,0,Florinel ComanUnknown Squad
Big5,Unknown Squad,Kingsley Coman,586,fr FRA,FW,de Bundesliga,28,1996,14.2,81,5.68,60,0,14,5,2,0,11,0.77,6,0,3,1,1,0,Kingsley ComanUnknown Squad
Big5,Unknown Squad,Eray Comert,587,ch SUI,"DF,MF",es La Liga,26,1998,19.8,12,0.61,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Eray ComertUnknown Squad
Big5,Unknown Squad,Santi Comesana,588,es ESP,MF,es La Liga,27,1996,28.4,78,2.74,69,2,1,2,0,4,11,0.39,9,0,0,1,0,1,Santi ComesanaUnknown Squad
Big5,Unknown Squad,Pietro Comuzzo,589,it ITA,DF,it Serie A,19,2005,24.4,20,0.82,17,0,0,1,0,2,1,0.04,1,0,0,0,0,0,Pietro ComuzzoUnknown Squad
Big5,Unknown Squad,Francisco Conceicao,590,pt POR,"FW,MF",it Serie A,21,2002,14.9,64,4.30,45,4,10,4,1,0,9,0.60,5,1,1,1,1,0,Francisco ConceicaoUnknown Squad
Big5,Unknown Squad,Diego Conde,591,es ESP,GK,es La Liga,25,1998,21.8,3,0.14,1,2,0,0,0,0,1,0.05,1,0,0,0,0,0,Diego CondeUnknown Squad
Big5,Unknown Squad,Tomas Conechny,592,ar ARG,"FW,MF",es La Liga,26,1998,9.4,14,1.48,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Tomas ConechnyUnknown Squad
Big5,Unknown Squad,Alois Confais,593,fr FRA,MF,fr Ligue 1,27,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Alois ConfaisUnknown Squad
Big5,Unknown Squad,Sirlord Conteh,594,de GER,"FW,MF",de Bundesliga,28,1996,9.9,28,2.82,24,0,1,0,3,0,4,0.40,4,0,0,0,0,0,Sirlord ContehUnknown Squad
Big5,Unknown Squad,Lewis Cook,595,eng ENG,"MF,DF",eng Premier League,27,1997,33.1,89,2.69,69,18,0,2,0,0,5,0.15,2,1,0,2,0,0,Lewis CookUnknown Squad
Big5,Unknown Squad,Copete,596,es ESP,DF,es La Liga,24,1999,17.0,10,0.59,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0,CopeteUnknown Squad
Big5,Unknown Squad,Diego Coppola,597,it ITA,DF,it Serie A,20,2003,32.5,10,0.31,9,0,0,1,0,0,1,0.03,1,0,0,0,0,0,Diego CoppolaUnknown Squad
Big5,Unknown Squad,Francis Coquelin,598,fr FRA,MF,fr Ligue 1,33,1991,2.5,13,5.27,7,0,0,4,0,2,2,0.81,1,0,0,1,0,0,Francis CoquelinUnknown Squad
Big5,Unknown Squad,Iker Cordoba,599,es ESP,DF,es La Liga,18,2005,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Iker CordobaUnknown Squad
Big5,Unknown Squad,Derek Cornelius,600,ca CAN,DF,fr Ligue 1,26,1997,15.8,9,0.57,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Derek CorneliusUnknown Squad
Big5,Unknown Squad,Maxwel Cornet,601,ci CIV,FW,eng Premier League,27,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Maxwel CornetUnknown Squad
Big5,Unknown Squad,Maxwel Cornet,602,ci CIV,"FW,MF",it Serie A,27,1996,2.7,8,2.93,6,0,2,0,0,0,1,0.37,1,0,0,0,0,0,Maxwel CornetUnknown Squad
Big5,Unknown Squad,Pierre Cornud,603,fr FRA,DF,fr Ligue 1,27,1996,6.4,5,0.78,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Pierre CornudUnknown Squad
Big5,Unknown Squad,Angel Correa,604,ar ARG,"FW,MF",es La Liga,29,1995,8.9,35,3.92,21,1,4,4,3,2,5,0.56,3,0,2,0,0,0,Angel CorreaUnknown Squad
Big5,Unknown Squad,Joaquin Correa,605,ar ARG,"FW,MF",it Serie A,29,1994,8.1,25,3.07,21,0,2,1,1,0,4,0.49,3,0,1,0,0,0,Joaquin CorreaUnknown Squad
Big5,Unknown Squad,Thierry Correia,606,pt POR,DF,es La Liga,25,1999,8.5,16,1.87,12,1,2,0,1,0,0,0.00,0,0,0,0,0,0,Thierry CorreiaUnknown Squad
Big5,Unknown Squad,Alberto costa,607,pt POR,DF,it Serie A,20,2003,4.0,7,1.76,4,0,1,2,0,0,1,0.25,1,0,0,0,0,0,Alberto costaUnknown Squad
Big5,Unknown Squad,Coba da Costa,608,es ESP,"MF,FW",es La Liga,22,2002,11.2,37,3.31,28,0,5,2,1,1,4,0.36,3,0,0,1,0,0,Coba da CostaUnknown Squad
Big5,Unknown Squad,Danny da Costa,609,de GER,DF,de Bundesliga,31,1993,22.3,31,1.39,29,0,1,0,0,1,3,0.13,3,0,0,0,0,0,Danny da CostaUnknown Squad
Big5,Unknown Squad,David Costa,610,pt POR,"MF,FW",fr Ligue 1,23,2001,3.9,8,2.05,5,1,0,1,1,0,1,0.26,0,0,0,0,1,0,David CostaUnknown Squad
Big5,Unknown Squad,Logan Costa,611,cv CPV,DF,es La Liga,23,2001,28.7,22,0.76,20,0,0,1,1,0,2,0.07,1,0,0,0,1,0,Logan CostaUnknown Squad
Big5,Unknown Squad,Logan Costa,612,cv CPV,DF,fr Ligue 1,23,2001,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Logan CostaUnknown Squad
Big5,Unknown Squad,Samu Costa,613,pt POR,MF,es La Liga,23,2000,29.4,56,1.90,41,1,3,6,4,1,6,0.20,4,1,0,1,0,0,Samu CostaUnknown Squad
Big5,Unknown Squad,Gregoire Coudert,614,fr FRA,GK,fr Ligue 1,25,1999,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Gregoire CoudertUnknown Squad
Big5,Unknown Squad,Vladimir Coufal,615,cz CZE,DF,eng Premier League,31,1992,11.9,18,1.52,14,4,0,0,0,0,1,0.08,0,1,0,0,0,0,Vladimir CoufalUnknown Squad
Big5,Unknown Squad,Lassana Coulibaly,616,ml MLI,MF,it Serie A,28,1996,29.6,46,1.55,34,0,1,1,7,3,2,0.07,1,0,0,0,1,0,Lassana CoulibalyUnknown Squad
Big5,Unknown Squad,Lasso Coulibaly,617,ci CIV,"FW,MF",fr Ligue 1,21,2002,0.5,1,2.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Lasso CoulibalyUnknown Squad
Big5,Unknown Squad,Mamadou Coulibaly,618,fr FRA,MF,fr Ligue 1,20,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Mamadou CoulibalyUnknown Squad
Big5,Unknown Squad,Soumaila Coulibaly,619,fr FRA,DF,fr Ligue 1,20,2003,4.9,8,1.64,5,0,0,2,1,0,3,0.62,0,0,0,2,1,0,Soumaila CoulibalyUnknown Squad
Big5,Unknown Squad,Tanguy Coulibaly,620,fr FRA,"FW,MF",fr Ligue 1,23,2001,16.5,45,2.90,26,1,3,6,7,2,3,0.19,1,0,1,1,0,0,Tanguy CoulibalyUnknown Squad
Big5,Unknown Squad,Woyo Coulibaly,621,ml MLI,DF,eng Premier League,25,1999,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Woyo CoulibalyUnknown Squad
Big5,Unknown Squad,Woyo Coulibaly,622,ml MLI,DF,it Serie A,25,1999,12.0,19,1.58,17,0,1,0,1,0,3,0.25,1,0,1,0,1,0,Woyo CoulibalyUnknown Squad
Big5,Unknown Squad,Marius Courcoul,623,fr FRA,"MF,DF",fr Ligue 1,17,2007,3.4,3,0.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Marius CourcoulUnknown Squad
Big5,Unknown Squad,Thibaut Courtois,624,be BEL,GK,es La Liga,32,1992,30.0,4,0.13,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Thibaut CourtoisUnknown Squad
Big5,Unknown Squad,Yan Couto,625,br BRA,"DF,FW",de Bundesliga,22,2002,9.9,29,2.92,26,0,2,1,0,0,2,0.20,2,0,0,0,0,0,Yan CoutoUnknown Squad
Big5,Unknown Squad,Nicolas Cozza,626,fr FRA,"DF,MF",fr Ligue 1,25,1999,22.8,20,0.88,16,0,0,3,1,0,2,0.09,1,0,0,0,1,0,Nicolas CozzaUnknown Squad
Big5,Unknown Squad,Aaron Cresswell,627,eng ENG,DF,eng Premier League,34,1989,9.2,15,1.64,7,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Aaron CresswellUnknown Squad
Big5,Unknown Squad,Charlie Cresswell,628,eng ENG,DF,fr Ligue 1,21,2002,28.8,24,0.83,18,0,0,5,1,0,3,0.10,2,0,0,1,0,0,Charlie CresswellUnknown Squad
Big5,Unknown Squad,Bryan Cristante,629,it ITA,MF,it Serie A,29,1995,22.7,51,2.24,46,0,0,4,1,0,5,0.22,5,0,0,0,0,0,Bryan CristanteUnknown Squad
Big5,Unknown Squad,Domen Crnigoj,630,si SVN,MF,it Serie A,28,1995,1.5,2,1.32,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Domen CrnigojUnknown Squad
Big5,Unknown Squad,Juan Cruz Armada,631,es ESP,DF,es La Liga,32,1992,16.6,14,0.84,10,3,0,1,0,0,1,0.06,1,0,0,0,0,0,Juan Cruz ArmadaUnknown Squad
Big5,Unknown Squad,Juan Cruz,632,es ESP,"FW,MF",es La Liga,24,2000,25.1,51,2.03,34,6,2,5,2,2,6,0.24,6,0,0,0,0,0,Juan CruzUnknown Squad
Big5,Unknown Squad,Juan Cuadrado,633,co COL,"DF,MF",it Serie A,36,1988,9.2,37,4.00,27,7,1,0,2,0,3,0.32,1,1,0,0,1,0,Juan CuadradoUnknown Squad
Big5,Unknown Squad,Pau Cubarsi,634,es ESP,DF,es La Liga,17,2007,29.1,35,1.20,34,0,0,1,0,0,6,0.21,5,0,0,1,0,0,Pau CubarsiUnknown Squad
Big5,Unknown Squad,Cucho,635,co COL,FW,es La Liga,25,1999,12.7,46,3.64,32,0,5,5,3,1,8,0.63,5,0,1,0,2,0,CuchoUnknown Squad
Big5,Unknown Squad,Marc Cucurella,636,es ESP,DF,eng Premier League,26,1998,33.2,51,1.54,44,4,0,2,1,0,5,0.15,4,1,0,0,0,0,Marc CucurellaUnknown Squad
Big5,Unknown Squad,Jorge Cuenca,637,es ESP,DF,eng Premier League,24,1999,3.9,1,0.26,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Jorge CuencaUnknown Squad
Big5,Unknown Squad,Matheus Cunha,638,br BRA,"MF,FW",eng Premier League,25,1999,28.9,132,4.57,75,14,19,9,12,3,16,0.55,10,0,4,0,1,1,Matheus CunhaUnknown Squad
Big5,Unknown Squad,Patrick Cutrone,639,it ITA,FW,it Serie A,26,1998,22.7,49,2.15,33,0,1,10,3,2,6,0.26,6,0,0,0,0,0,Patrick CutroneUnknown Squad
Big5,Unknown Squad,Tomas Cvancara,640,cz CZE,FW,de Bundesliga,23,2000,9.2,15,1.62,13,0,0,1,1,0,1,0.11,1,0,0,0,0,0,Tomas CvancaraUnknown Squad
Big5,Unknown Squad,Wylan Cyprien,641,fr FRA,MF,it Serie A,29,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Wylan CyprienUnknown Squad
Big5,Unknown Squad,Danilo D'Ambrosio,642,it ITA,DF,it Serie A,35,1988,12.2,8,0.66,8,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Danilo D'AmbrosioUnknown Squad
Big5,Unknown Squad,Lucas Da Cunha,643,fr FRA,MF,it Serie A,23,2001,29.0,110,3.79,70,28,1,6,4,1,7,0.24,4,2,0,0,0,1,Lucas Da CunhaUnknown Squad
Big5,Unknown Squad,Samuel Dahl,644,se SWE,"DF,MF",it Serie A,24,2000,0.5,1,2.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Samuel DahlUnknown Squad
Big5,Unknown Squad,Finn Dahmen,645,de GER,GK,de Bundesliga,26,1998,19.0,2,0.11,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Finn DahmenUnknown Squad
Big5,Unknown Squad,Thomas Dahne,646,de GER,GK,de Bundesliga,30,1994,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Thomas DahneUnknown Squad
Big5,Unknown Squad,Mahmoud Dahoud,647,de GER,MF,de Bundesliga,28,1996,4.0,13,3.21,10,0,0,2,0,1,2,0.49,1,0,0,0,0,1,Mahmoud DahoudUnknown Squad
Big5,Unknown Squad,Patson Daka,648,zm ZAM,"FW,MF",eng Premier League,25,1998,8.2,10,1.23,7,0,2,1,0,0,1,0.12,0,0,1,0,0,0,Patson DakaUnknown Squad
Big5,Unknown Squad,Ameen Al-Dakhil,649,be BEL,DF,de Bundesliga,22,2002,4.8,4,0.83,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Ameen Al-DakhilUnknown Squad
Big5,Unknown Squad,Thijs Dallinga,650,nl NED,FW,it Serie A,23,2000,12.8,27,2.11,20,0,0,3,3,1,5,0.39,3,0,0,0,1,1,Thijs DallingaUnknown Squad
Big5,Unknown Squad,Diogo Dalot,651,pt POR,DF,eng Premier League,25,1999,31.3,74,2.37,57,5,7,4,0,1,5,0.16,3,0,1,1,0,0,Diogo DalotUnknown Squad
Big5,Unknown Squad,Mikkel Damsgaard,652,dk DEN,"MF,FW",eng Premier League,24,2000,32.3,120,3.71,92,14,6,2,1,5,21,0.65,15,3,1,0,1,1,Mikkel DamsgaardUnknown Squad
Big5,Unknown Squad,Maat Daniel Caprini,653,it ITA,FW,it Serie A,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Maat Daniel CapriniUnknown Squad
Big5,Unknown Squad,Flavius Daniliuc,654,at AUT,DF,it Serie A,23,2001,11.2,11,0.98,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Flavius DaniliucUnknown Squad
Big5,Unknown Squad,Danilo,655,br BRA,"MF,FW",eng Premier League,23,2001,3.1,7,2.31,7,0,0,0,0,0,2,0.66,2,0,0,0,0,0,DaniloUnknown Squad
Big5,Unknown Squad,Danilo,656,br BRA,DF,it Serie A,33,1991,6.5,10,1.55,10,0,0,0,0,0,1,0.15,1,0,0,0,0,0,DaniloUnknown Squad
Big5,Unknown Squad,Arnaut Danjuma,657,nl NED,FW,es La Liga,27,1997,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Arnaut DanjumaUnknown Squad
Big5,Unknown Squad,Arnaut Danjuma,658,nl NED,"FW,MF",es La Liga,27,1997,14.8,40,2.70,26,6,5,2,1,0,0,0.00,0,0,0,0,0,0,Arnaut DanjumaUnknown Squad
Big5,Unknown Squad,Jayden Danns,659,eng ENG,MF,eng Premier League,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Jayden DannsUnknown Squad
Big5,Unknown Squad,Kevin Danois,660,fr FRA,MF,fr Ligue 1,20,2004,16.2,54,3.33,45,0,5,2,1,1,6,0.37,5,0,0,1,0,0,Kevin DanoisUnknown Squad
Big5,Unknown Squad,Kevin Danso,661,at AUT,DF,eng Premier League,25,1998,9.4,9,0.96,8,0,0,1,0,0,2,0.21,2,0,0,0,0,0,Kevin DansoUnknown Squad
Big5,Unknown Squad,Kevin Danso,662,at AUT,DF,fr Ligue 1,25,1998,12.0,12,1.00,12,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Kevin DansoUnknown Squad
Big5,Unknown Squad,Dante,663,br BRA,DF,fr Ligue 1,40,1983,21.8,21,0.96,19,0,0,1,0,1,0,0.00,0,0,0,0,0,0,DanteUnknown Squad
Big5,Unknown Squad,Pape Daouda Diongue,664,sn SEN,"MF,FW",fr Ligue 1,,,0.9,1,1.15,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Pape Daouda DiongueUnknown Squad
Big5,Unknown Squad,Mohamed Daramy,665,dk DEN,FW,fr Ligue 1,22,2002,0.2,2,11.25,1,0,0,1,0,0,1,5.63,0,0,0,1,0,0,Mohamed DaramyUnknown Squad
Big5,Unknown Squad,Bence Dardai,666,hu HUN,MF,de Bundesliga,18,2006,14.5,24,1.66,17,0,0,4,3,0,2,0.14,1,0,0,0,1,0,Bence DardaiUnknown Squad
Big5,Unknown Squad,Sergi Darder,667,es ESP,"MF,FW",es La Liga,30,1993,30.5,96,3.15,46,44,2,4,0,0,7,0.23,5,2,0,0,0,0,Sergi DarderUnknown Squad
Big5,Unknown Squad,Matteo Darmian,668,it ITA,DF,it Serie A,34,1989,19.8,34,1.72,26,3,0,1,2,2,4,0.20,4,0,0,0,0,0,Matteo DarmianUnknown Squad
Big5,Unknown Squad,Lukas Daschner,669,de GER,"MF,FW",de Bundesliga,25,1998,4.6,10,2.18,7,2,1,0,0,0,1,0.22,1,0,0,0,0,0,Lukas DaschnerUnknown Squad
Big5,Unknown Squad,Juan David Cabal,670,co COL,DF,it Serie A,23,2001,5.1,3,0.59,3,0,0,0,0,0,3,0.59,3,0,0,0,0,0,Juan David CabalUnknown Squad
Big5,Unknown Squad,Jonathan David,671,ca CAN,FW,fr Ligue 1,24,2000,28.4,74,2.61,59,0,4,6,5,0,8,0.28,5,0,1,1,1,0,Jonathan DavidUnknown Squad
Big5,Unknown Squad,Alphonso Davies,672,ca CAN,DF,de Bundesliga,23,2000,17.3,61,3.52,52,0,4,3,2,0,8,0.46,6,0,1,1,0,0,Alphonso DaviesUnknown Squad
Big5,Unknown Squad,Ben Davies,673,wls WAL,DF,eng Premier League,31,1993,14.8,8,0.54,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Ben DaviesUnknown Squad
Big5,Unknown Squad,Keinan Davis,674,eng ENG,FW,it Serie A,26,1998,11.8,35,2.95,27,0,4,3,0,1,2,0.17,0,0,1,1,0,0,Keinan DavisUnknown Squad
Big5,Unknown Squad,Leif Davis,675,eng ENG,DF,eng Premier League,24,2000,30.5,93,3.05,46,39,3,3,1,1,4,0.13,3,0,1,0,0,0,Leif DavisUnknown Squad
Big5,Unknown Squad,Zuriko Davitashvili,676,ge GEO,"FW,MF",fr Ligue 1,23,2001,30.9,115,3.85,55,23,16,13,8,0,15,0.50,8,1,4,0,2,0,Zuriko DavitashviliUnknown Squad
Big5,Unknown Squad,Pawel Dawidowicz,677,pl POL,"DF,MF",it Serie A,29,1995,20.5,8,0.39,6,2,0,0,0,0,1,0.05,1,0,0,0,0,0,Pawel DawidowiczUnknown Squad
Big5,Unknown Squad,Craig Dawson,678,eng ENG,DF,eng Premier League,34,1990,10.8,7,0.65,6,0,0,1,0,0,2,0.19,1,0,0,1,0,0,Craig DawsonUnknown Squad
Big5,Unknown Squad,Kevin De Bruyne,679,be BEL,"MF,FW",eng Premier League,33,1991,18.9,113,5.97,73,26,3,6,3,2,11,0.58,9,1,0,1,0,0,Kevin De BruyneUnknown Squad
Big5,Unknown Squad,Bobby De Cordova-Reid,680,jm JAM,FW,eng Premier League,31,1993,8.3,13,1.57,8,0,0,3,2,0,3,0.36,1,0,0,1,1,0,Bobby De Cordova-ReidUnknown Squad
Big5,Unknown Squad,Charles De Ketelaere,681,be BEL,"MF,FW",it Serie A,23,2001,23.0,88,3.83,73,0,5,7,3,0,14,0.61,11,0,1,2,0,0,Charles De KetelaereUnknown Squad
Big5,Unknown Squad,Rodrigo De Paul,682,ar ARG,MF,es La Liga,30,1994,23.4,90,3.84,77,6,1,3,2,1,13,0.56,12,0,0,0,1,0,Rodrigo De PaulUnknown Squad
Big5,Unknown Squad,Theo De Percin,683,mq MTQ,GK,fr Ligue 1,23,2001,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Theo De PercinUnknown Squad
Big5,Unknown Squad,Mattia De Sciglio,684,it ITA,DF,it Serie A,31,1992,8.5,8,0.94,5,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Mattia De SciglioUnknown Squad
Big5,Unknown Squad,Lorenzo De Silvestri,685,it ITA,DF,it Serie A,36,1988,11.8,14,1.19,10,2,0,2,0,0,2,0.17,1,0,0,1,0,0,Lorenzo De SilvestriUnknown Squad
Big5,Unknown Squad,Thibault De Smet,686,be BEL,DF,fr Ligue 1,26,1998,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Thibault De SmetUnknown Squad
Big5,Unknown Squad,Koni De Winter,687,be BEL,DF,it Serie A,22,2002,23.7,15,0.63,11,2,0,0,1,1,1,0.04,1,0,0,0,0,0,Koni De WinterUnknown Squad
Big5,Unknown Squad,Amar Dedic,688,ba BIH,DF,fr Ligue 1,21,2002,3.5,14,4.01,11,0,2,1,0,0,1,0.29,1,0,0,0,0,0,Amar DedicUnknown Squad
Big5,Unknown Squad,Alessandro Deiola,689,it ITA,MF,it Serie A,28,1995,15.9,26,1.63,19,1,0,3,2,1,3,0.19,2,0,0,1,0,0,Alessandro DeiolaUnknown Squad
