Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
Lazio,Christos Mandas,1600,gr GRE,GK,it Serie A,22,2001,9.0,335,286,47,22,0,2,0,0,0,0,0,0,240,2,0,Christos MandasLazio
Atletico Madrid,Reinildo Mandava,1601,mz MOZ,DF,es La Liga,30,1994,10.5,612,517,95,11,0,1,8,84,0,0,0,0,515,0,7,Reinildo MandavaAtletico Madrid
Lille,Aissa Mandi,1602,dz ALG,DF,fr Ligue 1,32,1991,19.3,1244,1122,120,28,1,16,10,86,0,0,0,0,1104,2,7,Aissa MandiLille
Fiorentina,Rolando Mandragora,1603,it ITA,MF,it Serie A,27,1997,21.5,931,814,109,65,4,6,40,7,31,12,8,0,724,8,17,Rolando MandragoraFiorentina
Wolves,Mateus Mane,1604,,MF,eng Premier League,,,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Mateus ManeWolves
Everton,Orel Mangala,1605,be BEL,MF,eng Premier League,26,1998,14.0,490,485,4,3,0,1,6,0,0,0,0,0,437,1,10,Orel MangalaEverton
Lyon,Orel Mangala,1606,be BEL,MF,fr Ligue 1,26,1998,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2,Orel MangalaLyon
Southampton,Ryan Manning,1607,ie IRL,"DF,MF",eng Premier League,28,1996,16.2,803,634,162,38,1,3,84,92,32,24,5,0,619,7,21,Ryan ManningSouthampton
Celta Vigo,Javier Manquillo,1608,es ESP,DF,es La Liga,30,1994,5.7,373,358,15,9,1,0,3,6,0,0,0,0,335,0,5,Javier ManquilloCelta Vigo
Freiburg,Johan Manzambi,1609,ch SUI,"FW,MF",de Bundesliga,18,2005,3.7,143,143,0,0,1,0,5,0,0,0,0,0,108,0,3,Johan ManzambiFreiburg
Atalanta,Alberto Manzoni,1610,it ITA,MF,it Serie A,19,2005,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Alberto ManzoniAtalanta
Strasbourg,Sekou Mara,1611,fr FRA,"FW,MF",fr Ligue 1,22,2002,8.5,185,172,13,0,2,1,3,1,0,0,0,0,128,0,11,Sekou MaraStrasbourg
Genoa,Alessandro Marcandalli,1612,it ITA,DF,it Serie A,21,2002,0.5,20,19,1,1,0,0,0,0,0,0,0,0,12,0,1,Alessandro MarcandalliGenoa
Venezia,Alessandro Marcandalli,1613,it ITA,DF,it Serie A,21,2002,3.9,150,138,11,3,0,1,0,8,0,0,0,0,110,1,1,Alessandro MarcandalliVenezia
Sevilla,Marcao,1614,br BRA,DF,es La Liga,28,1996,6.1,315,296,18,10,0,0,0,0,0,0,0,0,284,1,4,MarcaoSevilla
Brighton,Solly March,1615,eng ENG,"FW,MF",eng Premier League,30,1994,1.9,95,81,14,1,0,1,20,6,6,3,2,1,60,0,7,Solly MarchBrighton
Lecce,Filip Marchwinski,1616,pl POL,MF,it Serie A,22,2002,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,Filip MarchwinskiLecce
Athletic Club,Oscar de Marcos,1617,es ESP,DF,es La Liga,35,1989,17.4,1010,793,213,21,4,2,55,192,0,0,0,0,800,4,20,Oscar de MarcosAthletic Club
Valencia,Alberto Mari,1618,es ESP,FW,es La Liga,23,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Alberto MariValencia
Monza,Pablo Mari,1619,es ESP,DF,it Serie A,30,1993,18.1,1112,1020,89,41,0,5,1,2,0,0,0,0,997,3,2,Pablo MariMonza
Fiorentina,Pablo Mari,1620,es ESP,DF,it Serie A,30,1993,12.2,619,594,21,13,0,0,0,2,0,0,0,0,565,4,2,Pablo MariFiorentina
Atletico Madrid,Jose Maria Gimenez,1621,uy URU,DF,es La Liga,29,1995,22.2,1362,1283,78,54,1,18,0,5,0,0,0,0,1250,1,4,Jose Maria GimenezAtletico Madrid
Empoli,Luca Marianucci,1622,it ITA,DF,it Serie A,20,2004,11.9,461,414,43,18,0,9,7,17,0,0,0,0,354,4,4,Luca MarianucciEmpoli
Monza,Mirko Maric,1623,hr CRO,"FW,MF",it Serie A,29,1995,1.2,41,40,1,0,0,0,2,1,0,0,0,0,26,0,2,Mirko MaricMonza
Venezia,Mirko Maric,1624,hr CRO,FW,it Serie A,29,1995,4.0,114,106,7,1,0,0,3,2,0,0,0,0,85,1,0,Mirko MaricVenezia
Real Sociedad,Arkaitz Mariezkurrena,1625,es ESP,"FW,MF",es La Liga,19,2005,2.7,68,65,3,1,0,0,5,0,0,0,0,0,47,0,5,Arkaitz MariezkurrenaReal Sociedad
Napoli,Rafa Marin,1626,es ESP,DF,it Serie A,22,2002,1.6,118,113,5,4,0,3,0,0,0,0,0,0,115,0,0,Rafa MarinNapoli
Real Sociedad,Pablo Marin,1627,es ESP,MF,es La Liga,21,2003,13.8,467,453,12,3,2,0,12,0,0,0,0,0,374,2,11,Pablo MarinReal Sociedad
Cagliari,Razvan Marin,1628,ro ROU,MF,it Serie A,28,1996,15.6,741,643,96,47,5,4,77,4,44,3,39,0,564,2,17,Razvan MarinCagliari
Torino,Guillermo Maripan,1629,cl CHI,DF,it Serie A,30,1994,26.0,1333,1286,42,37,2,6,2,4,0,0,0,0,1151,5,9,Guillermo MaripanTorino
Las Palmas,Mika Marmol,1630,es ESP,DF,es La Liga,23,2001,26.7,1495,1264,227,30,0,7,57,192,0,0,0,0,1112,4,24,Mika MarmolLas Palmas
Manchester City,Omar Marmoush,1631,eg EGY,"FW,MF",eng Premier League,25,1999,13.1,318,291,24,4,2,0,28,1,14,8,3,0,252,3,3,Omar MarmoushManchester City
Eint Frankfurt,Omar Marmoush,1632,eg EGY,FW,de Bundesliga,25,1999,16.1,430,332,95,29,5,2,78,6,50,22,24,0,300,3,10,Omar MarmoushEint Frankfurt
Valladolid,Mario Maroto,1633,es ESP,MF,es La Liga,20,2003,0.7,41,39,2,0,0,0,2,0,2,2,0,0,31,0,1,Mario MarotoValladolid
Paris S-G,Marquinhos,1634,br BRA,DF,fr Ligue 1,30,1994,19.2,1830,1791,36,23,3,13,3,11,0,0,0,0,1736,3,6,MarquinhosParis S-G
Real Sociedad,Unai Marrero,1635,es ESP,GK,es La Liga,22,2001,2.0,57,37,19,4,0,0,0,0,0,0,0,0,46,1,0,Unai MarreroReal Sociedad
Reims,Ange Martial Tia,1636,ml MLI,"MF,DF",fr Ligue 1,17,2006,1.9,62,57,4,2,0,0,3,0,2,2,0,0,44,1,0,Ange Martial TiaReims
Genoa,Aaron Martin,1637,es ESP,DF,it Serie A,27,1997,34.3,1685,1226,454,93,0,3,256,255,106,47,54,0,1221,5,30,Aaron MartinGenoa
Alaves,Carlos Martin,1638,es ESP,"FW,MF",es La Liga,22,2002,14.8,400,394,6,2,4,2,24,4,0,0,0,0,261,0,23,Carlos MartinAlaves
Las Palmas,Diego Martin,1639,es ESP,FW,es La Liga,20,2003,0.4,15,15,0,0,0,0,4,0,0,0,0,0,8,0,3,Diego MartinLas Palmas
Barcelona,Gerard Martin,1640,es ESP,DF,es La Liga,22,2002,11.5,789,682,106,11,1,1,36,95,0,0,0,0,656,1,23,Gerard MartinBarcelona
Girona,Ivan Martin,1641,es ESP,MF,es La Liga,25,1999,22.7,1387,1360,26,17,1,1,21,9,0,0,0,0,1251,1,17,Ivan MartinGirona
Real Sociedad,Jon Martin,1642,es ESP,DF,es La Liga,18,2006,10.0,539,527,12,12,0,1,0,0,0,0,0,0,468,0,3,Jon MartinReal Sociedad
Brest,Jonas Martin,1643,fr FRA,MF,fr Ligue 1,34,1990,5.5,312,301,9,6,0,1,3,3,0,0,0,0,277,2,6,Jonas MartinBrest
Valladolid,Mario Martin,1644,es ESP,MF,es La Liga,20,2004,19.4,801,761,38,25,2,4,11,2,1,1,0,0,677,2,14,Mario MartinValladolid
Arsenal,Gabriel Martinelli,1645,br BRA,"FW,MF",eng Premier League,23,2001,25.4,699,679,15,0,5,2,92,12,3,3,0,0,499,5,37,Gabriel MartinelliArsenal
Girona,Arnau Martinez,1646,es ESP,"DF,MF",es La Liga,21,2003,29.2,1855,1590,258,44,6,5,58,213,1,0,1,0,1603,7,35,Arnau MartinezGirona
Aston Villa,Emiliano Martinez,1647,ar ARG,GK,eng Premier League,31,1992,35.5,1387,1117,263,91,0,2,0,0,0,0,0,0,1091,7,0,Emiliano MartinezAston Villa
Barcelona,Inigo Martinez,1648,es ESP,DF,es La Liga,33,1991,27.7,2435,2316,116,94,3,34,8,7,0,0,0,0,2217,3,15,Inigo MartinezBarcelona
Osasuna,Javi Martinez,1649,es ESP,MF,es La Liga,24,1999,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Javi MartinezOsasuna
Inter,Josep Martinez,1650,es ESP,GK,it Serie A,26,1998,5.0,241,206,35,10,0,1,0,0,0,0,0,0,206,0,0,Josep MartinezInter
Inter,Lautaro Martinez,1651,ar ARG,FW,it Serie A,26,1997,28.5,634,596,30,3,9,10,13,2,0,0,0,0,472,8,21,Lautaro MartinezInter
Manchester Utd,Lisandro Martinez,1652,ar ARG,DF,eng Premier League,26,1998,19.5,1342,1285,54,15,5,3,9,16,0,0,0,0,1200,3,7,Lisandro MartinezManchester Utd
Fiorentina,Lucas Martinez Quarta,1653,ar ARG,DF,it Serie A,28,1996,3.9,255,243,11,7,0,3,0,4,0,0,0,0,226,1,1,Lucas Martinez QuartaFiorentina
Sevilla,Ramon Martinez,1654,es ESP,DF,es La Liga,21,2002,2.9,130,120,10,2,0,0,0,8,0,0,0,0,119,0,0,Ramon MartinezSevilla
Alaves,Toni Martinez,1655,es ESP,FW,es La Liga,27,1997,11.2,240,227,10,0,2,3,7,1,0,0,0,0,140,3,2,Toni MartinezAlaves
Monza,Kevin Martins,1656,it ITA,"MF,DF",it Serie A,19,2005,2.0,56,51,5,0,0,0,6,5,0,0,0,0,38,0,3,Kevin MartinsMonza
Athletic Club,Javi Marton,1657,es ESP,"FW,MF",es La Liga,25,1999,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Javi MartonAthletic Club
Lazio,Adam Marusic,1658,me MNE,DF,it Serie A,31,1992,26.0,1240,1044,195,26,0,3,54,169,0,0,0,0,1053,1,15,Adam MarusicLazio
Las Palmas,Marvin,1659,es ESP,"DF,FW",es La Liga,24,2000,11.5,502,418,83,17,0,0,52,66,0,0,0,0,370,1,19,MarvinLas Palmas
Mallorca,Omar Mascarell,1660,gq EQG,MF,es La Liga,31,1993,22.1,963,945,14,14,1,9,5,0,0,0,0,0,809,4,10,Omar MascarellMallorca
Torino,Adam Masina,1661,ma MAR,DF,it Serie A,30,1994,21.3,1267,1198,66,27,1,8,14,25,0,0,0,0,1066,3,4,Adam MasinaTorino
Genoa,Patrizio Masini,1662,it ITA,MF,it Serie A,23,2001,17.1,649,622,27,21,2,4,26,3,0,0,0,0,499,0,24,Patrizio MasiniGenoa
Bochum,Giorgos Masouras,1663,gr GRE,"FW,MF",de Bundesliga,30,1994,11.7,284,276,5,1,0,1,26,3,0,0,0,0,200,3,9,Giorgos MasourasBochum
Bochum,Erhan Masovic,1664,rs SRB,DF,de Bundesliga,25,1998,10.1,422,406,13,10,1,2,0,0,0,0,0,0,349,3,4,Erhan MasovicBochum
Auxerre,Han-Noah Massengo,1665,fr FRA,MF,fr Ligue 1,23,2001,11.6,443,435,8,6,0,5,9,1,0,0,0,0,375,0,5,Han-Noah MassengoAuxerre
Lyon,Clinton Mata,1666,ao ANG,DF,fr Ligue 1,31,1992,26.3,1636,1517,116,58,0,3,38,49,0,0,0,0,1448,3,13,Clinton MataLyon
Las Palmas,Jaime Mata,1667,es ESP,"FW,MF",es La Liga,35,1988,7.3,187,182,4,0,0,0,9,1,0,0,0,0,127,1,6,Jaime MataLas Palmas
Eint Frankfurt,Igor Matanovic,1668,hr CRO,FW,de Bundesliga,21,2003,3.5,75,69,6,0,1,0,0,0,0,0,0,0,57,0,3,Igor MatanovicEint Frankfurt
Tottenham,Pape Matar Sarr,1669,sn SEN,MF,eng Premier League,21,2002,21.3,1028,998,26,9,1,3,14,12,0,0,0,0,888,4,19,Pape Matar SarrTottenham
Monaco,Eliot Matazo,1670,be BEL,MF,fr Ligue 1,22,2002,0.8,41,39,2,1,0,0,0,1,0,0,0,0,35,0,0,Eliot MatazoMonaco
Crystal Palace,Jean-Philippe Mateta,1671,fr FRA,FW,eng Premier League,27,1997,29.4,447,438,8,0,7,0,26,0,0,0,0,0,291,1,17,Jean-Philippe MatetaCrystal Palace
Lyon,Nemanja Matic,1672,rs SRB,MF,fr Ligue 1,35,1988,22.3,1415,1356,54,43,4,12,9,3,0,0,0,0,1230,5,18,Nemanja MaticLyon
Auxerre,Rudy Matondo,1673,fr FRA,MF,fr Ligue 1,16,2008,0.7,24,23,1,0,0,0,0,1,0,0,0,0,22,0,1,Rudy MatondoAuxerre
Augsburg,Chrislain Matsima,1674,fr FRA,DF,de Bundesliga,22,2002,28.3,1324,1274,44,31,2,2,3,8,0,0,0,0,1139,6,17,Chrislain MatsimaAugsburg
Eint Frankfurt,Jean Matteo Bahoya,1675,fr FRA,"MF,FW",de Bundesliga,19,2005,10.2,350,327,23,6,1,1,31,6,8,5,0,0,260,0,12,Jean Matteo BahoyaEint Frankfurt
Genoa,Alan Matturro,1676,uy URU,DF,it Serie A,19,2004,10.0,359,325,33,4,0,1,8,28,0,0,0,0,280,1,7,Alan MatturroGenoa
Rennes,Azor Matusiwa,1677,nl NED,MF,fr Ligue 1,26,1998,23.1,1119,1081,35,29,4,7,1,6,0,0,0,0,975,3,13,Azor MatusiwaRennes
Marseille,Neal Maupay,1678,fr FRA,FW,fr Ligue 1,27,1996,11.6,297,264,33,4,1,0,1,4,0,0,0,0,250,0,9,Neal MaupayMarseille
St. Pauli,Maurides,1679,br BRA,FW,de Bundesliga,30,1994,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,MauridesSt. Pauli
Leicester City,Stephy Mavididi,1680,eng ENG,FW,eng Premier League,26,1998,17.9,613,588,20,2,6,0,69,11,7,4,2,0,460,5,24,Stephy MavididiLeicester City
West Ham,Konstantinos Mavropanos,1681,gr GRE,DF,eng Premier League,26,1997,22.7,1265,1203,58,39,1,24,2,15,0,0,0,0,1092,4,10,Konstantinos MavropanosWest Ham
Monaco,Christian Mawissa,1682,fr FRA,DF,fr Ligue 1,19,2005,16.7,945,902,43,12,0,0,3,20,0,0,0,0,827,0,12,Christian MawissaMonaco
Werder Bremen,Keke Maximilian Topp,1683,de GER,"FW,MF",de Bundesliga,20,2004,2.8,88,79,6,2,0,0,6,0,0,0,0,0,48,3,7,Keke Maximilian ToppWerder Bremen
Getafe,Borja Mayoral,1684,es ESP,FW,es La Liga,27,1997,12.4,254,225,27,2,0,5,9,3,0,0,0,0,197,2,7,Borja MayoralGetafe
Paris S-G,Senny Mayulu,1685,fr FRA,MF,fr Ligue 1,18,2006,9.0,460,427,31,7,0,4,9,13,4,2,0,0,404,2,12,Senny MayuluParis S-G
Manchester Utd,Noussair Mazraoui,1686,ma MAR,DF,eng Premier League,26,1997,31.5,1781,1578,202,24,7,6,23,168,0,0,0,0,1526,1,35,Noussair MazraouiManchester Utd
Monza,Andrea Mazza,1687,it ITA,GK,it Serie A,20,2004,0.1,7,5,2,0,0,0,0,0,0,0,0,0,6,0,0,Andrea MazzaMonza
Como,Luca Mazzitelli,1688,it ITA,MF,it Serie A,28,1995,3.7,197,191,5,2,1,2,12,2,0,0,0,0,156,1,4,Luca MazzitelliComo
Napoli,Pasquale Mazzocchi,1689,it ITA,"DF,FW",it Serie A,29,1995,7.8,304,248,55,2,2,0,13,53,0,0,0,0,244,1,6,Pasquale MazzocchiNapoli
Juventus,Samuel Mbangula,1690,be BEL,FW,it Serie A,20,2004,7.9,269,263,5,1,0,0,17,4,0,0,0,0,230,1,3,Samuel MbangulaJuventus
Lille,Ethan Mbappe,1691,fr FRA,"MF,FW",fr Ligue 1,17,2006,2.5,139,126,13,2,0,2,14,0,11,5,1,0,105,0,3,Ethan MbappeLille
Real Madrid,Kylian Mbappe,1692,fr FRA,FW,es La Liga,25,1998,32.3,1145,1074,66,3,6,19,35,11,6,0,0,0,949,5,33,Kylian MbappeReal Madrid
Paris S-G,Ibrahim Mbaye,1693,fr FRA,"FW,MF",fr Ligue 1,16,2008,3.8,148,147,0,0,0,0,5,0,0,0,0,0,128,1,2,Ibrahim MbayeParis S-G
Brentford,Bryan Mbeumo,1694,cm CMR,FW,eng Premier League,24,1999,37.9,1319,1162,149,40,13,9,202,17,87,70,2,0,872,8,50,Bryan MbeumoBrentford
Manchester City,James Mcatee,1695,eng ENG,"MF,FW",eng Premier League,21,2002,3.9,125,122,3,1,1,0,8,0,1,1,0,0,100,0,4,James McateeManchester City
Leicester City,Kasey McAteer,1696,ie IRL,FW,eng Premier League,22,2001,9.5,252,241,7,0,0,0,21,7,0,0,0,0,183,4,13,Kasey McAteerLeicester City
Las Palmas,Oliver McBurnie,1697,sct SCO,FW,es La Liga,28,1996,20.4,419,386,31,1,0,0,2,5,0,0,0,0,276,2,5,Oliver McBurnieLas Palmas
Southampton,Alex McCarthy,1698,eng ENG,GK,eng Premier League,34,1989,5.0,156,126,29,6,0,1,0,0,0,0,0,0,117,1,1,Alex McCarthySouthampton
Aston Villa,John McGinn,1699,sct SCO,"MF,FW",eng Premier League,29,1994,24.7,854,792,61,27,9,2,60,4,22,11,5,0,699,1,17,John McGinnAston Villa
Las Palmas,Scott McKenna,1700,sct SCO,DF,es La Liga,27,1996,27.4,1471,1411,58,36,0,6,2,5,0,0,0,0,1276,2,5,Scott McKennaLas Palmas
Juventus,Weston McKennie,1701,us USA,"MF,DF",it Serie A,25,1998,25.7,1117,1017,95,4,6,4,19,89,0,0,0,0,928,5,19,Weston McKennieJuventus
Toulouse,Mark McKenzie,1702,us USA,DF,fr Ligue 1,25,1999,27.7,1356,1243,113,29,0,6,1,70,0,0,0,0,1167,0,9,Mark McKenzieToulouse
Everton,Dwight McNeil,1703,eng ENG,"MF,FW",eng Premier League,24,1999,15.2,619,516,99,32,8,5,105,5,45,32,5,4,461,4,16,Dwight McNeilEverton
Manchester Utd,Scott McTominay,1704,sct SCO,MF,eng Premier League,27,1996,0.2,10,8,2,0,0,0,0,1,0,0,0,0,10,0,0,Scott McTominayManchester Utd
Napoli,Scott McTominay,1705,sct SCO,MF,it Serie A,27,1996,32.6,924,909,13,7,9,8,11,4,0,0,0,0,777,2,20,Scott McTominayNapoli
Bochum,Jakov Medic,1706,hr CRO,DF,de Bundesliga,25,1998,17.8,763,747,13,7,2,2,1,0,0,0,0,0,667,3,2,Jakov MedicBochum
Lens,Facundo Medina,1707,ar ARG,DF,fr Ligue 1,25,1999,28.3,1889,1744,136,70,3,5,16,66,0,0,0,0,1655,9,18,Facundo MedinaLens
Brentford,Ben Mee,1708,eng ENG,DF,eng Premier League,34,1989,2.0,120,108,12,5,0,1,0,4,0,0,0,0,93,0,1,Ben MeeBrentford
Brentford,Jayden Meghoma,1709,eng ENG,DF,eng Premier League,18,2006,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Jayden MeghomaBrentford
Rennes,Henrik Meister,1710,dk DEN,FW,fr Ligue 1,20,2003,0.7,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0,Henrik MeisterRennes
Montpellier,Bamo Meite,1711,ci CIV,DF,fr Ligue 1,22,2001,4.7,173,165,8,2,0,0,0,2,0,0,0,0,153,0,3,Bamo MeiteMontpellier
Marseille,Bamo Meite,1712,ci CIV,DF,fr Ligue 1,22,2001,0.3,28,24,4,0,0,0,0,4,0,0,0,0,26,0,1,Bamo MeiteMarseille
Rennes,Mohamed Meite,1713,fr FRA,FW,fr Ligue 1,16,2007,6.0,94,88,6,0,1,0,2,0,0,0,0,0,62,0,4,Mohamed MeiteRennes
Sevilla,Mateo Mejia,1714,es ESP,FW,es La Liga,21,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mateo MejiaSevilla
Angers,Farid El Melali,1715,dz ALG,FW,fr Ligue 1,27,1997,21.0,532,453,79,17,0,0,87,6,55,28,18,1,372,0,21,Farid El MelaliAngers
Genoa,Filippo Melegoni,1716,it ITA,"MF,FW",it Serie A,25,1999,1.0,16,14,2,0,1,0,2,2,0,0,0,0,9,0,3,Filippo MelegoniGenoa
Girona,Arthur Melo,1717,br BRA,MF,es La Liga,27,1996,10.5,723,701,20,16,0,0,7,3,1,1,0,0,668,2,7,Arthur MeloGirona
Paris S-G,Nuno Mendes,1718,pt POR,DF,fr Ligue 1,22,2002,18.6,1488,1328,157,29,3,25,60,119,9,5,3,0,1293,3,21,Nuno MendesParis S-G
Real Sociedad,Brais Mendez,1719,es ESP,MF,es La Liga,27,1997,17.0,810,730,73,32,3,12,52,7,29,8,16,0,631,7,22,Brais MendezReal Sociedad
Nice,Antoine Mendy,1720,sn SEN,DF,fr Ligue 1,20,2004,9.2,486,427,59,16,1,2,7,43,0,0,0,0,394,0,6,Antoine MendyNice
Real Madrid,Ferland Mendy,1721,fr FRA,DF,es La Liga,29,1995,11.2,671,581,88,19,0,2,1,69,0,0,0,0,630,2,8,Ferland MendyReal Madrid
Lens,Nampalys Mendy,1722,sn SEN,MF,fr Ligue 1,32,1992,6.5,290,288,2,2,0,3,2,0,0,0,0,0,260,0,4,Nampalys MendyLens
Betis,Nobel Mendy,1723,fr FRA,DF,es La Liga,19,2004,1.2,53,51,2,1,0,0,0,0,0,0,0,0,46,0,0,Nobel MendyBetis
Auxerre,Gideon Mensah,1724,gh GHA,DF,fr Ligue 1,26,1998,25.3,1321,1097,220,19,2,12,76,201,0,0,0,0,1056,4,37,Gideon MensahAuxerre
Napoli,Alex Meret,1725,it ITA,GK,it Serie A,27,1997,33.4,1223,983,239,58,0,2,0,0,0,0,0,0,1050,1,0,Alex MeretNapoli
Arsenal,Mikel Merino,1726,es ESP,"MF,FW",eng Premier League,28,1996,17.6,577,567,5,4,5,1,13,1,0,0,0,0,451,5,12,Mikel MerinoArsenal
Marseille,Quentin Merlin,1727,fr FRA,DF,fr Ligue 1,22,2002,17.7,1145,980,162,15,0,4,95,121,26,6,15,0,943,3,27,Quentin MerlinMarseille
Valladolid,Victor Meseguer,1728,es ESP,MF,es La Liga,25,1999,4.6,189,183,6,3,1,1,3,1,0,0,0,0,148,0,6,Victor MeseguerValladolid
Toulouse,Rafik Messali,1729,fr FRA,DF,fr Ligue 1,21,2003,5.1,227,199,28,4,0,0,16,24,0,0,0,0,166,0,10,Rafik MessaliToulouse
Genoa,Junior Messias,1730,br BRA,"MF,FW",it Serie A,33,1991,9.4,234,222,12,2,2,1,22,7,2,0,1,0,149,0,8,Junior MessiasGenoa
St. Pauli,Connor Metcalfe,1731,au AUS,"MF,FW",de Bundesliga,24,1999,4.0,118,108,8,3,0,0,7,2,3,0,3,0,76,2,3,Connor MetcalfeSt. Pauli
St. Pauli,Karol Mets,1732,ee EST,DF,de Bundesliga,31,1993,10.0,631,589,41,15,0,5,3,4,0,0,0,0,526,1,3,Karol MetsSt. Pauli
Lille,Thomas Meunier,1733,be BEL,DF,fr Ligue 1,32,1991,21.4,1477,1298,179,12,2,8,62,165,2,0,0,0,1188,0,23,Thomas MeunierLille
Dortmund,Alexander Meyer,1734,de GER,GK,de Bundesliga,33,1991,2.0,83,68,15,8,0,0,0,0,0,0,0,0,54,0,0,Alexander MeyerDortmund
Chelsea,Shumaira Mheuka,1735,eng ENG,MF,eng Premier League,16,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shumaira MheukaChelsea
Monaco,Lucas Michal,1736,fr FRA,"FW,MF",fr Ligue 1,19,2005,1.3,44,42,2,0,0,0,2,0,0,0,0,0,36,0,0,Lucas MichalMonaco
Hoffenheim,Florian Micheler,1737,at AUT,MF,de Bundesliga,19,2005,0.4,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Florian MichelerHoffenheim
Leganes,Miguel,1738,es ESP,FW,es La Liga,24,1999,19.2,237,219,15,0,4,1,9,2,0,0,0,0,139,3,12,MiguelLeganes
Parma,Valentin Mihaila,1739,ro ROU,"FW,MF",it Serie A,24,2000,14.3,431,368,61,14,3,4,33,6,40,12,6,1,325,2,8,Valentin MihailaParma
Lyon,Georges Mikautadze,1740,ge GEO,FW,fr Ligue 1,23,2000,16.1,426,406,17,1,4,3,9,3,0,0,0,0,326,3,14,Georges MikautadzeLyon
Saint-Etienne,Igor Miladinovic,1741,rs SRB,"FW,MF",fr Ligue 1,21,2003,0.3,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0,Igor MiladinovicSaint-Etienne
Nott'ham Forest,Nikola Milenkovic,1742,rs SRB,DF,eng Premier League,26,1997,37.0,1033,994,32,32,0,3,0,0,0,0,0,0,850,7,3,Nikola MilenkovicNott'ham Forest
Newcastle Utd,Lewis Miley,1743,eng ENG,MF,eng Premier League,18,2006,3.5,191,189,1,1,1,0,0,0,0,0,0,0,168,1,4,Lewis MileyNewcastle Utd
Torino,Vanja Milinkovic-Savic,1744,rs SRB,GK,it Serie A,27,1997,37.0,1628,1229,394,123,1,5,0,0,0,0,0,0,1107,5,1,Vanja Milinkovic-SavicTorino
Real Madrid,Eder Militao,1745,br BRA,DF,es La Liga,26,1998,10.4,712,676,34,19,0,15,2,2,0,0,0,0,636,2,3,Eder MilitaoReal Madrid
Getafe,Luis Milla,1746,es ESP,MF,es La Liga,29,1994,31.9,1536,1220,304,171,4,23,201,1,113,45,49,1,1129,12,17,Luis MillaGetafe
Espanyol,Pere Milla,1747,es ESP,"MF,FW",es La Liga,31,1992,5.1,165,145,19,6,5,2,14,5,7,2,5,0,97,1,12,Pere MillaEspanyol
Stuttgart,Enzo Millot,1748,fr FRA,"MF,FW",de Bundesliga,22,2002,20.5,1140,1092,47,9,5,6,41,10,20,3,10,1,967,1,26,Enzo MillotStuttgart
Brighton,James Milner,1749,eng ENG,MF,eng Premier League,38,1986,1.9,74,63,11,4,2,0,8,0,6,2,3,0,55,0,1,James MilnerBrighton
Bayern Munich,Kim Min-jae,1750,kr KOR,DF,de Bundesliga,27,1996,25.4,2530,2474,53,25,1,5,0,3,0,0,0,0,2340,3,10,Kim Min-jaeBayern Munich
Cagliari,Yerry Mina,1751,co COL,DF,it Serie A,29,1994,28.5,1394,1313,78,67,1,2,1,6,0,0,0,0,1198,3,8,Yerry MinaCagliari
Monaco,Takumi Minamino,1752,jp JPN,"MF,FW",fr Ligue 1,29,1995,24.8,736,714,15,2,15,2,23,6,0,0,0,0,520,7,30,Takumi MinaminoMonaco
Montpellier,Lucas Mincarelli,1753,fr FRA,DF,fr Ligue 1,20,2004,7.9,379,331,47,13,0,0,21,24,5,4,0,0,309,1,6,Lucas MincarelliMontpellier
Aston Villa,Tyrone Mings,1754,eng ENG,DF,eng Premier League,31,1993,12.4,676,630,46,20,0,3,1,0,0,0,0,0,596,0,7,Tyrone MingsAston Villa
Celta Vigo,Oscar Mingueza,1755,es ESP,"MF,DF",es La Liga,25,1999,30.3,2197,1814,374,69,15,14,139,270,35,14,16,0,1692,9,40,Oscar MinguezaCelta Vigo
Girona,Kim Minsu,1756,kr KOR,"MF,FW",es La Liga,18,2006,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,Kim MinsuGirona
Brighton,Yankuba Minteh,1757,gm GAM,"FW,MF",eng Premier League,20,2004,20.4,557,510,45,9,4,4,91,20,16,7,6,0,348,2,36,Yankuba MintehBrighton
Girona,Bojan Miovski,1758,mk MKD,FW,es La Liga,25,1999,9.7,113,94,18,0,0,0,3,0,0,0,0,0,86,1,4,Bojan MiovskiGirona
