Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,PlSqu
Gladbach,Nathan N'Goumou,1848,cm CMR,FW,de Bundesliga,24,2000,9.2,386,13,68,132,192,55,386,27,9,33.3,12,44.4,215,1456,851,30,18,16,12,11,258,85,Nathan N'GoumouGladbach
Saint-Etienne,Djylian N'Guessan,1849,fr FRA,FW,fr Ligue 1,15,2008,2.0,80,0,10,39,31,9,80,10,2,20.0,7,70.0,49,218,58,1,1,2,4,4,61,16,Djylian N'GuessanSaint-Etienne
Hoffenheim,Stanley N'Soki,1850,fr FRA,DF,de Bundesliga,25,1999,14.5,1005,110,480,486,50,4,1005,16,11,68.8,3,18.8,529,2262,1033,10,8,0,16,5,615,6,Stanley N'SokiHoffenheim
Saint-Etienne,Mickael Nade,1851,fr FRA,DF,fr Ligue 1,25,1999,25.6,1665,280,841,785,51,10,1665,8,3,37.5,4,50.0,825,3565,2148,17,11,1,16,5,1076,2,Mickael NadeSaint-Etienne
Marseille,Bilal Nadir,1852,ma MAR,MF,fr Ligue 1,20,2003,4.3,305,7,44,159,107,11,305,9,4,44.4,2,22.2,167,1027,563,18,12,3,7,8,232,25,Bilal NadirMarseille
Rennes,Mahamadou Nagida,1853,cm CMR,DF,fr Ligue 1,19,2005,4.8,289,8,64,118,113,9,289,14,5,35.7,5,35.7,169,1217,674,22,12,3,10,7,179,55,Mahamadou NagidaRennes
Reims,Keito Nakamura,1854,jp JPN,"FW,MF",fr Ligue 1,24,2000,29.4,1110,28,179,391,554,129,1110,78,30,38.5,45,57.7,675,4372,2356,90,45,33,67,43,776,197,Keito NakamuraReims
Strasbourg,Sebastian Nanasi,1855,se SWE,"MF,FW",fr Ligue 1,22,2002,23.4,992,22,141,471,393,73,992,40,19,47.5,19,47.5,557,2735,1563,53,41,15,20,15,690,127,Sebastian NanasiStrasbourg
Nice,Yael Nandjou,1856,fr FRA,DF,fr Ligue 1,19,2005,1.7,89,10,32,35,23,6,89,1,1,100.0,0,0.0,27,82,52,2,0,1,1,0,40,9,Yael NandjouNice
Stuttgart,Nikolas Nartey,1857,dk DEN,MF,de Bundesliga,24,2000,0.2,9,3,6,1,2,0,9,0,0,,0,,3,17,3,0,0,0,0,0,2,0,Nikolas NarteyStuttgart
Leganes,Matija Nastasic,1858,rs SRB,DF,es La Liga,31,1993,23.4,1128,190,638,476,15,7,1128,1,1,100.0,0,0.0,499,2052,1051,1,1,0,5,0,626,0,Matija NastasicLeganes
Betis,Natan,1859,br BRA,DF,es La Liga,23,2001,24.2,1514,197,813,671,42,19,1514,3,2,66.7,0,0.0,929,4788,2750,12,5,0,15,8,994,6,NatanBetis
Villarreal,Pau Navarro,1860,es ESP,DF,es La Liga,19,2005,10.2,668,51,283,323,66,2,668,7,3,42.9,4,57.1,322,1190,568,3,3,0,4,4,403,7,Pau NavarroVillarreal
Mallorca,Roberto Navarro,1861,es ESP,"MF,FW",es La Liga,22,2002,14.2,683,16,112,316,278,42,683,67,35,52.2,21,31.3,425,2777,1409,45,46,10,47,34,441,85,Roberto NavarroMallorca
Sevilla,Jesus Navas,1862,es ESP,"FW,MF",es La Liga,38,1985,4.7,295,6,40,124,131,5,295,6,4,66.7,2,33.3,150,837,453,13,7,1,5,4,219,48,Jesus NavasSevilla
Cagliari,Michel Ndary Adopo,1863,fr FRA,MF,it Serie A,24,2000,26.8,1222,51,268,713,254,32,1222,42,19,45.2,20,47.6,656,2774,1212,20,21,1,39,26,783,61,Michel Ndary AdopoCagliari
Nice,Youssouf Ndayishimiye,1864,bi BDI,DF,fr Ligue 1,25,1998,21.5,1581,179,648,866,83,10,1581,8,6,75.0,2,25.0,906,4350,2619,17,12,0,14,7,1040,9,Youssouf NdayishimiyeNice
Everton,Iliman Ndiaye,1865,sn SEN,FW,eng Premier League,24,2000,27.0,1084,36,219,451,464,83,1082,143,68,47.6,64,44.8,621,4800,2367,86,44,32,55,44,674,122,Iliman NdiayeEverton
Montpellier,Junior Ndiaye,1866,fr FRA,FW,fr Ligue 1,19,2005,4.9,124,2,10,63,51,16,124,8,2,25.0,4,50.0,61,327,142,5,4,5,14,4,90,26,Junior NdiayeMontpellier
Le Havre,Rassoul Ndiaye,1867,sn SEN,MF,fr Ligue 1,22,2001,11.8,578,34,172,260,151,22,578,12,3,25.0,9,75.0,261,1223,450,6,5,0,15,4,324,30,Rassoul NdiayeLe Havre
Leicester City,Wilfred Ndidi,1868,ng NGA,MF,eng Premier League,27,1996,25.8,1400,119,461,699,253,61,1400,33,13,39.4,18,54.5,670,2727,1101,18,23,2,37,33,834,75,Wilfred NdidiLeicester City
Montpellier,Wilfried Ndollo,1869,cm CMR,DF,fr Ligue 1,19,2005,4.5,251,9,83,97,74,2,251,8,1,12.5,3,37.5,119,554,257,5,2,1,11,5,143,18,Wilfried NdolloMontpellier
Nice,Tanguy Ndombele,1870,fr FRA,MF,fr Ligue 1,27,1996,12.6,611,17,100,398,120,25,611,47,25,53.2,19,40.4,366,1783,923,22,8,6,28,21,436,36,Tanguy NdombeleNice
Fiorentina,Cher Ndour,1871,it ITA,"MF,DF",it Serie A,20,2004,4.5,265,7,50,146,72,8,265,4,2,50.0,1,25.0,155,988,388,12,7,1,5,6,186,26,Cher NdourFiorentina
Bologna,Dan Ndoye,1872,ch SUI,FW,it Serie A,23,2000,23.8,1021,4,74,410,560,105,1019,96,37,38.5,43,44.8,755,5756,3035,132,54,50,82,46,825,231,Dan NdoyeBologna
Mainz 05,Paul Nebel,1873,de GER,MF,de Bundesliga,21,2002,26.1,1516,29,182,635,717,73,1516,64,25,39.1,36,56.3,894,4572,1820,67,45,19,67,43,1079,219,Paul NebelMainz 05
Aston Villa,Kosta Nedeljkovic,1874,rs SRB,DF,eng Premier League,18,2005,1.4,66,4,15,32,19,0,66,2,1,50.0,1,50.0,27,101,33,1,0,0,1,0,32,0,Kosta NedeljkovicAston Villa
RB Leipzig,Kosta Nedeljkovic,1875,rs SRB,DF,de Bundesliga,18,2005,5.3,283,16,66,116,102,5,283,4,1,25.0,2,50.0,120,670,346,10,7,1,4,1,170,27,Kosta NedeljkovicRB Leipzig
Le Havre,Loic Nego,1876,hu HUN,"DF,FW",fr Ligue 1,33,1991,27.3,1469,96,476,693,312,34,1469,32,17,53.1,12,37.5,742,3703,2302,64,38,3,19,9,900,123,Loic NegoLe Havre
Holstein Kiel,Ivan Nekic,1877,hr CRO,DF,de Bundesliga,23,2000,0.8,50,3,29,21,0,0,50,1,0,0.0,1,100.0,19,44,10,0,0,0,1,1,35,0,Ivan NekicHolstein Kiel
Arsenal,Reiss Nelson,1878,eng ENG,FW,eng Premier League,24,1999,0.0,2,0,1,1,0,0,2,0,0,,0,,1,4,4,0,0,0,0,0,1,0,Reiss NelsonArsenal
Fulham,Reiss Nelson,1879,eng ENG,FW,eng Premier League,24,1999,5.4,347,5,30,110,212,35,347,35,13,37.1,13,37.1,259,1956,960,45,25,21,14,8,274,63,Reiss NelsonFulham
Roma,Victor Nelsson,1880,dk DEN,DF,it Serie A,25,1998,2.1,141,6,61,73,8,2,141,1,1,100.0,0,0.0,66,269,149,0,0,0,4,0,99,0,Victor NelssonRoma
St. Pauli,David Nemeth,1881,at AUT,DF,de Bundesliga,23,2001,23.7,1338,158,666,622,58,10,1338,9,4,44.4,5,55.6,697,3670,1853,14,9,0,12,3,833,5,David NemethSt. Pauli
Napoli,David Neres,1882,br BRA,FW,it Serie A,27,1997,14.3,724,8,73,287,388,60,724,75,33,44.0,36,48.0,443,3801,1903,73,37,30,38,23,513,143,David NeresNapoli
Bournemouth,Neto,1883,br BRA,GK,eng Premier League,35,1989,2.0,70,60,70,0,0,0,70,0,0,,0,,35,148,99,0,0,0,0,0,28,0,NetoBournemouth
Chelsea,Pedro Neto,1884,pt POR,FW,eng Premier League,24,2000,25.2,1153,13,100,336,735,116,1153,104,34,32.7,46,44.2,746,6336,3342,126,57,45,45,30,838,253,Pedro NetoChelsea
Gladbach,Luca Netz,1885,de GER,DF,de Bundesliga,21,2003,10.8,666,44,241,257,172,17,666,21,6,28.6,14,66.7,288,1198,668,16,11,3,14,10,387,55,Luca NetzGladbach
Bayern Munich,Manuel Neuer,1886,de GER,GK,de Bundesliga,38,1986,22.0,956,553,900,58,0,0,956,1,1,100.0,0,0.0,638,3260,1880,0,0,0,0,0,697,0,Manuel NeuerBayern Munich
Gladbach,Florian Neuhaus,1887,de GER,MF,de Bundesliga,27,1997,4.2,292,11,68,176,52,9,292,9,5,55.6,4,44.4,159,871,530,10,10,1,9,1,193,8,Florian NeuhausGladbach
Paris S-G,Joao Neves,1888,pt POR,"MF,DF",fr Ligue 1,19,2004,20.5,1851,46,323,1051,494,55,1851,30,16,53.3,11,36.7,1018,4913,2262,35,44,3,26,16,1397,80,Joao NevesParis S-G
Leganes,Yvan Neyou,1889,cm CMR,MF,es La Liga,27,1997,25.7,1379,45,325,878,194,9,1379,42,19,45.2,17,40.5,806,3496,1480,24,26,1,28,21,934,30,Yvan NeyouLeganes
Napoli,Cyril Ngonge,1890,be BEL,FW,it Serie A,24,2000,2.4,145,2,14,58,74,10,145,21,7,33.3,10,47.6,93,599,276,7,5,4,4,7,110,36,Cyril NgongeNapoli
Rennes,Mikayil Ngor Faye,1891,sn SEN,DF,fr Ligue 1,20,2004,7.6,617,41,241,336,49,7,617,6,2,33.3,4,66.7,386,1726,960,12,6,1,9,4,415,4,Mikayil Ngor FayeRennes
Le Havre,Steve Ngoura,1892,fr FRA,FW,fr Ligue 1,19,2005,3.2,106,3,9,45,56,18,106,12,7,58.3,5,41.7,54,277,104,3,5,1,14,9,74,19,Steve NgouraLe Havre
Nice,Bernard Nguene,1893,cm CMR,FW,fr Ligue 1,17,2006,0.1,5,0,0,3,2,0,5,1,0,0.0,1,100.0,4,11,5,0,0,0,1,0,5,1,Bernard NgueneNice
Lyon,Moussa Niakhate,1894,sn SEN,DF,fr Ligue 1,28,1996,30.3,2133,277,1034,1032,77,7,2133,3,3,100.0,0,0.0,1331,7461,4792,34,14,0,9,4,1510,5,Moussa NiakhateLyon
Brest,Abdoulaye Niakhate Ndiaye,1895,sn SEN,DF,fr Ligue 1,22,2002,19.0,1203,192,726,448,33,21,1203,8,2,25.0,6,75.0,598,3157,1594,5,2,0,15,5,740,4,Abdoulaye Niakhate NdiayeBrest
Angers,Ibrahima Niane,1896,sn SEN,FW,fr Ligue 1,25,1999,10.5,312,8,27,146,145,50,311,19,6,31.6,11,57.9,182,934,424,19,15,8,35,17,230,50,Ibrahima NianeAngers
Sevilla,Tanguy Nianzou,1897,fr FRA,DF,es La Liga,22,2002,5.8,376,49,205,162,11,6,376,3,3,100.0,0,0.0,207,924,408,4,3,0,3,0,263,0,Tanguy NianzouSevilla
Toulouse,Rasmus Nicolaisen,1898,dk DEN,DF,fr Ligue 1,27,1997,6.9,445,58,217,213,18,8,445,2,1,50.0,1,50.0,268,1220,626,3,0,0,1,2,289,2,Rasmus NicolaisenToulouse
Gladbach,Moritz Nicolas,1899,de GER,GK,de Bundesliga,26,1997,18.2,838,692,835,3,0,0,838,0,0,,0,,575,2773,1548,0,0,0,0,0,508,0,Moritz NicolasGladbach
Venezia,Hans Nicolussi Caviglia,1900,it ITA,MF,it Serie A,24,2000,31.8,1739,85,389,997,375,11,1739,50,17,34.0,29,58.0,901,4565,1704,20,24,1,40,37,1027,22,Hans Nicolussi CavigliaVenezia
Heidenheim,Julian Niehues,1901,de GER,MF,de Bundesliga,23,2001,1.7,106,11,36,60,10,2,106,2,1,50.0,1,50.0,43,154,79,0,0,0,2,1,67,3,Julian NiehuesHeidenheim
Lazio,Oliver Nielsen,1902,dk DEN,DF,it Serie A,21,2003,0.4,23,3,9,12,2,0,23,0,0,,0,,10,28,11,0,0,0,0,0,13,0,Oliver NielsenLazio
Sevilla,Saul Niguez,1903,es ESP,MF,es La Liga,29,1994,17.3,904,35,206,482,226,49,904,28,12,42.9,13,46.4,386,1971,829,13,15,3,26,13,536,39,Saul NiguezSevilla
Torino,Eybi Nije,1904,se SWE,"FW,MF",it Serie A,19,2005,4.4,167,2,21,61,86,14,167,19,7,36.8,11,57.9,108,748,276,10,7,5,14,9,115,26,Eybi NijeTorino
Valladolid,Tamas Nikitscher,1905,hu HUN,"MF,DF",es La Liga,24,1999,9.5,401,29,143,233,31,6,401,7,5,71.4,1,14.3,189,1151,400,2,5,0,6,9,236,7,Tamas NikitscherValladolid
Atletico Madrid,Adrian Nino,1906,es ESP,FW,es La Liga,20,2004,0.1,2,0,0,0,2,2,2,0,0,,0,,1,4,0,0,0,0,0,0,1,1,Adrian NinoAtletico Madrid
Werder Bremen,Justin Njinmah,1907,de GER,"FW,MF",de Bundesliga,23,2000,10.6,349,2,17,124,213,58,349,27,11,40.7,14,51.9,230,1424,711,33,16,12,23,7,264,103,Justin NjinmahWerder Bremen
Crystal Palace,Eddie Nketiah,1908,eng ENG,"FW,MF",eng Premier League,25,1999,11.5,412,11,47,176,198,67,412,31,11,35.5,16,51.6,246,1714,879,41,25,14,35,17,294,78,Eddie NketiahCrystal Palace
Eint Frankfurt,Niels Nkounkou,1909,fr FRA,"DF,MF",de Bundesliga,23,2000,4.2,295,16,93,133,77,8,295,16,7,43.8,7,43.8,178,977,539,17,14,1,7,4,175,21,Niels NkounkouEint Frankfurt
Chelsea,Christopher Nkunku,1910,fr FRA,FW,eng Premier League,26,1997,10.2,448,10,52,183,217,52,448,27,10,37.0,14,51.9,280,1368,628,17,16,13,18,17,356,68,Christopher NkunkuChelsea
Dortmund,Felix Nmecha,1911,de GER,MF,de Bundesliga,23,2000,16.8,1083,54,217,651,228,19,1083,26,17,65.4,4,15.4,632,3273,1437,21,21,4,19,14,782,27,Felix NmechaDortmund
Wolfsburg,Lukas Nmecha,1912,de GER,"FW,MF",de Bundesliga,25,1998,5.2,183,7,17,79,89,24,183,8,4,50.0,3,37.5,109,470,173,8,4,3,14,3,139,32,Lukas NmechaWolfsburg
Montpellier,Arnaud Nordin,1913,fr FRA,FW,fr Ligue 1,26,1998,13.0,499,6,63,190,259,49,497,51,23,45.1,23,45.1,323,2372,1247,51,21,22,37,14,359,111,Arnaud NordinMontpellier
Mainz 05,Arnaud Nordin,1914,fr FRA,"DF,MF",de Bundesliga,26,1998,0.9,68,3,9,20,39,7,68,5,1,20.0,3,60.0,34,213,58,3,1,3,5,3,42,15,Arnaud NordinMainz 05
Genoa,Brooke Norton-Cuffy,1915,eng ENG,"DF,FW",it Serie A,20,2004,8.0,344,19,104,175,70,8,344,20,7,35.0,11,55.0,190,1060,480,12,12,3,14,9,209,21,Brooke Norton-CuffyGenoa
Lazio,Tijjani Noslin,1916,nl NED,"FW,MF",it Serie A,25,1999,9.6,347,8,31,150,167,47,347,19,8,42.1,10,52.6,194,1124,495,13,12,6,24,13,252,56,Tijjani NoslinLazio
Alaves,Hugo Novoa,1917,es ESP,"DF,MF",es La Liga,21,2003,2.6,100,8,27,42,33,1,100,10,3,30.0,6,60.0,50,484,191,7,3,0,6,2,47,10,Hugo NovoaAlaves
Nantes,Plamedi Nsingi,1918,,MF,fr Ligue 1,23,2000,0.2,8,0,4,3,1,1,8,0,0,,0,,4,10,1,0,0,0,0,0,5,0,Plamedi NsingiNantes
Rayo Vallecano,Randy Nteka,1919,ao ANG,FW,es La Liga,26,1997,12.5,366,24,45,148,175,40,366,15,5,33.3,8,53.3,159,610,202,10,3,5,32,17,241,44,Randy NtekaRayo Vallecano
Lyon,Ernest Nuamah,1920,gh GHA,"FW,MF",fr Ligue 1,20,2003,11.7,597,13,100,214,300,51,597,43,22,51.2,19,44.2,388,2425,1388,44,26,18,31,22,431,131,Ernest NuamahLyon
Stuttgart,Alexander Nubel,1921,de GER,GK,de Bundesliga,27,1996,34.0,1377,1113,1366,13,0,0,1377,1,1,100.0,0,0.0,823,3832,2255,0,0,0,1,0,805,0,Alexander NubelStuttgart
Brentford,Gustavo Nunes,1922,br BRA,"FW,MF",eng Premier League,18,2005,0.1,7,1,4,1,2,1,7,0,0,,0,,1,16,11,1,0,1,1,0,1,0,Gustavo NunesBrentford
Manchester City,Matheus Nunes,1923,pt POR,"DF,MF",eng Premier League,25,1998,18.6,1416,47,251,560,614,62,1416,41,19,46.3,14,34.1,866,4503,2315,63,37,24,32,13,1013,175,Matheus NunesManchester City
Liverpool,Darwin Nunez,1924,uy URU,FW,eng Premier League,25,1999,12.6,366,10,45,122,210,74,366,23,8,34.8,14,60.9,201,1063,568,23,19,12,24,21,248,78,Darwin NunezLiverpool
Athletic Club,Unai Nunez,1925,es ESP,DF,es La Liga,27,1997,7.2,415,55,199,216,3,2,415,3,2,66.7,0,0.0,225,1108,554,2,0,0,6,0,245,0,Unai NunezAthletic Club
RB Leipzig,Antonio Nusa,1926,no NOR,"MF,DF",de Bundesliga,19,2005,17.3,802,19,137,316,362,54,802,86,39,45.3,39,45.3,480,3164,1634,57,36,26,38,31,557,123,Antonio NusaRB Leipzig
Arsenal,Ethan Nwaneri,1927,eng ENG,"FW,MF",eng Premier League,17,2007,9.9,544,3,44,167,339,44,544,62,37,59.7,19,30.6,365,2852,1329,46,25,17,23,17,398,113,Ethan NwaneriArsenal
Sevilla,Orjan Nyland,1928,no NOR,GK,es La Liga,33,1990,29.7,1068,904,1057,11,0,0,1068,0,0,,0,,591,2868,1535,0,0,0,0,0,566,0,Orjan NylandSevilla
Getafe,Allan Nyom,1929,cm CMR,"DF,MF",es La Liga,36,1988,9.9,443,21,118,217,110,15,443,9,4,44.4,5,55.6,206,809,381,5,9,0,16,4,235,21,Allan NyomGetafe
Montpellier,Rabby Nzingoula,1930,cg CGO,MF,fr Ligue 1,18,2005,18.8,850,38,238,429,206,23,850,52,25,48.1,22,42.3,454,2589,1138,25,30,6,33,23,503,38,Rabby NzingoulaMontpellier
Lens,M'Bala Nzola,1931,ao ANG,FW,fr Ligue 1,27,1996,16.2,490,4,29,176,290,95,490,38,14,36.8,24,63.2,284,1466,509,26,10,14,62,47,381,118,M'Bala NzolaLens
Saint-Etienne,Marwann Nzuzi,1932,fr FRA,DF,fr Ligue 1,20,2004,1.4,72,3,31,28,13,0,72,2,0,0.0,2,100.0,34,142,59,2,1,0,3,2,40,5,Marwann NzuziSaint-Etienne
Brentford,Christian Norgaard,1933,dk DEN,MF,eng Premier League,30,1994,31.3,1802,176,613,855,350,57,1802,14,7,50.0,5,35.7,825,3115,1391,14,16,4,34,20,1074,42,Christian NorgaardBrentford
Everton,Jake O'Brien,1934,ie IRL,DF,eng Premier League,23,2001,17.5,900,93,374,390,139,22,900,10,4,40.0,5,50.0,391,1801,906,7,6,2,5,5,481,25,Jake O'BrienEverton
Brighton,Matt O'Riley,1935,dk DEN,MF,eng Premier League,23,2000,10.4,525,20,80,232,215,47,524,13,8,61.5,4,30.8,275,1139,544,22,12,8,19,4,307,52,Matt O'RileyBrighton
Ipswich Town,Dara O'Shea,1936,ie IRL,DF,eng Premier League,25,1999,34.7,2022,393,1169,730,129,51,2022,2,1,50.0,1,50.0,897,4023,2069,3,2,0,12,4,1162,8,Dara O'SheaIpswich Town
Cagliari,Adam Obert,1937,sk SVK,DF,it Serie A,21,2002,12.0,710,67,309,312,105,13,710,14,5,35.7,9,64.3,298,1488,797,12,9,0,26,7,330,19,Adam ObertCagliari
Manchester Utd,Chidozie Obi-Martin,1938,dk DEN,FW,eng Premier League,16,2007,1.8,47,3,6,21,20,9,47,3,1,33.3,2,66.7,22,114,50,2,0,1,5,1,29,12,Chidozie Obi-MartinManchester Utd
Atletico Madrid,Jan Oblak,1939,si SVN,GK,es La Liga,31,1993,36.0,1005,934,1004,1,0,0,1005,2,2,100.0,0,0.0,540,2652,1581,0,0,0,1,0,356,0,Jan OblakAtletico Madrid
Sevilla,Lucas Ocampos,1940,ar ARG,FW,es La Liga,30,1994,1.9,115,1,11,60,45,5,115,8,2,25.0,5,62.5,63,377,183,5,4,0,5,3,84,20,Lucas OcamposSevilla
Bologna,Jens Odgaard,1941,dk DEN,"MF,FW",it Serie A,25,1999,21.7,759,11,60,340,368,68,759,53,15,28.3,29,54.7,454,2628,1024,35,26,12,56,33,548,99,Jens OdgaardBologna
Tottenham,Wilson Odobert,1942,fr FRA,"FW,MF",eng Premier League,19,2004,9.4,381,7,44,144,197,35,381,32,12,37.5,17,53.1,264,1960,1146,45,25,18,21,17,273,66,Wilson OdobertTottenham
Wolfsburg,David Odogu,1943,de GER,DF,de Bundesliga,18,2006,2.2,143,20,78,62,3,3,143,0,0,,0,,78,412,177,1,0,0,1,0,79,0,David OdoguWolfsburg
Real Sociedad,Alvaro Odriozola,1944,es ESP,DF,es La Liga,28,1995,0.5,35,1,11,15,10,0,35,0,0,,0,,21,79,42,0,1,0,3,1,22,0,Alvaro OdriozolaReal Sociedad
Bochum,Tim Oermann,1945,de GER,DF,de Bundesliga,20,2003,24.6,1172,93,443,631,107,2,1172,14,6,42.9,7,50.0,605,2826,1203,15,14,3,24,9,639,16,Tim OermannBochum
Ipswich Town,Chiedozie Ogbene,1946,ie IRL,FW,eng Premier League,27,1997,2.6,70,3,11,19,40,6,70,7,1,14.3,3,42.9,41,330,139,7,2,2,4,2,43,15,Chiedozie OgbeneIpswich Town
Freiburg,Ifechukwu Ogbus,1947,ch SUI,DF,de Bundesliga,18,2005,0.2,15,1,7,4,4,0,15,0,0,,0,,4,8,2,0,0,0,1,0,3,0,Ifechukwu OgbusFreiburg
Villarreal,Thiago Ojeda,1948,ar ARG,MF,es La Liga,21,2003,0.1,11,1,2,5,4,0,11,0,0,,0,,5,42,34,1,1,0,1,0,7,0,Thiago OjedaVillarreal
Lens,Hamzat Ojediran,1949,ng NGA,"MF,FW",fr Ligue 1,20,2003,4.6,343,11,77,199,70,7,343,11,6,54.5,4,36.4,151,721,261,4,8,0,6,0,172,2,Hamzat OjediranLens
Milan,Noah Okafor,1950,ch SUI,FW,it Serie A,24,2000,4.6,163,1,10,62,97,28,163,25,12,48.0,11,44.0,111,891,563,21,11,10,12,9,123,48,Noah OkaforMilan
Napoli,Noah Okafor,1951,ch SUI,"FW,MF",it Serie A,24,2000,0.4,29,0,7,10,13,6,29,7,2,28.6,4,57.1,15,178,117,7,2,3,2,2,18,6,Noah OkaforNapoli
Leicester City,Caleb Okoli,1952,it ITA,DF,eng Premier League,23,2001,12.5,806,152,451,325,35,10,806,0,0,,0,,468,2318,1106,3,6,0,10,2,484,2,Caleb OkoliLeicester City
Hellas Verona,Yllan Okou,1953,fr FRA,DF,it Serie A,21,2002,0.0,3,0,2,0,1,0,3,0,0,,0,,1,2,1,0,0,0,0,0,1,0,Yllan OkouHellas Verona
Udinese,Maduka Okoye,1954,ng NGA,GK,it Serie A,24,1999,25.0,940,753,930,10,0,0,940,0,0,,0,,589,2799,1484,0,0,0,0,0,548,0,Maduka OkoyeUdinese
Reims,Joseph Okumu,1955,ke KEN,DF,fr Ligue 1,27,1997,18.8,1348,188,652,638,71,14,1348,18,14,77.8,2,11.1,710,4247,2624,18,17,0,12,2,819,1,Joseph OkumuReims
Athletic Club,Aingeru Olabarrieta,1956,es ESP,FW,es La Liga,18,2005,0.6,25,1,2,11,13,0,25,4,1,25.0,3,75.0,15,106,59,2,2,0,0,1,18,3,Aingeru OlabarrietaAthletic Club
Rennes,Kazeem Olaigbe,1957,be BEL,"MF,FW",fr Ligue 1,21,2003,3.3,176,2,16,69,94,15,176,22,13,59.1,9,40.9,111,816,474,17,6,9,3,5,140,32,Kazeem OlaigbeRennes
Real Sociedad,Olasagasti,1958,es ESP,MF,es La Liga,23,2000,9.5,512,13,71,294,153,20,512,13,3,23.1,8,61.5,258,1206,534,11,16,2,11,4,335,41,OlasagastiReal Sociedad
Saint-Etienne,Ben Old,1959,nz NZL,"FW,MF",fr Ligue 1,21,2002,5.9,218,4,40,72,112,23,218,22,9,40.9,12,54.5,134,906,400,16,6,8,19,6,163,48,Ben OldSaint-Etienne
Hoffenheim,Finn Ole Becker,1960,de GER,MF,de Bundesliga,24,2000,7.4,461,21,118,274,75,2,461,14,6,42.9,6,42.9,256,1010,469,3,7,0,9,8,300,7,Finn Ole BeckerHoffenheim
Bayern Munich,Michael Olise,1961,fr FRA,"FW,MF",de Bundesliga,22,2001,25.9,1957,18,107,665,1208,148,1957,151,72,47.7,60,39.7,1305,7418,3808,119,69,46,59,29,1556,381,Michael OliseBayern Munich
Espanyol,Brian Olivan,1962,es ESP,DF,es La Liga,30,1994,11.3,540,27,157,233,151,8,540,4,1,25.0,3,75.0,248,1152,723,21,10,0,10,1,299,57,Brian OlivanEspanyol
Valladolid,Lucas Oliveira Rosa,1963,br BRA,DF,es La Liga,24,2000,21.0,1076,76,411,461,219,21,1076,31,14,45.2,13,41.9,447,2693,1460,31,24,5,29,11,550,74,Lucas Oliveira RosaValladolid
Napoli,Mathias Olivera,1964,uy URU,DF,it Serie A,26,1997,26.3,1884,98,639,962,295,42,1884,16,5,31.3,9,56.3,957,4602,2527,46,23,6,27,13,1205,62,Mathias OliveraNapoli
Barcelona,Dani Olmo,1965,es ESP,"MF,FW",es La Liga,26,1998,13.5,797,18,64,351,390,77,795,45,23,51.1,17,37.8,505,2477,1363,33,35,7,35,26,662,97,Dani OlmoBarcelona
Aston Villa,Robin Olsen,1966,se SWE,GK,eng Premier League,34,1990,2.5,110,94,109,1,0,0,110,0,0,,0,,50,270,132,0,0,0,0,0,46,0,Robin OlsenAston Villa
Lyon,Warmed Omari,1967,km COM,DF,fr Ligue 1,24,2000,0.1,7,0,7,0,0,0,7,0,0,,0,,3,6,4,0,0,0,0,0,5,0,Warmed OmariLyon
Montpellier,Becir Omeragic,1968,ch SUI,DF,fr Ligue 1,22,2002,20.0,1084,158,496,550,48,8,1084,14,11,78.6,3,21.4,609,3647,1956,21,7,1,6,4,723,3,Becir OmeragicMontpellier
Gladbach,Jonas Omlin,1969,ch SUI,GK,de Bundesliga,30,1994,10.9,544,465,542,2,0,0,544,1,1,100.0,0,0.0,353,1469,782,0,0,0,0,0,327,0,Jonas OmlinGladbach
Strasbourg,Andrew Omobamidele,1970,ie IRL,DF,fr Ligue 1,22,2002,6.0,468,80,294,170,5,0,468,2,1,50.0,0,0.0,258,1171,606,0,1,0,4,1,324,0,Andrew OmobamideleStrasbourg
Auxerre,Ado Onaiwu,1971,jp JPN,"MF,FW",fr Ligue 1,28,1995,10.6,458,9,51,223,193,30,458,25,11,44.0,13,52.0,268,1363,687,17,17,4,29,22,346,74,Ado OnaiwuAuxerre
Aston Villa,Amadou Onana,1972,be BEL,MF,eng Premier League,22,2001,18.0,998,71,269,586,159,23,998,20,14,70.0,3,15.0,553,2931,1577,29,25,1,11,9,671,16,Amadou OnanaAston Villa
Manchester Utd,Andre Onana,1973,cm CMR,GK,eng Premier League,28,1996,34.0,1371,1046,1350,22,0,0,1371,1,1,100.0,0,0.0,961,4851,2676,0,0,0,1,0,832,0,Andre OnanaManchester Utd
Genoa,Jean Onana,1974,cm CMR,MF,it Serie A,24,2000,3.4,183,8,49,115,20,1,183,4,2,50.0,1,25.0,82,273,65,1,1,0,6,7,96,4,Jean OnanaGenoa
Parma,Jacob Ondrejka,1975,se SWE,"MF,FW",it Serie A,21,2002,4.7,192,4,30,73,91,19,192,8,6,75.0,1,12.5,107,588,352,13,11,8,10,3,108,21,Jacob OndrejkaParma
Mainz 05,Karim Onisiwo,1976,at AUT,"MF,FW",de Bundesliga,32,1992,1.2,45,1,5,16,24,5,45,2,1,50.0,1,50.0,23,104,18,1,0,0,5,2,28,8,Karim OnisiwoMainz 05
