League,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,PlSqu
Eredivisie,Heerenveen,Opponent Total,,,25.2,34.0,15534.0,13916.0,1562.0,425.0,62.0,84.0,534,655.0,150.0,78.0,43.0,1.0,12165.0,56.0,292.0,Opponent TotalHeerenveen
Eredivisie,Zwolle,Anselmo Garcia MacNulty,ie IRL,DF,21.0,34.0,2019.0,1926.0,89.0,34.0,1.0,8.0,12,5.0,0.0,0.0,0.0,0.0,1723.0,4.0,16.0,Anselmo Garcia MacNultyZwolle
Eredivisie,Zwolle,Anouar El Azzouzi,nl NED,"MF,DF",23.0,32.0,1887.0,1852.0,32.0,29.0,0.0,14.0,23,2.0,0.0,0.0,0.0,0.0,1617.0,3.0,18.0,Anouar El AzzouziZwolle
Eredivisie,Zwolle,Jasper Schendelaar,nl NED,GK,23.0,30.0,1181.0,922.0,255.0,69.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,764.0,4.0,3.0,Jasper SchendelaarZwolle
Eredivisie,Zwolle,Dylan Vente,nl NED,FW,25.0,28.0,574.0,544.0,29.0,0.0,2.0,3.0,21,1.0,0.0,0.0,0.0,0.0,394.0,1.0,24.0,Dylan VenteZwolle
Eredivisie,Zwolle,Simon Graves Jensen,dk DEN,DF,25.0,25.7,1504.0,1446.0,57.0,43.0,2.0,7.0,1,4.0,0.0,0.0,0.0,0.0,1313.0,1.0,11.0,Simon Graves JensenZwolle
Eredivisie,Zwolle,Dave Van Den Berg,nl NED,MF,24.0,24.8,1113.0,1008.0,101.0,50.0,1.0,5.0,56,7.0,33.0,20.0,3.0,0.0,915.0,4.0,23.0,Dave Van Den BergZwolle
Eredivisie,Zwolle,Filip Krastev,bg BUL,"FW,MF",22.0,24.2,872.0,822.0,48.0,7.0,6.0,13.0,26,12.0,29.0,11.0,4.0,0.0,689.0,2.0,17.0,Filip KrastevZwolle
Eredivisie,Zwolle,Dylan Mbayo,be BEL,"FW,MF",22.0,23.4,580.0,568.0,10.0,1.0,3.0,0.0,31,8.0,0.0,0.0,0.0,0.0,443.0,2.0,23.0,Dylan MbayoZwolle
Eredivisie,Zwolle,Jamiro Monteiro,cv CPV,MF,30.0,22.0,1000.0,905.0,94.0,32.0,9.0,6.0,68,3.0,32.0,14.0,16.0,0.0,839.0,1.0,20.0,Jamiro MonteiroZwolle
Eredivisie,Zwolle,Damian van der Haar,nl NED,DF,20.0,20.4,989.0,797.0,189.0,16.0,1.0,14.0,55,173.0,0.0,0.0,0.0,0.0,739.0,3.0,21.0,Damian van der HaarZwolle
Eredivisie,Zwolle,Sherel Floranus,cw CUW,DF,25.0,19.5,961.0,750.0,211.0,26.0,3.0,0.0,26,185.0,0.0,0.0,0.0,0.0,763.0,0.0,11.0,Sherel FloranusZwolle
Eredivisie,Zwolle,Olivier Aertssen,nl NED,DF,19.0,12.4,572.0,451.0,118.0,15.0,0.0,6.0,7,103.0,0.0,0.0,0.0,0.0,442.0,3.0,18.0,Olivier AertssenZwolle
Eredivisie,Zwolle,Younes Namli,dk DEN,"FW,MF",30.0,12.4,605.0,546.0,58.0,14.0,3.0,2.0,60,9.0,27.0,21.0,3.0,0.0,460.0,1.0,19.0,Younes NamliZwolle
Eredivisie,Zwolle,Odysseus Velanas,nl NED,"FW,MF",26.0,15.2,430.0,384.0,43.0,9.0,2.0,3.0,53,3.0,21.0,10.0,8.0,0.0,303.0,3.0,15.0,Odysseus VelanasZwolle
Eredivisie,Zwolle,Eliano Reijnders,id IDN,DF,23.0,13.4,675.0,552.0,123.0,19.0,0.0,1.0,19,104.0,0.0,0.0,0.0,0.0,560.0,0.0,12.0,Eliano ReijndersZwolle
Eredivisie,Zwolle,Ryan Thomas,nz NZL,MF,29.0,9.4,460.0,436.0,21.0,17.0,1.0,3.0,1,4.0,0.0,0.0,0.0,0.0,369.0,3.0,15.0,Ryan ThomasZwolle
Eredivisie,Zwolle,Nick Fichtinger,nl NED,MF,20.0,9.5,378.0,374.0,2.0,2.0,0.0,1.0,4,0.0,0.0,0.0,0.0,0.0,289.0,2.0,11.0,Nick FichtingerZwolle
Eredivisie,Zwolle,Mike Hauptmeijer,nl NED,GK,27.0,4.0,145.0,106.0,39.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,Mike HauptmeijerZwolle
Eredivisie,Zwolle,Thierry Lutonda,be BEL,DF,23.0,5.2,248.0,186.0,61.0,8.0,0.0,1.0,5,53.0,0.0,0.0,0.0,0.0,195.0,1.0,8.0,Thierry LutondaZwolle
Eredivisie,Zwolle,Thomas Buitink,nl NED,"FW,MF",24.0,2.7,46.0,45.0,1.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,31.0,0.0,6.0,Thomas BuitinkZwolle
Eredivisie,Zwolle,Braydon Manu,gh GHA,"FW,DF",27.0,0.7,20.0,18.0,1.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,13.0,1.0,2.0,Braydon ManuZwolle
Eredivisie,Zwolle,Tristan Gooijer,nl NED,DF,19.0,0.3,12.0,12.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,Tristan GooijerZwolle
Eredivisie,Zwolle,Kaj de Rooij,nl NED,"FW,MF",23.0,3.7,140.0,136.0,4.0,0.0,2.0,0.0,4,3.0,1.0,1.0,0.0,0.0,88.0,0.0,9.0,Kaj de RooijZwolle
Eredivisie,Zwolle,Teun Gijselhart,nl NED,MF,19.0,0.3,14.0,14.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,Teun GijselhartZwolle
Eredivisie,Zwolle,Apostolos Vellios,gr GRE,FW,32.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Apostolos VelliosZwolle
Eredivisie,Zwolle,Samir Lagsir,nl NED,"MF,FW",21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Samir LagsirZwolle
Eredivisie,Zwolle,Opponent Total,,,25.1,34.0,16375.0,14578.0,1747.0,406.0,47.0,102.0,682,824.0,175.0,107.0,47.0,1.0,12658.0,50.0,312.0,Opponent TotalZwolle
Eredivisie,Fortuna Sittard,Rodrigo Guth,br BRA,DF,23.0,30.5,1542.0,1490.0,48.0,43.0,0.0,3.0,5,0.0,0.0,0.0,0.0,0.0,1252.0,4.0,19.0,Rodrigo GuthFortuna Sittard
Eredivisie,Fortuna Sittard,Ryan Fosso,ch SUI,MF,22.0,28.3,1144.0,1104.0,39.0,34.0,6.0,17.0,11,1.0,4.0,3.0,0.0,0.0,990.0,1.0,18.0,Ryan FossoFortuna Sittard
Eredivisie,Fortuna Sittard,Ivo Pinto,pt POR,DF,34.0,27.9,1266.0,999.0,265.0,28.0,2.0,5.0,95,237.0,0.0,0.0,0.0,0.0,864.0,2.0,33.0,Ivo PintoFortuna Sittard
Eredivisie,Fortuna Sittard,Mattijs Branderhorst,nl NED,GK,30.0,28.0,823.0,540.0,281.0,66.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,453.0,2.0,1.0,Mattijs BranderhorstFortuna Sittard
Eredivisie,Fortuna Sittard,Ezequiel Bullaude,ar ARG,"MF,FW",23.0,22.9,471.0,461.0,7.0,2.0,1.0,2.0,8,0.0,0.0,0.0,0.0,0.0,336.0,3.0,19.0,Ezequiel BullaudeFortuna Sittard
Eredivisie,Fortuna Sittard,Loreintz Rosier,fr FRA,"MF,DF",25.0,23.9,1220.0,1198.0,20.0,19.0,2.0,14.0,7,1.0,0.0,0.0,0.0,0.0,979.0,2.0,17.0,Loreintz RosierFortuna Sittard
Eredivisie,Fortuna Sittard,Alen Halilovic,hr CRO,"MF,FW",28.0,19.7,676.0,563.0,110.0,29.0,3.0,22.0,75,9.0,48.0,32.0,5.0,0.0,538.0,3.0,10.0,Alen HalilovicFortuna Sittard
Eredivisie,Fortuna Sittard,Kristoffer Peterson,se SWE,"FW,MF",29.0,20.2,559.0,494.0,60.0,15.0,0.0,2.0,104,10.0,35.0,21.0,4.0,1.0,371.0,5.0,23.0,Kristoffer PetersonFortuna Sittard
Eredivisie,Fortuna Sittard,Shawn Adewoye,be BEL,DF,24.0,19.4,828.0,802.0,25.0,17.0,0.0,10.0,2,7.0,0.0,0.0,0.0,0.0,712.0,1.0,6.0,Shawn AdewoyeFortuna Sittard
Eredivisie,Fortuna Sittard,Mitchell Dijks,nl NED,DF,31.0,18.8,896.0,707.0,188.0,17.0,0.0,2.0,39,171.0,0.0,0.0,0.0,0.0,670.0,1.0,19.0,Mitchell DijksFortuna Sittard
Eredivisie,Fortuna Sittard,Jasper Dahlhaus,nl NED,"DF,FW",22.0,19.6,864.0,682.0,178.0,15.0,1.0,3.0,90,157.0,6.0,5.0,1.0,0.0,586.0,4.0,31.0,Jasper DahlhausFortuna Sittard
Eredivisie,Fortuna Sittard,Syb Van Ottele,nl NED,"DF,MF",22.0,20.8,1064.0,979.0,75.0,61.0,3.0,28.0,30,10.0,0.0,0.0,0.0,0.0,780.0,10.0,15.0,Syb Van OtteleFortuna Sittard
Eredivisie,Fortuna Sittard,Samuel Bastien,cd COD,"MF,FW",27.0,14.4,379.0,344.0,35.0,11.0,2.0,3.0,29,1.0,23.0,20.0,2.0,0.0,305.0,0.0,6.0,Samuel BastienFortuna Sittard
Eredivisie,Fortuna Sittard,Alessio da Cruz,cv CPV,FW,27.0,13.2,201.0,178.0,23.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,Alessio da CruzFortuna Sittard
Eredivisie,Fortuna Sittard,Makan Aiko,fr FRA,FW,23.0,13.1,153.0,145.0,8.0,0.0,0.0,1.0,14,0.0,0.0,0.0,0.0,0.0,92.0,0.0,4.0,Makan AikoFortuna Sittard
Eredivisie,Fortuna Sittard,Edouard Michut,fr FRA,"MF,FW",21.0,11.4,364.0,330.0,34.0,10.0,0.0,2.0,13,0.0,5.0,3.0,2.0,0.0,316.0,0.0,2.0,Edouard MichutFortuna Sittard
Eredivisie,Fortuna Sittard,Josip Mitrovic,hr CRO,"DF,MF",24.0,10.3,330.0,261.0,69.0,8.0,0.0,4.0,31,57.0,4.0,2.0,1.0,0.0,236.0,0.0,8.0,Josip MitrovicFortuna Sittard
Eredivisie,Fortuna Sittard,Luuk Koopmans,nl NED,GK,30.0,6.0,185.0,107.0,77.0,23.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,85.0,1.0,0.0,Luuk KoopmansFortuna Sittard
Eredivisie,Fortuna Sittard,Kaj Sierhuis,nl NED,FW,26.0,5.9,117.0,115.0,2.0,2.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,62.0,0.0,4.0,Kaj SierhuisFortuna Sittard
Eredivisie,Fortuna Sittard,Bojan Radulovic,rs SRB,FW,24.0,6.0,108.0,105.0,3.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,66.0,0.0,3.0,Bojan RadulovicFortuna Sittard
Eredivisie,Fortuna Sittard,Luka Tunjic,de GER,"FW,MF",18.0,5.3,158.0,132.0,26.0,4.0,0.0,4.0,28,0.0,20.0,11.0,8.0,0.0,115.0,0.0,3.0,Luka TunjicFortuna Sittard
Eredivisie,Fortuna Sittard,Ante Erceg,hr CRO,"FW,MF",34.0,3.2,67.0,62.0,4.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,49.0,1.0,2.0,Ante ErcegFortuna Sittard
Eredivisie,Fortuna Sittard,Dario Grujcic,at AUT,"DF,MF",25.0,3.1,161.0,143.0,18.0,6.0,0.0,1.0,3,10.0,2.0,2.0,0.0,0.0,119.0,0.0,0.0,Dario GrujcicFortuna Sittard
Eredivisie,Fortuna Sittard,Daley Sinkgraven,nl NED,"MF,FW",29.0,0.9,54.0,50.0,3.0,2.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,43.0,1.0,1.0,Daley SinkgravenFortuna Sittard
Eredivisie,Fortuna Sittard,Umaro Embalo,pt POR,FW,23.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Umaro EmbaloFortuna Sittard
Eredivisie,Fortuna Sittard,Milan Robberechts,be BEL,MF,20.0,0.1,10.0,9.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Milan RobberechtsFortuna Sittard
Eredivisie,Fortuna Sittard,Owen Johnson,nl NED,"FW,MF",18.0,0.1,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Owen JohnsonFortuna Sittard
Eredivisie,Fortuna Sittard,Tristan Schenkhuizen,nl NED,"MF,FW",20.0,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Tristan SchenkhuizenFortuna Sittard
Eredivisie,Fortuna Sittard,Hasip Korkmazyurek,de GER,MF,21.0,0.1,2.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Hasip KorkmazyurekFortuna Sittard
Eredivisie,Fortuna Sittard,Abdurrahman Burak Sayin,,FW,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Abdurrahman Burak SayinFortuna Sittard
Eredivisie,Fortuna Sittard,Opponent Total,,,24.9,34.0,17305.0,15531.0,1718.0,417.0,34.0,153.0,699,779.0,191.0,87.0,50.0,2.0,13780.0,56.0,304.0,Opponent TotalFortuna Sittard
Eredivisie,Sparta Rotterdam,Nick Olij,nl NED,GK,28.0,34.0,1497.0,1298.0,197.0,42.0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1161.0,2.0,0.0,Nick OlijSparta Rotterdam
Eredivisie,Sparta Rotterdam,Mike Eerdhuijzen,nl NED,DF,24.0,31.1,2149.0,2003.0,141.0,39.0,2.0,49.0,11,3.0,0.0,0.0,0.0,0.0,1872.0,5.0,10.0,Mike EerdhuijzenSparta Rotterdam
Eredivisie,Sparta Rotterdam,Tobias Lauritsen,no NOR,FW,26.0,30.1,638.0,618.0,17.0,1.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,371.0,3.0,16.0,Tobias LauritsenSparta Rotterdam
Eredivisie,Sparta Rotterdam,Marvin Young,nl NED,DF,18.0,24.1,1399.0,1352.0,45.0,20.0,0.0,5.0,5,18.0,0.0,0.0,0.0,0.0,1208.0,2.0,8.0,Marvin YoungSparta Rotterdam
Eredivisie,Sparta Rotterdam,Said Bakari,km COM,DF,29.0,23.8,1129.0,961.0,164.0,8.0,1.0,5.0,44,156.0,0.0,0.0,0.0,0.0,951.0,4.0,16.0,Said BakariSparta Rotterdam
Eredivisie,Sparta Rotterdam,Pelle Clement,nl NED,"MF,FW",28.0,18.6,887.0,816.0,68.0,19.0,5.0,1.0,44,8.0,28.0,12.0,11.0,1.0,689.0,3.0,19.0,Pelle ClementSparta Rotterdam
Eredivisie,Sparta Rotterdam,Arno Verschueren,be BEL,MF,27.0,18.4,520.0,505.0,13.0,1.0,3.0,2.0,24,3.0,0.0,0.0,0.0,0.0,357.0,2.0,31.0,Arno VerschuerenSparta Rotterdam
Eredivisie,Sparta Rotterdam,Patrick van Aanholt,nl NED,DF,33.0,18.4,823.0,661.0,161.0,19.0,2.0,2.0,24,141.0,1.0,0.0,0.0,0.0,680.0,1.0,10.0,Patrick van AanholtSparta Rotterdam
Eredivisie,Sparta Rotterdam,Joshua Kitolano,no NOR,MF,22.0,17.6,638.0,607.0,28.0,9.0,2.0,1.0,14,4.0,0.0,0.0,0.0,0.0,515.0,3.0,9.0,Joshua KitolanoSparta Rotterdam
Eredivisie,Sparta Rotterdam,Shunsuke Mito,jp JPN,FW,21.0,16.5,425.0,415.0,8.0,1.0,0.0,1.0,46,7.0,0.0,0.0,0.0,0.0,305.0,2.0,14.0,Shunsuke MitoSparta Rotterdam
Eredivisie,Sparta Rotterdam,Camiel Neghli,nl NED,FW,22.0,15.4,608.0,578.0,28.0,4.0,3.0,2.0,55,16.0,8.0,8.0,0.0,0.0,430.0,2.0,31.0,Camiel NeghliSparta Rotterdam
Eredivisie,Sparta Rotterdam,Mohamed Nassoh,nl NED,FW,21.0,18.0,733.0,703.0,27.0,5.0,4.0,14.0,77,11.0,11.0,6.0,4.0,0.0,565.0,3.0,21.0,Mohamed NassohSparta Rotterdam
Eredivisie,Sparta Rotterdam,Kristian Nokkvi Hlynsson,is ISL,MF,20.0,13.5,467.0,406.0,55.0,13.0,3.0,5.0,42,8.0,26.0,6.0,14.0,0.0,335.0,6.0,13.0,Kristian Nokkvi HlynssonSparta Rotterdam
Eredivisie,Sparta Rotterdam,Mitchell van Bergen,nl NED,FW,24.0,12.5,295.0,280.0,13.0,0.0,0.0,1.0,87,10.0,3.0,0.0,0.0,0.0,194.0,2.0,11.0,Mitchell van BergenSparta Rotterdam
Eredivisie,Sparta Rotterdam,Gjivai Zechiel,nl NED,MF,20.0,11.4,453.0,427.0,25.0,23.0,3.0,1.0,2,2.0,0.0,0.0,0.0,0.0,382.0,1.0,6.0,Gjivai ZechielSparta Rotterdam
Eredivisie,Sparta Rotterdam,Carel Eiting,nl NED,MF,26.0,9.8,371.0,307.0,62.0,25.0,4.0,2.0,41,2.0,25.0,7.0,8.0,0.0,248.0,2.0,13.0,Carel EitingSparta Rotterdam
Eredivisie,Sparta Rotterdam,Djevencio van der Kust,sr SUR,DF,23.0,10.3,513.0,429.0,83.0,11.0,0.0,1.0,28,72.0,0.0,0.0,0.0,0.0,401.0,1.0,11.0,Djevencio van der KustSparta Rotterdam
Eredivisie,Sparta Rotterdam,Boyd Reith,nl NED,DF,25.0,9.7,644.0,541.0,103.0,6.0,0.0,4.0,44,97.0,0.0,0.0,0.0,0.0,509.0,0.0,7.0,Boyd ReithSparta Rotterdam
Eredivisie,Sparta Rotterdam,Julian Baas,nl NED,MF,22.0,9.4,540.0,466.0,73.0,23.0,0.0,5.0,50,6.0,43.0,21.0,15.0,0.0,433.0,1.0,6.0,Julian BaasSparta Rotterdam
Eredivisie,Sparta Rotterdam,Rick Meissen,nl NED,DF,22.0,8.5,539.0,526.0,13.0,12.0,1.0,6.0,0,1.0,0.0,0.0,0.0,0.0,477.0,0.0,3.0,Rick MeissenSparta Rotterdam
Eredivisie,Sparta Rotterdam,Teo Quintero,ve VEN,DF,25.0,6.4,437.0,428.0,9.0,7.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,Teo QuinteroSparta Rotterdam
Eredivisie,Sparta Rotterdam,Mike Kleijn,nl NED,DF,19.0,3.1,142.0,112.0,30.0,6.0,0.0,2.0,11,24.0,0.0,0.0,0.0,0.0,111.0,0.0,1.0,Mike KleijnSparta Rotterdam
Eredivisie,Sparta Rotterdam,Metinho,br BRA,MF,21.0,4.0,212.0,204.0,8.0,5.0,3.0,2.0,3,2.0,0.0,0.0,0.0,0.0,175.0,0.0,5.0,MetinhoSparta Rotterdam
Eredivisie,Sparta Rotterdam,Charles-Andreas Brym,ca CAN,"FW,MF",25.0,3.4,65.0,62.0,3.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,Charles-Andreas BrymSparta Rotterdam
Eredivisie,Sparta Rotterdam,Kayky Chagas,br BRA,"FW,DF",21.0,1.3,42.0,39.0,3.0,1.0,0.0,0.0,5,0.0,2.0,1.0,1.0,0.0,30.0,0.0,1.0,Kayky ChagasSparta Rotterdam
Eredivisie,Sparta Rotterdam,Joel Ideho,nl NED,FW,21.0,1.9,44.0,44.0,0.0,0.0,2.0,0.0,6,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,Joel IdehoSparta Rotterdam
Eredivisie,Sparta Rotterdam,Nokkvi Thorisson,is ISL,"FW,MF",24.0,1.5,42.0,41.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,Nokkvi ThorissonSparta Rotterdam
Eredivisie,Sparta Rotterdam,Ayoub Oufkir,nl NED,"FW,DF",18.0,0.5,31.0,26.0,5.0,0.0,0.0,0.0,10,0.0,5.0,4.0,0.0,0.0,16.0,0.0,0.0,Ayoub OufkirSparta Rotterdam
Eredivisie,Sparta Rotterdam,Jonathan de Guzman,nl NED,MF,36.0,0.5,31.0,30.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,Jonathan de GuzmanSparta Rotterdam
Eredivisie,Sparta Rotterdam,Opponent Total,,,25.2,34.0,17079.0,15517.0,1548.0,350.0,33.0,96.0,722,663.0,193.0,96.0,52.0,0.0,13471.0,14.0,331.0,Opponent TotalSparta Rotterdam
Eredivisie,Groningen,Etienne Vaessen,sr SUR,GK,29.0,32.0,1273.0,979.0,290.0,94.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,750.0,4.0,1.0,Etienne VaessenGroningen
Eredivisie,Groningen,Luciano Valente,it ITA,"MF,FW",20.0,28.7,1191.0,1158.0,29.0,2.0,11.0,3.0,46,19.0,8.0,4.0,1.0,0.0,950.0,4.0,34.0,Luciano ValenteGroningen
Eredivisie,Groningen,Marco Rente,de GER,DF,27.0,28.8,1589.0,1427.0,160.0,33.0,2.0,21.0,36,127.0,0.0,0.0,0.0,0.0,1263.0,2.0,15.0,Marco RenteGroningen
Eredivisie,Groningen,Thom van Bergen,nl NED,FW,20.0,27.4,610.0,555.0,53.0,2.0,6.0,0.0,8,4.0,0.0,0.0,0.0,0.0,441.0,2.0,31.0,Thom van BergenGroningen
Eredivisie,Groningen,Leandro Bacuna,cw CUW,"DF,MF",32.0,25.9,1331.0,1036.0,293.0,67.0,2.0,16.0,88,176.0,50.0,30.0,10.0,0.0,1012.0,2.0,19.0,Leandro BacunaGroningen
Eredivisie,Groningen,Thijmen Blokzijl,nl NED,DF,19.0,24.7,1313.0,1248.0,63.0,31.0,0.0,3.0,0,1.0,0.0,0.0,0.0,0.0,1181.0,2.0,5.0,Thijmen BlokzijlGroningen
Eredivisie,Groningen,Stije Resink,nl NED,MF,21.0,23.6,1140.0,1118.0,20.0,15.0,3.0,5.0,18,5.0,0.0,0.0,0.0,0.0,895.0,2.0,26.0,Stije ResinkGroningen
Eredivisie,Groningen,Jorg Schreuders,nl NED,"MF,FW",19.0,21.6,595.0,581.0,13.0,2.0,3.0,3.0,19,10.0,0.0,0.0,0.0,0.0,462.0,1.0,13.0,Jorg SchreudersGroningen
Eredivisie,Groningen,Marvin Peersman,be BEL,DF,33.0,20.1,1159.0,1014.0,142.0,37.0,1.0,9.0,26,91.0,0.0,0.0,0.0,0.0,893.0,3.0,20.0,Marvin PeersmanGroningen
Eredivisie,Groningen,Johan Hove,no NOR,MF,23.0,19.4,845.0,796.0,47.0,30.0,1.0,10.0,29,2.0,12.0,5.0,5.0,0.0,695.0,2.0,6.0,Johan HoveGroningen
Eredivisie,Groningen,Wouter Prins,nl NED,DF,20.0,18.5,658.0,464.0,193.0,14.0,2.0,1.0,47,167.0,12.0,9.0,0.0,0.0,390.0,1.0,15.0,Wouter PrinsGroningen
Eredivisie,Groningen,Tika de Jonge,nl NED,MF,21.0,14.1,660.0,623.0,36.0,18.0,1.0,7.0,29,2.0,16.0,5.0,5.0,0.0,489.0,1.0,14.0,Tika de JongeGroningen
Eredivisie,Groningen,Hjalmar Ekdal,se SWE,DF,25.0,13.8,741.0,723.0,18.0,17.0,0.0,6.0,0,1.0,0.0,0.0,0.0,0.0,639.0,0.0,4.0,Hjalmar EkdalGroningen
Eredivisie,Groningen,Romano Postema,nl NED,"FW,MF",22.0,13.4,275.0,263.0,12.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,188.0,0.0,14.0,Romano PostemaGroningen
Eredivisie,Groningen,Dave Kwakman,nl NED,"FW,MF",19.0,11.4,343.0,332.0,10.0,7.0,0.0,2.0,11,1.0,2.0,0.0,0.0,0.0,264.0,1.0,10.0,Dave KwakmanGroningen
Eredivisie,Groningen,Finn Stam,nl NED,DF,21.0,9.2,434.0,364.0,68.0,9.0,0.0,5.0,12,55.0,0.0,0.0,0.0,0.0,337.0,2.0,3.0,Finn StamGroningen
Eredivisie,Groningen,Mats Seuntjens,nl NED,"FW,MF",32.0,7.4,258.0,204.0,53.0,13.0,1.0,2.0,54,9.0,31.0,15.0,15.0,0.0,158.0,1.0,10.0,Mats SeuntjensGroningen
Eredivisie,Groningen,Thijs Oosting,nl NED,"FW,MF",24.0,8.7,253.0,224.0,27.0,5.0,1.0,0.0,20,1.0,9.0,7.0,1.0,0.0,180.0,2.0,3.0,Thijs OostingGroningen
Eredivisie,Groningen,Brynjolfur Darri Willumsson,is ISL,FW,23.0,10.7,247.0,232.0,14.0,0.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,161.0,1.0,3.0,Brynjolfur Darri WillumssonGroningen
Eredivisie,Groningen,Rui Mendes,de GER,"MF,FW",24.0,5.7,95.0,92.0,3.0,0.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,64.0,0.0,4.0,Rui MendesGroningen
Eredivisie,Groningen,Hidde Jurjus,nl NED,GK,30.0,2.0,86.0,69.0,17.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,Hidde JurjusGroningen
Eredivisie,Groningen,Joey Pelupessy,id IDN,"MF,DF",31.0,3.3,133.0,133.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,1.0,Joey PelupessyGroningen
Eredivisie,Groningen,Noam Emeran,fr FRA,"DF,MF",21.0,1.0,42.0,31.0,11.0,0.0,0.0,0.0,6,9.0,2.0,2.0,0.0,0.0,22.0,0.0,1.0,Noam EmeranGroningen
Eredivisie,Groningen,Sven Bouland,nl NED,DF,,0.5,46.0,45.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,Sven BoulandGroningen
Eredivisie,Groningen,David van der Werff,nl NED,MF,19.0,0.2,7.0,7.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,David van der WerffGroningen
Eredivisie,Groningen,Laros Duarte,cv CPV,MF,27.0,0.2,27.0,24.0,3.0,1.0,0.0,0.0,3,0.0,2.0,0.0,2.0,0.0,24.0,0.0,1.0,Laros DuarteGroningen
Eredivisie,Groningen,Maxim Mariani,nl NED,DF,19.0,0.2,16.0,16.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,Maxim MarianiGroningen
Eredivisie,Groningen,Alex Mortensen,se SWE,"FW,MF",22.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Alex MortensenGroningen
Eredivisie,Groningen,Fofin Turay,nl NED,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fofin TurayGroningen
Eredivisie,Groningen,Opponent Total,,,25.1,34.0,17275.0,15694.0,1518.0,343.0,42.0,101.0,586,714.0,154.0,79.0,43.0,1.0,13596.0,63.0,290.0,Opponent TotalGroningen
