League,Squad,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,PlSqu
Serie B,Palermo,Alfred Gomis,sn SEN,GK,31-273,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Alfred GomisPalermo
Serie B,Palermo,Stredair Appuah,fr FRA,"MF,FW",20-343,0.7,0,4,0,0.0,6.1,0.0,0.0,,27.4,1.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Stredair AppuahPalermo
Serie B,Palermo,Alessio Buttaro,it ITA,"MF,DF",22-268,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Alessio ButtaroPalermo
Serie B,Palermo,Patryk Peda,pl POL,DF,23-050,0.4,0,1,0,0.0,2.81,0.0,0.0,,32.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Patryk PedaPalermo
Serie B,Palermo,Opponent Total,,,27.3,38.0,42,507,146,28.8,13.34,3.84,0.08,0.27,17.5,19.0,2,2,46.2,44.6,0.09,-4.2,-4.6,Opponent TotalPalermo
Serie B,Bari,Boris Radunovic,rs SRB,GK,29-010,36.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Boris RadunovicBari
Serie B,Bari,Emile Dorval,fr FRA,DF,24-116,34.3,4,42,11,26.2,1.22,0.32,0.1,0.36,18.5,0.0,0,0,3.0,3.0,0.07,1.0,1.0,Emile DorvalBari
Serie B,Bari,Valerio Mantovani,it ITA,DF,29-048,32.7,1,20,7,35.0,0.61,0.21,0.05,0.14,16.0,0.0,0,0,1.9,1.9,0.1,-0.9,-0.9,Valerio MantovaniBari
Serie B,Bari,Ahmad Benali,ly LBY,MF,33-118,31.2,1,34,11,32.4,1.09,0.35,0.03,0.09,22.2,0.0,0,0,1.9,1.9,0.06,-0.9,-0.9,Ahmad BenaliBari
Serie B,Bari,Mattia Maita,it ITA,MF,32-154,30.0,1,21,4,19.0,0.7,0.13,0.05,0.25,23.9,0.0,0,0,0.8,0.8,0.04,0.2,0.2,Mattia MaitaBari
Serie B,Bari,Raffaele Pucino,it ITA,DF,34-033,28.4,1,17,5,29.4,0.6,0.18,0.06,0.2,19.6,5.0,0,0,0.7,0.7,0.04,0.3,0.3,Raffaele PucinoBari
Serie B,Bari,Kevin Lasagna,it ITA,FW,32-299,23.9,7,59,16,27.1,2.47,0.67,0.12,0.44,15.9,0.0,0,1,9.0,8.2,0.14,-2.0,-1.2,Kevin LasagnaBari
Serie B,Bari,Francesco Vicari,it ITA,DF,30-306,21.8,0,14,1,7.1,0.64,0.05,0.0,0.0,15.7,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Francesco VicariBari
Serie B,Bari,Nosa Edward Obaretin,it ITA,DF,22-130,20.1,0,7,2,28.6,0.35,0.1,0.0,0.0,14.0,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6,Nosa Edward ObaretinBari
Serie B,Bari,Andrea Oliveri,it ITA,DF,22-142,19.4,0,25,2,8.0,1.29,0.1,0.0,0.0,19.1,2.0,0,0,1.6,1.6,0.07,-1.6,-1.6,Andrea OliveriBari
Serie B,Bari,Costantino Favasuli,it ITA,DF,21-040,18.3,1,10,3,30.0,0.55,0.16,0.1,0.33,16.4,0.0,0,0,0.5,0.5,0.05,0.5,0.5,Costantino FavasuliBari
Serie B,Bari,Cesar Falletti,uy URU,"FW,MF",32-185,17.0,1,29,8,27.6,1.7,0.47,0.0,0.0,22.5,3.0,1,2,3.3,1.8,0.06,-2.3,-1.8,Cesar FallettiBari
Serie B,Bari,Nunzio Lella,it ITA,MF,24-312,15.4,2,20,4,20.0,1.3,0.26,0.1,0.5,16.0,0.0,0,0,2.4,2.4,0.12,-0.4,-0.4,Nunzio LellaBari
Serie B,Bari,Lorenco Simic,hr CRO,DF,28-325,11.9,2,16,7,43.8,1.34,0.59,0.13,0.29,11.3,0.0,0,0,1.3,1.3,0.08,0.7,0.7,Lorenco SimicBari
Serie B,Bari,Giuseppe Sibilli,it ITA,"MF,FW",28-302,9.8,1,18,3,16.7,1.85,0.31,0.0,0.0,18.0,0.0,1,1,2.3,1.5,0.08,-1.3,-1.5,Giuseppe SibilliBari
Serie B,Bari,Andrija Novakovich,us USA,"FW,MF",28-257,12.8,3,24,10,41.7,1.88,0.78,0.13,0.3,12.1,0.0,0,0,3.2,3.2,0.13,-0.2,-0.2,Andrija NovakovichBari
Serie B,Bari,Giulio Maggiore,it ITA,MF,27-085,8.9,3,16,8,50.0,1.8,0.9,0.19,0.38,14.2,0.0,0,0,2.6,2.6,0.16,0.4,0.4,Giulio MaggioreBari
Serie B,Bari,Nicholas Bonfanti,it ITA,"FW,MF",23-069,8.2,2,20,8,40.0,2.43,0.97,0.1,0.25,12.9,0.0,0,0,2.6,2.6,0.13,-0.6,-0.6,Nicholas BonfantiBari
Serie B,Bari,Andrea Favilli,it ITA,FW,28-019,8.7,5,40,9,22.5,4.59,1.03,0.1,0.44,15.9,3.0,1,1,5.0,4.2,0.11,0.0,-0.2,Andrea FavilliBari
Serie B,Bari,Raffaele Maiello,it ITA,MF,33-330,6.9,1,7,1,14.3,1.02,0.15,0.14,1.0,23.2,0.0,0,0,0.2,0.2,0.03,0.8,0.8,Raffaele MaielloBari
Serie B,Bari,Nicola Bellomo,it ITA,"MF,FW",34-107,5.8,1,17,8,47.1,2.93,1.38,0.06,0.13,20.8,1.0,0,0,1.2,1.2,0.07,-0.2,-0.2,Nicola BellomoBari
Serie B,Bari,Gaston Pereiro,uy URU,"MF,FW",29-359,3.1,1,10,2,20.0,3.26,0.65,0.1,0.5,19.7,3.0,0,0,0.7,0.7,0.07,0.3,0.3,Gaston PereiroBari
Serie B,Bari,Giacomo Manzari,it ITA,"MF,FW",24-257,3.8,0,16,4,25.0,4.22,1.06,0.0,0.0,18.6,1.0,0,0,1.1,1.1,0.07,-1.1,-1.1,Giacomo ManzariBari
Serie B,Bari,Lorenzo Sgarbi,it ITA,"MF,FW",24-073,2.4,0,7,0,0.0,2.97,0.0,0.0,,19.7,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Lorenzo SgarbiBari
Serie B,Bari,Marco Pissardo,it ITA,GK,27-148,1.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Marco PissardoBari
Serie B,Bari,Alessandro Tripaldelli,it ITA,DF,26-116,1.8,0,2,1,50.0,1.12,0.56,0.0,0.0,12.4,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2,Alessandro TripaldelliBari
Serie B,Bari,Coli Saco,ml MLI,"MF,FW",23-021,1.8,0,2,0,0.0,1.13,0.0,0.0,,21.6,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Coli SacoBari
Serie B,Bari,Giacomo Ricci,it ITA,DF,28-276,0.9,1,2,1,50.0,2.34,1.17,0.5,1.0,20.1,1.0,0,0,0.3,0.3,0.15,0.7,0.7,Giacomo RicciBari
Serie B,Bari,Karlo Lulic,hr CRO,MF,29-026,0.5,0,3,0,0.0,5.87,0.0,0.0,,18.3,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Karlo LulicBari
Serie B,Bari,Gregorio Morachioli,it ITA,"DF,MF",25-098,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Gregorio MorachioliBari
Serie B,Bari,Opponent Total,,,27.2,38.0,40,540,170,31.5,14.21,4.47,0.06,0.21,18.2,31.0,5,6,51.3,46.8,0.09,-11.3,-11.8,Opponent TotalBari
Serie B,Sudtirol,Salvatore Molina,it ITA,"DF,MF",33-155,33.1,4,19,6,31.6,0.57,0.18,0.21,0.67,16.4,0.0,0,0,1.9,1.9,0.1,2.1,2.1,Salvatore MolinaSudtirol
Serie B,Sudtirol,Raphael Odogwu,ng NGA,FW,34-128,31.2,5,56,13,23.2,1.79,0.42,0.07,0.31,12.0,0.0,1,1,7.8,7.8,0.14,-2.8,-3.8,Raphael OdogwuSudtirol
Serie B,Sudtirol,Daniele Casiraghi,it ITA,MF,32-087,25.1,5,45,10,22.2,1.79,0.4,0.04,0.2,23.3,17.0,3,3,6.0,3.6,0.08,-1.0,-1.6,Daniele CasiraghiSudtirol
Serie B,Sudtirol,Nicola Pietrangeli,it ITA,DF,24-321,27.4,4,13,5,38.5,0.47,0.18,0.31,0.8,10.5,0.0,0,0,2.4,2.4,0.19,1.6,1.6,Nicola PietrangeliSudtirol
Serie B,Sudtirol,Andrea Giorgini,it ITA,DF,23-044,26.9,2,18,4,22.2,0.67,0.15,0.11,0.5,18.0,0.0,0,0,0.7,0.7,0.04,1.3,1.3,Andrea GiorginiSudtirol
Serie B,Sudtirol,Silvio Merkaj,al ALB,FW,27-183,22.9,6,40,15,37.5,1.75,0.66,0.15,0.4,11.8,0.0,0,0,6.8,6.8,0.17,-0.8,-0.8,Silvio MerkajSudtirol
Serie B,Sudtirol,Raphael Kofler,it ITA,"DF,MF",20-040,21.7,1,13,5,38.5,0.6,0.23,0.08,0.2,15.9,0.0,0,0,0.9,0.9,0.07,0.1,0.1,Raphael KoflerSudtirol
Serie B,Sudtirol,Mateusz Praszelik,pl POL,MF,24-252,18.3,1,31,8,25.8,1.7,0.44,0.03,0.13,23.0,1.0,0,0,1.6,1.6,0.05,-0.6,-0.6,Mateusz PraszelikSudtirol
Serie B,Sudtirol,Giacomo Poluzzi,it ITA,GK,37-100,18.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Giacomo PoluzziSudtirol
Serie B,Sudtirol,Tommaso Arrigoni,it ITA,MF,31-099,17.8,1,13,3,23.1,0.73,0.17,0.08,0.33,25.4,1.0,0,0,0.6,0.6,0.05,0.4,0.4,Tommaso ArrigoniSudtirol
Serie B,Sudtirol,Simone Davi,it ITA,DF,25-262,17.9,2,15,5,33.3,0.84,0.28,0.13,0.4,19.6,0.0,0,0,1.3,1.3,0.09,0.7,0.7,Simone DaviSudtirol
Serie B,Sudtirol,Matteo Rover,it ITA,"DF,FW",26-105,15.6,4,42,20,47.6,2.7,1.28,0.1,0.2,17.3,0.0,0,0,2.9,2.9,0.07,1.1,1.1,Matteo RoverSudtirol
Serie B,Sudtirol,Marius Adamonis,lt LTU,GK,28-023,15.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Marius AdamonisSudtirol
Serie B,Sudtirol,Freddie Veseli,al ALB,DF,32-197,14.9,0,3,0,0.0,0.2,0.0,0.0,,15.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Freddie VeseliSudtirol
Serie B,Sudtirol,Andrea Masiello,it ITA,DF,39-120,13.9,0,3,1,33.3,0.22,0.07,0.0,0.0,19.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Andrea MasielloSudtirol
Serie B,Sudtirol,Niklas Pyyhtia,fi FIN,MF,21-253,10.9,4,26,9,34.6,2.38,0.82,0.15,0.44,19.0,0.0,0,0,1.9,1.9,0.07,2.1,2.1,Niklas PyyhtiaSudtirol
Serie B,Sudtirol,Karim Zedadka,fr FRA,"DF,MF",24-361,9.7,1,21,5,23.8,2.16,0.51,0.05,0.2,18.9,1.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Karim ZedadkaSudtirol
Serie B,Sudtirol,Jasmin Kurtic,si SVN,MF,36-146,9.7,0,11,4,36.4,1.13,0.41,0.0,0.0,26.8,2.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Jasmin KurticSudtirol
Serie B,Sudtirol,Luca Ceppitelli,it ITA,DF,35-298,9.7,0,6,0,0.0,0.62,0.0,0.0,,12.0,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Luca CeppitelliSudtirol
Serie B,Sudtirol,Fabian Tait,it ITA,"MF,FW",32-115,8.5,1,8,3,37.5,0.94,0.35,0.13,0.33,14.4,0.0,0,0,0.6,0.6,0.07,0.4,0.4,Fabian TaitSudtirol
Serie B,Sudtirol,Hamza El Kaouakibi,ma MAR,"DF,MF",27-014,8.9,1,10,3,30.0,1.12,0.34,0.1,0.33,13.8,0.0,0,0,0.7,0.7,0.07,0.3,0.3,Hamza El KaouakibiSudtirol
Serie B,Sudtirol,Alessandro Mallamo,it ITA,MF,26-075,7.3,2,20,5,25.0,2.72,0.68,0.1,0.4,19.0,1.0,0,0,1.0,1.0,0.05,1.0,1.0,Alessandro MallamoSudtirol
Serie B,Sudtirol,Jacopo Martini,it ITA,MF,20-159,8.0,0,8,1,12.5,1.0,0.13,0.0,0.0,18.5,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Jacopo MartiniSudtirol
Serie B,Sudtirol,Antonio Barreca,it ITA,DF,30-079,5.5,2,7,2,28.6,1.27,0.36,0.29,1.0,15.7,0.0,0,0,0.7,0.7,0.1,1.3,1.3,Antonio BarrecaSudtirol
Serie B,Sudtirol,Luca Belardinelli,it ITA,MF,24-083,5.4,0,9,2,22.2,1.66,0.37,0.0,0.0,11.8,0.0,0,0,0.9,0.9,0.1,-0.9,-0.9,Luca BelardinelliSudtirol
Serie B,Sudtirol,Giacomo Drago,it ITA,GK,24-088,5.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Giacomo DragoSudtirol
Serie B,Sudtirol,Andrea Cagnano,it ITA,DF,26-353,2.6,0,2,2,100.0,0.78,0.78,0.0,0.0,30.3,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Andrea CagnanoSudtirol
Serie B,Sudtirol,Gabriele Gori,it ITA,FW,26-112,3.1,2,6,1,16.7,1.95,0.32,0.0,0.0,21.5,0.0,2,2,1.9,0.3,0.05,0.1,-0.3,Gabriele GoriSudtirol
Serie B,Sudtirol,Valerio Crespi,it ITA,"FW,DF",20-305,1.9,0,10,1,10.0,5.26,0.53,0.0,0.0,20.9,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,Valerio CrespiSudtirol
Serie B,Sudtirol,Edoardo Vergani,it ITA,FW,24-119,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Edoardo VerganiSudtirol
Serie B,Sudtirol,Federico Davi,it ITA,DF,23-155,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Federico DaviSudtirol
Serie B,Sudtirol,Alessandro Vimercati,it ITA,DF,22-261,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Alessandro VimercatiSudtirol
Serie B,Sudtirol,Opponent Total,,,27.2,38.0,56,539,156,28.9,14.18,4.11,0.1,0.34,17.8,18.0,3,5,47.8,43.8,0.08,8.2,9.2,Opponent TotalSudtirol
Serie B,Modena,Riccardo Gagno,it ITA,GK,27-314,37.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Riccardo GagnoModena
Serie B,Modena,Antonio Palumbo,it ITA,"MF,FW",28-303,32.8,9,59,22,37.3,1.8,0.67,0.07,0.18,23.0,6.0,5,5,7.2,3.3,0.06,1.8,0.7,Antonio PalumboModena
Serie B,Modena,Fabio Gerli,it ITA,MF,28-164,32.1,1,24,8,33.3,0.75,0.25,0.04,0.13,22.5,0.0,0,0,0.9,0.9,0.04,0.1,0.1,Fabio GerliModena
Serie B,Modena,Simone Santoro,it ITA,MF,25-258,30.7,4,29,9,31.0,0.94,0.29,0.14,0.44,18.9,0.0,0,0,1.6,1.6,0.06,2.4,2.4,Simone SantoroModena
Serie B,Modena,Giovanni Zaro,it ITA,DF,31-024,30.5,1,17,5,29.4,0.56,0.16,0.06,0.2,12.6,0.0,0,0,1.3,1.3,0.07,-0.3,-0.3,Giovanni ZaroModena
Serie B,Modena,Matteo Cotali,it ITA,DF,28-044,21.4,1,5,2,40.0,0.23,0.09,0.2,0.5,17.1,0.0,0,0,0.5,0.5,0.09,0.5,0.5,Matteo CotaliModena
Serie B,Modena,Giuseppe Caso,it ITA,"MF,FW",26-178,20.3,5,46,11,23.9,2.26,0.54,0.11,0.45,16.7,0.0,0,0,4.9,4.9,0.11,0.1,0.1,Giuseppe CasoModena
Serie B,Modena,Alessandro Dellavalle,it ITA,DF,21-025,22.2,1,16,5,31.3,0.72,0.23,0.06,0.2,19.1,0.0,0,0,0.7,0.7,0.05,0.3,0.3,Alessandro DellavalleModena
Serie B,Modena,Mattia Caldara,it ITA,DF,31-031,20.5,1,14,4,28.6,0.68,0.2,0.07,0.25,12.3,0.0,0,0,1.1,1.1,0.08,-0.1,-0.1,Mattia CaldaraModena
Serie B,Modena,Cristian Cauz,it ITA,DF,28-294,18.6,1,9,4,44.4,0.48,0.21,0.11,0.25,15.1,0.0,0,0,1.2,1.2,0.14,-0.2,-0.2,Cristian CauzModena
Serie B,Modena,Luca Magnino,it ITA,"DF,MF",27-296,20.3,1,8,3,37.5,0.39,0.15,0.13,0.33,14.6,0.0,0,0,1.2,1.2,0.15,-0.2,-0.2,Luca MagninoModena
Serie B,Modena,Alessandro Di Pardo,it ITA,DF,25-322,15.9,2,22,6,27.3,1.38,0.38,0.09,0.33,17.5,0.0,0,0,2.0,2.0,0.09,0.0,0.0,Alessandro Di PardoModena
Serie B,Modena,Pedro Mendes,pt POR,FW,25-308,16.4,5,49,18,36.7,3.0,1.1,0.1,0.28,16.4,2.0,0,0,5.2,5.2,0.11,-0.2,-0.2,Pedro MendesModena
Serie B,Modena,Riyad Idrissi,ma MAR,DF,19-357,14.3,1,8,2,25.0,0.56,0.14,0.13,0.5,19.9,0.0,0,0,0.8,0.8,0.11,0.2,0.2,Riyad IdrissiModena
Serie B,Modena,Gregoire Defrel,mq MTQ,"FW,MF",33-353,13.1,3,22,7,31.8,1.68,0.53,0.14,0.43,14.9,0.0,0,0,4.4,4.4,0.2,-1.4,-1.4,Gregoire DefrelModena
Serie B,Modena,Thomas Battistella,it ITA,"MF,DF",23-311,10.9,0,19,0,0.0,1.74,0.0,0.0,,22.4,0.0,0,0,1.0,1.0,0.05,-1.0,-1.0,Thomas BattistellaModena
Serie B,Modena,Kleis Bozhanaj,al ALB,"MF,FW",24-096,10.4,2,33,10,30.3,3.18,0.96,0.06,0.2,23.1,3.0,0,0,1.6,1.6,0.05,0.4,0.4,Kleis BozhanajModena
Serie B,Modena,Ettore Gliozzi,it ITA,"FW,MF",29-255,10.0,4,18,8,44.4,1.79,0.8,0.17,0.38,14.9,0.0,1,1,3.0,2.2,0.12,1.0,0.8,Ettore GliozziModena
Serie B,Modena,Fabio Abiuso,gr GRE,FW,22-123,8.1,2,17,7,41.2,2.1,0.87,0.12,0.29,11.4,0.0,0,0,2.2,2.2,0.13,-0.2,-0.2,Fabio AbiusoModena
Serie B,Modena,Gady Beyuku,fr FRA,DF,19-194,6.7,2,6,3,50.0,0.9,0.45,0.33,0.67,13.0,0.0,0,0,0.6,0.6,0.1,1.4,1.4,Gady BeyukuModena
Serie B,Modena,Edoardo Duca,it ITA,"DF,MF",28-006,6.4,0,7,1,14.3,1.1,0.16,0.0,0.0,17.1,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6,Edoardo DucaModena
Serie B,Modena,Stipe Vulikic,hr CRO,DF,24-133,4.5,0,5,0,0.0,1.1,0.0,0.0,,26.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Stipe VulikicModena
Serie B,Modena,Antonio Pergreffi,it ITA,DF,37-030,4.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Antonio PergreffiModena
Serie B,Modena,Eric Botteghin,br BRA,DF,37-278,2.6,0,2,0,0.0,0.78,0.0,0.0,,3.9,0.0,0,0,0.9,0.9,0.44,-0.9,-0.9,Eric BotteghinModena
Serie B,Modena,Issiaka Kamate,fr FRA,"MF,DF",20-307,3.1,0,11,2,18.2,3.55,0.65,0.0,0.0,16.7,1.0,0,0,0.8,0.8,0.07,-0.8,-0.8,Issiaka KamateModena
Serie B,Modena,Fabio Ponsi,it ITA,DF,24-113,1.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Fabio PonsiModena
Serie B,Modena,Jacopo Sassi,it ITA,GK,21-316,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Jacopo SassiModena
Serie B,Modena,Thomas Alberti,it ITA,FW,26-344,0.1,0,1,1,100.0,10.0,10.0,0.0,0.0,14.5,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Thomas AlbertiModena
Serie B,Modena,Taha Zidouh,it ITA,MF,18-174,0.1,0,1,0,0.0,12.86,0.0,0.0,,15.0,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Taha ZidouhModena
Serie B,Modena,Marco Oliva,it ITA,MF,19-328,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Marco OlivaModena
Serie B,Modena,Opponent Total,,,27.4,38.0,48,505,135,26.7,13.29,3.55,0.09,0.33,18.3,30.0,3,4,45.5,42.3,0.09,2.5,2.7,Opponent TotalModena
Serie B,Carrarese,Marco Imperiale,it ITA,DF,26-035,35.7,0,3,1,33.3,0.08,0.03,0.0,0.0,15.8,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Marco ImperialeCarrarese
Serie B,Carrarese,Nicolas Schiavi,ar ARG,MF,30-124,30.4,6,46,14,30.4,1.52,0.46,0.07,0.21,28.1,10.0,3,4,6.1,3.0,0.07,-0.1,0.0,Nicolas SchiaviCarrarese
Serie B,Carrarese,Manuel Cicconi,it ITA,DF,27-343,30.3,3,43,14,32.6,1.42,0.46,0.07,0.21,20.2,3.0,0,0,2.3,2.3,0.05,0.7,0.7,Manuel CicconiCarrarese
Serie B,Carrarese,Julian Illanes,ar ARG,DF,28-087,29.1,1,7,2,28.6,0.24,0.07,0.14,0.5,9.5,0.0,0,0,0.4,0.4,0.06,0.6,0.6,Julian IllanesCarrarese
Serie B,Carrarese,Simone Zanon,it ITA,DF,23-279,26.3,1,19,6,31.6,0.72,0.23,0.05,0.17,21.5,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1,Simone ZanonCarrarese
Serie B,Carrarese,Mattia Finotto,it ITA,FW,32-159,23.9,6,47,13,27.7,1.96,0.54,0.13,0.46,14.2,0.0,0,0,7.3,7.3,0.15,-1.3,-1.3,Mattia FinottoCarrarese
Serie B,Carrarese,Marco Bleve,it ITA,GK,29-230,23.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Marco BleveCarrarese
Serie B,Carrarese,Emanuele Zuelli,it ITA,MF,23-195,22.9,2,37,9,24.3,1.62,0.39,0.05,0.22,21.6,2.0,0,0,2.9,2.9,0.08,-0.9,-0.9,Emanuele ZuelliCarrarese
Serie B,Carrarese,Samuel Giovane,it ITA,MF,22-069,21.5,1,19,3,15.8,0.88,0.14,0.05,0.33,16.6,0.0,0,0,1.7,1.7,0.09,-0.7,-0.7,Samuel GiovaneCarrarese
Serie B,Carrarese,Luigi Cherubini,it ITA,"MF,FW",21-141,20.6,3,38,16,42.1,1.84,0.78,0.08,0.19,18.2,0.0,0,0,2.1,2.1,0.05,0.9,0.9,Luigi CherubiniCarrarese
Serie B,Carrarese,Steven Shpendi,al ALB,"FW,MF",22-017,17.2,4,37,12,32.4,2.15,0.7,0.11,0.33,13.1,0.0,0,0,4.8,4.8,0.14,-0.8,-0.8,Steven ShpendiCarrarese
Serie B,Carrarese,Filippo Oliana,it ITA,DF,25-340,16.3,1,4,1,25.0,0.25,0.06,0.25,1.0,20.7,0.0,0,0,0.1,0.1,0.04,0.9,0.9,Filippo OlianaCarrarese
Serie B,Carrarese,Gabriele Guarino,it ITA,DF,21-052,13.0,2,10,4,40.0,0.77,0.31,0.2,0.5,11.9,1.0,0,0,1.2,1.2,0.12,0.8,0.8,Gabriele GuarinoCarrarese
Serie B,Carrarese,Mauro Coppolaro,it ITA,DF,28-087,13.0,0,3,1,33.3,0.23,0.08,0.0,0.0,16.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Mauro CoppolaroCarrarese
Serie B,Carrarese,Devid Bouah,it ITA,DF,23-296,15.0,3,17,6,35.3,1.13,0.4,0.18,0.5,14.0,0.0,0,0,2.3,2.3,0.14,0.7,0.7,Devid BouahCarrarese
Serie B,Carrarese,Vincenzo Fiorillo,it ITA,GK,35-143,11.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Vincenzo FiorilloCarrarese
Serie B,Carrarese,Leonardo Cerri,it ITA,"FW,MF",22-093,12.1,3,32,14,43.8,2.64,1.16,0.09,0.21,15.7,0.0,0,0,1.7,1.7,0.05,1.3,1.3,Leonardo CerriCarrarese
Serie B,Carrarese,Leonardo Capezzi,it ITA,MF,30-069,10.1,0,2,0,0.0,0.2,0.0,0.0,,23.7,1.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Leonardo CapezziCarrarese
Serie B,Carrarese,Ernesto Torregrossa,ve VEN,"FW,MF",32-342,4.6,3,9,3,33.3,1.96,0.65,0.33,1.0,12.4,0.0,0,0,1.5,1.5,0.17,1.5,1.5,Ernesto TorregrossaCarrarese
Serie B,Carrarese,Niccolo Belloni,it ITA,"DF,MF",30-330,7.5,0,12,2,16.7,1.59,0.27,0.0,0.0,19.3,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Niccolo BelloniCarrarese
Serie B,Carrarese,Giuseppe Panico,it ITA,"MF,FW",28-026,7.2,0,16,4,25.0,2.21,0.55,0.0,0.0,16.4,0.0,0,0,1.8,1.8,0.11,-1.8,-1.8,Giuseppe PanicoCarrarese
Serie B,Carrarese,Alessandro Capello,it ITA,"FW,MF",29-175,4.9,0,5,0,0.0,1.02,0.0,0.0,,19.2,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,Alessandro CapelloCarrarese
Serie B,Carrarese,Filippo Melegoni,it ITA,"MF,FW",26-107,4.6,0,10,2,20.0,2.16,0.43,0.0,0.0,22.3,1.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Filippo MelegoniCarrarese
Serie B,Carrarese,Riccardo Palmieri,it ITA,"MF,FW",30-010,2.9,0,6,2,33.3,2.07,0.69,0.0,0.0,25.1,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Riccardo PalmieriCarrarese
Serie B,Carrarese,Tommaso Milanese,it ITA,"MF,FW",22-309,2.9,0,5,1,20.0,1.7,0.34,0.0,0.0,14.1,0.0,0,0,0.6,0.6,0.12,-0.6,-0.6,Tommaso MilaneseCarrarese
Serie B,Carrarese,Alessandro Fontanarosa,it ITA,"DF,MF",22-118,2.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Alessandro FontanarosaCarrarese
Serie B,Carrarese,Hjortur Hermannsson,is ISL,DF,30-117,1.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Hjortur HermannssonCarrarese
Serie B,Carrarese,Niccolo Chiorra,it ITA,GK,24-081,1.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Niccolo ChiorraCarrarese
Serie B,Carrarese,Nicola Ravaglia,it ITA,GK,36-175,1.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Nicola RavagliaCarrarese
Serie B,Carrarese,Giacomo Manzari,it ITA,"MF,FW",24-257,1.3,0,4,1,25.0,3.0,0.75,0.0,0.0,17.2,1.0,0,0,0.4,0.4,0.11,-0.4,-0.4,Giacomo ManzariCarrarese
