League,Squad,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,PlSqu
Belgian Pro League,Standard Liege,Dennis Eckert,de GER,FW,27.0,20.0,6,59,23,39.0,2.96,1.15,0.08,0.22,14.1,1.0,1,2,8.8,7.2,0.12,-2.8,-2.2,Dennis EckertStandard Liege
Belgian Pro League,Standard Liege,Isaac Price,nir NIR,MF,20.0,19.6,0,39,13,33.3,1.99,0.66,0.0,0.0,19.0,0.0,0,0,3.9,3.9,0.1,-3.9,-3.9,Isaac PriceStandard Liege
Belgian Pro League,Standard Liege,Bosko Sutalo,hr CRO,DF,24.0,18.2,1,7,3,42.9,0.39,0.17,0.14,0.33,11.2,0.0,0,0,0.8,0.8,0.12,0.2,0.2,Bosko SutaloStandard Liege
Belgian Pro League,Standard Liege,Matthieu Epolo,be BEL,GK,20.0,18.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matthieu EpoloStandard Liege
Belgian Pro League,Standard Liege,Marko Bulat,hr CRO,"MF,FW",22.0,14.0,1,21,8,38.1,1.5,0.57,0.05,0.13,25.6,7.0,0,0,1.4,1.4,0.06,-0.4,-0.4,Marko BulatStandard Liege
Belgian Pro League,Standard Liege,David Bates,sct SCO,DF,27.0,8.6,0,3,0,0.0,0.35,0.0,0.0,,11.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,David BatesStandard Liege
Belgian Pro League,Standard Liege,Sotiris Alexandropoulos,gr GRE,MF,22.0,7.6,0,6,1,16.7,0.79,0.13,0.0,0.0,25.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Sotiris AlexandropoulosStandard Liege
Belgian Pro League,Standard Liege,Soufiane Benjdida,ma MAR,FW,22.0,6.3,2,6,2,33.3,0.96,0.32,0.0,0.0,26.2,1.0,2,2,2.1,0.5,0.08,-0.1,-0.5,Soufiane BenjdidaStandard Liege
Belgian Pro League,Standard Liege,Gavin Bazunu,ie IRL,GK,22.0,6.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Gavin BazunuStandard Liege
Belgian Pro League,Standard Liege,Daan Dierckx,be BEL,DF,21.0,5.8,0,4,0,0.0,0.69,0.0,0.0,,10.1,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Daan DierckxStandard Liege
Belgian Pro League,Standard Liege,Jean Thierry Lazare,ci CIV,"MF,FW",26.0,5.4,1,4,3,75.0,0.74,0.55,0.25,0.33,19.1,0.0,0,0,0.3,0.3,0.08,0.7,0.7,Jean Thierry LazareStandard Liege
Belgian Pro League,Standard Liege,Ibrahim Karamoko,fr FRA,MF,23.0,5.0,0,3,0,0.0,0.6,0.0,0.0,,17.3,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Ibrahim KaramokoStandard Liege
Belgian Pro League,Standard Liege,Nathan Ngoy,be BEL,DF,21.0,4.0,0,3,0,0.0,0.75,0.0,0.0,,9.8,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,Nathan NgoyStandard Liege
Belgian Pro League,Standard Liege,Laurent Henkinet,be BEL,GK,31.0,3.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Laurent HenkinetStandard Liege
Belgian Pro League,Standard Liege,Boli Bolingoli-Mbombo,be BEL,DF,29.0,5.3,0,1,1,100.0,0.19,0.19,0.0,0.0,18.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Boli Bolingoli-MbomboStandard Liege
Belgian Pro League,Standard Liege,Attila Szalai,hu HUN,DF,26.0,2.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Attila SzalaiStandard Liege
Belgian Pro League,Standard Liege,Andreas Hountondji,bj BEN,FW,22.0,3.5,1,8,5,62.5,2.27,1.42,0.13,0.2,13.7,0.0,0,0,1.1,1.1,0.14,-0.1,-0.1,Andreas HountondjiStandard Liege
Belgian Pro League,Standard Liege,Grejohn Kyei,fr FRA,"FW,MF",28.0,2.4,0,4,1,25.0,1.69,0.42,0.0,0.0,17.4,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Grejohn KyeiStandard Liege
Belgian Pro League,Standard Liege,Alexandro Calut,be BEL,"DF,MF",21.0,2.1,0,2,0,0.0,0.93,0.0,0.0,,19.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Alexandro CalutStandard Liege
Belgian Pro League,Standard Liege,Arnaud Bodart,be BEL,GK,26.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Arnaud BodartStandard Liege
Belgian Pro League,Standard Liege,Souleyman Doumbia,ci CIV,DF,27.0,2.1,0,1,0,0.0,0.48,0.0,0.0,,23.7,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Souleyman DoumbiaStandard Liege
Belgian Pro League,Standard Liege,Lucas Noubi,be BEL,DF,19.0,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Lucas NoubiStandard Liege
Belgian Pro League,Standard Liege,Muhammed Badamosi,gm GAM,FW,25.0,1.3,0,4,3,75.0,3.03,2.27,0.0,0.0,20.0,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Muhammed BadamosiStandard Liege
Belgian Pro League,Standard Liege,Viktor Dukanovic,me MNE,"DF,MF",20.0,0.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Viktor DukanovicStandard Liege
Belgian Pro League,Standard Liege,Sacha Banse,bf BFA,MF,23.0,0.4,0,2,0,0.0,4.5,0.0,0.0,,18.4,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Sacha BanseStandard Liege
Belgian Pro League,Standard Liege,Kilian Lokembo,be BEL,DF,22.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Kilian LokemboStandard Liege
Belgian Pro League,Standard Liege,Opponent Total,,,24.9,30.0,34,435,136,31.3,14.5,4.53,0.08,0.25,17.2,14.0,0,1,42.9,41.9,0.1,-8.9,-7.9,Opponent TotalStandard Liege
Belgian Pro League,Mechelen,Ortwin De Wolf,be BEL,GK,27.0,30.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Ortwin De WolfMechelen
Belgian Pro League,Mechelen,Rob Schoofs,be BEL,MF,30.0,27.4,3,46,21,45.7,1.68,0.77,0.07,0.14,23.2,1.0,0,0,3.4,3.4,0.07,-0.4,-0.4,Rob SchoofsMechelen
Belgian Pro League,Mechelen,Jose Marsa,es ESP,DF,22.0,25.2,0,9,1,11.1,0.36,0.04,0.0,0.0,20.3,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Jose MarsaMechelen
Belgian Pro League,Mechelen,Toon Raemaekers,be BEL,DF,23.0,24.8,0,14,3,21.4,0.57,0.12,0.0,0.0,17.9,1.0,0,0,0.8,0.8,0.06,-0.8,-0.8,Toon RaemaekersMechelen
Belgian Pro League,Mechelen,Kerim Mrabti,se SWE,"MF,FW",30.0,22.3,2,21,7,33.3,0.94,0.31,0.05,0.14,22.6,0.0,1,2,2.9,1.3,0.06,-0.9,-0.3,Kerim MrabtiMechelen
Belgian Pro League,Mechelen,Ahmed Touba,dz ALG,DF,26.0,22.2,2,11,4,36.4,0.5,0.18,0.18,0.5,14.0,0.0,0,0,1.6,1.6,0.15,0.4,0.4,Ahmed ToubaMechelen
Belgian Pro League,Mechelen,Aziz Ouattara,ci CIV,MF,23.0,17.3,0,9,1,11.1,0.52,0.06,0.0,0.0,19.9,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8,Aziz OuattaraMechelen
Belgian Pro League,Mechelen,Daam Foulon,be BEL,"DF,MF",25.0,17.7,3,16,6,37.5,0.9,0.34,0.19,0.5,17.5,0.0,0,0,1.5,1.5,0.1,1.5,1.5,Daam FoulonMechelen
Belgian Pro League,Mechelen,Patrick Pflucke,de GER,"DF,MF",27.0,16.4,4,39,12,30.8,2.38,0.73,0.08,0.25,20.3,4.0,1,1,4.6,3.9,0.1,-0.6,-0.9,Patrick PfluckeMechelen
Belgian Pro League,Mechelen,Nikola Storm,be BEL,"MF,FW",29.0,15.5,4,46,21,45.7,2.96,1.35,0.09,0.19,18.6,0.0,0,0,3.2,3.2,0.07,0.8,0.8,Nikola StormMechelen
Belgian Pro League,Mechelen,Rafik Belghali,dz ALG,DF,22.0,17.4,1,26,9,34.6,1.5,0.52,0.04,0.11,16.1,0.0,0,0,2.0,2.0,0.08,-1.0,-1.0,Rafik BelghaliMechelen
Belgian Pro League,Mechelen,Lion Lauberbach,de GER,FW,26.0,15.3,3,40,12,30.0,2.61,0.78,0.08,0.25,11.7,0.0,0,0,6.6,6.6,0.17,-3.6,-3.6,Lion LauberbachMechelen
Belgian Pro League,Mechelen,Benito Raman,be BEL,FW,29.0,12.7,13,44,33,75.0,3.48,2.61,0.3,0.39,12.8,0.0,0,0,10.1,10.1,0.24,2.9,2.9,Benito RamanMechelen
Belgian Pro League,Mechelen,Geoffry Hairemans,be BEL,"MF,FW",32.0,13.2,2,11,3,27.3,0.83,0.23,0.18,0.67,16.1,0.0,0,0,1.1,1.1,0.1,0.9,0.9,Geoffry HairemansMechelen
Belgian Pro League,Mechelen,Fredrik Hammer,se SWE,MF,23.0,8.7,0,3,1,33.3,0.34,0.11,0.0,0.0,18.6,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Fredrik HammerMechelen
Belgian Pro League,Mechelen,Bas van den Eynden,be BEL,DF,22.0,8.0,3,7,3,42.9,0.87,0.37,0.43,1.0,9.1,0.0,0,0,1.0,1.0,0.14,2.0,2.0,Bas van den EyndenMechelen
Belgian Pro League,Mechelen,Bilal Bafdili,be BEL,"MF,FW",19.0,9.8,2,11,3,27.3,1.12,0.31,0.18,0.67,14.6,0.0,0,0,1.9,1.9,0.17,0.1,0.1,Bilal BafdiliMechelen
Belgian Pro League,Mechelen,Stephen Welsh,sct SCO,DF,24.0,4.5,0,4,1,25.0,0.89,0.22,0.0,0.0,9.0,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Stephen WelshMechelen
Belgian Pro League,Mechelen,Jules Van Cleemput,be BEL,DF,27.0,3.5,0,3,0,0.0,0.86,0.0,0.0,,18.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Jules Van CleemputMechelen
Belgian Pro League,Mechelen,Petter Nosa Dahl,no NOR,"MF,FW",21.0,5.1,1,14,4,28.6,2.75,0.79,0.07,0.25,15.5,0.0,0,0,1.5,1.5,0.11,-0.5,-0.5,Petter Nosa DahlMechelen
Belgian Pro League,Mechelen,Bill Antonio,zw ZIM,"DF,FW",21.0,3.9,0,5,2,40.0,1.29,0.52,0.0,0.0,12.8,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Bill AntonioMechelen
Belgian Pro League,Mechelen,Sandy Walsh,id IDN,DF,29.0,2.2,0,1,0,0.0,0.45,0.0,0.0,,11.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Sandy WalshMechelen
Belgian Pro League,Mechelen,Zinho Vanheusden,be BEL,DF,25.0,1.8,0,2,1,50.0,1.14,0.57,0.0,0.0,10.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Zinho VanheusdenMechelen
Belgian Pro League,Mechelen,Keano Vanrafelghem,be BEL,"MF,FW",20.0,1.8,0,1,0,0.0,0.57,0.0,0.0,,8.5,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Keano VanrafelghemMechelen
Belgian Pro League,Mechelen,Mory Konate,gn GUI,"DF,MF",30.0,1.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Mory KonateMechelen
Belgian Pro League,Mechelen,Julien Ngoy,be BEL,FW,26.0,1.3,0,3,0,0.0,2.27,0.0,0.0,,11.7,0.0,0,0,0.7,0.7,0.23,-0.7,-0.7,Julien NgoyMechelen
Belgian Pro League,Mechelen,Elton Yeboah,be BEL,"MF,DF",19.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Elton YeboahMechelen
Belgian Pro League,Mechelen,Opponent Total,,,24.8,30.0,36,423,137,32.4,14.1,4.57,0.07,0.23,16.8,10.0,5,5,42.6,38.7,0.09,-6.6,-7.7,Opponent TotalMechelen
Belgian Pro League,Westerlo,Dogucan Haspolat,tr TUR,MF,24.0,28.9,3,24,10,41.7,0.83,0.35,0.13,0.3,29.5,9.0,0,0,1.8,1.8,0.07,1.2,1.2,Dogucan HaspolatWesterlo
Belgian Pro League,Westerlo,Luka Vuskovic,hr CRO,DF,17.0,27.5,7,37,15,40.5,1.35,0.55,0.19,0.47,15.0,0.0,0,0,2.7,2.7,0.07,4.3,4.3,Luka VuskovicWesterlo
Belgian Pro League,Westerlo,Tuur Rommens,be BEL,DF,21.0,26.5,0,31,9,29.0,1.17,0.34,0.0,0.0,14.8,0.0,0,0,2.1,2.1,0.07,-2.1,-2.1,Tuur RommensWesterlo
Belgian Pro League,Westerlo,Bryan Reynolds,us USA,DF,23.0,26.3,1,20,6,30.0,0.76,0.23,0.05,0.17,21.0,0.0,0,0,1.0,1.0,0.05,0.0,0.0,Bryan ReynoldsWesterlo
Belgian Pro League,Westerlo,Allahyar Sayyadmanesh,ir IRN,"FW,MF",23.0,20.1,6,54,18,33.3,2.69,0.9,0.07,0.22,15.8,0.0,2,2,8.0,6.5,0.12,-2.0,-2.5,Allahyar SayyadmaneshWesterlo
Belgian Pro League,Westerlo,Matija Frigan,hr CRO,FW,21.0,20.5,9,59,25,42.4,2.88,1.22,0.15,0.36,14.8,0.0,0,1,9.0,8.2,0.14,0.0,0.8,Matija FriganWesterlo
Belgian Pro League,Westerlo,Alfie Devine,eng ENG,MF,19.0,17.8,4,42,15,35.7,2.35,0.84,0.1,0.27,19.2,0.0,0,0,3.3,3.2,0.08,0.7,0.8,Alfie DevineWesterlo
Belgian Pro League,Westerlo,Arthur Piedfort,be BEL,MF,19.0,15.4,0,12,4,33.3,0.78,0.26,0.0,0.0,19.3,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9,Arthur PiedfortWesterlo
Belgian Pro League,Westerlo,Griffin Yow,us USA,FW,21.0,17.0,4,49,16,32.7,2.88,0.94,0.04,0.13,19.6,1.0,2,2,4.9,3.3,0.07,-0.9,-1.3,Griffin YowWesterlo
Belgian Pro League,Westerlo,Emin Bayram,tr TUR,DF,21.0,16.7,1,10,5,50.0,0.6,0.3,0.1,0.2,13.7,0.0,0,0,1.5,1.5,0.15,-0.5,-0.5,Emin BayramWesterlo
Belgian Pro League,Westerlo,Roman Neustadter,ru RUS,DF,36.0,16.0,1,6,4,66.7,0.37,0.25,0.17,0.25,13.4,0.0,0,0,0.8,0.8,0.13,0.2,0.2,Roman NeustadterWesterlo
Belgian Pro League,Westerlo,Josimar Alcocer,cr CRC,"FW,MF",20.0,14.5,1,25,12,48.0,1.72,0.83,0.04,0.08,17.4,0.0,0,0,2.5,2.5,0.1,-1.5,-1.5,Josimar AlcocerWesterlo
Belgian Pro League,Westerlo,Jordan Bos,au AUS,"DF,FW",21.0,11.4,4,32,11,34.4,2.8,0.96,0.13,0.36,15.9,0.0,0,0,3.7,3.7,0.12,0.3,0.3,Jordan BosWesterlo
Belgian Pro League,Westerlo,Sinan Bolat,tr TUR,GK,35.0,11.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Sinan BolatWesterlo
Belgian Pro League,Westerlo,Koen Van Langendonck,be BEL,GK,35.0,10.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Koen Van LangendonckWesterlo
Belgian Pro League,Westerlo,Andreas Jungdal,dk DEN,GK,22.0,8.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Andreas JungdalWesterlo
Belgian Pro League,Westerlo,Isa Sakamoto,jp JPN,"MF,FW",20.0,7.4,3,11,4,36.4,1.49,0.54,0.27,0.75,14.5,0.0,0,0,1.0,1.0,0.09,2.0,2.0,Isa SakamotoWesterlo
Belgian Pro League,Westerlo,Thomas Van den Keybus,be BEL,MF,23.0,7.7,0,11,2,18.2,1.43,0.26,0.0,0.0,21.8,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Thomas Van den KeybusWesterlo
Belgian Pro League,Westerlo,Dire Mebude,sct SCO,FW,20.0,7.6,2,17,5,29.4,2.25,0.66,0.12,0.4,15.9,0.0,0,0,2.7,2.7,0.16,-0.7,-0.7,Dire MebudeWesterlo
Belgian Pro League,Westerlo,Lucas Stassin,be BEL,FW,19.0,4.5,2,15,6,40.0,3.34,1.34,0.13,0.33,13.4,0.0,0,0,2.1,2.1,0.14,-0.1,-0.1,Lucas StassinWesterlo
Belgian Pro League,Westerlo,Nicolas Madsen,dk DEN,MF,24.0,4.0,1,5,0,0.0,1.26,0.0,0.0,,19.6,0.0,1,1,1.0,0.2,0.04,0.0,-0.2,Nicolas MadsenWesterlo
Belgian Pro League,Westerlo,Serhiy Sydorchuk,ua UKR,MF,33.0,3.5,0,3,0,0.0,0.85,0.0,0.0,,17.7,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Serhiy SydorchukWesterlo
Belgian Pro League,Westerlo,Islam Slimani,dz ALG,"FW,MF",36.0,2.5,1,5,1,20.0,2.04,0.41,0.2,1.0,12.5,0.0,0,0,0.5,0.5,0.09,0.5,0.5,Islam SlimaniWesterlo
Belgian Pro League,Westerlo,Emir Ortakaya,tr TUR,DF,20.0,1.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Emir OrtakayaWesterlo
Belgian Pro League,Westerlo,Nick Gillekens,be BEL,GK,29.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Nick GillekensWesterlo
Belgian Pro League,Westerlo,Edisson Jordanov,bg BUL,DF,31.0,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Edisson JordanovWesterlo
Belgian Pro League,Westerlo,Rhys Youlley,au AUS,"FW,MF",19.0,0.5,0,2,0,0.0,3.83,0.0,0.0,,18.2,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Rhys YoulleyWesterlo
Belgian Pro League,Westerlo,Muhammed Gumuskaya,tr TUR,"FW,MF",23.0,0.3,0,1,0,0.0,3.33,0.0,0.0,,20.9,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Muhammed GumuskayaWesterlo
Belgian Pro League,Westerlo,Amando Lapage,be BEL,DF,19.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Amando LapageWesterlo
Belgian Pro League,Westerlo,Mathias Fixelles,be BEL,"FW,MF",27.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Mathias FixellesWesterlo
Belgian Pro League,Westerlo,Opponent Total,,,25.1,30.0,48,413,134,32.4,13.77,4.47,0.1,0.32,16.7,12.0,5,7,50.1,44.4,0.11,-2.1,-1.4,Opponent TotalWesterlo
Belgian Pro League,Charleroi,Adem Zorgane,dz ALG,MF,24.0,29.9,1,25,7,28.0,0.84,0.23,0.04,0.14,25.3,4.0,0,0,1.1,1.1,0.04,-0.1,-0.1,Adem ZorganeCharleroi
Belgian Pro League,Charleroi,Daan Heymans,be BEL,MF,25.0,28.0,11,70,24,34.3,2.5,0.86,0.1,0.29,15.6,0.0,4,5,13.3,9.4,0.13,-2.3,-2.4,Daan HeymansCharleroi
Belgian Pro League,Charleroi,Jeremy Petris,fr FRA,"DF,FW",26.0,25.4,0,14,4,28.6,0.55,0.16,0.0,0.0,16.6,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Jeremy PetrisCharleroi
Belgian Pro League,Charleroi,Vetle Dragsnes,no NOR,DF,30.0,23.9,0,10,2,20.0,0.42,0.08,0.0,0.0,18.8,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,Vetle DragsnesCharleroi
Belgian Pro League,Charleroi,Parfait Guiagon,ci CIV,FW,23.0,21.9,5,62,22,35.5,2.83,1.0,0.08,0.23,19.7,0.0,0,0,5.3,5.3,0.09,-0.3,-0.3,Parfait GuiagonCharleroi
Belgian Pro League,Charleroi,Stelios Andreou,cy CYP,DF,22.0,24.2,1,7,2,28.6,0.29,0.08,0.14,0.5,6.6,0.0,0,0,2.0,2.0,0.29,-1.0,-1.0,Stelios AndreouCharleroi
Belgian Pro League,Charleroi,Aiham Ousou,sy SYR,DF,24.0,22.4,0,12,4,33.3,0.53,0.18,0.0,0.0,11.6,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Aiham OusouCharleroi
Belgian Pro League,Charleroi,Mohamed Kone,ci CIV,GK,22.0,21.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Mohamed KoneCharleroi
Belgian Pro League,Charleroi,Antoine Bernier,be BEL,FW,26.0,18.5,3,30,7,23.3,1.62,0.38,0.1,0.43,17.1,0.0,0,0,3.2,3.2,0.11,-0.2,-0.2,Antoine BernierCharleroi
Belgian Pro League,Charleroi,Yassine Titraoui,dz ALG,MF,21.0,16.5,1,33,10,30.3,2.0,0.61,0.03,0.1,22.1,0.0,0,0,1.7,1.7,0.05,-0.7,-0.7,Yassine TitraouiCharleroi
Belgian Pro League,Charleroi,Nikola Stulic,rs SRB,FW,22.0,16.0,9,44,18,40.9,2.75,1.13,0.2,0.5,10.9,0.0,0,0,8.5,8.5,0.2,0.5,0.5,Nikola StulicCharleroi
Belgian Pro League,Charleroi,Check Keita,fr FRA,DF,21.0,13.2,0,5,0,0.0,0.38,0.0,0.0,,16.6,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,Check KeitaCharleroi
Belgian Pro League,Charleroi,Etienne Camara,fr FRA,MF,21.0,11.9,0,6,1,16.7,0.5,0.08,0.0,0.0,21.3,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Etienne CamaraCharleroi
Belgian Pro League,Charleroi,Isaac Mbenza,be BEL,FW,28.0,10.3,3,27,11,40.7,2.63,1.07,0.11,0.27,21.3,6.0,0,0,1.6,1.6,0.06,1.4,1.4,Isaac MbenzaCharleroi
Belgian Pro League,Charleroi,Zan Rogelj,si SVN,"DF,FW",24.0,9.2,0,6,2,33.3,0.65,0.22,0.0,0.0,17.8,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,Zan RogeljCharleroi
Belgian Pro League,Charleroi,Martin Delavallee,be BEL,GK,20.0,8.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Martin DelavalleeCharleroi
Belgian Pro League,Charleroi,Mardochee Nzita,be BEL,DF,24.0,6.2,0,4,1,25.0,0.64,0.16,0.0,0.0,23.0,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Mardochee NzitaCharleroi
Belgian Pro League,Charleroi,Grejohn Kyei,fr FRA,FW,28.0,4.1,1,8,4,50.0,1.93,0.97,0.13,0.25,10.5,0.0,0,0,1.9,1.9,0.24,-0.9,-0.9,Grejohn KyeiCharleroi
Belgian Pro League,Charleroi,Oday Dabbagh,ps PLE,FW,25.0,5.5,1,14,6,42.9,2.57,1.1,0.07,0.17,16.6,0.0,0,0,2.1,2.1,0.15,-1.1,-1.1,Oday DabbaghCharleroi
Belgian Pro League,Charleroi,Youssuf Sylla,be BEL,FW,21.0,4.4,0,13,2,15.4,2.98,0.46,0.0,0.0,12.1,0.0,0,0,1.9,1.9,0.15,-1.9,-1.9,Youssuf SyllaCharleroi
Belgian Pro League,Charleroi,Alexis Flips,fr FRA,"FW,MF",24.0,3.1,0,15,2,13.3,4.86,0.65,0.0,0.0,23.5,1.0,0,0,0.6,0.6,0.04,-0.6,-0.6,Alexis FlipsCharleroi
Belgian Pro League,Charleroi,Youssouph Badji,sn SEN,FW,22.0,2.3,0,10,6,60.0,4.39,2.63,0.0,0.0,8.9,0.0,0,0,1.7,1.7,0.17,-1.7,-1.7,Youssouph BadjiCharleroi
Belgian Pro League,Charleroi,Massamba Sow,fr FRA,DF,20.0,1.5,0,2,1,50.0,1.37,0.69,0.0,0.0,7.8,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,Massamba SowCharleroi
Belgian Pro League,Charleroi,Theo Defourny,be BEL,GK,32.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Theo DefournyCharleroi
Belgian Pro League,Charleroi,Raymond Asante,gh GHA,"FW,MF",20.0,0.7,0,2,0,0.0,2.69,0.0,0.0,,27.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Raymond AsanteCharleroi
Belgian Pro League,Charleroi,Alexandre Stanic,be BEL,"FW,MF",19.0,0.1,0,1,0,0.0,6.92,0.0,0.0,,11.8,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1,Alexandre StanicCharleroi
Belgian Pro League,Charleroi,Quentin Benaets,be BEL,"DF,FW",20.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Quentin BenaetsCharleroi
Belgian Pro League,Charleroi,Amine Boukamir,ma MAR,MF,17.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Amine BoukamirCharleroi
Belgian Pro League,Charleroi,Noam Mayoka-Tika,be BEL,MF,20.0,0.1,0,1,1,100.0,10.0,10.0,0.0,0.0,32.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Noam Mayoka-TikaCharleroi
Belgian Pro League,Charleroi,Opponent Total,,,25.0,30.0,35,338,121,35.8,11.27,4.03,0.09,0.26,18.5,15.0,3,4,34.8,31.6,0.1,0.2,0.4,Opponent TotalCharleroi
Belgian Pro League,OH Leuven,Tobe Leysen,be BEL,GK,22.0,29.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Tobe LeysenOH Leuven
Belgian Pro League,OH Leuven,Birger Verstraete,be BEL,MF,30.0,23.8,0,16,2,12.5,0.67,0.08,0.0,0.0,25.1,3.0,0,0,0.7,0.7,0.04,-0.7,-0.7,Birger VerstraeteOH Leuven
Belgian Pro League,OH Leuven,Ezechiel Banzuzi,nl NED,MF,19.0,23.1,2,38,11,28.9,1.64,0.48,0.05,0.18,16.1,0.0,0,0,3.5,3.5,0.09,-1.5,-1.5,Ezechiel BanzuziOH Leuven
Belgian Pro League,OH Leuven,Takahiro Akimoto,jp JPN,DF,26.0,22.5,0,15,2,13.3,0.67,0.09,0.0,0.0,12.8,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Takahiro AkimotoOH Leuven
Belgian Pro League,OH Leuven,Federico Ricca,uy URU,DF,29.0,21.2,1,8,1,12.5,0.38,0.05,0.13,1.0,10.5,0.0,0,0,1.3,1.3,0.16,-0.3,-0.3,Federico RiccaOH Leuven
Belgian Pro League,OH Leuven,Siebe Schrijvers,be BEL,MF,28.0,20.2,4,30,4,13.3,1.48,0.2,0.03,0.25,20.8,2.0,3,3,5.2,2.8,0.09,-1.2,-1.8,Siebe SchrijversOH Leuven
Belgian Pro League,OH Leuven,Konan N'dri,ci CIV,"FW,MF",23.0,17.6,3,44,14,31.8,2.5,0.79,0.07,0.21,20.3,0.0,0,0,2.5,2.5,0.06,0.5,0.5,Konan N'driOH Leuven
