Squad,Player,PlSqu,Rk,Nation,Pos,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
Wolfsburg,Bence Dardai,Bence DardaiWolfsburg,666,hu HUN,MF,de Bundesliga,18,2006,21,16,1304,14.5,1,1,2,1,0,0,0,0,1.0,1.0,1.0,2.1,5,39,24,0.07,0.07,0.14,0.07,0.14,0.07,0.07,0.14,0.07,0.14
Mallorca,Sergi Darder,Sergi DarderMallorca,667,es ESP,"MF,FW",es La Liga,30,1993,38,34,2744,30.5,2,6,8,2,0,0,4,0,2.1,2.1,3.7,5.8,37,142,83,0.07,0.20,0.26,0.07,0.26,0.07,0.12,0.19,0.07,0.19
Inter,Matteo Darmian,Matteo DarmianInter,668,it ITA,DF,it Serie A,34,1989,29,20,1781,19.8,3,2,5,3,0,0,3,0,1.9,1.9,1.5,3.5,14,45,102,0.15,0.10,0.25,0.15,0.25,0.10,0.08,0.18,0.10,0.18
Bochum,Lukas Daschner,Lukas DaschnerBochum,669,de GER,"MF,FW",de Bundesliga,25,1998,14,3,412,4.6,1,1,2,1,0,1,0,0,2.7,1.9,0.7,2.6,8,11,19,0.22,0.22,0.44,0.22,0.44,0.60,0.15,0.74,0.42,0.57
Juventus,Juan David Cabal,Juan David CabalJuventus,670,co COL,DF,it Serie A,23,2001,7,6,460,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,14,17,19,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Lille,Jonathan David,Jonathan DavidLille,671,ca CAN,FW,fr Ligue 1,24,2000,32,28,2554,28.4,16,5,21,10,6,7,4,0,16.2,10.7,4.4,15.1,40,65,184,0.56,0.18,0.74,0.35,0.53,0.57,0.16,0.73,0.38,0.53
Bayern Munich,Alphonso Davies,Alphonso DaviesBayern Munich,672,ca CAN,DF,de Bundesliga,23,2000,19,17,1560,17.3,1,2,3,1,0,0,0,0,1.2,1.2,1.6,2.8,81,120,140,0.06,0.12,0.17,0.06,0.17,0.07,0.09,0.16,0.07,0.16
Tottenham,Ben Davies,Ben DaviesTottenham,673,wls WAL,DF,eng Premier League,31,1993,17,14,1331,14.8,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,14,52,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Udinese,Keinan Davis,Keinan DavisUdinese,674,eng ENG,FW,it Serie A,26,1998,23,10,1066,11.8,2,1,3,2,0,0,2,0,2.9,2.9,2.1,5.0,26,22,77,0.17,0.08,0.25,0.17,0.25,0.24,0.18,0.42,0.24,0.42
Ipswich Town,Leif Davis,Leif DavisIpswich Town,675,eng ENG,DF,eng Premier League,24,2000,33,32,2743,30.5,1,2,3,1,0,0,5,1,1.0,1.0,4.9,5.8,52,59,137,0.03,0.07,0.10,0.03,0.10,0.03,0.16,0.19,0.03,0.19
Saint-Etienne,Zuriko Davitashvili,Zuriko DavitashviliSaint-Etienne,676,ge GEO,"FW,MF",fr Ligue 1,23,2001,33,32,2778,30.9,9,8,17,7,2,2,3,0,8.1,6.6,4.7,11.3,95,73,224,0.29,0.26,0.55,0.23,0.49,0.27,0.16,0.43,0.22,0.38
Hellas Verona,Pawel Dawidowicz,Pawel DawidowiczHellas Verona,677,pl POL,"DF,MF",it Serie A,29,1995,26,24,1845,20.5,0,0,0,0,0,0,7,1,0.3,0.3,0.0,0.3,10,39,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Wolves,Craig Dawson,Craig DawsonWolves,678,eng ENG,DF,eng Premier League,34,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,6,20,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Manchester City,Kevin De Bruyne,Kevin De BruyneManchester City,679,be BEL,"MF,FW",eng Premier League,33,1991,28,19,1702,18.9,4,7,11,4,0,0,2,0,5.1,5.1,8.0,13.1,51,157,150,0.21,0.37,0.58,0.21,0.58,0.27,0.42,0.69,0.27,0.69
Leicester City,Bobby De Cordova-Reid,Bobby De Cordova-ReidLeicester City,680,jm JAM,FW,eng Premier League,31,1993,23,9,744,8.3,1,2,3,1,0,0,2,0,0.8,0.8,1.2,2.0,14,15,48,0.12,0.24,0.36,0.12,0.36,0.10,0.15,0.24,0.10,0.24
Atalanta,Charles De Ketelaere,Charles De KetelaereAtalanta,681,be BEL,"MF,FW",it Serie A,23,2001,36,25,2070,23.0,7,7,14,7,0,0,1,0,7.3,7.3,6.0,13.2,108,140,211,0.30,0.30,0.61,0.30,0.61,0.32,0.26,0.57,0.32,0.57
Atletico Madrid,Rodrigo De Paul,Rodrigo De PaulAtletico Madrid,682,ar ARG,MF,es La Liga,30,1994,34,23,2106,23.4,3,5,8,3,0,0,7,0,1.3,1.3,5.6,6.9,85,231,64,0.13,0.21,0.34,0.13,0.34,0.06,0.24,0.29,0.06,0.29
Auxerre,Theo De Percin,Theo De PercinAuxerre,683,mq MTQ,GK,fr Ligue 1,23,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Empoli,Mattia De Sciglio,Mattia De SciglioEmpoli,684,it ITA,DF,it Serie A,31,1992,16,7,769,8.5,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,4,18,7,0.12,0.00,0.12,0.12,0.12,0.07,0.02,0.09,0.07,0.09
Bologna,Lorenzo De Silvestri,Lorenzo De SilvestriBologna,685,it ITA,DF,it Serie A,36,1988,18,13,1060,11.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,4,46,30,0.08,0.00,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09
Reims,Thibault De Smet,Thibault De SmetReims,686,be BEL,DF,fr Ligue 1,26,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,9,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Genoa,Koni De Winter,Koni De WinterGenoa,687,be BEL,DF,it Serie A,22,2002,25,23,2135,23.7,3,0,3,3,0,0,6,0,2.1,2.1,0.2,2.3,10,56,10,0.13,0.00,0.13,0.13,0.13,0.09,0.01,0.10,0.09,0.10
Marseille,Amar Dedic,Amar DedicMarseille,688,ba BIH,DF,fr Ligue 1,21,2002,10,2,314,3.5,0,1,1,0,0,0,1,0,0.9,0.9,0.9,1.8,21,16,46,0.00,0.29,0.29,0.00,0.29,0.26,0.25,0.51,0.26,0.51
Cagliari,Alessandro Deiola,Alessandro DeiolaCagliari,689,it ITA,MF,it Serie A,28,1995,29,16,1432,15.9,2,1,3,2,0,0,6,0,1.7,1.7,0.6,2.4,11,40,36,0.13,0.06,0.19,0.13,0.19,0.11,0.04,0.15,0.11,0.15
Brest,Romain Del Castillo,Romain Del CastilloBrest,690,fr FRA,FW,fr Ligue 1,28,1996,26,14,1259,14.0,6,4,10,3,3,4,0,0,4.7,1.5,3.4,4.9,29,61,106,0.43,0.29,0.71,0.21,0.50,0.33,0.24,0.58,0.11,0.35
Parma,Enrico Del Prato,Enrico Del PratoParma,691,it ITA,DF,it Serie A,24,1999,34,32,2947,32.7,4,0,4,4,0,0,8,0,2.0,2.0,1.2,3.2,8,81,31,0.12,0.00,0.12,0.12,0.12,0.06,0.04,0.10,0.06,0.10
Strasbourg,Thomas Delaine,Thomas DelaineStrasbourg,692,fr FRA,DF,fr Ligue 1,32,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ipswich Town,Liam Delap,Liam DelapIpswich Town,693,eng ENG,FW,eng Premier League,21,2003,37,32,2593,28.8,12,2,14,10,2,2,12,0,9.3,7.8,1.9,9.7,61,30,110,0.42,0.07,0.49,0.35,0.42,0.32,0.07,0.39,0.27,0.34
Lazio,Fisayo Dele-Bashiru,Fisayo Dele-BashiruLazio,694,ng NGA,"MF,FW",it Serie A,23,2001,20,12,947,10.5,3,1,4,3,0,0,0,0,1.1,1.1,0.8,1.9,23,26,57,0.29,0.10,0.38,0.29,0.38,0.10,0.08,0.18,0.10,0.18
Montpellier,Andy Delort,Andy DelortMontpellier,695,dz ALG,FW,fr Ligue 1,32,1991,9,8,607,6.7,0,0,0,0,0,0,1,0,1.3,1.3,0.9,2.2,4,6,20,0.00,0.00,0.00,0.00,0.00,0.23,0.15,0.38,0.23,0.38
Werder Bremen,Olivier Deman,Olivier DemanWerder Bremen,696,be BEL,DF,de Bundesliga,24,2000,9,0,67,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15
Torino,Ali Dembele,Ali DembeleTorino,697,fr FRA,DF,it Serie A,20,2004,15,4,388,4.3,1,0,1,1,0,0,4,1,0.4,0.4,0.1,0.5,8,12,8,0.23,0.00,0.23,0.23,0.23,0.08,0.02,0.10,0.08,0.10
Paris S-G,Ousmane Dembele,Ousmane DembeleParis S-G,698,fr FRA,FW,fr Ligue 1,27,1997,29,20,1730,19.2,21,6,27,20,1,1,1,0,16.6,15.8,8.2,24.0,127,137,252,1.09,0.31,1.40,1.04,1.35,0.86,0.43,1.29,0.82,1.25
Stuttgart,Ermedin Demirovic,Ermedin DemirovicStuttgart,699,ba BIH,FW,de Bundesliga,26,1998,34,20,1855,20.6,15,1,16,15,0,2,2,0,14.1,12.4,1.9,14.3,20,31,115,0.73,0.05,0.78,0.73,0.78,0.69,0.09,0.78,0.60,0.70
Brentford,Sepp van den Berg,Sepp van den BergBrentford,700,nl NED,DF,eng Premier League,22,2001,31,29,2586,28.7,0,0,0,0,0,0,3,0,2.0,2.0,0.8,2.8,12,79,28,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
Lyon,Remy Descamps,Remy DescampsLyon,701,fr FRA,GK,fr Ligue 1,28,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Le Havre,Arthur Desmas,Arthur DesmasLe Havre,702,fr FRA,GK,fr Ligue 1,30,1994,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Crystal Palace,Justin Devenny,Justin DevennyCrystal Palace,703,nir NIR,MF,eng Premier League,20,2003,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25
Chelsea,Kiernan Dewsbury-Hall,Kiernan Dewsbury-HallChelsea,704,eng ENG,"MF,FW",eng Premier League,25,1998,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0.00,0.34,0.34,0.00,0.34,0.08,0.36,0.44,0.08,0.44
Juventus,Michele Di Gregorio,Michele Di GregorioJuventus,705,it ITA,GK,it Serie A,27,1997,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Napoli,Giovanni Di Lorenzo,Giovanni Di LorenzoNapoli,706,it ITA,DF,it Serie A,30,1993,37,37,3330,37.0,3,2,5,3,0,0,6,0,2.8,2.8,3.9,6.7,50,224,163,0.08,0.05,0.14,0.08,0.14,0.08,0.10,0.18,0.08,0.18
Lazio,Boulaye Dia,Boulaye DiaLazio,707,sn SEN,"MF,FW",it Serie A,27,1996,35,27,2177,24.2,9,3,12,9,0,0,2,0,7.1,7.1,4.2,11.3,23,51,114,0.37,0.12,0.50,0.37,0.50,0.29,0.17,0.47,0.29,0.47
Valencia,Mouctar Diakhaby,Mouctar DiakhabyValencia,708,gn GUI,DF,es La Liga,27,1996,13,7,653,7.3,2,0,2,2,0,0,0,0,1.5,1.5,0.0,1.5,5,14,2,0.28,0.00,0.28,0.28,0.28,0.20,0.00,0.21,0.20,0.21
Reims,Mamadou Diakhon,Mamadou DiakhonReims,709,fr FRA,"FW,MF",fr Ligue 1,18,2005,28,5,858,9.5,2,1,3,2,0,0,2,0,1.0,1.0,1.1,2.2,61,17,77,0.21,0.10,0.31,0.21,0.31,0.11,0.12,0.23,0.11,0.23
Lille,Bafode Diakite,Bafode DiakiteLille,710,fr FRA,DF,fr Ligue 1,23,2001,31,31,2766,30.7,4,1,5,4,0,0,8,1,2.3,2.3,0.2,2.5,15,90,3,0.13,0.03,0.16,0.13,0.16,0.08,0.01,0.08,0.08,0.08
Reims,Oumar Diakite,Oumar DiakiteReims,711,ci CIV,FW,fr Ligue 1,20,2003,26,20,1628,18.1,4,1,5,4,0,1,6,0,5.5,4.7,1.1,5.8,24,44,93,0.22,0.06,0.28,0.22,0.28,0.30,0.06,0.36,0.26,0.32
Manchester Utd,Amad Diallo,Amad DialloManchester Utd,712,ci CIV,"MF,FW",eng Premier League,22,2002,26,20,1901,21.1,8,6,14,8,0,0,5,0,4.7,4.7,4.9,9.6,109,60,200,0.38,0.28,0.66,0.38,0.66,0.22,0.23,0.45,0.22,0.45
Como,Assane Diao,Assane DiaoComo,713,sn SEN,"FW,MF",it Serie A,18,2005,15,14,1252,13.9,8,1,9,8,0,0,2,0,4.0,4.0,0.4,4.4,50,36,116,0.58,0.07,0.65,0.58,0.65,0.29,0.03,0.31,0.29,0.31
Betis,Assane Diao,Assane DiaoBetis,714,sn SEN,FW,es La Liga,18,2005,10,2,277,3.1,1,2,3,1,0,0,0,0,0.8,0.8,1.5,2.3,9,1,27,0.32,0.65,0.97,0.32,0.97,0.26,0.50,0.75,0.26,0.75
Strasbourg,Habib Diarra,Habib DiarraStrasbourg,715,sn SEN,"MF,FW",fr Ligue 1,20,2004,30,27,2352,26.1,4,5,9,2,2,2,6,0,3.3,1.8,4.5,6.3,61,116,114,0.15,0.19,0.34,0.08,0.27,0.13,0.17,0.30,0.07,0.24
Alaves,Moussa Diarra,Moussa DiarraAlaves,716,ml MLI,DF,es La Liga,23,2000,26,20,1866,20.7,0,0,0,0,0,0,6,0,0.0,0.0,0.1,0.2,12,70,31,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Manchester City,Ruben Dias,Ruben DiasManchester City,717,pt POR,DF,eng Premier League,27,1997,27,25,2271,25.2,0,0,0,0,0,0,4,0,1.5,1.5,0.3,1.8,43,160,8,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
Monaco,Krepin Diatta,Krepin DiattaMonaco,718,sn SEN,"DF,FW",fr Ligue 1,25,1999,19,3,508,5.6,0,0,0,0,0,0,3,0,0.2,0.2,0.8,1.0,17,21,41,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.17,0.03,0.17
Le Havre,Kandet Diawara,Kandet DiawaraLe Havre,719,gn GUI,FW,fr Ligue 1,24,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Le Havre,Mahamadou Diawara,Mahamadou DiawaraLe Havre,720,fr FRA,MF,fr Ligue 1,19,2005,15,6,582,6.5,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,9,16,6,0.00,0.15,0.15,0.00,0.15,0.06,0.06,0.12,0.06,0.12
Lyon,Mahamadou Diawara,Mahamadou DiawaraLyon,721,fr FRA,MF,fr Ligue 1,19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Real Madrid,Brahim Diaz,Brahim DiazReal Madrid,722,ma MAR,"FW,MF",es La Liga,24,1999,31,16,1385,15.4,4,2,6,4,0,0,0,0,5.3,5.3,3.3,8.6,39,74,110,0.26,0.13,0.39,0.26,0.39,0.34,0.22,0.56,0.34,0.56
Real Sociedad,Daniel Diaz,Daniel DiazReal Sociedad,723,es ESP,MF,es La Liga,18,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Liverpool,Luis Diaz,Luis DiazLiverpool,724,co COL,FW,eng Premier League,27,1997,36,28,2399,26.7,13,5,18,13,0,0,2,0,12.0,12.0,5.0,17.1,108,110,293,0.49,0.19,0.68,0.49,0.68,0.45,0.19,0.64,0.45,0.64
Rayo Vallecano,Pedro Diaz,Pedro DiazRayo Vallecano,725,es ESP,MF,es La Liga,26,1998,26,12,1211,13.5,3,0,3,3,0,1,2,0,2.4,1.6,2.1,3.7,27,62,49,0.22,0.00,0.22,0.22,0.22,0.18,0.16,0.33,0.12,0.27
Southampton,Tyler Dibling,Tyler DiblingSouthampton,726,eng ENG,"FW,MF",eng Premier League,18,2006,33,20,1874,20.8,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,69,64,96,0.10,0.00,0.10,0.10,0.10,0.12,0.07,0.20,0.12,0.20
Leganes,Diego,DiegoLeganes,727,es ESP,FW,es La Liga,24,2000,28,13,1195,13.3,3,0,3,3,0,0,2,0,3.8,3.8,0.2,4.0,9,16,49,0.23,0.00,0.23,0.23,0.23,0.28,0.02,0.30,0.28,0.30
Stuttgart,Justin Diehl,Justin DiehlStuttgart,728,de GER,"FW,DF",de Bundesliga,19,2004,6,0,104,1.2,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,5,5,20,0.87,0.00,0.87,0.87,0.87,0.84,0.10,0.94,0.84,0.94
Angers,Bamba Dieng,Bamba DiengAngers,729,sn SEN,FW,fr Ligue 1,24,2000,18,5,532,5.9,3,0,3,2,1,1,1,0,3.1,2.3,0.0,2.4,6,7,35,0.51,0.00,0.51,0.34,0.34,0.53,0.01,0.53,0.39,0.40
Bayern Munich,Eric Dier,Eric DierBayern Munich,730,eng ENG,DF,de Bundesliga,30,1994,21,16,1463,16.3,2,1,3,2,0,0,1,0,1.1,1.1,0.1,1.2,12,73,1,0.12,0.06,0.18,0.12,0.18,0.07,0.01,0.08,0.07,0.08
Aston Villa,Lucas Digne,Lucas DigneAston Villa,731,fr FRA,DF,eng Premier League,31,1993,32,28,2351,26.1,0,4,4,0,0,0,4,0,0.8,0.8,4.7,5.5,23,57,142,0.00,0.15,0.15,0.00,0.15,0.03,0.18,0.21,0.03,0.21
Lens,Kembo Diliwidi,Kembo DiliwidiLens,732,fr FRA,DF,fr Ligue 1,18,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Inter,Federico Dimarco,Federico DimarcoInter,733,it ITA,"DF,FW",it Serie A,26,1997,33,29,2177,24.2,4,7,11,4,0,0,3,0,3.3,3.3,6.1,9.5,47,83,232,0.17,0.29,0.45,0.17,0.45,0.14,0.26,0.39,0.14,0.39
Valencia,Stole Dimitrievski,Stole DimitrievskiValencia,734,mk MKD,GK,es La Liga,30,1993,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Eint Frankfurt,Junior Dina Ebimbe,Junior Dina EbimbeEint Frankfurt,735,fr FRA,"MF,FW",de Bundesliga,23,2000,7,3,293,3.3,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.8,5,3,27,0.00,0.31,0.31,0.00,0.31,0.26,0.29,0.56,0.26,0.56
Freiburg,Eren Dinkci,Eren DinkciFreiburg,736,de GER,"MF,FW",de Bundesliga,22,2001,23,13,1196,13.3,0,3,3,0,0,0,1,0,1.1,1.1,2.2,3.3,33,35,71,0.00,0.23,0.23,0.00,0.23,0.09,0.16,0.25,0.09,0.25
Auxerre,Sinaly Diomande,Sinaly DiomandeAuxerre,737,ci CIV,DF,fr Ligue 1,23,2001,23,22,1945,21.6,3,2,5,3,0,0,6,0,1.1,1.1,0.6,1.7,8,72,8,0.14,0.09,0.23,0.14,0.23,0.05,0.03,0.08,0.05,0.08
Leganes,Yan Diomande,Yan DiomandeLeganes,738,ci CIV,"MF,FW",es La Liga,17,2006,10,6,545,6.1,2,1,3,2,0,0,1,0,1.4,1.4,0.9,2.3,37,16,64,0.33,0.17,0.50,0.33,0.50,0.24,0.14,0.38,0.24,0.38
Angers,Lois Diony,Lois DionyAngers,739,fr FRA,FW,fr Ligue 1,31,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fulham,Issa Diop,Issa DiopFulham,740,fr FRA,DF,eng Premier League,27,1997,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04
Brest,Serigne Diop,Serigne DiopBrest,741,sn SEN,FW,fr Ligue 1,19,2005,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nice,Sofiane Diop,Sofiane DiopNice,742,fr FRA,"MF,FW",fr Ligue 1,24,2000,28,8,1064,11.8,6,4,10,6,0,0,3,0,6.0,6.0,2.9,8.9,26,64,70,0.51,0.34,0.85,0.51,0.85,0.51,0.24,0.75,0.51,0.75
Lens,Andy Diouf,Andy DioufLens,743,fr FRA,MF,fr Ligue 1,21,2003,34,27,2225,24.7,1,2,3,1,0,0,2,0,2.9,2.9,2.8,5.7,82,116,94,0.04,0.08,0.12,0.04,0.12,0.12,0.11,0.23,0.12,0.23
Reims,Yehvann Diouf,Yehvann DioufReims,744,sn SEN,GK,fr Ligue 1,24,1999,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Auxerre,Assane Diousse,Assane DiousseAuxerre,745,sn SEN,MF,fr Ligue 1,26,1997,17,7,663,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,33,6,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Aston Villa,Axel Disasi,Axel DisasiAston Villa,746,fr FRA,DF,eng Premier League,26,1998,7,5,490,5.4,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,10,16,5,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Chelsea,Axel Disasi,Axel DisasiChelsea,747,fr FRA,DF,eng Premier League,26,1998,6,4,364,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0.00,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09
Everton,Roman Dixon,Roman DixonEverton,748,eng ENG,DF,eng Premier League,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Athletic Club,Alvaro djalo,Alvaro djaloAthletic Club,749,es ESP,FW,es La Liga,24,1999,17,7,659,7.3,1,0,1,1,0,0,2,0,0.8,0.8,0.9,1.7,22,13,60,0.14,0.00,0.14,0.14,0.14,0.11,0.12,0.23,0.11,0.23
Getafe,Djene,DjeneGetafe,750,tg TOG,"DF,MF",es La Liga,32,1991,31,31,2548,28.3,0,0,0,0,0,0,10,1,0.3,0.3,0.6,0.9,18,74,21,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Wolves,Nasser Djiga,Nasser DjigaWolves,751,bf BFA,DF,eng Premier League,21,2002,5,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Atalanta,Berat Djimsiti,Berat DjimsitiAtalanta,752,al ALB,DF,it Serie A,31,1993,34,32,2640,29.3,1,2,3,1,0,0,6,0,2.7,2.7,1.3,3.9,32,109,42,0.03,0.07,0.10,0.03,0.10,0.09,0.04,0.13,0.09,0.13
Leganes,Marko Dmitrovic,Marko DmitrovicLeganes,753,rs SRB,GK,es La Liga,32,1992,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Freiburg,Ritsu Doan,Ritsu DoanFreiburg,754,jp JPN,"FW,MF",de Bundesliga,26,1998,34,33,2862,31.8,10,7,17,10,0,0,2,0,6.6,6.6,3.7,10.3,64,130,178,0.31,0.22,0.53,0.31,0.53,0.21,0.12,0.32,0.21,0.32
Fiorentina,Dodo,DodoFiorentina,755,br BRA,DF,it Serie A,25,1998,35,35,3115,34.6,0,5,5,0,0,0,8,0,1.4,1.4,4.2,5.6,143,128,193,0.00,0.14,0.14,0.00,0.14,0.04,0.12,0.16,0.04,0.16
Union Berlin,Danilho Doekhi,Danilho DoekhiUnion Berlin,756,nl NED,DF,de Bundesliga,26,1998,34,34,3060,34.0,1,1,2,1,0,0,4,0,2.6,2.6,1.4,4.0,13,96,14,0.03,0.03,0.06,0.03,0.06,0.08,0.04,0.12,0.08,0.12
Wolves,Matt Doherty,Matt DohertyWolves,757,ie IRL,DF,eng Premier League,32,1992,30,25,2109,23.4,2,1,3,2,0,0,6,0,1.0,1.0,1.5,2.6,29,79,41,0.09,0.04,0.13,0.09,0.13,0.04,0.07,0.11,0.04,0.11
Manchester City,Jeremy Doku,Jeremy DokuManchester City,758,be BEL,"FW,MF",eng Premier League,22,2002,29,16,1516,16.8,3,6,9,3,0,0,1,0,1.3,1.3,4.8,6.1,213,69,286,0.18,0.36,0.53,0.18,0.53,0.08,0.29,0.36,0.08,0.36
Mallorca,Marc Domenech,Marc DomenechMallorca,759,es ESP,"FW,MF",es La Liga,18,2006,10,3,303,3.4,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,1,4,21,0.00,0.00,0.00,0.00,0.00,0.22,0.06,0.27,0.22,0.27
Toulouse,Alex Dominguez,Alex DominguezToulouse,760,es ESP,GK,fr Ligue 1,26,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bologna,Benjamin Dominguez,Benjamin DominguezBologna,761,ar ARG,FW,it Serie A,20,2003,24,16,1281,14.2,3,2,5,3,0,0,0,0,2.2,2.2,0.8,3.1,50,32,123,0.21,0.14,0.35,0.21,0.35,0.16,0.06,0.21,0.16,0.21
Celta Vigo,Carlos Dominguez,Carlos DominguezCelta Vigo,762,es ESP,DF,es La Liga,23,2001,19,13,1181,13.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,66,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Sevilla,Israel Dominguez,Israel DominguezSevilla,763,es ESP,FW,es La Liga,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
