Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,PlSqu
Bayern Munich,Mathys Tel,2567,fr FRA,"FW,MF",de Bundesliga,19,2005,2.8,2,2,0,2,0,0,0,,0,0,0,0,1,3,1,0,Mathys TelBayern Munich
Leverkusen,Nathan Tella,2568,ng NGA,"MF,FW",de Bundesliga,25,1999,15.1,16,11,4,7,5,5,13,38.5,8,15,1,14,4,20,10,0,Nathan TellaLeverkusen
Alaves,Nahuel Tenaglia,2569,ar ARG,DF,es La Liga,28,1996,32.5,96,61,61,30,5,53,88,60.2,35,33,9,24,47,143,123,2,Nahuel TenagliaAlaves
Paris S-G,Arnau Tenas,2570,es ESP,GK,fr Ligue 1,23,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Arnau TenasParis S-G
Hellas Verona,Casper Tengstedt,2571,dk DEN,FW,it Serie A,24,2000,16.9,7,5,0,5,2,4,9,44.4,5,5,1,4,4,11,29,0,Casper TengstedtHellas Verona
Barcelona,Marc-Andre ter Stegen,2572,de GER,GK,es La Liga,32,1992,7.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,2,Marc-Andre ter StegenBarcelona
Milan,Filippo Terracciano,2573,it ITA,"DF,MF",it Serie A,21,2003,6.0,9,6,1,6,2,5,10,50.0,5,1,0,1,6,15,11,0,Filippo TerraccianoMilan
Fiorentina,Pietro Terracciano,2574,it ITA,GK,it Serie A,34,1990,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Pietro TerraccianoFiorentina
Villarreal,Ramon Terrats,2575,es ESP,"MF,FW",es La Liga,23,2000,1.5,3,3,1,2,0,2,4,50.0,2,3,1,2,2,5,3,0,Ramon TerratsVillarreal
Getafe,Ramon Terrats,2576,es ESP,"MF,FW",es La Liga,23,2000,13.5,20,10,7,8,5,8,28,28.6,20,9,2,7,8,28,16,0,Ramon TerratsGetafe
Leverkusen,Martin Terrier,2577,fr FRA,"MF,FW",de Bundesliga,27,1997,6.5,4,2,1,0,3,1,4,25.0,3,3,0,3,1,5,1,0,Martin TerrierLeverkusen
Lyon,Tanner Tessmann,2578,us USA,MF,fr Ligue 1,22,2001,13.7,25,15,11,10,4,12,25,48.0,13,13,7,6,19,44,29,1,Tanner TessmannLyon
Fulham,Kenny Tete,2579,nl NED,DF,eng Premier League,28,1995,19.7,56,38,29,14,13,23,38,60.5,15,31,12,19,32,88,67,0,Kenny TeteFulham
Reims,Teddy Teuma,2580,mt MLT,MF,fr Ligue 1,30,1993,8.3,18,10,6,6,6,7,25,28.0,18,12,2,10,12,30,8,1,Teddy TeumaReims
Monaco,Jordan Teze,2581,nl NED,DF,fr Ligue 1,24,1999,6.3,18,9,8,9,1,7,16,43.8,9,12,1,11,6,24,15,0,Jordan TezeMonaco
Udinese,Florian Thauvin,2582,fr FRA,"FW,MF",it Serie A,31,1993,21.7,20,14,9,8,3,10,25,40.0,15,6,0,6,7,27,10,0,Florian ThauvinUdinese
Eint Frankfurt,Arthur Theate,2583,be BEL,DF,de Bundesliga,24,2000,30.0,36,25,19,16,1,22,44,50.0,22,42,19,23,39,75,170,3,Arthur TheateEint Frankfurt
Heidenheim,Norman Theuerkauf,2584,de GER,MF,de Bundesliga,37,1987,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Norman TheuerkaufHeidenheim
Brentford,Thiago,2585,br BRA,"FW,MF",eng Premier League,23,2001,1.9,5,3,2,1,2,0,1,0.0,1,3,0,3,2,7,3,1,ThiagoBrentford
Milan,Malick Thiaw,2586,de GER,DF,it Serie A,22,2001,20.1,24,17,15,6,3,6,10,60.0,4,14,12,2,15,39,76,1,Malick ThiawMilan
Heidenheim,Denis Thomalla,2587,de GER,MF,de Bundesliga,31,1992,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Denis ThomallaHeidenheim
Leicester City,Luke Thomas,2588,eng ENG,DF,eng Premier League,23,2001,12.3,31,25,23,5,3,21,41,51.2,20,15,6,9,21,52,49,1,Luke ThomasLeicester City
Nantes,Sorba Thomas,2589,wls WAL,"FW,MF",fr Ligue 1,24,1999,14.7,14,6,7,5,2,10,18,55.6,8,12,2,10,9,23,27,1,Sorba ThomasNantes
Lens,Adrien Thomasson,2590,fr FRA,MF,fr Ligue 1,30,1993,29.1,90,47,42,25,23,52,95,54.7,43,48,3,45,19,109,28,2,Adrien ThomassonLens
Genoa,Morten Thorsby,2591,no NOR,"MF,FW",it Serie A,28,1996,21.1,49,30,19,20,10,17,29,58.6,12,22,1,21,5,54,28,1,Morten ThorsbyGenoa
Juventus,Khephren Thuram,2592,fr FRA,MF,it Serie A,23,2001,25.8,44,21,16,24,4,18,32,56.3,14,32,10,22,14,58,39,2,Khephren ThuramJuventus
Inter,Marcus Thuram,2593,fr FRA,FW,it Serie A,26,1997,24.4,18,8,7,5,6,3,14,21.4,11,16,3,13,3,21,15,0,Marcus ThuramInter
Hellas Verona,Cheikh Tidiane Niasse,2594,sn SEN,MF,it Serie A,24,2000,8.4,18,15,6,12,0,10,19,52.6,9,17,4,13,17,35,17,2,Cheikh Tidiane NiasseHellas Verona
Aston Villa,Youri Tielemans,2595,be BEL,MF,eng Premier League,27,1997,33.6,84,58,32,44,8,40,73,54.8,33,38,16,22,23,107,47,4,Youri TielemansAston Villa
Arsenal,Kieran Tierney,2596,sct SCO,"DF,FW",eng Premier League,27,1997,2.9,7,5,4,1,2,4,6,66.7,2,0,0,0,3,10,9,0,Kieran TierneyArsenal
Augsburg,Phillip Tietz,2597,de GER,FW,de Bundesliga,27,1997,18.7,11,6,2,7,2,5,8,62.5,3,10,1,9,5,16,26,1,Phillip TietzAugsburg
Arsenal,Jurrien Timber,2598,nl NED,DF,eng Premier League,23,2001,26.9,58,38,17,30,11,18,27,66.7,9,19,4,15,22,80,44,1,Jurrien TimberArsenal
West Ham,Jean-Clair Todibo,2599,fr FRA,DF,eng Premier League,24,1999,20.3,47,28,30,15,2,26,36,72.2,10,25,13,12,26,73,83,3,Jean-Clair TodiboWest Ham
Nott'ham Forest,Harry Toffolo,2600,eng ENG,DF,eng Premier League,28,1995,1.5,5,3,3,1,1,3,4,75.0,1,2,2,0,2,7,12,0,Harry ToffoloNott'ham Forest
Hoffenheim,Umut Tohumcu,2601,de GER,"MF,FW",de Bundesliga,19,2004,4.2,9,5,3,5,1,5,7,71.4,2,5,0,5,3,12,6,0,Umut TohumcuHoffenheim
Lyon,Corentin Tolisso,2602,fr FRA,MF,fr Ligue 1,29,1994,25.9,57,25,21,26,10,34,65,52.3,31,52,13,39,22,79,41,1,Corentin TolissoLyon
Holstein Kiel,John Tolkin,2603,us USA,"DF,MF",de Bundesliga,22,2002,8.2,18,11,11,7,0,12,14,85.7,2,10,2,8,8,26,54,0,John TolkinHolstein Kiel
Atalanta,Rafael Toloi,2604,it ITA,DF,it Serie A,33,1990,5.2,10,5,3,5,2,4,11,36.4,7,8,2,6,8,18,11,0,Rafael ToloiAtalanta
Rayo Vallecano,Raul de Tomas,2605,es ESP,"DF,FW",es La Liga,29,1994,0.2,2,2,1,0,1,0,0,,0,0,0,0,0,2,0,0,Raul de TomasRayo Vallecano
Wolfsburg,Tiago Tomas,2606,pt POR,"FW,MF",de Bundesliga,22,2002,20.9,33,19,15,11,7,15,35,42.9,20,17,4,13,9,42,19,0,Tiago TomasWolfsburg
Arsenal,Takehiro Tomiyasu,2607,jp JPN,DF,eng Premier League,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Takehiro TomiyasuArsenal
Milan,Fikayo Tomori,2608,eng ENG,DF,it Serie A,26,1997,17.7,40,25,21,16,3,17,25,68.0,8,17,12,5,20,60,61,2,Fikayo TomoriMilan
Newcastle Utd,Sandro Tonali,2609,it ITA,MF,eng Premier League,24,2000,29.2,51,32,22,23,6,25,51,49.0,26,34,11,23,34,85,33,2,Sandro TonaliNewcastle Utd
Inter,Luka Topalovic,2610,si SVN,MF,it Serie A,18,2006,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Luka TopalovicInter
Barcelona,Pablo Torre,2611,es ESP,"MF,FW",es La Liga,21,2003,3.4,5,4,1,3,1,2,4,50.0,2,0,0,0,3,8,5,1,Pablo TorreBarcelona
Valladolid,David Torres,2612,es ESP,DF,es La Liga,21,2003,15.4,13,8,12,1,0,7,11,63.6,4,19,17,2,10,23,74,0,David TorresValladolid
Barcelona,Ferran Torres,2613,es ESP,"FW,MF",es La Liga,24,2000,12.3,8,4,2,3,3,3,8,37.5,5,7,1,6,4,12,5,0,Ferran TorresBarcelona
Aston Villa,Pau Torres,2614,es ESP,DF,eng Premier League,27,1997,22.4,21,15,11,8,2,10,17,58.8,7,16,11,5,10,31,75,2,Pau TorresAston Villa
Osasuna,Lucas Torro,2615,es ESP,MF,es La Liga,30,1994,32.9,74,41,34,35,5,36,64,56.3,28,36,9,27,45,119,70,3,Lucas TorroOsasuna
Empoli,Lorenzo Tosto,2616,it ITA,DF,it Serie A,18,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Lorenzo TostoEmpoli
Le Havre,Abdoulaye Toure,2617,gn GUI,MF,fr Ligue 1,30,1994,25.8,61,34,31,21,9,33,59,55.9,26,36,19,17,34,95,42,5,Abdoulaye ToureLe Havre
Hoffenheim,Bazoumana Toure,2618,ci CIV,"FW,MF",de Bundesliga,18,2006,6.8,12,10,2,7,3,2,8,25.0,6,4,0,4,3,15,2,0,Bazoumana ToureHoffenheim
Montpellier,Birama Toure,2619,ml MLI,"MF,DF",fr Ligue 1,32,1992,3.3,8,5,5,2,1,4,6,66.7,2,3,2,1,6,14,7,0,Birama ToureMontpellier
Lille,Ousmane Toure,2620,fr FRA,DF,fr Ligue 1,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Ousmane ToureLille
Udinese,Souleymane Toure,2621,fr FRA,DF,it Serie A,21,2003,8.1,7,6,4,3,0,4,5,80.0,1,15,6,9,9,16,17,1,Souleymane ToureUdinese
Union Berlin,Lucas Tousart,2622,fr FRA,MF,de Bundesliga,27,1997,6.2,17,9,6,9,2,5,12,41.7,7,11,4,7,7,24,27,0,Lucas TousartUnion Berlin
Ipswich Town,Conor Townsend,2623,eng ENG,DF,eng Premier League,31,1993,3.7,11,8,9,2,0,8,11,72.7,3,8,6,2,4,15,16,0,Conor TownsendIpswich Town
Fulham,Adama Traore,2624,es ESP,"FW,MF",eng Premier League,28,1996,19.7,20,13,9,6,5,5,13,38.5,8,7,0,7,1,21,6,4,Adama TraoreFulham
Wolves,Boubacar Traore,2625,ml MLI,MF,eng Premier League,22,2001,0.0,2,0,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,Boubacar TraoreWolves
Real Sociedad,Hamari Traore,2626,ml MLI,DF,es La Liga,32,1992,7.8,19,12,10,7,2,15,22,68.2,7,6,2,4,9,28,21,0,Hamari TraoreReal Sociedad
Heidenheim,Omar Traore,2627,de GER,DF,de Bundesliga,26,1998,29.1,50,26,31,16,3,25,41,61.0,16,35,6,29,21,71,66,0,Omar TraoreHeidenheim
Eint Frankfurt,Kevin Trapp,2628,de GER,GK,de Bundesliga,34,1990,25.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,3,Kevin TrappEint Frankfurt
Bournemouth,Mark Travers,2629,ie IRL,GK,eng Premier League,25,1999,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Mark TraversBournemouth
Rayo Vallecano,Oscar Trejo,2630,ar ARG,MF,es La Liga,36,1988,5.5,8,5,1,5,2,3,9,33.3,6,9,0,9,4,12,5,0,Oscar TrejoRayo Vallecano
St. Pauli,Philipp Treu,2631,de GER,"MF,DF",de Bundesliga,23,2000,32.0,61,42,35,17,9,39,68,57.4,29,52,12,40,19,80,87,2,Philipp TreuSt. Pauli
Brentford,Ryan Trevitt,2632,eng ENG,MF,eng Premier League,21,2003,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Ryan TrevittBrentford
Union Berlin,Christopher Trimmel,2633,at AUT,"DF,MF",de Bundesliga,37,1987,19.3,38,25,23,14,1,28,42,66.7,14,14,6,8,18,56,92,0,Christopher TrimmelUnion Berlin
Newcastle Utd,Kieran Trippier,2634,eng ENG,DF,eng Premier League,33,1990,14.5,38,21,18,14,6,22,36,61.1,14,11,3,8,12,50,49,0,Kieran TrippierNewcastle Utd
Arsenal,Leandro Trossard,2635,be BEL,FW,eng Premier League,29,1994,28.3,31,20,6,16,9,12,34,35.3,22,32,0,32,9,40,18,0,Leandro TrossardArsenal
Rennes,Adrien Truffert,2636,fr FRA,"DF,MF",fr Ligue 1,22,2001,30.6,61,36,27,21,13,32,48,66.7,16,44,6,38,27,88,56,1,Adrien TruffertRennes
Liverpool,Kostas Tsimikas,2637,gr GRE,DF,eng Premier League,28,1996,9.3,31,20,15,11,5,14,23,60.9,9,5,2,3,11,42,20,0,Kostas TsimikasLiverpool
Girona,Viktor Tsyhankov,2638,ua UKR,"FW,MF",es La Liga,26,1997,21.3,19,12,4,7,8,9,19,47.4,10,7,1,6,15,34,16,1,Viktor TsyhankovGirona
Ipswich Town,Axel Tuanzebe,2639,cd COD,DF,eng Premier League,26,1997,19.0,31,19,21,4,6,17,26,65.4,9,21,10,11,23,54,56,1,Axel TuanzebeIpswich Town
Monza,Stefano Turati,2640,it ITA,GK,it Serie A,22,2001,29.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,21,2,Stefano TuratiMonza
Real Sociedad,Benat Turrientes,2641,es ESP,MF,es La Liga,22,2002,10.5,15,6,4,10,1,4,15,26.7,11,15,3,12,5,20,14,1,Benat TurrientesReal Sociedad
Eint Frankfurt,Tuta,2642,br BRA,"DF,MF",de Bundesliga,25,1999,25.3,44,27,25,17,2,28,40,70.0,12,42,21,21,40,84,135,1,TutaEint Frankfurt
Getafe,Christantus Uche,2643,ng NGA,"FW,MF",es La Liga,21,2003,27.6,35,21,8,19,8,9,20,45.0,11,20,2,18,10,45,19,0,Christantus UcheGetafe
Tottenham,Destiny Udogie,2644,it ITA,DF,eng Premier League,21,2002,21.4,75,47,42,26,7,33,48,68.8,15,40,6,34,22,97,36,1,Destiny UdogieTottenham
Manchester Utd,Manuel Ugarte Ribeiro,2645,uy URU,MF,eng Premier League,23,2001,19.8,77,49,34,34,9,30,68,44.1,38,33,4,29,27,104,17,2,Manuel Ugarte RibeiroManchester Utd
Southampton,Lesley Ugochukwu,2646,fr FRA,MF,eng Premier League,20,2004,18.4,50,24,16,30,4,18,36,50.0,18,27,10,17,14,64,23,2,Lesley UgochukwuSouthampton
Gladbach,Lukas Ullrich,2647,de GER,DF,de Bundesliga,20,2004,21.1,25,16,18,6,1,15,42,35.7,27,26,9,17,23,48,74,1,Lukas UllrichGladbach
Bayern Munich,Sven Ulreich,2648,de GER,GK,de Bundesliga,35,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Sven UlreichBayern Munich
Bournemouth,Enes Unal,2649,tr TUR,"FW,MF",eng Premier League,27,1997,3.8,1,0,0,0,1,0,3,0.0,3,1,0,1,0,1,6,0,Enes UnalBournemouth
Stuttgart,Deniz Undav,2650,de GER,"FW,MF",de Bundesliga,28,1996,19.2,11,10,2,3,6,1,17,5.9,16,15,2,13,3,14,10,0,Deniz UndavStuttgart
Espanyol,Naci Unuvar,2651,nl NED,"MF,DF",es La Liga,21,2003,0.3,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,Naci UnuvarEspanyol
Bayern Munich,Dayot Upamecano,2652,fr FRA,DF,de Bundesliga,25,1998,19.5,36,22,18,16,2,16,29,55.2,13,17,7,10,34,70,45,1,Dayot UpamecanoBayern Munich
Bologna,Kacper Urbanski,2653,pl POL,MF,it Serie A,19,2004,2.7,5,2,4,0,1,4,6,66.7,2,5,1,4,2,7,5,0,Kacper UrbanskiBologna
Monza,Kacper Urbanski,2654,pl POL,MF,it Serie A,19,2004,5.6,5,3,1,2,2,4,7,57.1,3,7,2,5,2,7,9,0,Kacper UrbanskiMonza
Bayern Munich,Jonas Urbig,2655,de GER,GK,de Bundesliga,20,2003,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2,Jonas UrbigBayern Munich
Eint Frankfurt,Can Uzun,2656,tr TUR,"MF,FW",de Bundesliga,18,2005,7.5,10,4,1,4,5,5,10,50.0,5,9,0,9,1,11,3,0,Can UzunEint Frankfurt
Stuttgart,Josha Vagnoman,2657,de GER,"DF,MF",de Bundesliga,23,2000,20.4,26,14,11,13,2,17,34,50.0,17,16,2,14,14,40,57,1,Josha VagnomanStuttgart
Parma,Lautaro Valenti,2658,ar ARG,DF,it Serie A,25,1999,17.3,17,12,13,3,1,7,9,77.8,2,26,13,13,13,30,94,1,Lautaro ValentiParma
Rayo Vallecano,Oscar Valentin,2659,es ESP,MF,es La Liga,29,1994,20.4,55,41,21,20,14,33,76,43.4,43,36,8,28,21,76,51,2,Oscar ValentinRayo Vallecano
Hellas Verona,Nicolas Valentini,2660,ar ARG,DF,it Serie A,23,2001,12.5,35,23,22,12,1,20,31,64.5,11,15,7,8,15,50,97,0,Nicolas ValentiniHellas Verona
Valencia,German Valera,2661,es ESP,MF,es La Liga,22,2002,1.6,1,1,1,0,0,0,1,0.0,1,2,0,2,4,5,2,1,German ValeraValencia
Parma,Emanuele Valeri,2662,it ITA,DF,it Serie A,25,1998,31.9,51,31,33,15,3,30,61,49.2,31,31,10,21,29,80,103,4,Emanuele ValeriParma
Mallorca,Martin Valjent,2663,sk SVK,DF,es La Liga,28,1995,30.7,30,21,22,7,1,15,25,60.0,10,32,21,11,18,48,195,1,Martin ValjentMallorca
Como,Alex Valle,2664,es ESP,DF,it Serie A,20,2004,11.4,26,12,12,12,2,15,21,71.4,6,13,2,11,8,34,42,0,Alex ValleComo
Real Madrid,Jesus Vallejo,2665,es ESP,DF,es La Liga,27,1997,1.5,0,0,0,0,0,0,0,,0,0,0,0,2,2,8,0,Jesus VallejoReal Madrid
Monza,Mattia Valoti,2666,it ITA,MF,it Serie A,30,1993,0.4,3,3,3,0,0,0,2,0.0,2,2,0,2,0,3,2,0,Mattia ValotiMonza
Real Madrid,Federico Valverde,2667,uy URU,"MF,DF",es La Liga,26,1998,33.7,50,30,22,23,5,29,43,67.4,14,38,8,30,55,105,52,1,Federico ValverdeReal Madrid
Como,Ignace Van Der Brempt,2668,be BEL,DF,it Serie A,22,2002,14.0,40,32,27,10,3,24,33,72.7,9,14,5,9,17,57,34,0,Ignace Van Der BremptComo
Mallorca,Siebe Van Der Heyden,2669,be BEL,"DF,MF",es La Liga,26,1998,1.1,1,1,0,1,0,0,0,,0,1,0,1,2,3,3,0,Siebe Van Der HeydenMallorca
St. Pauli,Siebe Van Der Heyden,2670,be BEL,"DF,MF",de Bundesliga,26,1998,9.7,17,10,10,7,0,8,18,44.4,10,8,4,4,17,34,43,2,Siebe Van Der HeydenSt. Pauli
Liverpool,Virgil van Dijk,2671,nl NED,DF,eng Premier League,33,1991,37.0,38,20,17,19,2,13,22,59.1,9,27,16,11,56,94,190,4,Virgil van DijkLiverpool
Monaco,Vanderson,2672,br BRA,DF,fr Ligue 1,23,2001,22.9,76,48,37,30,9,45,64,70.3,19,43,6,37,39,115,65,2,VandersonMonaco
RB Leipzig,Maarten Vandevoordt,2673,be BEL,GK,de Bundesliga,22,2002,4.8,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0,Maarten VandevoordtRB Leipzig
Leicester City,Jamie Vardy,2674,eng ENG,FW,eng Premier League,37,1987,31.4,19,13,7,7,5,4,13,30.8,9,8,4,4,5,24,24,0,Jamie VardyLeicester City
Sevilla,Ruben Vargas,2675,ch SUI,"FW,MF",es La Liga,25,1998,7.5,7,4,1,5,1,3,8,37.5,5,9,0,9,3,10,10,0,Ruben VargasSevilla
Augsburg,Ruben Vargas,2676,ch SUI,"MF,FW",de Bundesliga,25,1998,3.4,2,1,1,1,0,1,4,25.0,3,1,0,1,2,4,1,1,Ruben VargasAugsburg
St. Pauli,Nikola Vasilj,2677,ba BIH,GK,de Bundesliga,28,1995,33.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,22,3,Nikola VasiljSt. Pauli
Empoli,Devis Vasquez,2678,co COL,GK,it Serie A,26,1998,32.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,21,4,Devis VasquezEmpoli
Genoa,Johan Vasquez,2679,mx MEX,DF,it Serie A,25,1998,33.8,56,31,24,27,5,26,44,59.1,18,59,31,28,50,106,150,1,Johan VasquezGenoa
Wolfsburg,Denis Vavro,2680,sk SVK,DF,de Bundesliga,28,1996,27.3,21,13,16,5,0,11,23,47.8,12,48,32,16,37,58,234,3,Denis VavroWolfsburg
Valencia,Jose Luis Garcia Vaya,2681,es ESP,MF,es La Liga,25,1998,19.4,43,25,24,13,6,19,33,57.6,14,23,6,17,19,62,42,0,Jose Luis Garcia VayaValencia
Marseille,Robinio Vaz,2682,fr FRA,FW,fr Ligue 1,17,2007,0.8,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,2,0,Robinio VazMarseille
Valencia,Jesus Vazquez,2683,es ESP,DF,es La Liga,21,2003,10.2,23,18,12,9,2,10,19,52.6,9,16,5,11,10,33,30,0,Jesus VazquezValencia
Real Madrid,Lucas Vazquez,2684,es ESP,DF,es La Liga,33,1991,24.3,58,34,33,17,8,27,48,56.3,21,24,6,18,17,75,35,1,Lucas VazquezReal Madrid
Lazio,Matias Vecino,2685,uy URU,MF,it Serie A,32,1991,9.7,13,7,3,9,1,4,18,22.2,14,9,3,6,5,18,15,0,Matias VecinoLazio
Lecce,Danilo Veiga,2686,pt POR,DF,it Serie A,21,2002,4.2,8,6,4,4,0,6,13,46.2,7,5,0,5,4,12,14,0,Danilo VeigaLecce
Chelsea,Renato Veiga,2687,pt POR,"DF,MF",eng Premier League,21,2003,2.0,9,6,6,3,0,4,12,33.3,8,3,1,2,1,10,2,0,Renato VeigaChelsea
Juventus,Renato Veiga,2688,pt POR,DF,it Serie A,21,2003,12.1,17,12,7,9,1,9,14,64.3,5,17,13,4,19,36,81,0,Renato VeigaJuventus
Espanyol,Alejo Veliz,2689,ar ARG,FW,es La Liga,20,2003,12.5,1,1,0,1,0,1,7,14.3,6,12,2,10,4,5,23,1,Alejo VelizEspanyol
Werder Bremen,Milos Veljkovic,2690,rs SRB,DF,de Bundesliga,28,1995,11.4,10,5,6,3,1,7,15,46.7,8,14,9,5,2,12,47,1,Milos VeljkovicWerder Bremen
Brighton,Joel Veltman,2691,nl NED,DF,eng Premier League,32,1992,18.9,43,29,24,16,3,31,52,59.6,21,22,7,15,19,62,66,0,Joel VeltmanBrighton
Tottenham,Micky van de Ven,2692,nl NED,DF,eng Premier League,23,2001,11.3,10,6,5,4,1,8,14,57.1,6,12,8,4,10,20,39,1,Micky van de VenTottenham
Genoa,Lorenzo Venturino,2693,it ITA,"FW,MF",it Serie A,18,2006,1.9,5,3,4,0,1,3,6,50.0,3,3,0,3,0,5,5,0,Lorenzo VenturinoGenoa
Mainz 05,Nikolas Veratschnig,2694,at AUT,"DF,MF",de Bundesliga,21,2003,4.0,9,6,1,4,4,2,3,66.7,1,4,0,4,5,14,8,0,Nikolas VeratschnigMainz 05
Brighton,Bart Verbruggen,2695,nl NED,GK,eng Premier League,21,2002,36.0,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,29,5,Bart VerbruggenBrighton
Como,Simone Verdi,2696,it ITA,"MF,FW",it Serie A,32,1992,1.3,2,2,0,1,1,0,2,0.0,2,2,0,2,0,2,2,0,Simone VerdiComo
Lyon,Jordan Veretout,2697,fr FRA,MF,fr Ligue 1,31,1993,17.3,30,14,14,14,2,17,40,42.5,23,17,3,14,5,35,23,1,Jordan VeretoutLyon
RB Leipzig,Arthur Vermeeren,2698,be BEL,MF,de Bundesliga,19,2005,17.5,32,19,14,13,5,14,47,29.8,33,34,12,22,23,55,25,2,Arthur VermeerenRB Leipzig
Union Berlin,Yorbe Vertessen,2699,be BEL,"MF,FW",de Bundesliga,23,2001,8.0,6,3,3,2,1,2,8,25.0,6,6,0,6,3,9,6,0,Yorbe VertessenUnion Berlin
Athletic Club,Mikel Vesga,2700,es ESP,MF,es La Liga,31,1993,11.0,22,15,7,13,2,12,28,42.9,16,10,1,9,15,37,26,0,Mikel VesgaAthletic Club
Leicester City,Jannik Vestergaard,2701,dk DEN,DF,eng Premier League,31,1992,15.5,22,10,16,6,0,9,15,60.0,6,21,14,7,16,38,74,1,Jannik VestergaardLeicester City
Auxerre,Ben Viadere,2702,fr FRA,MF,fr Ligue 1,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ben ViadereAuxerre
Tottenham,Guglielmo Vicario,2703,it ITA,GK,eng Premier League,27,1996,24.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,6,Guglielmo VicarioTottenham
Alaves,Carlos Vicente,2704,es ESP,"FW,MF",es La Liga,25,1999,34.4,47,31,26,11,10,25,64,39.1,39,34,2,32,14,61,40,0,Carlos VicenteAlaves
Barcelona,Pau Victor,2705,es ESP,FW,es La Liga,22,2001,3.5,3,1,0,2,1,0,3,0.0,3,6,1,5,2,5,5,0,Pau VictorBarcelona
Osasuna,Nacho Vidal,2706,es ESP,DF,es La Liga,29,1995,1.4,2,0,0,1,1,1,4,25.0,3,1,0,1,0,2,6,0,Nacho VidalOsasuna
Bayern Munich,Gabriel Vidovic,2707,hr CRO,MF,de Bundesliga,20,2003,0.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Gabriel VidovicBayern Munich
Mainz 05,Gabriel Vidovic,2708,hr CRO,MF,de Bundesliga,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Gabriel VidovicMainz 05
Betis,Fran Vieites,2709,es ESP,GK,es La Liga,25,1999,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Fran VieitesBetis
Las Palmas,Sergio Viera,2710,es ESP,MF,es La Liga,19,2005,1.1,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,1,0,Sergio VieraLas Palmas
Monza,Samuele Vignato,2711,it ITA,MF,it Serie A,20,2004,5.2,6,3,0,4,2,3,7,42.9,4,1,0,1,0,6,6,0,Samuele VignatoMonza
Alaves,Asier Villalibre,2712,es ESP,FW,es La Liga,26,1997,3.7,2,2,0,1,1,1,2,50.0,1,1,0,1,1,3,7,0,Asier VillalibreAlaves
Celta Vigo,Ivan Villar,2713,es ESP,GK,es La Liga,27,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Ivan VillarCelta Vigo
Fulham,Carlos Vinicius,2714,br BRA,"MF,FW",eng Premier League,29,1995,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Carlos ViniciusFulham
Cagliari,Nicolas Viola,2715,it ITA,"FW,MF",it Serie A,34,1989,14.1,14,7,6,7,1,1,10,10.0,9,5,0,5,3,17,5,0,Nicolas ViolaCagliari
Las Palmas,Viti,2716,es ESP,DF,es La Liga,26,1997,22.0,71,46,43,21,7,31,45,68.9,14,28,7,21,27,98,61,0,VitiLas Palmas
Empoli,Mattia Viti,2717,it ITA,DF,it Serie A,22,2002,28.6,65,45,42,20,3,34,52,65.4,18,41,18,23,48,113,128,4,Mattia VitiEmpoli
