League,Squad,Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,PlSqu
Serie B,Palermo,Ionut Nedelcearu,ro ROU,DF,29-042,7.0,329.0,386.0,85.2,6434.0,2173.0,105.0,111.0,94.6,184.0,206.0,89.3,38.0,60.0,63.3,0,0.1,0.2,-0.1,1.0,22.0,2.0,0.0,25.0,Ionut NedelcearuPalermo
Serie B,Palermo,Salvatore Sirigu,it ITA,GK,38-145,3.0,66.0,94.0,70.2,1711.0,1120.0,15.0,15.0,100.0,29.0,32.0,90.6,22.0,47.0,46.8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Salvatore SiriguPalermo
Serie B,Palermo,Aljosa Vasic,rs SRB,"MF,DF",23-046,6.2,71.0,126.0,56.3,1153.0,433.0,38.0,56.0,67.9,18.0,35.0,51.4,8.0,13.0,61.5,0,0.4,0.3,-0.4,5.0,7.0,4.0,0.0,21.0,Aljosa VasicPalermo
Serie B,Palermo,Dario Saric,ba BIH,MF,28-007,2.3,59.0,81.0,72.8,898.0,229.0,30.0,35.0,85.7,25.0,32.0,78.1,2.0,4.0,50.0,0,0.3,0.2,-0.3,5.0,4.0,2.0,1.0,8.0,Dario SaricPalermo
Serie B,Palermo,Alfred Gomis,sn SEN,GK,31-274,0.4,17.0,17.0,100.0,389.0,218.0,4.0,4.0,100.0,10.0,10.0,100.0,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alfred GomisPalermo
Serie B,Palermo,Stredair Appuah,fr FRA,"MF,FW",20-344,0.7,17.0,23.0,73.9,257.0,95.0,12.0,16.0,75.0,4.0,5.0,80.0,1.0,1.0,100.0,0,0.0,0.1,0.0,1.0,1.0,0.0,0.0,2.0,Stredair AppuahPalermo
Serie B,Palermo,Alessio Buttaro,it ITA,"MF,DF",22-269,0.4,17.0,23.0,73.9,263.0,64.0,9.0,11.0,81.8,6.0,8.0,75.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Alessio ButtaroPalermo
Serie B,Palermo,Patryk Peda,pl POL,DF,23-051,0.4,32.0,35.0,91.4,703.0,145.0,3.0,3.0,100.0,27.0,28.0,96.4,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,Patryk PedaPalermo
Serie B,Palermo,Opponent Total,,,27.3,38.0,13148.0,16716.0,78.7,228972.0,87873.0,6034.0,6753.0,89.4,5454.0,6459.0,84.4,1270.0,2564.0,49.5,29,35.6,35.5,-6.6,376.0,979.0,278.0,97.0,1271.0,Opponent TotalPalermo
Serie B,Bari,Boris Radunovic,rs SRB,GK,29-011,36.8,764.0,1006.0,75.9,21124.0,15402.0,140.0,141.0,99.3,374.0,383.0,97.7,245.0,477.0,51.4,0,0.0,0.1,0.0,0.0,18.0,0.0,0.0,1.0,Boris RadunovicBari
Serie B,Bari,Emile Dorval,fr FRA,DF,24-117,34.3,851.0,1171.0,72.7,13541.0,5341.0,459.0,534.0,86.0,283.0,388.0,72.9,75.0,157.0,47.8,5,4.0,5.6,1.0,39.0,59.0,62.0,28.0,98.0,Emile DorvalBari
Serie B,Bari,Valerio Mantovani,it ITA,DF,29-049,32.7,1239.0,1622.0,76.4,22592.0,9550.0,510.0,563.0,90.6,575.0,743.0,77.4,123.0,255.0,48.2,0,0.7,1.4,-0.7,12.0,81.0,16.0,10.0,96.0,Valerio MantovaniBari
Serie B,Bari,Ahmad Benali,ly LBY,MF,33-119,31.2,1619.0,1885.0,85.9,28113.0,9189.0,735.0,816.0,90.1,658.0,729.0,90.3,173.0,239.0,72.4,2,3.4,4.0,-1.4,47.0,157.0,24.0,8.0,169.0,Ahmad BenaliBari
Serie B,Bari,Mattia Maita,it ITA,MF,32-155,30.0,1115.0,1350.0,82.6,19480.0,7311.0,495.0,559.0,88.6,467.0,543.0,86.0,117.0,167.0,70.1,2,1.4,1.7,0.6,21.0,173.0,34.0,3.0,212.0,Mattia MaitaBari
Serie B,Bari,Raffaele Pucino,it ITA,DF,34-034,28.4,1174.0,1501.0,78.2,20844.0,9488.0,501.0,555.0,90.3,505.0,621.0,81.3,131.0,252.0,52.0,4,2.0,2.6,2.0,17.0,120.0,25.0,14.0,144.0,Raffaele PucinoBari
Serie B,Bari,Kevin Lasagna,it ITA,FW,32-300,23.9,257.0,414.0,62.1,3484.0,756.0,160.0,230.0,69.6,60.0,94.0,63.8,13.0,28.0,46.4,0,2.1,1.6,-2.1,31.0,14.0,13.0,2.0,34.0,Kevin LasagnaBari
Serie B,Bari,Francesco Vicari,it ITA,DF,30-307,21.8,756.0,871.0,86.8,16417.0,7105.0,155.0,182.0,85.2,475.0,507.0,93.7,116.0,164.0,70.7,0,0.2,0.5,-0.2,5.0,50.0,7.0,1.0,53.0,Francesco VicariBari
Serie B,Bari,Nosa Edward Obaretin,it ITA,DF,22-131,20.1,625.0,751.0,83.2,9633.0,3768.0,318.0,353.0,90.1,255.0,297.0,85.9,29.0,62.0,46.8,1,0.6,0.7,0.4,10.0,43.0,7.0,4.0,78.0,Nosa Edward ObaretinBari
Serie B,Bari,Andrea Oliveri,it ITA,DF,22-143,19.4,542.0,716.0,75.7,7974.0,2143.0,309.0,345.0,89.6,160.0,217.0,73.7,36.0,82.0,43.9,2,2.3,2.3,-0.3,23.0,23.0,17.0,8.0,41.0,Andrea OliveriBari
Serie B,Bari,Costantino Favasuli,it ITA,DF,21-041,18.3,507.0,625.0,81.1,6731.0,1782.0,331.0,363.0,91.2,128.0,157.0,81.5,19.0,38.0,50.0,1,1.2,1.0,-0.2,9.0,22.0,7.0,4.0,39.0,Costantino FavasuliBari
Serie B,Bari,Cesar Falletti,uy URU,"FW,MF",32-186,17.0,668.0,847.0,78.9,11617.0,3461.0,334.0,377.0,88.6,203.0,247.0,82.2,95.0,159.0,59.7,2,4.5,3.7,-2.5,50.0,58.0,26.0,4.0,94.0,Cesar FallettiBari
Serie B,Bari,Nunzio Lella,it ITA,MF,24-313,15.4,394.0,513.0,76.8,5537.0,1354.0,241.0,278.0,86.7,116.0,151.0,76.8,19.0,33.0,57.6,0,0.7,1.0,-0.7,11.0,34.0,8.0,3.0,45.0,Nunzio LellaBari
Serie B,Bari,Lorenco Simic,hr CRO,DF,28-326,11.9,355.0,462.0,76.8,6906.0,2946.0,118.0,154.0,76.6,185.0,211.0,87.7,45.0,81.0,55.6,0,0.1,0.2,-0.1,1.0,9.0,1.0,0.0,13.0,Lorenco SimicBari
Serie B,Bari,Giuseppe Sibilli,it ITA,"MF,FW",28-303,9.8,277.0,393.0,70.5,4430.0,1120.0,151.0,177.0,85.3,96.0,134.0,71.6,24.0,51.0,47.1,3,1.8,1.9,1.2,17.0,19.0,13.0,5.0,28.0,Giuseppe SibilliBari
Serie B,Bari,Andrija Novakovich,us USA,"FW,MF",28-258,12.8,169.0,240.0,70.4,2084.0,532.0,117.0,146.0,80.1,40.0,57.0,70.2,3.0,7.0,42.9,2,2.3,2.2,-0.3,20.0,15.0,7.0,0.0,25.0,Andrija NovakovichBari
Serie B,Bari,Giulio Maggiore,it ITA,MF,27-086,8.9,227.0,296.0,76.7,3116.0,861.0,127.0,148.0,85.8,69.0,94.0,73.4,11.0,27.0,40.7,0,0.4,0.2,-0.4,7.0,22.0,3.0,1.0,21.0,Giulio MaggioreBari
Serie B,Bari,Nicholas Bonfanti,it ITA,"FW,MF",23-070,8.2,81.0,118.0,68.6,1215.0,256.0,48.0,59.0,81.4,19.0,32.0,59.4,8.0,14.0,57.1,1,0.4,0.4,0.6,3.0,7.0,5.0,0.0,13.0,Nicholas BonfantiBari
Serie B,Bari,Andrea Favilli,it ITA,FW,28-020,8.7,146.0,226.0,64.6,2059.0,516.0,73.0,112.0,65.2,49.0,69.0,71.0,8.0,13.0,61.5,1,1.0,0.5,0.0,8.0,17.0,7.0,2.0,21.0,Andrea FavilliBari
Serie B,Bari,Raffaele Maiello,it ITA,MF,33-331,6.9,345.0,422.0,81.8,5644.0,1663.0,164.0,183.0,89.6,151.0,175.0,86.3,19.0,37.0,51.4,0,0.3,0.3,-0.3,4.0,52.0,4.0,1.0,38.0,Raffaele MaielloBari
Serie B,Bari,Nicola Bellomo,it ITA,"MF,FW",34-108,5.8,127.0,201.0,63.2,2506.0,944.0,48.0,62.0,77.4,47.0,72.0,65.3,25.0,53.0,47.2,1,1.4,1.8,-0.4,15.0,19.0,15.0,9.0,19.0,Nicola BellomoBari
Serie B,Bari,Gaston Pereiro,uy URU,"MF,FW",29-360,3.1,81.0,108.0,75.0,1165.0,341.0,43.0,50.0,86.0,22.0,28.0,78.6,8.0,16.0,50.0,0,0.6,0.7,-0.6,8.0,10.0,4.0,3.0,5.0,Gaston PereiroBari
Serie B,Bari,Giacomo Manzari,it ITA,"MF,FW",24-258,3.8,89.0,136.0,65.4,1441.0,416.0,49.0,56.0,87.5,33.0,51.0,64.7,6.0,18.0,33.3,0,1.2,0.9,-1.2,7.0,13.0,6.0,2.0,18.0,Giacomo ManzariBari
Serie B,Bari,Lorenzo Sgarbi,it ITA,"MF,FW",24-074,2.4,92.0,130.0,70.8,1707.0,526.0,40.0,46.0,87.0,43.0,56.0,76.8,9.0,14.0,64.3,2,1.3,1.0,0.7,8.0,9.0,10.0,7.0,13.0,Lorenzo SgarbiBari
Serie B,Bari,Marco Pissardo,it ITA,GK,27-149,1.2,18.0,40.0,45.0,767.0,733.0,1.0,1.0,100.0,4.0,4.0,100.0,13.0,35.0,37.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marco PissardoBari
Serie B,Bari,Alessandro Tripaldelli,it ITA,DF,26-117,1.8,37.0,58.0,63.8,680.0,257.0,16.0,20.0,80.0,18.0,23.0,78.3,3.0,12.0,25.0,0,0.9,0.3,-0.9,2.0,1.0,2.0,1.0,1.0,Alessandro TripaldelliBari
Serie B,Bari,Coli Saco,ml MLI,"MF,FW",23-022,1.8,37.0,53.0,69.8,603.0,139.0,16.0,26.0,61.5,17.0,20.0,85.0,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,Coli SacoBari
Serie B,Bari,Giacomo Ricci,it ITA,DF,28-277,0.9,33.0,44.0,75.0,594.0,266.0,11.0,13.0,84.6,17.0,22.0,77.3,3.0,5.0,60.0,0,0.0,0.3,0.0,1.0,1.0,4.0,2.0,6.0,Giacomo RicciBari
Serie B,Bari,Karlo Lulic,hr CRO,MF,29-027,0.5,31.0,36.0,86.1,559.0,188.0,13.0,14.0,92.9,16.0,18.0,88.9,2.0,4.0,50.0,0,0.0,0.1,0.0,0.0,11.0,1.0,1.0,10.0,Karlo LulicBari
Serie B,Bari,Gregorio Morachioli,it ITA,"DF,MF",25-099,0.1,7.0,12.0,58.3,127.0,68.0,2.0,2.0,100.0,4.0,6.0,66.7,1.0,3.0,33.3,0,0.0,0.1,0.0,0.0,1.0,1.0,1.0,1.0,Gregorio MorachioliBari
Serie B,Bari,Opponent Total,,,27.2,38.0,12400.0,16003.0,77.5,222215.0,86473.0,5443.0,6278.0,86.7,5376.0,6384.0,84.2,1292.0,2532.0,51.0,25,34.4,34.0,-9.4,381.0,1131.0,311.0,110.0,1294.0,Opponent TotalBari
Serie B,Sudtirol,Salvatore Molina,it ITA,"DF,MF",33-156,33.1,835.0,1256.0,66.5,14969.0,6013.0,373.0,465.0,80.2,332.0,492.0,67.5,111.0,231.0,48.1,3,3.8,3.7,-0.8,33.0,88.0,54.0,28.0,132.0,Salvatore MolinaSudtirol
Serie B,Sudtirol,Raphael Odogwu,ng NGA,FW,34-129,31.2,376.0,585.0,64.3,4405.0,940.0,251.0,364.0,69.0,82.0,120.0,68.3,9.0,12.0,75.0,8,4.3,3.8,3.7,35.0,20.0,12.0,0.0,42.0,Raphael OdogwuSudtirol
Serie B,Sudtirol,Daniele Casiraghi,it ITA,MF,32-088,25.1,713.0,1103.0,64.6,12588.0,4673.0,336.0,411.0,81.8,263.0,372.0,70.7,95.0,212.0,44.8,3,4.2,6.0,-1.2,49.0,84.0,56.0,21.0,136.0,Daniele CasiraghiSudtirol
Serie B,Sudtirol,Nicola Pietrangeli,it ITA,DF,24-322,27.4,543.0,728.0,74.6,10978.0,5165.0,149.0,185.0,80.5,327.0,375.0,87.2,60.0,145.0,41.4,0,0.1,0.4,-0.1,4.0,39.0,1.0,0.0,50.0,Nicola PietrangeliSudtirol
Serie B,Sudtirol,Andrea Giorgini,it ITA,DF,23-045,26.9,692.0,996.0,69.5,13677.0,6222.0,238.0,285.0,83.5,342.0,445.0,76.9,95.0,227.0,41.9,1,0.3,1.6,0.7,6.0,82.0,18.0,5.0,80.0,Andrea GiorginiSudtirol
Serie B,Sudtirol,Silvio Merkaj,al ALB,FW,27-184,22.9,226.0,334.0,67.7,2793.0,758.0,146.0,189.0,77.2,52.0,72.0,72.2,7.0,12.0,58.3,3,2.9,2.3,0.1,22.0,13.0,5.0,0.0,23.0,Silvio MerkajSudtirol
Serie B,Sudtirol,Raphael Kofler,it ITA,"DF,MF",20-041,21.7,613.0,806.0,76.1,11486.0,4901.0,218.0,263.0,82.9,320.0,386.0,82.9,65.0,128.0,50.8,0,0.7,0.9,-0.7,10.0,60.0,7.0,2.0,64.0,Raphael KoflerSudtirol
Serie B,Sudtirol,Mateusz Praszelik,pl POL,MF,24-253,18.3,439.0,585.0,75.0,7791.0,2166.0,190.0,231.0,82.3,185.0,233.0,79.4,49.0,95.0,51.6,0,1.4,1.6,-1.4,14.0,42.0,15.0,4.0,62.0,Mateusz PraszelikSudtirol
Serie B,Sudtirol,Giacomo Poluzzi,it ITA,GK,37-101,18.0,357.0,563.0,63.4,12382.0,10404.0,54.0,55.0,98.2,103.0,109.0,94.5,198.0,395.0,50.1,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,Giacomo PoluzziSudtirol
Serie B,Sudtirol,Tommaso Arrigoni,it ITA,MF,31-100,17.8,801.0,952.0,84.1,14090.0,3646.0,345.0,375.0,92.0,361.0,413.0,87.4,74.0,125.0,59.2,1,0.9,1.3,0.1,20.0,86.0,8.0,2.0,86.0,Tommaso ArrigoniSudtirol
Serie B,Sudtirol,Simone Davi,it ITA,DF,25-263,17.9,395.0,605.0,65.3,6954.0,2951.0,165.0,207.0,79.7,177.0,261.0,67.8,42.0,101.0,41.6,2,1.1,2.3,0.9,12.0,38.0,18.0,12.0,49.0,Simone DaviSudtirol
Serie B,Sudtirol,Matteo Rover,it ITA,"DF,FW",26-106,15.6,287.0,421.0,68.2,4334.0,1341.0,157.0,198.0,79.3,92.0,133.0,69.2,22.0,46.0,47.8,1,1.3,1.4,-0.3,11.0,21.0,9.0,3.0,38.0,Matteo RoverSudtirol
Serie B,Sudtirol,Marius Adamonis,lt LTU,GK,28-024,15.0,173.0,367.0,47.1,8237.0,7771.0,4.0,4.0,100.0,39.0,44.0,88.6,130.0,317.0,41.0,0,0.0,0.1,0.0,0.0,18.0,0.0,0.0,0.0,Marius AdamonisSudtirol
Serie B,Sudtirol,Freddie Veseli,al ALB,DF,32-198,14.9,243.0,380.0,63.9,5037.0,2234.0,70.0,97.0,72.2,128.0,186.0,68.8,40.0,85.0,47.1,1,0.2,0.3,0.8,5.0,32.0,3.0,1.0,38.0,Freddie VeseliSudtirol
Serie B,Sudtirol,Andrea Masiello,it ITA,DF,39-121,13.9,660.0,820.0,80.5,12745.0,5879.0,240.0,263.0,91.3,313.0,363.0,86.2,92.0,169.0,54.4,1,0.6,1.0,0.4,7.0,62.0,20.0,4.0,81.0,Andrea MasielloSudtirol
Serie B,Sudtirol,Niklas Pyyhtia,fi FIN,MF,21-254,10.9,187.0,335.0,55.8,3216.0,1307.0,94.0,127.0,74.0,60.0,98.0,61.2,25.0,73.0,34.2,3,1.5,2.0,1.5,20.0,13.0,8.0,0.0,27.0,Niklas PyyhtiaSudtirol
Serie B,Sudtirol,Karim Zedadka,fr FRA,"DF,MF",24-362,9.7,193.0,299.0,64.5,3178.0,1147.0,105.0,130.0,80.8,61.0,102.0,59.8,18.0,45.0,40.0,1,1.2,1.2,-0.2,8.0,23.0,14.0,4.0,35.0,Karim ZedadkaSudtirol
Serie B,Sudtirol,Jasmin Kurtic,si SVN,MF,36-147,9.7,617.0,683.0,90.3,10944.0,3271.0,283.0,298.0,95.0,254.0,281.0,90.4,70.0,83.0,84.3,0,0.2,0.6,-0.2,6.0,65.0,8.0,2.0,63.0,Jasmin KurticSudtirol
Serie B,Sudtirol,Luca Ceppitelli,it ITA,DF,35-299,9.7,491.0,549.0,89.4,9785.0,4221.0,160.0,170.0,94.1,267.0,282.0,94.7,61.0,88.0,69.3,0,0.0,0.1,0.0,1.0,27.0,2.0,1.0,27.0,Luca CeppitelliSudtirol
Serie B,Sudtirol,Fabian Tait,it ITA,"MF,FW",32-116,8.5,233.0,302.0,77.2,3331.0,948.0,130.0,165.0,78.8,82.0,102.0,80.4,8.0,11.0,72.7,3,1.0,1.1,2.0,13.0,22.0,6.0,3.0,37.0,Fabian TaitSudtirol
Serie B,Sudtirol,Hamza El Kaouakibi,ma MAR,"DF,MF",27-015,8.9,229.0,316.0,72.5,3593.0,1636.0,125.0,144.0,86.8,85.0,115.0,73.9,12.0,35.0,34.3,0,0.6,0.5,-0.6,10.0,24.0,4.0,1.0,29.0,Hamza El KaouakibiSudtirol
Serie B,Sudtirol,Alessandro Mallamo,it ITA,MF,26-076,7.3,196.0,264.0,74.2,2955.0,670.0,117.0,128.0,91.4,60.0,82.0,73.2,16.0,25.0,64.0,0,0.6,1.1,-0.6,7.0,11.0,8.0,3.0,23.0,Alessandro MallamoSudtirol
Serie B,Sudtirol,Jacopo Martini,it ITA,MF,20-160,8.0,185.0,260.0,71.2,3170.0,866.0,79.0,102.0,77.5,79.0,101.0,78.2,18.0,37.0,48.6,0,0.4,0.3,-0.4,2.0,18.0,5.0,0.0,27.0,Jacopo MartiniSudtirol
Serie B,Sudtirol,Antonio Barreca,it ITA,DF,30-080,5.5,100.0,179.0,55.9,1838.0,1032.0,46.0,57.0,80.7,31.0,62.0,50.0,17.0,46.0,37.0,0,0.7,0.8,-0.7,7.0,10.0,6.0,5.0,8.0,Antonio BarrecaSudtirol
Serie B,Sudtirol,Luca Belardinelli,it ITA,MF,24-084,5.4,96.0,184.0,52.2,1618.0,823.0,49.0,84.0,58.3,32.0,60.0,53.3,11.0,24.0,45.8,0,0.6,0.6,-0.6,6.0,18.0,9.0,3.0,31.0,Luca BelardinelliSudtirol
Serie B,Sudtirol,Giacomo Drago,it ITA,GK,24-089,5.0,100.0,134.0,74.6,2357.0,1804.0,24.0,24.0,100.0,49.0,49.0,100.0,24.0,58.0,41.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Giacomo DragoSudtirol
Serie B,Sudtirol,Andrea Cagnano,it ITA,DF,26-354,2.6,122.0,165.0,73.9,2290.0,828.0,43.0,53.0,81.1,63.0,78.0,80.8,13.0,24.0,54.2,0,0.1,0.4,-0.1,2.0,13.0,7.0,4.0,18.0,Andrea CagnanoSudtirol
Serie B,Sudtirol,Gabriele Gori,it ITA,FW,26-113,3.1,37.0,60.0,61.7,477.0,122.0,25.0,36.0,69.4,7.0,14.0,50.0,2.0,4.0,50.0,0,0.0,0.1,0.0,1.0,3.0,2.0,0.0,8.0,Gabriele GoriSudtirol
Serie B,Sudtirol,Valerio Crespi,it ITA,"FW,DF",20-306,1.9,25.0,32.0,78.1,344.0,42.0,18.0,22.0,81.8,5.0,6.0,83.3,1.0,1.0,100.0,1,0.2,0.1,0.8,2.0,1.0,2.0,0.0,2.0,Valerio CrespiSudtirol
Serie B,Sudtirol,Edoardo Vergani,it ITA,FW,24-120,0.5,5.0,6.0,83.3,65.0,18.0,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Edoardo VerganiSudtirol
Serie B,Sudtirol,Federico Davi,it ITA,DF,23-156,0.5,22.0,35.0,62.9,395.0,177.0,8.0,11.0,72.7,12.0,16.0,75.0,2.0,7.0,28.6,0,0.0,0.1,0.0,1.0,3.0,2.0,0.0,8.0,Federico DaviSudtirol
Serie B,Sudtirol,Alessandro Vimercati,it ITA,DF,22-262,0.2,4.0,5.0,80.0,62.0,32.0,1.0,1.0,100.0,3.0,4.0,75.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alessandro VimercatiSudtirol
Serie B,Sudtirol,Opponent Total,,,27.2,38.0,14014.0,17991.0,77.9,252258.0,92791.0,5956.0,6882.0,86.5,6078.0,7243.0,83.9,1551.0,2928.0,53.0,40,32.9,36.1,7.1,394.0,1139.0,333.0,123.0,1363.0,Opponent TotalSudtirol
Serie B,Modena,Riccardo Gagno,it ITA,GK,27-315,37.0,759.0,1191.0,63.7,23374.0,17953.0,141.0,142.0,99.3,291.0,298.0,97.7,321.0,741.0,43.3,0,0.0,0.1,0.0,1.0,23.0,1.0,0.0,0.0,Riccardo GagnoModena
Serie B,Modena,Antonio Palumbo,it ITA,"MF,FW",28-304,32.8,1126.0,1599.0,70.4,21854.0,7438.0,475.0,570.0,83.3,432.0,559.0,77.3,191.0,375.0,50.9,10,9.2,11.4,0.8,87.0,111.0,69.0,13.0,183.0,Antonio PalumboModena
Serie B,Modena,Fabio Gerli,it ITA,MF,28-165,32.1,1574.0,1808.0,87.1,28405.0,8959.0,632.0,707.0,89.4,747.0,804.0,92.9,159.0,210.0,75.7,3,2.2,2.6,0.8,34.0,164.0,28.0,4.0,223.0,Fabio GerliModena
Serie B,Modena,Simone Santoro,it ITA,MF,25-259,30.7,1053.0,1326.0,79.4,17226.0,5231.0,510.0,595.0,85.7,428.0,509.0,84.1,77.0,139.0,55.4,0,1.2,1.4,-1.2,21.0,120.0,20.0,5.0,157.0,Simone SantoroModena
Serie B,Modena,Giovanni Zaro,it ITA,DF,31-025,30.5,1102.0,1341.0,82.2,21678.0,9130.0,376.0,422.0,89.1,596.0,672.0,88.7,117.0,214.0,54.7,2,1.7,1.2,0.3,10.0,81.0,5.0,2.0,88.0,Giovanni ZaroModena
Serie B,Modena,Matteo Cotali,it ITA,DF,28-045,21.4,774.0,964.0,80.3,11581.0,4159.0,451.0,520.0,86.7,258.0,307.0,84.0,38.0,78.0,48.7,0,0.4,0.9,-0.4,8.0,54.0,17.0,5.0,80.0,Matteo CotaliModena
Serie B,Modena,Giuseppe Caso,it ITA,"MF,FW",26-179,20.3,390.0,496.0,78.6,5763.0,1437.0,232.0,275.0,84.4,126.0,156.0,80.8,20.0,28.0,71.4,3,2.7,2.5,0.3,27.0,30.0,29.0,2.0,58.0,Giuseppe CasoModena
Serie B,Modena,Alessandro Dellavalle,it ITA,DF,21-026,22.2,735.0,981.0,74.9,13454.0,5091.0,303.0,355.0,85.4,347.0,432.0,80.3,77.0,159.0,48.4,0,0.4,0.7,-0.4,6.0,49.0,9.0,6.0,57.0,Alessandro DellavalleModena
Serie B,Modena,Mattia Caldara,it ITA,DF,31-032,20.5,550.0,723.0,76.1,10367.0,4058.0,217.0,259.0,83.8,258.0,312.0,82.7,66.0,128.0,51.6,0,0.7,0.7,-0.7,8.0,37.0,3.0,1.0,56.0,Mattia CaldaraModena
Serie B,Modena,Cristian Cauz,it ITA,DF,28-295,18.6,746.0,888.0,84.0,13335.0,5562.0,308.0,340.0,90.6,388.0,443.0,87.6,44.0,84.0,52.4,1,0.3,0.7,0.7,5.0,49.0,2.0,1.0,57.0,Cristian CauzModena
Serie B,Modena,Luca Magnino,it ITA,"DF,MF",27-297,20.3,697.0,849.0,82.1,11070.0,3412.0,363.0,417.0,87.1,264.0,300.0,88.0,48.0,76.0,63.2,0,0.8,0.8,-0.8,12.0,59.0,12.0,2.0,62.0,Luca MagninoModena
Serie B,Modena,Alessandro Di Pardo,it ITA,DF,25-323,15.9,489.0,650.0,75.2,7328.0,2779.0,278.0,327.0,85.0,169.0,230.0,73.5,23.0,48.0,47.9,2,1.3,1.8,0.7,10.0,30.0,14.0,3.0,46.0,Alessandro Di PardoModena
Serie B,Modena,Pedro Mendes,pt POR,FW,25-309,16.4,263.0,400.0,65.8,3568.0,680.0,160.0,243.0,65.8,76.0,103.0,73.8,9.0,9.0,100.0,0,0.8,1.0,-0.8,15.0,19.0,10.0,1.0,28.0,Pedro MendesModena
Serie B,Modena,Riyad Idrissi,ma MAR,DF,19-358,14.3,423.0,571.0,74.1,6731.0,2448.0,221.0,253.0,87.4,160.0,211.0,75.8,28.0,71.0,39.4,0,0.8,0.7,-0.8,7.0,22.0,10.0,5.0,30.0,Riyad IdrissiModena
Serie B,Modena,Gregoire Defrel,mq MTQ,"FW,MF",33-354,13.1,285.0,356.0,80.1,3913.0,678.0,172.0,208.0,82.7,73.0,86.0,84.9,17.0,23.0,73.9,4,1.9,1.1,2.1,16.0,17.0,10.0,0.0,37.0,Gregoire DefrelModena
Serie B,Modena,Thomas Battistella,it ITA,"MF,DF",23-312,10.9,225.0,329.0,68.4,3848.0,1321.0,102.0,128.0,79.7,98.0,128.0,76.6,20.0,47.0,42.6,1,0.6,1.2,0.4,8.0,31.0,7.0,3.0,34.0,Thomas BattistellaModena
Serie B,Modena,Kleis Bozhanaj,al ALB,"MF,FW",24-097,10.4,215.0,272.0,79.0,3640.0,1044.0,104.0,116.0,89.7,92.0,111.0,82.9,15.0,33.0,45.5,2,2.1,1.6,-0.1,14.0,25.0,13.0,0.0,43.0,Kleis BozhanajModena
Serie B,Modena,Ettore Gliozzi,it ITA,"FW,MF",29-256,10.0,149.0,237.0,62.9,2123.0,338.0,96.0,141.0,68.1,35.0,60.0,58.3,12.0,16.0,75.0,1,0.4,0.7,0.6,8.0,10.0,3.0,0.0,17.0,Ettore GliozziModena
Serie B,Modena,Fabio Abiuso,gr GRE,FW,22-124,8.1,91.0,147.0,61.9,1145.0,165.0,56.0,79.0,70.9,28.0,45.0,62.2,1.0,6.0,16.7,1,0.5,0.7,0.5,8.0,7.0,2.0,0.0,8.0,Fabio AbiusoModena
Serie B,Modena,Gady Beyuku,fr FRA,DF,19-195,6.7,264.0,318.0,83.0,3931.0,1127.0,149.0,161.0,92.5,102.0,118.0,86.4,9.0,25.0,36.0,0,0.0,0.2,0.0,1.0,18.0,4.0,2.0,15.0,Gady BeyukuModena
Serie B,Modena,Edoardo Duca,it ITA,"DF,MF",28-007,6.4,241.0,308.0,78.2,3806.0,1026.0,124.0,140.0,88.6,86.0,103.0,83.5,21.0,34.0,61.8,1,0.8,0.7,0.2,11.0,26.0,9.0,6.0,35.0,Edoardo DucaModena
Serie B,Modena,Stipe Vulikic,hr CRO,DF,24-134,4.5,224.0,254.0,88.2,3914.0,1411.0,80.0,84.0,95.2,129.0,141.0,91.5,13.0,19.0,68.4,0,0.1,0.1,-0.1,2.0,15.0,2.0,0.0,18.0,Stipe VulikicModena
Serie B,Modena,Antonio Pergreffi,it ITA,DF,37-031,4.4,104.0,122.0,85.2,2118.0,838.0,24.0,25.0,96.0,69.0,73.0,94.5,11.0,22.0,50.0,0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,8.0,Antonio PergreffiModena
Serie B,Modena,Eric Botteghin,br BRA,DF,37-279,2.6,114.0,129.0,88.4,2490.0,1000.0,28.0,29.0,96.6,71.0,80.0,88.8,15.0,18.0,83.3,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,Eric BotteghinModena
