League,Squad,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,PlSqu
Serie B,Modena,Edoardo Duca,it ITA,"DF,MF",28-010,6.4,4,0,0,18,23,2,27,1,7,0.0,0.0,0,38.0,9.0,12.0,42.9,Edoardo DucaModena
Serie B,Modena,Stipe Vulikic,hr CRO,DF,24-137,4.5,1,0,0,4,5,1,0,5,5,1.0,0.0,0,15.0,12.0,7.0,63.2,Stipe VulikicModena
Serie B,Modena,Antonio Pergreffi,it ITA,DF,37-034,4.4,3,0,0,2,5,0,1,3,1,0.0,0.0,0,6.0,9.0,5.0,64.3,Antonio PergreffiModena
Serie B,Modena,Eric Botteghin,br BRA,DF,37-282,2.6,0,0,0,5,0,0,0,7,3,0.0,0.0,0,11.0,12.0,4.0,75.0,Eric BotteghinModena
Serie B,Modena,Issiaka Kamate,fr FRA,"MF,DF",20-311,3.1,1,0,0,6,5,1,5,1,2,0.0,0.0,0,7.0,3.0,9.0,25.0,Issiaka KamateModena
Serie B,Modena,Fabio Ponsi,it ITA,DF,24-117,1.9,0,0,0,2,0,1,8,1,0,0.0,0.0,0,6.0,1.0,2.0,33.3,Fabio PonsiModena
Serie B,Modena,Jacopo Sassi,it ITA,GK,21-320,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Jacopo SassiModena
Serie B,Modena,Thomas Alberti,it ITA,FW,26-348,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,Thomas AlbertiModena
Serie B,Modena,Taha Zidouh,it ITA,MF,18-178,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Taha ZidouhModena
Serie B,Modena,Marco Oliva,it ITA,MF,19-332,0.1,0,1,0,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Marco OlivaModena
Serie B,Modena,Opponent Total,,,27.4,38.0,95,3,1,587,454,33,848,279,353,2.0,6.0,2,1490.0,594.0,647.0,47.9,Opponent TotalModena
Serie B,Carrarese,Marco Imperiale,it ITA,DF,26-039,35.7,3,1,0,33,23,3,32,33,30,0.0,0.0,0,120.0,80.0,90.0,47.1,Marco ImperialeCarrarese
Serie B,Carrarese,Nicolas Schiavi,ar ARG,MF,30-128,30.4,8,0,0,51,51,1,67,41,46,0.0,0.0,0,160.0,36.0,26.0,58.1,Nicolas SchiaviCarrarese
Serie B,Carrarese,Manuel Cicconi,it ITA,DF,27-347,30.3,9,0,0,32,44,4,170,16,20,0.0,0.0,0,134.0,33.0,37.0,47.1,Manuel CicconiCarrarese
Serie B,Carrarese,Julian Illanes,ar ARG,DF,28-091,29.1,9,2,0,45,37,2,9,33,13,0.0,3.0,0,93.0,89.0,49.0,64.5,Julian IllanesCarrarese
Serie B,Carrarese,Simone Zanon,it ITA,DF,23-283,26.3,3,0,0,32,45,5,96,22,26,0.0,1.0,0,95.0,73.0,35.0,67.6,Simone ZanonCarrarese
Serie B,Carrarese,Mattia Finotto,it ITA,FW,32-163,23.9,0,0,0,40,20,11,12,4,5,0.0,0.0,0,49.0,37.0,71.0,34.3,Mattia FinottoCarrarese
Serie B,Carrarese,Marco Bleve,it ITA,GK,29-234,23.2,0,0,0,0,4,0,0,0,0,0.0,0.0,0,31.0,5.0,1.0,83.3,Marco BleveCarrarese
Serie B,Carrarese,Emanuele Zuelli,it ITA,MF,23-199,22.9,3,0,0,25,20,0,67,8,12,0.0,0.0,0,108.0,14.0,6.0,70.0,Emanuele ZuelliCarrarese
Serie B,Carrarese,Samuel Giovane,it ITA,MF,22-073,21.5,8,0,0,39,45,0,20,12,11,0.0,1.0,0,90.0,30.0,28.0,51.7,Samuel GiovaneCarrarese
Serie B,Carrarese,Luigi Cherubini,it ITA,"MF,FW",21-145,20.6,4,0,0,26,32,0,46,8,16,0.0,0.0,0,99.0,7.0,30.0,18.9,Luigi CherubiniCarrarese
Serie B,Carrarese,Steven Shpendi,al ALB,"FW,MF",22-021,17.2,4,0,0,36,38,17,1,1,11,2.0,0.0,0,54.0,14.0,44.0,24.1,Steven ShpendiCarrarese
Serie B,Carrarese,Filippo Oliana,it ITA,DF,25-344,16.3,6,0,0,23,5,0,10,15,19,0.0,0.0,0,45.0,33.0,39.0,45.8,Filippo OlianaCarrarese
Serie B,Carrarese,Gabriele Guarino,it ITA,DF,21-056,13.0,5,1,1,22,4,0,0,15,4,0.0,0.0,0,38.0,70.0,37.0,65.4,Gabriele GuarinoCarrarese
Serie B,Carrarese,Mauro Coppolaro,it ITA,DF,28-091,13.0,3,0,0,11,11,0,13,8,11,1.0,0.0,0,39.0,17.0,14.0,54.8,Mauro CoppolaroCarrarese
Serie B,Carrarese,Devid Bouah,it ITA,DF,23-300,15.0,3,0,0,17,20,0,53,8,18,0.0,0.0,0,38.0,46.0,17.0,73.0,Devid BouahCarrarese
Serie B,Carrarese,Vincenzo Fiorillo,it ITA,GK,35-147,11.2,0,1,0,1,1,0,0,0,0,0.0,0.0,0,12.0,5.0,0.0,100.0,Vincenzo FiorilloCarrarese
Serie B,Carrarese,Leonardo Cerri,it ITA,"FW,MF",22-097,12.1,6,0,0,27,8,2,3,0,4,0.0,0.0,0,31.0,57.0,52.0,52.3,Leonardo CerriCarrarese
Serie B,Carrarese,Leonardo Capezzi,it ITA,MF,30-073,10.1,4,0,0,22,6,0,17,7,21,0.0,1.0,0,75.0,7.0,17.0,29.2,Leonardo CapezziCarrarese
Serie B,Carrarese,Ernesto Torregrossa,ve VEN,"FW,MF",32-346,4.6,1,0,0,9,15,1,0,2,2,0.0,0.0,0,11.0,13.0,16.0,44.8,Ernesto TorregrossaCarrarese
Serie B,Carrarese,Niccolo Belloni,it ITA,"DF,MF",30-334,7.5,2,0,0,16,5,1,46,4,11,0.0,1.0,0,44.0,12.0,7.0,63.2,Niccolo BelloniCarrarese
Serie B,Carrarese,Giuseppe Panico,it ITA,"MF,FW",28-030,7.2,2,0,0,14,19,3,8,4,7,0.0,0.0,0,27.0,7.0,13.0,35.0,Giuseppe PanicoCarrarese
Serie B,Carrarese,Alessandro Capello,it ITA,"FW,MF",29-179,4.9,1,0,0,6,12,1,3,0,2,0.0,0.0,0,21.0,1.0,16.0,5.9,Alessandro CapelloCarrarese
Serie B,Carrarese,Filippo Melegoni,it ITA,"MF,FW",26-111,4.6,1,0,0,4,7,2,2,4,6,0.0,0.0,0,7.0,3.0,14.0,17.6,Filippo MelegoniCarrarese
Serie B,Carrarese,Riccardo Palmieri,it ITA,"MF,FW",30-014,2.9,2,0,0,5,5,1,1,4,6,0.0,0.0,0,13.0,4.0,2.0,66.7,Riccardo PalmieriCarrarese
Serie B,Carrarese,Tommaso Milanese,it ITA,"MF,FW",22-313,2.9,0,0,0,3,4,0,0,3,3,0.0,0.0,0,10.0,1.0,7.0,12.5,Tommaso MilaneseCarrarese
Serie B,Carrarese,Alessandro Fontanarosa,it ITA,"DF,MF",22-122,2.5,1,0,0,6,4,0,2,2,3,0.0,1.0,0,6.0,10.0,4.0,71.4,Alessandro FontanarosaCarrarese
Serie B,Carrarese,Hjortur Hermannsson,is ISL,DF,30-121,1.7,1,0,0,3,2,0,2,1,1,0.0,0.0,0,4.0,3.0,8.0,27.3,Hjortur HermannssonCarrarese
Serie B,Carrarese,Niccolo Chiorra,it ITA,GK,24-085,1.8,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Niccolo ChiorraCarrarese
Serie B,Carrarese,Nicola Ravaglia,it ITA,GK,36-179,1.8,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Nicola RavagliaCarrarese
Serie B,Carrarese,Giacomo Manzari,it ITA,"MF,FW",24-261,1.3,1,0,0,0,2,1,1,1,1,0.0,0.0,0,4.0,2.0,2.0,50.0,Giacomo ManzariCarrarese
Serie B,Carrarese,Filippo Falco,it ITA,MF,33-118,0.3,0,0,0,0,2,0,4,0,0,0.0,0.0,0,2.0,0.0,2.0,0.0,Filippo FalcoCarrarese
Serie B,Carrarese,Mateo Scheffer Bracco,ar ARG,DF,20-245,0.1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,,Mateo Scheffer BraccoCarrarese
Serie B,Carrarese,Simone Della Latta,it ITA,MF,32-094,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Simone Della LattaCarrarese
Serie B,Carrarese,Opponent Total,,,27.3,38.0,92,5,3,526,514,40,756,272,383,6.0,4.0,0,1469.0,685.0,710.0,49.1,Opponent TotalCarrarese
Serie B,Reggiana,Francesco Bardi,it ITA,GK,33-142,36.0,6,0,0,0,9,0,0,0,0,0.0,0.0,1,13.0,5.0,2.0,71.4,Francesco BardiReggiana
Serie B,Reggiana,Andrea Meroni,it ITA,DF,28-151,34.3,4,0,0,30,27,0,7,35,30,0.0,0.0,1,94.0,104.0,68.0,60.5,Andrea MeroniReggiana
Serie B,Reggiana,Alessandro Sersanti,it ITA,MF,23-113,31.8,5,0,0,60,78,4,25,37,49,1.0,0.0,0,115.0,133.0,94.0,58.6,Alessandro SersantiReggiana
Serie B,Reggiana,Manolo Portanova,it ITA,"MF,FW",25-007,27.8,4,0,0,46,61,23,42,6,25,0.0,0.0,0,85.0,42.0,63.0,40.0,Manolo PortanovaReggiana
Serie B,Reggiana,Lorenzo Libutti,it ITA,DF,27-265,26.9,4,0,0,25,11,0,27,10,26,0.0,0.0,0,81.0,27.0,39.0,40.9,Lorenzo LibuttiReggiana
Serie B,Reggiana,Tobias Reinhart,ar ARG,MF,25-019,24.8,7,0,0,40,21,0,71,27,23,0.0,0.0,1,109.0,12.0,23.0,34.3,Tobias ReinhartReggiana
Serie B,Reggiana,Lorenzo Lucchesi,it ITA,DF,22-031,25.0,3,1,0,31,19,2,8,20,18,0.0,1.0,0,95.0,40.0,51.0,44.0,Lorenzo LucchesiReggiana
Serie B,Reggiana,Antonio Vergara,it ITA,"FW,MF",22-144,24.9,10,0,0,48,53,9,78,17,45,1.0,0.0,0,113.0,19.0,19.0,50.0,Antonio VergaraReggiana
Serie B,Reggiana,Lorenzo Ignacchiti,it ITA,MF,21-045,25.1,9,1,0,32,31,2,39,20,36,0.0,0.0,0,94.0,36.0,62.0,36.7,Lorenzo IgnacchitiReggiana
Serie B,Reggiana,Cedric Gondo,ci CIV,FW,28-196,21.8,9,0,0,56,48,19,13,5,11,0.0,0.0,0,53.0,53.0,99.0,34.9,Cedric GondoReggiana
Serie B,Reggiana,Manuel Marras,it ITA,"DF,MF",31-335,19.1,8,1,0,25,24,3,45,25,31,0.0,0.0,0,93.0,9.0,11.0,45.0,Manuel MarrasReggiana
Serie B,Reggiana,Mario Sampirisi,it ITA,DF,32-221,17.2,5,0,0,22,24,0,34,24,14,0.0,0.0,0,86.0,24.0,19.0,55.8,Mario SampirisiReggiana
Serie B,Reggiana,Riccardo Fiamozzi,it ITA,DF,32-022,16.7,3,0,0,13,8,2,33,15,7,0.0,0.0,0,51.0,10.0,14.0,41.7,Riccardo FiamozziReggiana
Serie B,Reggiana,Paolo Rozzio,it ITA,DF,32-322,13.5,3,0,0,10,13,1,0,16,10,0.0,0.0,1,40.0,53.0,23.0,69.7,Paolo RozzioReggiana
Serie B,Reggiana,Natan Girma,ch SUI,"FW,MF",23-180,11.3,6,0,0,25,31,4,26,5,14,0.0,0.0,0,47.0,3.0,25.0,10.7,Natan GirmaReggiana
Serie B,Reggiana,Luca Vido,it ITA,"FW,MF",28-126,11.1,4,0,0,22,19,5,4,1,6,0.0,1.0,0,28.0,15.0,53.0,22.1,Luca VidoReggiana
Serie B,Reggiana,Alessandro Fontanarosa,it ITA,DF,22-122,8.3,2,0,0,7,16,2,18,11,10,0.0,0.0,0,28.0,3.0,9.0,25.0,Alessandro FontanarosaReggiana
Serie B,Reggiana,Elvis Kabashi,al ALB,MF,31-109,7.5,4,0,0,18,15,0,26,10,13,0.0,0.0,0,45.0,19.0,13.0,59.4,Elvis KabashiReggiana
Serie B,Reggiana,Stefano Pettinari,it ITA,FW,33-133,5.9,1,0,0,23,12,3,4,1,6,0.0,0.0,0,23.0,17.0,24.0,41.5,Stefano PettinariReggiana
Serie B,Reggiana,Leo Stulac,si SVN,MF,30-256,4.9,2,0,0,8,9,0,13,2,8,0.0,0.0,0,17.0,1.0,8.0,11.1,Leo StulacReggiana
Serie B,Reggiana,Matteo Maggio,it ITA,"MF,FW",23-154,6.7,4,0,0,17,28,4,37,5,4,0.0,0.0,0,32.0,2.0,11.0,15.4,Matteo MaggioReggiana
Serie B,Reggiana,Joaquin Sosa,uy URU,DF,23-150,4.4,1,0,0,6,3,0,3,0,4,0.0,0.0,0,9.0,8.0,3.0,72.7,Joaquin SosaReggiana
Serie B,Reggiana,Orji Okwonkwo,ng NGA,"FW,MF",27-141,3.9,4,0,0,14,5,3,8,1,0,0.0,0.0,0,7.0,8.0,15.0,34.8,Orji OkwonkwoReggiana
Serie B,Reggiana,Edoardo Motta,it ITA,GK,20-147,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,Edoardo MottaReggiana
Serie B,Reggiana,Justin Kumi,it ITA,"MF,FW",20-328,1.7,1,0,0,7,6,0,0,2,3,0.0,0.0,0,5.0,1.0,5.0,16.7,Justin KumiReggiana
Serie B,Reggiana,Luca Cigarini,it ITA,MF,38-354,1.4,1,1,0,6,0,0,12,4,2,0.0,0.0,0,10.0,2.0,0.0,100.0,Luca CigariniReggiana
Serie B,Reggiana,Oliver Urso,dk DEN,"DF,FW",26-041,1.3,0,0,0,1,2,0,15,2,2,0.0,0.0,0,6.0,2.0,2.0,50.0,Oliver UrsoReggiana
Serie B,Reggiana,Yannis Nahounou,fr FRA,DF,21-024,0.9,0,0,0,2,0,0,1,2,0,0.0,0.0,0,0.0,4.0,5.0,44.4,Yannis NahounouReggiana
Serie B,Reggiana,Giacomo Cavallini,it ITA,"DF,MF",20-205,0.5,0,0,0,0,1,0,3,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0,Giacomo CavalliniReggiana
Serie B,Reggiana,Mattia Destro,it ITA,FW,34-081,0.1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Mattia DestroReggiana
Serie B,Reggiana,Opponent Total,,,27.5,38.0,107,3,2,598,566,22,819,276,362,2.0,2.0,1,1345.0,761.0,654.0,53.8,Opponent TotalReggiana
Serie B,Mantova,Marco Festa,it ITA,GK,33-003,38.0,3,0,0,0,2,0,0,0,0,0.0,0.0,1,49.0,8.0,0.0,100.0,Marco FestaMantova
Serie B,Mantova,Simone Trimboli,it ITA,MF,23-051,34.0,8,1,0,60,93,0,36,23,17,2.0,0.0,0,154.0,18.0,33.0,35.3,Simone TrimboliMantova
Serie B,Mantova,Davis Mensah,gh GHA,FW,33-311,26.3,4,0,0,46,116,24,20,2,5,0.0,0.0,0,41.0,39.0,54.0,41.9,Davis MensahMantova
Serie B,Mantova,Leonardo Mancuso,it ITA,"FW,MF",33-014,25.4,3,0,0,26,42,5,16,5,4,0.0,0.0,0,49.0,32.0,42.0,43.2,Leonardo MancusoMantova
Serie B,Mantova,Salvatore Burrai,it ITA,MF,38-014,25.9,12,0,0,50,42,0,141,19,20,0.0,0.0,0,122.0,17.0,23.0,42.5,Salvatore BurraiMantova
Serie B,Mantova,Fabrizio Brignani,it ITA,DF,27-147,24.5,8,1,1,46,29,0,12,21,32,0.0,0.0,0,100.0,61.0,48.0,56.0,Fabrizio BrignaniMantova
Serie B,Mantova,Antonio Fiori,it ITA,"FW,DF",22-108,21.0,4,0,0,31,56,6,50,7,10,0.0,0.0,0,89.0,8.0,15.0,34.8,Antonio FioriMantova
Serie B,Mantova,Cristiano Bani,it ITA,DF,26-146,21.6,4,0,0,19,43,0,28,27,21,0.0,0.0,0,91.0,20.0,19.0,51.3,Cristiano BaniMantova
Serie B,Mantova,Stefano Cella,it ITA,DF,24-051,20.5,5,1,0,31,13,1,0,18,11,0.0,0.0,0,63.0,51.0,30.0,63.0,Stefano CellaMantova
Serie B,Mantova,Tommaso Maggioni,it ITA,DF,23-291,20.1,1,0,0,11,23,0,31,14,10,0.0,0.0,0,63.0,22.0,21.0,51.2,Tommaso MaggioniMantova
Serie B,Mantova,Francesco Galuppini,it ITA,"FW,MF",31-235,18.8,3,0,0,10,43,1,27,4,18,0.0,0.0,0,83.0,20.0,16.0,55.6,Francesco GaluppiniMantova
Serie B,Mantova,Nicolo Radaelli,it ITA,DF,22-136,16.1,5,0,0,27,28,3,43,9,20,0.0,0.0,0,74.0,3.0,7.0,30.0,Nicolo RadaelliMantova
Serie B,Mantova,Alex Redolfi,it ITA,DF,31-140,14.9,4,0,0,21,16,1,2,15,10,0.0,0.0,0,33.0,40.0,34.0,54.1,Alex RedolfiMantova
Serie B,Mantova,Davide Bragantini,it ITA,"FW,MF",21-296,16.8,2,0,0,9,40,2,18,4,11,0.0,0.0,0,52.0,4.0,9.0,30.8,Davide BragantiniMantova
Serie B,Mantova,Matteo Solini,it ITA,DF,32-092,12.3,7,0,0,16,7,0,2,11,10,0.0,0.0,0,32.0,33.0,24.0,57.9,Matteo SoliniMantova
Serie B,Mantova,Mattia Aramu,it ITA,MF,30-026,11.7,4,0,0,29,55,2,59,3,7,0.0,0.0,0,28.0,4.0,10.0,28.6,Mattia AramuMantova
Serie B,Mantova,Federico Artioli,it ITA,MF,23-362,9.0,2,0,0,7,22,1,28,8,3,0.0,0.0,0,46.0,12.0,11.0,52.2,Federico ArtioliMantova
Serie B,Mantova,Simone Giordano,it ITA,DF,23-170,8.1,2,0,0,7,13,0,38,4,5,0.0,0.0,0,32.0,5.0,8.0,38.5,Simone GiordanoMantova
Serie B,Mantova,Sebastien De Maio,fr FRA,DF,38-096,10.2,2,0,0,15,8,1,3,4,4,0.0,1.0,0,24.0,37.0,25.0,59.7,Sebastien De MaioMantova
Serie B,Mantova,David Wieser,it ITA,MF,23-116,9.4,2,0,0,8,15,0,5,5,11,0.0,0.0,0,41.0,6.0,9.0,40.0,David WieserMantova
Serie B,Mantova,Francesco Ruocco,it ITA,"FW,DF",24-159,8.8,0,0,0,10,30,1,27,1,4,0.0,0.0,0,34.0,3.0,14.0,17.6,Francesco RuoccoMantova
Serie B,Mantova,Mattia Muroni,it ITA,"MF,DF",29-064,4.4,2,0,0,10,7,0,1,7,2,0.0,0.0,0,14.0,2.0,0.0,100.0,Mattia MuroniMantova
Serie B,Mantova,Alessandro Debenedetti,it ITA,"FW,MF",21-259,9.2,0,0,0,23,28,3,3,1,10,0.0,0.0,0,9.0,27.0,26.0,50.9,Alessandro DebenedettiMantova
Serie B,Mantova,Giacomo Fedel,it ITA,"DF,FW",22-308,4.4,0,0,0,2,10,0,8,3,5,1.0,0.0,0,18.0,1.0,4.0,20.0,Giacomo FedelMantova
Serie B,Mantova,Erik Panizzi,it ITA,DF,31-114,3.6,1,0,0,2,0,1,13,4,4,0.0,1.0,0,18.0,6.0,3.0,66.7,Erik PanizziMantova
Serie B,Mantova,Flavio Paoletti,it ITA,"MF,FW",22-144,1.7,0,1,0,3,2,0,1,1,2,0.0,0.0,0,6.0,1.0,3.0,25.0,Flavio PaolettiMantova
Serie B,Mantova,Opponent Total,,,27.1,38.0,110,5,2,810,489,62,749,328,366,2.0,4.0,1,1434.0,488.0,480.0,50.4,Opponent TotalMantova
Serie B,Brescia,Luca Lezzerini,it ITA,GK,30-077,37.0,3,0,0,2,10,0,0,0,0,0.0,1.0,0,52.0,5.0,2.0,71.4,Luca LezzeriniBrescia
Serie B,Brescia,Davide Adorni,it ITA,DF,32-304,35.8,11,0,0,38,13,0,1,37,25,1.0,1.0,0,101.0,91.0,73.0,55.5,Davide AdorniBrescia
Serie B,Brescia,Lorenzo Dickmann,it ITA,DF,28-258,32.5,10,0,0,29,48,3,102,28,42,0.0,0.0,0,157.0,19.0,20.0,48.7,Lorenzo DickmannBrescia
Serie B,Brescia,Matthias Verreth,be BEL,MF,27-109,29.9,8,0,0,31,50,0,145,40,38,0.0,2.0,0,141.0,36.0,20.0,64.3,Matthias VerrethBrescia
Serie B,Brescia,Dimitri Bisoli,it ITA,MF,31-076,27.9,8,0,0,35,31,3,69,28,36,0.0,1.0,0,112.0,50.0,54.0,48.1,Dimitri BisoliBrescia
Serie B,Brescia,Gennaro Borrelli,it ITA,FW,25-091,28.3,8,0,0,73,85,5,1,7,11,0.0,0.0,0,87.0,171.0,119.0,59.0,Gennaro BorrelliBrescia
Serie B,Brescia,Alexander Jallow,se SWE,DF,27-098,24.5,2,0,0,23,24,2,51,9,19,0.0,2.0,0,69.0,30.0,28.0,51.7,Alexander JallowBrescia
Serie B,Brescia,Michele Besaggio,it ITA,MF,23-042,22.0,5,0,0,23,44,2,55,20,27,0.0,0.0,0,106.0,12.0,19.0,38.7,Michele BesaggioBrescia
Serie B,Brescia,Niccolo Corrado,it ITA,"DF,MF",25-082,21.8,1,0,0,14,14,1,133,19,18,0.0,0.0,0,90.0,16.0,23.0,41.0,Niccolo CorradoBrescia
Serie B,Brescia,Andrea Cistana,it ITA,DF,28-069,19.0,2,2,0,23,11,0,3,19,21,0.0,0.0,0,61.0,51.0,27.0,65.4,Andrea CistanaBrescia
Serie B,Brescia,Massimo Bertagnoli,it ITA,MF,26-103,16.6,1,0,0,28,21,1,37,28,18,0.0,0.0,0,72.0,31.0,16.0,66.0,Massimo BertagnoliBrescia
Serie B,Brescia,Nicolas Galazzi,it ITA,"MF,FW",24-173,16.3,2,0,0,21,47,1,83,7,20,0.0,0.0,0,67.0,15.0,24.0,38.5,Nicolas GalazziBrescia
Serie B,Brescia,Giacomo Olzer,it ITA,"MF,FW",24-056,13.4,4,0,0,26,37,2,36,11,10,1.0,0.0,0,49.0,51.0,41.0,55.4,Giacomo OlzerBrescia
Serie B,Brescia,Gabriele Calvani,it ITA,DF,21-148,14.3,3,0,0,11,13,1,3,7,21,0.0,0.0,1,53.0,25.0,17.0,59.5,Gabriele CalvaniBrescia
Serie B,Brescia,Patrick Nuamah,it ITA,"FW,MF",19-160,14.0,3,0,0,25,30,5,19,6,15,0.0,0.0,0,63.0,10.0,28.0,26.3,Patrick NuamahBrescia
Serie B,Brescia,Andrea Papetti,it ITA,DF,22-341,12.8,2,0,0,15,9,3,5,9,11,0.0,1.0,0,37.0,16.0,34.0,32.0,Andrea PapettiBrescia
Serie B,Brescia,Gabriele Moncini,it ITA,FW,29-044,12.9,2,0,0,15,10,13,5,2,2,0.0,0.0,0,23.0,38.0,65.0,36.9,Gabriele MonciniBrescia
Serie B,Brescia,Ante Juric,hr CRO,FW,22-195,14.2,6,0,0,47,10,6,9,6,11,0.0,1.0,0,36.0,44.0,74.0,37.3,Ante JuricBrescia
Serie B,Brescia,Birkir Bjarnason,is ISL,"MF,FW",37-013,7.9,4,0,0,21,16,3,13,0,7,0.0,0.0,0,28.0,19.0,12.0,61.3,Birkir BjarnasonBrescia
Serie B,Brescia,Flavio Junior Bianchi,it ITA,FW,25-136,7.0,2,0,0,7,12,2,9,1,6,0.0,0.0,0,32.0,7.0,21.0,25.0,Flavio Junior BianchiBrescia
Serie B,Brescia,Luca D'Andrea,it ITA,"FW,MF",20-276,3.8,1,0,0,6,6,1,8,2,5,0.0,0.0,0,14.0,1.0,7.0,12.5,Luca D'AndreaBrescia
Serie B,Brescia,Riccardo Fogliata,it ITA,MF,21-159,2.6,0,0,0,10,1,0,3,2,4,0.0,0.0,0,4.0,6.0,1.0,85.7,Riccardo FogliataBrescia
Serie B,Brescia,Fabrizio Paghera,it ITA,MF,33-179,1.6,2,0,0,10,4,0,1,3,3,0.0,0.0,0,8.0,2.0,3.0,40.0,Fabrizio PagheraBrescia
Serie B,Brescia,Lorenzo Andrenacci,it ITA,GK,30-158,1.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Lorenzo AndrenacciBrescia
Serie B,Brescia,Trent Buhagiar,mt MLT,MF,27-102,0.1,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,,Trent BuhagiarBrescia
Serie B,Brescia,Zylyf Muca,al ALB,DF,20-094,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Zylyf MucaBrescia
Serie B,Brescia,Opponent Total,,,27.2,38.0,100,7,4,572,511,31,804,270,353,7.0,2.0,3,1487.0,728.0,747.0,49.4,Opponent TotalBrescia
Serie B,Frosinone,Michele Cerofolini,it ITA,GK,26-156,36.0,4,0,0,1,4,0,0,0,0,0.0,1.0,0,27.0,9.0,1.0,90.0,Michele CerofoliniFrosinone
Serie B,Frosinone,Ilario Monterisi,it ITA,DF,23-172,34.3,9,0,0,44,36,1,1,28,21,0.0,0.0,0,106.0,108.0,57.0,65.5,Ilario MonterisiFrosinone
Serie B,Frosinone,Anthony Oyono,ga GAB,DF,24-058,27.0,2,1,0,36,23,4,34,15,36,1.0,0.0,0,86.0,36.0,38.0,48.6,Anthony OyonoFrosinone
Serie B,Frosinone,Giuseppe Ambrosino,it ITA,"FW,MF",21-272,24.5,3,0,0,39,57,2,51,5,11,2.0,1.0,0,67.0,42.0,68.0,38.2,Giuseppe AmbrosinoFrosinone
Serie B,Frosinone,Riccardo Marchizza,it ITA,DF,27-075,23.0,4,0,0,12,15,4,127,7,4,0.0,0.0,0,27.0,22.0,17.0,56.4,Riccardo MarchizzaFrosinone
Serie B,Frosinone,Ebrima Darboe,gm GAM,MF,24-003,19.1,6,1,0,35,61,1,8,22,21,0.0,0.0,0,129.0,12.0,13.0,48.0,Ebrima DarboeFrosinone
Serie B,Frosinone,Jeremy Oyono,ga GAB,"DF,MF",24-058,17.6,4,0,0,22,27,0,43,5,20,0.0,1.0,0,84.0,20.0,19.0,51.3,Jeremy OyonoFrosinone
Serie B,Frosinone,Davide Biraschi,it ITA,DF,30-342,16.0,5,0,0,28,15,1,16,24,20,0.0,0.0,0,54.0,35.0,21.0,62.5,Davide BiraschiFrosinone
Serie B,Frosinone,Gabriele Bracaglia,it ITA,DF,21-325,18.0,2,0,0,21,16,0,16,21,18,1.0,0.0,0,42.0,29.0,24.0,54.7,Gabriele BracagliaFrosinone
Serie B,Frosinone,Francesco Gelli,it ITA,MF,28-237,16.2,2,0,0,21,30,1,72,7,11,0.0,1.0,0,80.0,10.0,20.0,33.3,Francesco GelliFrosinone
Serie B,Frosinone,Anthony Partipilo,it ITA,"FW,MF",30-225,13.6,4,0,0,20,37,3,50,4,14,0.0,0.0,0,51.0,4.0,14.0,22.2,Anthony PartipiloFrosinone
Serie B,Frosinone,Isak Vural,tr TUR,MF,19-012,13.1,2,0,0,24,33,0,2,9,16,0.0,0.0,0,49.0,15.0,17.0,46.9,Isak VuralFrosinone
Serie B,Frosinone,Giorgi Kvernadze,ge GEO,"FW,MF",22-122,18.6,2,0,0,42,31,4,35,12,19,0.0,0.0,0,66.0,12.0,41.0,22.6,Giorgi KvernadzeFrosinone
Serie B,Frosinone,Fares Ghedjemis,fr FRA,"FW,MF",22-276,11.8,1,0,0,15,17,2,48,2,6,0.0,1.0,0,35.0,7.0,17.0,29.2,Fares GhedjemisFrosinone
Serie B,Frosinone,Davide Bettella,it ITA,DF,25-063,12.7,2,0,0,18,22,0,0,18,11,0.0,1.0,0,40.0,28.0,26.0,51.9,Davide BettellaFrosinone
Serie B,Frosinone,Tjas Begic,si SVN,"MF,FW",21-344,11.9,4,0,0,11,45,3,34,6,4,0.0,0.0,0,51.0,8.0,8.0,50.0,Tjas BegicFrosinone
