Squad,Player,Rk,Nation,Pos,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,PlSqu
Hoffenheim,Umut Tohumcu,2601,de GER,"MF,FW",de Bundesliga,19,2004,4.2,110,133,82.7,1577,398,59,67,88.1,42,49,85.7,5,10,50.0,1,0.4,0.3,+0.6,3,8,0,0,13,Umut TohumcuHoffenheim
Lyon,Corentin Tolisso,2602,fr FRA,MF,fr Ligue 1,29,1994,25.9,1359,1602,84.8,20673,6018,752,835,90.1,481,538,89.4,80,128,62.5,4,4.9,4.9,-0.9,31,147,35,4,166,Corentin TolissoLyon
Holstein Kiel,John Tolkin,2603,us USA,"DF,MF",de Bundesliga,22,2002,8.2,250,368,67.9,4390,1920,121,139,87.1,100,136,73.5,25,72,34.7,2,0.7,1.1,+1.3,11,14,5,1,17,John TolkinHolstein Kiel
Atalanta,Rafael Toloi,2604,it ITA,DF,it Serie A,33,1990,5.2,257,293,87.7,4198,1287,121,129,93.8,122,130,93.8,12,25,48.0,0,0.2,0.5,-0.2,3,20,5,0,26,Rafael ToloiAtalanta
Rayo Vallecano,Raul de Tomas,2605,es ESP,"DF,FW",es La Liga,29,1994,0.2,5,6,83.3,50,0,4,4,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Raul de TomasRayo Vallecano
Wolfsburg,Tiago Tomas,2606,pt POR,"FW,MF",de Bundesliga,22,2002,20.9,329,475,69.3,4977,1438,180,235,76.6,118,165,71.5,20,38,52.6,1,2.6,1.5,-1.6,20,33,13,3,50,Tiago TomasWolfsburg
Arsenal,Takehiro Tomiyasu,2607,jp JPN,DF,eng Premier League,25,1998,0.1,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Takehiro TomiyasuArsenal
Milan,Fikayo Tomori,2608,eng ENG,DF,it Serie A,26,1997,17.7,1019,1103,92.4,18036,6914,409,426,96.0,548,581,94.3,54,78,69.2,1,0.7,0.8,+0.3,8,58,6,3,63,Fikayo TomoriMilan
Newcastle Utd,Sandro Tonali,2609,it ITA,MF,eng Premier League,24,2000,29.2,1285,1535,83.7,20569,5348,672,745,90.2,468,537,87.2,99,157,63.1,2,2.2,2.8,-0.2,28,104,30,5,128,Sandro TonaliNewcastle Utd
Inter,Luka Topalovic,2610,si SVN,MF,it Serie A,18,2006,0.1,5,9,55.6,73,11,2,3,66.7,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Luka TopalovicInter
Barcelona,Pablo Torre,2611,es ESP,"MF,FW",es La Liga,21,2003,3.4,180,220,81.8,2702,678,96,108,88.9,65,73,89.0,11,21,52.4,1,0.8,1.3,+0.2,8,13,4,1,17,Pablo TorreBarcelona
Valladolid,David Torres,2612,es ESP,DF,es La Liga,21,2003,15.4,589,714,82.5,11231,4594,193,205,94.1,335,373,89.8,59,115,51.3,0,0.0,0.1,0.0,1,27,1,1,37,David TorresValladolid
Barcelona,Ferran Torres,2613,es ESP,"FW,MF",es La Liga,24,2000,12.3,267,360,74.2,3409,773,164,192,85.4,71,91,78.0,11,30,36.7,6,3.1,2.6,+2.9,19,17,18,2,35,Ferran TorresBarcelona
Aston Villa,Pau Torres,2614,es ESP,DF,eng Premier League,27,1997,22.4,1217,1369,88.9,21319,7907,521,547,95.2,602,644,93.5,79,148,53.4,0,0.1,0.4,-0.1,3,110,8,0,97,Pau TorresAston Villa
Osasuna,Lucas Torro,2615,es ESP,MF,es La Liga,30,1994,32.9,1026,1363,75.3,17419,5017,481,607,79.2,428,527,81.2,87,162,53.7,0,1.2,1.7,-1.2,10,114,5,0,109,Lucas TorroOsasuna
Empoli,Lorenzo Tosto,2616,it ITA,DF,it Serie A,18,2006,0.0,4,4,100.0,72,24,0,0,,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Lorenzo TostoEmpoli
Le Havre,Abdoulaye Toure,2617,gn GUI,MF,fr Ligue 1,30,1994,25.8,868,1059,82.0,16170,4315,346,405,85.4,392,462,84.8,106,138,76.8,1,0.4,1.1,+0.6,7,90,10,5,109,Abdoulaye ToureLe Havre
Hoffenheim,Bazoumana Toure,2618,ci CIV,"FW,MF",de Bundesliga,18,2006,6.8,125,187,66.8,1869,423,68,92,73.9,33,51,64.7,11,17,64.7,3,1.9,1.8,+1.1,13,9,11,5,14,Bazoumana ToureHoffenheim
Montpellier,Birama Toure,2619,ml MLI,"MF,DF",fr Ligue 1,32,1992,3.3,101,123,82.1,1809,621,38,45,84.4,53,58,91.4,10,18,55.6,0,0.1,0.0,-0.1,3,4,0,0,9,Birama ToureMontpellier
Lille,Ousmane Toure,2620,fr FRA,DF,fr Ligue 1,19,2005,0.1,4,6,66.7,92,47,0,0,,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Ousmane ToureLille
Udinese,Souleymane Toure,2621,fr FRA,DF,it Serie A,21,2003,8.1,474,517,91.7,8403,2159,197,210,93.8,230,240,95.8,44,57,77.2,0,0.0,0.2,0.0,2,34,4,1,26,Souleymane ToureUdinese
Union Berlin,Lucas Tousart,2622,fr FRA,MF,de Bundesliga,27,1997,6.2,108,162,66.7,1573,561,68,86,79.1,30,47,63.8,6,16,37.5,1,0.5,0.6,+0.5,3,7,4,0,18,Lucas TousartUnion Berlin
Ipswich Town,Conor Townsend,2623,eng ENG,DF,eng Premier League,31,1993,3.7,80,127,63.0,1418,756,32,39,82.1,41,55,74.5,7,24,29.2,1,0.7,0.2,+0.3,4,7,2,2,8,Conor TownsendIpswich Town
Fulham,Adama Traore,2624,es ESP,"FW,MF",eng Premier League,28,1996,19.7,424,587,72.2,6645,1683,236,286,82.5,143,194,73.7,30,54,55.6,7,4.9,4.5,+2.1,42,36,38,22,68,Adama TraoreFulham
Wolves,Boubacar Traore,2625,ml MLI,MF,eng Premier League,22,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Boubacar TraoreWolves
Real Sociedad,Hamari Traore,2626,ml MLI,DF,es La Liga,32,1992,7.8,381,460,82.8,6499,2206,184,201,91.5,161,197,81.7,35,53,66.0,1,0.2,0.4,+0.8,3,17,5,2,26,Hamari TraoreReal Sociedad
Heidenheim,Omar Traore,2627,de GER,DF,de Bundesliga,26,1998,29.1,989,1399,70.7,17339,7260,486,573,84.8,382,514,74.3,99,215,46.0,1,1.6,3.3,-0.6,20,101,36,14,117,Omar TraoreHeidenheim
Eint Frankfurt,Kevin Trapp,2628,de GER,GK,de Bundesliga,34,1990,25.5,693,947,73.2,15726,11103,217,217,100.0,324,331,97.9,148,389,38.0,0,0.0,0.0,0.0,0,7,0,0,1,Kevin TrappEint Frankfurt
Bournemouth,Mark Travers,2629,ie IRL,GK,eng Premier League,25,1999,5.0,100,142,70.4,3469,2692,6,6,100.0,51,53,96.2,43,83,51.8,0,0.0,0.0,0.0,0,3,0,0,0,Mark TraversBournemouth
Rayo Vallecano,Oscar Trejo,2630,ar ARG,MF,es La Liga,36,1988,5.5,261,312,83.7,3441,775,171,187,91.4,67,82,81.7,10,20,50.0,0,1.0,0.3,-1.0,9,30,5,0,37,Oscar TrejoRayo Vallecano
St. Pauli,Philipp Treu,2631,de GER,"MF,DF",de Bundesliga,23,2000,32.0,1225,1532,80.0,18854,5713,663,732,90.6,469,575,81.6,62,137,45.3,2,2.5,2.8,-0.5,22,62,19,8,105,Philipp TreuSt. Pauli
Brentford,Ryan Trevitt,2632,eng ENG,MF,eng Premier League,21,2003,0.0,4,7,57.1,73,23,1,2,50.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Ryan TrevittBrentford
Union Berlin,Christopher Trimmel,2633,at AUT,"DF,MF",de Bundesliga,37,1987,19.3,474,783,60.5,9565,4987,177,216,81.9,206,318,64.8,85,201,42.3,3,2.1,3.2,+0.9,35,60,18,10,73,Christopher TrimmelUnion Berlin
Newcastle Utd,Kieran Trippier,2634,eng ENG,DF,eng Premier League,33,1990,14.5,1036,1256,82.5,17676,6130,500,529,94.5,432,504,85.7,83,172,48.3,3,1.4,1.5,+1.6,22,70,22,2,117,Kieran TrippierNewcastle Utd
Arsenal,Leandro Trossard,2635,be BEL,FW,eng Premier League,29,1994,28.3,711,954,74.5,11435,2972,377,439,85.9,275,357,77.0,43,87,49.4,7,6.1,4.1,+0.9,41,45,48,10,101,Leandro TrossardArsenal
Rennes,Adrien Truffert,2636,fr FRA,"DF,MF",fr Ligue 1,22,2001,30.6,1263,1601,78.9,19719,6114,669,743,90.0,490,620,79.0,70,144,48.6,2,3.2,4.0,-1.2,39,56,39,20,104,Adrien TruffertRennes
Liverpool,Kostas Tsimikas,2637,gr GRE,DF,eng Premier League,28,1996,9.3,550,654,84.1,9357,3100,267,282,94.7,222,253,87.7,49,96,51.0,1,2.1,2.3,-1.1,16,42,12,4,76,Kostas TsimikasLiverpool
Girona,Viktor Tsyhankov,2638,ua UKR,"FW,MF",es La Liga,26,1997,21.3,646,871,74.2,9793,2532,361,416,86.8,192,259,74.1,52,118,44.1,5,3.9,4.3,+1.1,33,38,24,6,65,Viktor TsyhankovGirona
Ipswich Town,Axel Tuanzebe,2639,cd COD,DF,eng Premier League,26,1997,19.0,682,814,83.8,10396,4020,380,416,91.3,260,314,82.8,28,49,57.1,1,0.3,0.3,+0.7,5,63,6,1,61,Axel TuanzebeIpswich Town
Monza,Stefano Turati,2640,it ITA,GK,it Serie A,22,2001,29.7,764,1077,70.9,21304,16285,157,159,98.7,359,364,98.6,246,547,45.0,0,0.0,0.0,0.0,0,10,0,0,0,Stefano TuratiMonza
Real Sociedad,Benat Turrientes,2641,es ESP,MF,es La Liga,22,2002,10.5,405,452,89.6,6925,1458,203,220,92.3,145,155,93.5,43,58,74.1,0,0.2,0.4,-0.2,3,40,2,1,42,Benat TurrientesReal Sociedad
Eint Frankfurt,Tuta,2642,br BRA,"DF,MF",de Bundesliga,25,1999,25.3,1265,1442,87.7,22286,8026,532,568,93.7,626,666,94.0,87,161,54.0,1,0.3,0.7,+0.7,4,79,11,0,78,TutaEint Frankfurt
Getafe,Christantus Uche,2643,ng NGA,"FW,MF",es La Liga,21,2003,27.6,387,592,65.4,5080,1266,248,328,75.6,101,157,64.3,12,32,37.5,6,2.9,3.1,+3.1,29,37,16,4,49,Christantus UcheGetafe
Tottenham,Destiny Udogie,2644,it ITA,DF,eng Premier League,21,2002,21.4,972,1115,87.2,14117,4770,544,597,91.1,371,412,90.0,26,33,78.8,1,1.5,1.2,-0.5,16,89,6,1,121,Destiny UdogieTottenham
Manchester Utd,Manuel Ugarte Ribeiro,2645,uy URU,MF,eng Premier League,23,2001,19.8,800,910,87.9,13018,2801,410,457,89.7,310,333,93.1,62,83,74.7,2,1.1,0.7,+0.9,10,59,9,3,61,Manuel Ugarte RibeiroManchester Utd
Southampton,Lesley Ugochukwu,2646,fr FRA,MF,eng Premier League,20,2004,18.4,600,706,85.0,9335,2081,289,327,88.4,265,292,90.8,23,38,60.5,1,1.0,0.6,0.0,14,54,7,1,49,Lesley UgochukwuSouthampton
Gladbach,Lukas Ullrich,2647,de GER,DF,de Bundesliga,20,2004,21.1,647,850,76.1,9822,3416,375,420,89.3,233,297,78.5,31,80,38.8,2,1.8,1.9,+0.2,8,29,9,6,39,Lukas UllrichGladbach
Bayern Munich,Sven Ulreich,2648,de GER,GK,de Bundesliga,35,1988,1.0,25,30,83.3,551,414,10,10,100.0,10,10,100.0,5,10,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Sven UlreichBayern Munich
Bournemouth,Enes Unal,2649,tr TUR,"FW,MF",eng Premier League,27,1997,3.8,63,99,63.6,685,192,40,52,76.9,17,28,60.7,0,1,0.0,1,0.4,0.3,+0.6,4,4,4,0,12,Enes UnalBournemouth
Stuttgart,Deniz Undav,2650,de GER,"FW,MF",de Bundesliga,28,1996,19.2,431,589,73.2,6294,1741,254,311,81.7,135,182,74.2,26,46,56.5,3,3.6,3.8,-0.6,26,38,27,2,70,Deniz UndavStuttgart
Espanyol,Naci Unuvar,2651,nl NED,"MF,DF",es La Liga,21,2003,0.3,13,18,72.2,193,38,7,8,87.5,3,3,100.0,2,4,50.0,0,0.0,0.1,0.0,1,1,1,1,1,Naci UnuvarEspanyol
Bayern Munich,Dayot Upamecano,2652,fr FRA,DF,de Bundesliga,25,1998,19.5,1805,1923,93.9,34017,11145,602,641,93.9,1040,1075,96.7,147,177,83.1,0,0.5,1.2,-0.5,7,197,3,1,137,Dayot UpamecanoBayern Munich
Bologna,Kacper Urbanski,2653,pl POL,MF,it Serie A,19,2004,2.7,106,126,84.1,1689,395,52,60,86.7,44,46,95.7,7,10,70.0,0,0.5,0.3,-0.5,9,14,5,1,15,Kacper UrbanskiBologna
Monza,Kacper Urbanski,2654,pl POL,MF,it Serie A,19,2004,5.6,215,249,86.3,3905,1045,95,110,86.4,88,96,91.7,26,30,86.7,0,0.1,0.3,-0.1,4,30,2,0,41,Kacper UrbanskiMonza
Bayern Munich,Jonas Urbig,2655,de GER,GK,de Bundesliga,20,2003,8.0,232,286,81.1,6043,4239,46,46,100.0,121,123,98.4,65,116,56.0,0,0.0,0.1,0.0,0,8,1,0,3,Jonas UrbigBayern Munich
Eint Frankfurt,Can Uzun,2656,tr TUR,"MF,FW",de Bundesliga,18,2005,7.5,239,299,79.9,3821,1135,116,134,86.6,99,113,87.6,17,30,56.7,1,1.1,1.1,-0.1,14,25,18,4,42,Can UzunEint Frankfurt
Stuttgart,Josha Vagnoman,2657,de GER,"DF,MF",de Bundesliga,23,2000,20.4,725,902,80.4,11327,3154,383,435,88.0,273,331,82.5,49,82,59.8,1,2.1,2.2,-1.1,22,36,18,9,47,Josha VagnomanStuttgart
Parma,Lautaro Valenti,2658,ar ARG,DF,it Serie A,25,1999,17.3,701,830,84.5,13631,4181,217,234,92.7,407,438,92.9,71,139,51.1,0,0.2,0.2,-0.2,4,26,3,1,28,Lautaro ValentiParma
Rayo Vallecano,Oscar Valentin,2659,es ESP,MF,es La Liga,29,1994,20.4,688,830,82.9,10843,3821,353,393,89.8,281,324,86.7,41,71,57.7,0,0.9,1.1,-0.9,13,74,6,1,86,Oscar ValentinRayo Vallecano
Hellas Verona,Nicolas Valentini,2660,ar ARG,DF,it Serie A,23,2001,12.5,316,468,67.5,6762,3269,99,117,84.6,159,188,84.6,55,140,39.3,0,0.8,0.4,-0.8,6,52,2,0,42,Nicolas ValentiniHellas Verona
Valencia,German Valera,2661,es ESP,MF,es La Liga,22,2002,1.6,34,47,72.3,474,50,20,24,83.3,13,14,92.9,1,7,14.3,0,0.0,0.0,0.0,1,3,0,0,2,German ValeraValencia
Parma,Emanuele Valeri,2662,it ITA,DF,it Serie A,25,1998,31.9,783,1193,65.6,14224,6316,330,398,82.9,349,517,67.5,83,212,39.2,6,4.7,3.4,+1.3,36,69,31,19,93,Emanuele ValeriParma
Mallorca,Martin Valjent,2663,sk SVK,DF,es La Liga,28,1995,30.7,1195,1391,85.9,22418,8493,441,480,91.9,608,647,94.0,128,223,57.4,0,0.1,0.5,-0.1,4,84,4,0,91,Martin ValjentMallorca
Como,Alex Valle,2664,es ESP,DF,it Serie A,20,2004,11.4,562,661,85.0,8597,3030,313,334,93.7,213,239,89.1,25,54,46.3,0,0.7,0.5,-0.7,11,51,9,4,44,Alex ValleComo
Real Madrid,Jesus Vallejo,2665,es ESP,DF,es La Liga,27,1997,1.5,60,67,89.6,1094,392,19,19,100.0,37,41,90.2,3,6,50.0,1,0.1,0.2,+0.9,2,5,1,0,5,Jesus VallejoReal Madrid
Monza,Mattia Valoti,2666,it ITA,MF,it Serie A,30,1993,0.4,12,19,63.2,235,60,5,6,83.3,6,11,54.5,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Mattia ValotiMonza
Real Madrid,Federico Valverde,2667,uy URU,"MF,DF",es La Liga,26,1998,33.7,2010,2237,89.9,34974,10229,973,1037,93.8,789,841,93.8,198,262,75.6,4,3.1,3.2,+0.9,39,232,31,2,226,Federico ValverdeReal Madrid
Como,Ignace Van Der Brempt,2668,be BEL,DF,it Serie A,22,2002,14.0,551,679,81.1,8534,2594,290,318,91.2,227,277,81.9,22,47,46.8,1,0.5,0.4,+0.5,10,32,6,3,42,Ignace Van Der BremptComo
Mallorca,Siebe Van Der Heyden,2669,be BEL,"DF,MF",es La Liga,26,1998,1.1,65,73,89.0,1164,308,31,33,93.9,26,30,86.7,7,9,77.8,0,0.1,0.1,-0.1,1,7,1,1,5,Siebe Van Der HeydenMallorca
St. Pauli,Siebe Van Der Heyden,2670,be BEL,"DF,MF",de Bundesliga,26,1998,9.7,386,487,79.3,6732,2240,169,189,89.4,176,204,86.3,34,66,51.5,0,0.0,0.2,0.0,2,36,6,3,28,Siebe Van Der HeydenSt. Pauli
Liverpool,Virgil van Dijk,2671,nl NED,DF,eng Premier League,33,1991,37.0,2688,2935,91.6,49037,19110,1100,1143,96.2,1333,1397,95.4,229,341,67.2,1,0.7,1.0,+0.3,12,290,7,0,198,Virgil van DijkLiverpool
Monaco,Vanderson,2672,br BRA,DF,fr Ligue 1,23,2001,22.9,1090,1403,77.7,18537,6599,547,623,87.8,412,522,78.9,103,174,59.2,3,3.1,3.8,-0.1,23,76,29,12,102,VandersonMonaco
RB Leipzig,Maarten Vandevoordt,2673,be BEL,GK,de Bundesliga,22,2002,4.8,138,175,78.9,3557,2188,27,27,100.0,75,75,100.0,35,71,49.3,0,0.0,0.0,0.0,0,3,0,0,4,Maarten VandevoordtRB Leipzig
Leicester City,Jamie Vardy,2674,eng ENG,FW,eng Premier League,37,1987,31.4,258,389,66.3,3776,424,141,190,74.2,86,114,75.4,15,22,68.2,4,3.0,2.6,+1.0,19,11,10,1,22,Jamie VardyLeicester City
Sevilla,Ruben Vargas,2675,ch SUI,"FW,MF",es La Liga,25,1998,7.5,166,247,67.2,2714,696,94,113,83.2,51,74,68.9,16,39,41.0,1,0.8,0.9,+0.2,13,11,9,5,14,Ruben VargasSevilla
Augsburg,Ruben Vargas,2676,ch SUI,"MF,FW",de Bundesliga,25,1998,3.4,118,141,83.7,2132,400,49,54,90.7,54,67,80.6,11,14,78.6,0,0.7,1.1,-0.7,6,7,5,1,13,Ruben VargasAugsburg
St. Pauli,Nikola Vasilj,2677,ba BIH,GK,de Bundesliga,28,1995,33.0,1033,1404,73.6,26791,18507,195,196,99.5,557,563,98.9,273,634,43.1,0,0.0,0.2,0.0,1,40,2,0,0,Nikola VasiljSt. Pauli
Empoli,Devis Vasquez,2678,co COL,GK,it Serie A,26,1998,32.0,667,1105,60.4,19973,14880,88,88,100.0,332,342,97.1,247,672,36.8,0,0.0,0.1,0.0,0,29,1,0,0,Devis VasquezEmpoli
Genoa,Johan Vasquez,2679,mx MEX,DF,it Serie A,25,1998,33.8,1491,1760,84.7,28470,8998,460,515,89.3,894,955,93.6,120,235,51.1,0,0.3,0.4,-0.3,7,76,6,2,96,Johan VasquezGenoa
Wolfsburg,Denis Vavro,2680,sk SVK,DF,de Bundesliga,28,1996,27.3,1297,1493,86.9,29352,9952,306,345,88.7,753,798,94.4,234,331,70.7,0,0.2,0.5,-0.2,7,102,6,0,96,Denis VavroWolfsburg
Valencia,Jose Luis Garcia Vaya,2681,es ESP,MF,es La Liga,25,1998,19.4,970,1237,78.4,18326,6217,418,464,90.1,394,472,83.5,135,247,54.7,2,2.1,2.6,-0.1,32,163,6,3,142,Jose Luis Garcia VayaValencia
Marseille,Robinio Vaz,2682,fr FRA,FW,fr Ligue 1,17,2007,0.8,2,8,25.0,27,0,1,4,25.0,1,1,100.0,0,1,0.0,0,0.0,0.1,0.0,0,0,0,0,0,Robinio VazMarseille
Valencia,Jesus Vazquez,2683,es ESP,DF,es La Liga,21,2003,10.2,345,447,77.2,4732,1323,216,237,91.1,115,150,76.7,8,27,29.6,0,0.6,0.6,-0.6,3,18,3,2,21,Jesus VazquezValencia
Real Madrid,Lucas Vazquez,2684,es ESP,DF,es La Liga,33,1991,24.3,1415,1624,87.1,21508,5227,764,823,92.8,547,622,87.9,68,107,63.6,5,4.7,3.9,+0.3,33,65,29,2,99,Lucas VazquezReal Madrid
Lazio,Matias Vecino,2685,uy URU,MF,it Serie A,32,1991,9.7,322,397,81.1,5633,1465,137,168,81.5,150,169,88.8,27,35,77.1,3,2.4,2.8,+0.6,11,32,3,0,29,Matias VecinoLazio
Lecce,Danilo Veiga,2686,pt POR,DF,it Serie A,21,2002,4.2,104,161,64.6,1712,550,50,62,80.6,46,63,73.0,6,26,23.1,0,0.3,0.2,-0.3,6,11,5,3,10,Danilo VeigaLecce
Chelsea,Renato Veiga,2687,pt POR,"DF,MF",eng Premier League,21,2003,2.0,118,139,84.9,2171,435,45,51,88.2,55,61,90.2,13,21,61.9,0,0.0,0.2,0.0,0,6,1,0,7,Renato VeigaChelsea
Juventus,Renato Veiga,2688,pt POR,DF,it Serie A,21,2003,12.1,500,568,88.0,10016,3525,148,159,93.1,303,323,93.8,49,80,61.3,1,0.1,0.2,+0.9,2,35,2,0,40,Renato VeigaJuventus
Espanyol,Alejo Veliz,2689,ar ARG,FW,es La Liga,20,2003,12.5,122,187,65.2,1608,182,79,106,74.5,28,46,60.9,8,12,66.7,0,0.6,0.1,-0.6,3,9,0,0,8,Alejo VelizEspanyol
Werder Bremen,Milos Veljkovic,2690,rs SRB,DF,de Bundesliga,28,1995,11.4,562,648,86.7,11481,3929,181,191,94.8,296,324,91.4,79,114,69.3,1,0.2,0.6,+0.8,3,50,4,3,64,Milos VeljkovicWerder Bremen
Brighton,Joel Veltman,2691,nl NED,DF,eng Premier League,32,1992,18.9,745,929,80.2,12563,3243,365,406,89.9,307,380,80.8,63,99,63.6,0,0.5,1.3,-0.5,6,66,9,5,85,Joel VeltmanBrighton
Tottenham,Micky van de Ven,2692,nl NED,DF,eng Premier League,23,2001,11.3,729,802,90.9,13817,4206,217,236,91.9,455,471,96.6,50,80,62.5,2,1.2,0.7,+0.8,2,50,1,0,51,Micky van de VenTottenham
Genoa,Lorenzo Venturino,2693,it ITA,"FW,MF",it Serie A,18,2006,1.9,28,55,50.9,508,169,11,20,55.0,13,17,76.5,2,7,28.6,0,0.2,0.1,-0.2,3,2,3,1,7,Lorenzo VenturinoGenoa
Mainz 05,Nikolas Veratschnig,2694,at AUT,"DF,MF",de Bundesliga,21,2003,4.0,106,146,72.6,1640,532,47,59,79.7,46,61,75.4,7,12,58.3,0,0.3,0.3,-0.3,5,7,4,1,7,Nikolas VeratschnigMainz 05
Brighton,Bart Verbruggen,2695,nl NED,GK,eng Premier League,21,2002,36.0,1011,1315,76.9,23986,16175,287,289,99.3,476,484,98.3,242,528,45.8,1,0.0,0.0,+1.0,1,20,1,0,2,Bart VerbruggenBrighton
Como,Simone Verdi,2696,it ITA,"MF,FW",it Serie A,32,1992,1.3,31,60,51.7,576,243,16,24,66.7,10,15,66.7,5,15,33.3,0,0.5,0.6,-0.5,6,2,3,3,5,Simone VerdiComo
Lyon,Jordan Veretout,2697,fr FRA,MF,fr Ligue 1,31,1993,17.3,792,944,83.9,13258,3471,380,424,89.6,337,386,87.3,60,92,65.2,0,0.6,0.9,-0.6,13,86,12,0,99,Jordan VeretoutLyon
RB Leipzig,Arthur Vermeeren,2698,be BEL,MF,de Bundesliga,19,2005,17.5,821,953,86.1,12663,3480,407,464,87.7,353,390,90.5,30,43,69.8,2,0.9,1.3,+1.1,12,71,6,0,77,Arthur VermeerenRB Leipzig
Union Berlin,Yorbe Vertessen,2699,be BEL,"MF,FW",de Bundesliga,23,2001,8.0,133,201,66.2,1979,567,73,96,76.0,41,57,71.9,10,28,35.7,0,1.6,1.8,-1.6,15,6,14,2,16,Yorbe VertessenUnion Berlin
Athletic Club,Mikel Vesga,2700,es ESP,MF,es La Liga,31,1993,11.0,429,539,79.6,7559,2180,186,210,88.6,192,234,82.1,44,74,59.5,0,1.0,0.7,-1.0,12,51,5,0,64,Mikel VesgaAthletic Club
Leicester City,Jannik Vestergaard,2701,dk DEN,DF,eng Premier League,31,1992,15.5,870,959,90.7,14697,5807,397,418,95.0,416,444,93.7,48,81,59.3,0,0.1,0.1,-0.1,3,34,1,0,32,Jannik VestergaardLeicester City
Auxerre,Ben Viadere,2702,fr FRA,MF,fr Ligue 1,18,2005,0.1,2,6,33.3,37,27,1,1,100.0,0,2,0.0,1,2,50.0,0,0.0,0.1,0.0,1,0,0,0,0,Ben ViadereAuxerre
Tottenham,Guglielmo Vicario,2703,it ITA,GK,eng Premier League,27,1996,24.0,764,874,87.4,15137,8856,237,239,99.2,431,446,96.6,89,180,49.4,0,0.0,0.0,0.0,0,2,0,0,1,Guglielmo VicarioTottenham
Alaves,Carlos Vicente,2704,es ESP,"FW,MF",es La Liga,25,1999,34.4,720,1140,63.2,12031,4061,388,496,78.2,240,354,67.8,77,185,41.6,5,5.4,5.9,-0.4,63,36,38,29,68,Carlos VicenteAlaves
Barcelona,Pau Victor,2705,es ESP,FW,es La Liga,22,2001,3.5,98,121,81.0,1416,221,54,60,90.0,37,47,78.7,4,5,80.0,1,0.9,0.4,+0.1,8,5,4,0,11,Pau VictorBarcelona
Osasuna,Nacho Vidal,2706,es ESP,DF,es La Liga,29,1995,1.4,37,49,75.5,613,304,21,23,91.3,8,11,72.7,7,11,63.6,0,0.0,0.0,0.0,0,1,0,0,1,Nacho VidalOsasuna
Mainz 05,Gabriel Vidovic,2707,hr CRO,MF,de Bundesliga,20,2003,0.0,6,6,100.0,113,0,2,2,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Gabriel VidovicMainz 05
Bayern Munich,Gabriel Vidovic,2708,hr CRO,MF,de Bundesliga,20,2003,0.3,8,8,100.0,104,10,6,6,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Gabriel VidovicBayern Munich
Betis,Fran Vieites,2709,es ESP,GK,es La Liga,25,1999,4.0,76,119,63.9,2047,1345,15,15,100.0,37,37,100.0,24,67,35.8,0,0.0,0.0,0.0,0,2,0,0,0,Fran VieitesBetis
Las Palmas,Sergio Viera,2710,es ESP,MF,es La Liga,19,2005,1.1,45,51,88.2,782,110,22,25,88.0,16,17,94.1,6,7,85.7,0,0.0,0.0,0.0,0,5,0,0,2,Sergio VieraLas Palmas
Monza,Samuele Vignato,2711,it ITA,MF,it Serie A,20,2004,5.2,126,167,75.4,1778,293,78,91,85.7,39,51,76.5,4,13,30.8,0,0.0,0.2,0.0,1,9,2,0,17,Samuele VignatoMonza
Alaves,Asier Villalibre,2712,es ESP,FW,es La Liga,26,1997,3.7,44,69,63.8,645,153,29,39,74.4,12,23,52.2,3,4,75.0,1,1.0,0.3,0.0,1,3,4,0,7,Asier VillalibreAlaves
Celta Vigo,Ivan Villar,2713,es ESP,GK,es La Liga,27,1997,4.0,95,117,81.2,1704,1111,30,30,100.0,44,44,100.0,10,32,31.3,0,0.0,0.0,0.0,0,0,0,0,0,Ivan VillarCelta Vigo
Fulham,Carlos Vinicius,2714,br BRA,"MF,FW",eng Premier League,29,1995,0.2,1,3,33.3,14,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Carlos ViniciusFulham
Cagliari,Nicolas Viola,2715,it ITA,"FW,MF",it Serie A,34,1989,14.1,285,452,63.1,5124,2017,146,178,82.0,80,134,59.7,48,101,47.5,1,1.9,2.6,-0.9,28,34,11,2,46,Nicolas ViolaCagliari
